,URL,MEAN_N_SEASONS_X_TEAM,N_TEAMS,N_NBA_CHAMPION,N_POSITIONS,COMMON_POSITION,MEAN_G_2S,MEAN_GS_2S,MEAN_FG%_PER_GAME_2S,MEAN_3P_PER_GAME_2S,MEAN_3P%_PER_GAME_2S,MEAN_FT%_PER_GAME_2S,MEAN_ORB_PER_GAME_2S,MEAN_AST_PER_GAME_2S,MEAN_STL_PER_GAME_2S,MEAN_BLK_PER_GAME_2S,MEAN_PF_PER_GAME_2S,MEAN_PER_2S,MEAN_3PAr_2S,MEAN_FTr_2S,MEAN_ORB%_2S,MEAN_DRB%_2S,MEAN_AST%_2S,MEAN_STL%_2S,MEAN_BLK%_2S,MEAN_TOV%_2S,MEAN_USG%_2S,MEAN_OWS_2S,MEAN_DBPM_2S,MEAN_OFF_TEAM_RTG_2S,MEAN_DEFF_TEAM_RTG_2S,MEAN_W/L%_TEAM_2S,MEAN_GS_SGFCT,MEAN_OWS_SGFCT,MEAN_OFF_TEAM_RTG_SGFCT,MEAN_W/L%_TEAM_SGFCT,ALL-ROOKIE,ALL_STAR,ROY,HALL_OF_FAME,DRAFT_PICK,HEIGHT(cm),AGE_ENTRANCE,IS_ACTIVE
0,/players/a/ackeral01.html,1.3333333333333333,3,0,1,SG,15.0,0.0,0.3225,0.25,0.275,0.25,0.25,0.65,0.2,0.1,0.6000000000000001,4.0,0.28800000000000003,0.066,3.95,11.649999999999999,14.049999999999999,1.4500000000000002,0.75,14.0,23.65,-0.15000000000000002,-2.95,110.65,102.69999999999999,0.768,0.0,-0.1,106.4,0.494,0,0,0,0,60,195.58,23,0
1,/players/a/acyqu01.html,1.5714285714285714,7,0,2,PF,46.0,0.0,0.514,0.05,0.3835,0.738,1.05,0.4,0.4,0.45,1.85,13.0,0.0665,0.4415,9.9,18.05,5.050000000000001,1.7,3.0,15.5,12.399999999999999,0.6499999999999999,0.9,104.4,107.6,0.36,7.625,0.7,105.325,0.36262500000000003,0,0,0,0,37,200.66,23,0
2,/players/a/adelde01.html,1.0,1,0,1,SF,19.0,3.0,0.306,0.3,0.261,1.0,0.2,0.3,0.1,0.2,0.7,2.7,0.639,0.111,1.6,9.6,3.4,0.3,1.8,13.7,9.9,-0.2,-1.6,107.7,117.6,0.232,3.0,-0.2,107.7,0.232,0,0,0,0,-100,200.66,22,0
3,/players/a/adrieje01.html,1.1666666666666667,6,0,1,PF,15.5,0.0,0.432,0.0,0.0,0.581,0.8,0.25,0.1,0.25,1.4,11.25,0.0,0.5509999999999999,11.05,26.15,4.85,0.5,2.15,10.6,16.450000000000003,0.1,-1.1,106.85,107.95,0.477,7.25,0.925,102.75,0.317,0,0,0,0,-100,200.66,25,0
4,/players/a/akognjo01.html,1.0,1,0,1,PG,3.0,0.0,0.5,0.3,0.5,0.0,0.0,0.3,0.0,0.0,1.0,15.3,0.5,0.0,0.0,12.1,19.4,0.0,0.0,0.0,20.3,0.0,0.1,105.9,106.5,0.5,0.0,0.0,105.9,0.5,0,0,0,0,-100,180.34,27,0
5,/players/a/akoonde01.html,1.0,1,0,1,SG,7.0,0.0,0.3,0.0,0.0,0.5,0.1,0.9,0.3,0.0,0.6,8.2,0.4,0.2,4.9,14.8,37.1,4.5,0.0,15.5,25.0,-0.1,2.1,113.0,108.9,0.659,0.0,-0.1,113.0,0.659,0,0,0,0,-100,198.12,26,0
6,/players/a/alabiso01.html,2.0,1,0,1,C,13.0,0.0,0.28049999999999997,0.0,0.0,0.4375,0.8500000000000001,0.2,0.15000000000000002,0.4,0.6000000000000001,8.1,0.0,0.1775,14.149999999999999,22.4,4.35,1.35,4.3,13.55,15.75,-0.1,-1.1,103.44999999999999,108.7,0.308,0.0,-0.1,103.44999999999999,0.308,0,0,0,0,50,215.9,23,0
7,/players/a/aldamsa01.html,1.0,1,0,1,PF,32.0,0.0,0.402,0.2,0.125,0.625,1.0,0.7,0.2,0.3,1.1,10.2,0.364,0.242,9.4,16.1,7.7,0.8,2.5,9.9,18.4,-0.1,-1.5,114.6,109.0,0.683,0.0,-0.1,114.6,0.683,0,0,0,0,30,210.82,21,1
8,/players/a/aldemfu01.html,1.0,1,0,1,PF,41.0,9.0,0.513,0.0,0.0,0.481,1.9,0.7,0.4,0.4,2.3,12.0,0.064,0.346,14.9,20.7,8.3,1.6,2.4,15.9,8.6,0.7,0.4,95.5,104.8,0.22,9.0,0.7,95.5,0.22,0,0,0,0,53,208.28,24,0
9,/players/a/alexacl01.html,1.0,1,0,1,PF,8.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.1,0.3,0.1,11.6,0.0,0.0,6.0,12.1,0.0,1.4,4.4,9.1,13.3,0.0,0.5,108.8,108.0,0.537,0.0,0.0,108.8,0.537,0,0,0,0,-100,203.2,21,0
10,/players/a/alexaga01.html,1.0,3,0,1,PF,7.5,0.0,0.5355,0.0,0.0,0.1665,0.44999999999999996,0.25,0.15,0.0,0.8500000000000001,4.7,0.0,0.8215,12.05,17.9,8.45,1.45,0.0,28.3,17.45,-0.05,-1.8,106.85,107.7,0.451,0.0,-0.1,106.80000000000001,0.4815,0,0,0,0,-100,200.66,25,0
11,/players/a/alexajo01.html,1.0,2,0,1,SF,33.5,0.0,0.2915,0.15,0.174,0.683,0.5,0.5,0.2,0.3,1.4500000000000002,6.449999999999999,0.1775,0.4195,7.35,11.8,9.4,1.4500000000000002,3.0,7.8,16.1,-0.15,0.4,105.1,106.6,0.4575,0.0,-0.3,106.7,0.415,0,0,0,0,8,203.2,23,0
12,/players/a/alexaky01.html,1.0,1,0,1,C,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,4.7,0.0,0.0,17.9,8.3,0.0,0.0,0.0,33.3,10.2,0.0,-3.7,112.5,109.5,0.603,0.0,0.0,112.5,0.603,0,0,0,0,-100,210.82,24,0
13,/players/a/alkinra01.html,1.0,1,0,1,SG,10.0,1.0,0.333,0.3,0.25,0.667,1.1,1.3,0.1,0.0,0.7,8.1,0.308,0.308,9.9,13.7,15.2,0.4,0.0,15.3,19.0,-0.1,-3.5,104.8,113.2,0.268,1.0,-0.1,104.8,0.268,0,0,0,0,-100,195.58,22,0
14,/players/a/allenje01.html,1.0,4,0,1,SG,58.5,0.5,0.348,0.30000000000000004,0.313,0.6525,0.2,1.6,0.45,0.1,1.05,8.25,0.3675,0.3345,2.4,7.8,23.05,2.4,0.7000000000000001,21.7,17.3,-0.4,-0.2,104.0,110.6,0.25,0.6666666666666666,-0.3333333333333333,104.60000000000001,0.3253333333333333,0,0,0,0,49,193.04,23,0
15,/players/a/allenka01.html,1.5,2,0,1,PG,18.5,1.0,0.367,0.45,0.236,0.778,0.30000000000000004,2.35,0.5,0.15000000000000002,1.6,9.4,0.3775,0.396,3.05,9.1,21.95,1.65,1.2000000000000002,19.65,17.1,0.24999999999999997,0.44999999999999996,106.05,108.80000000000001,0.439,1.0,0.7,104.5,0.207,0,0,0,0,53,185.42,25,0
16,/players/a/allenra01.html,2.0,1,0,1,SG,35.0,3.0,0.4325,0.0,0.0,0.5175000000000001,0.6000000000000001,0.2,0.2,0.2,1.3,7.65,0.041,0.1425,7.45,11.8,2.2,1.1,1.4,9.45,18.7,-0.2,-1.3,104.65,110.0,0.3045,6.0,-0.3,104.8,0.28,0,0,0,0,58,203.2,24,0
17,/players/a/allrela01.html,1.0,1,0,1,C,3.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,-1.0,0.0,0.5,0.0,11.8,0.0,0.0,0.0,0.0,22.1,0.0,-3.0,106.0,106.4,0.549,0.0,0.0,106.0,0.549,0,0,0,0,-100,210.82,27,0
18,/players/a/almonmo01.html,1.5,2,0,1,SG,17.0,0.5,0.33699999999999997,0.15000000000000002,0.272,0.7375,0.2,0.3,0.15000000000000002,0.1,0.8999999999999999,4.65,0.2385,0.36050000000000004,2.1,9.4,7.35,1.05,0.6,12.5,20.8,-0.1,-2.35,111.94999999999999,106.9,0.622,1.0,-0.1,110.1,0.585,0,0,0,0,25,198.12,23,0
19,/players/a/alstode01.html,1.5,2,0,1,C,68.5,21.0,0.48850000000000005,0.0,0.1665,0.4915,1.6,0.65,0.7,0.6,2.15,11.7,0.012,0.377,9.9,13.350000000000001,5.8,1.9,2.45,13.25,14.7,0.5,-0.15000000000000002,103.15,111.35,0.2565,21.0,0.5,103.15,0.2565,0,0,0,0,33,210.82,23,0
20,/players/a/alumape01.html,1.0,1,0,1,C,2.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,2.0,3.1,0.0,0.0,21.2,21.0,0.0,10.0,12.7,50.0,34.1,0.0,6.6,102.7,103.1,0.54,0.0,0.0,102.7,0.54,0,0,0,0,-100,208.28,26,0
21,/players/a/amayaas01.html,1.0,2,0,1,PF,42.5,17.0,0.39,0.0,0.5,0.5935,1.35,0.35,0.30000000000000004,0.15000000000000002,1.8499999999999999,10.3,0.0145,0.6455,13.7,23.6,4.0,1.8,1.15,15.6,17.45,0.24999999999999997,-1.2,102.1,106.7,0.36,34.0,0.7,97.6,0.183,0,0,0,0,-100,203.2,25,0
22,/players/a/anderan02.html,1.0,1,0,1,SF,1.0,0.0,0.333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.7,0.0,0.0,7.9,0.0,0.0,0.0,0.0,25.0,12.0,0.0,-4.8,108.3,104.6,0.61,0.0,0.0,108.3,0.61,0,0,0,0,-100,198.12,25,0
23,/players/a/anderda03.html,1.0,4,0,2,PF,51.5,0.0,0.4475,0.30000000000000004,0.347,0.6615,0.7,0.5,0.15000000000000002,0.2,1.45,11.5,0.20950000000000002,0.1895,6.550000000000001,20.8,6.85,0.8,1.5,11.75,19.65,0.15000000000000002,-0.6499999999999999,106.9,104.15,0.5975,0.0,0.15000000000000002,106.9,0.5975,0,0,0,0,37,210.82,30,0
24,/players/a/andermi01.html,1.0,1,0,1,PG,36.0,12.0,0.417,0.0,0.143,0.695,1.2,4.3,1.2,0.1,1.8,10.5,0.04,0.469,6.3,7.1,26.9,2.8,0.2,28.5,15.7,-0.5,-0.2,100.9,107.9,0.256,12.0,-0.5,100.9,0.256,0,0,0,0,73,180.34,23,0
25,/players/a/andrima01.html,1.0,1,0,1,C,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.2,15.5,0.0,0.0,13.0,39.8,0.0,11.9,0.0,0.0,5.1,0.0,7.0,107.8,105.4,0.61,0.0,0.0,107.8,0.61,0,0,0,0,-100,218.44000000000003,20,0
26,/players/a/anigbik01.html,2.0,1,0,1,C,7.0,0.0,0.222,0.0,0.0,0.4165,0.4,0.15,0.05,0.3,0.05,7.800000000000001,0.0,0.3335,18.95,25.6,9.7,0.85,11.850000000000001,19.85,24.700000000000003,0.0,-1.0999999999999999,109.7,107.3,0.585,0.0,0.1,109.5,0.585,0,0,0,0,47,208.28,20,0
27,/players/a/anslemi01.html,1.25,4,0,1,SF,69.5,3.0,0.5225,0.0,0.0,0.7195,2.2,0.5,0.35,0.15000000000000002,2.0,17.1,0.0,0.4855,15.2,16.2,4.55,1.2,0.65,8.6,18.0,2.65,-1.65,105.85,112.1,0.299,3.0,2.65,105.85,0.299,0,0,0,0,37,200.66,23,0
28,/players/a/anstech01.html,1.5,2,0,1,C,41.0,6.0,0.379,0.05,0.094,0.712,1.1,0.8,0.6000000000000001,0.5,2.3499999999999996,11.2,0.059500000000000004,0.3325,8.4,16.15,9.0,2.25,2.4,13.75,19.35,-0.2,0.44999999999999996,101.4,106.05000000000001,0.312,7.666666666666667,0.06666666666666665,99.0,0.27699999999999997,0,0,0,0,18,213.36,23,0
29,/players/a/antetko01.html,1.5,2,1,1,PF,3.5,0.0,0.5,0.0,0.0,0.5,0.2,0.2,0.5,0.0,0.2,7.7,0.0,1.0,5.55,7.55,6.85,4.4,0.0,18.95,16.4,0.0,-0.5,110.7,108.5,0.567,0.0,-0.3,109.9,0.583,0,0,0,0,60,208.28,22,0
30,/players/a/anthoco01.html,2.0,1,0,1,PG,56.0,49.5,0.394,1.6,0.3375,0.843,0.65,4.9,0.6499999999999999,0.35,2.35,12.8,0.3705,0.257,2.3,15.8,26.549999999999997,1.1,1.05,14.5,24.700000000000003,-0.5,-1.0,104.8,113.5,0.28,49.5,-0.5,104.8,0.28,0,0,0,0,15,187.96,21,1
31,/players/a/applike01.html,1.0,1,0,1,PG,5.0,0.0,0.25,0.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,-4.8,0.375,0.25,0.0,4.2,5.0,1.9,0.0,25.3,19.5,-0.1,-2.0,105.1,106.8,0.427,0.0,-0.1,105.1,0.427,0,0,0,0,-100,185.42,24,0
32,/players/a/archiro01.html,1.0,5,0,3,PF,22.0,1.5,0.2865,0.0,0.0,0.4205,0.6,0.35,0.2,0.2,1.2000000000000002,4.0,0.0,0.9195,9.45,15.5,7.0,1.5,1.9,18.85,16.25,-0.25,-0.5499999999999998,103.0,105.5,0.39,2.0,-0.2333333333333333,101.0,0.39399999999999996,0,0,0,0,32,210.82,23,0
33,/players/a/arcidry01.html,2.5,2,0,1,PG,52.5,16.0,0.431,0.7,0.3315,0.853,0.15,2.4,0.65,0.0,1.4500000000000002,9.45,0.6375,0.195,0.9,9.8,17.2,1.85,0.1,17.5,9.899999999999999,1.45,0.35,104.3,112.05000000000001,0.2985,12.0,1.3333333333333333,107.53333333333335,0.3456666666666666,0,0,0,0,-100,190.5,24,1
34,/players/a/arlaujo01.html,1.0,1,0,1,SF,9.0,0.0,0.326,0.0,0.0,0.75,0.7,0.9,0.3,0.4,1.8,7.9,0.0,0.186,7.6,9.0,13.3,1.7,2.6,7.9,24.0,-0.1,-1.7,106.5,112.1,0.293,0.0,-0.1,106.5,0.293,0,0,0,0,74,205.74,23,0
35,/players/a/artisja01.html,1.0,1,0,1,SG,15.0,1.0,0.392,0.5,0.276,0.583,0.3,1.2,0.1,0.2,0.7,6.9,0.367,0.152,1.6,13.5,9.3,0.4,0.9,8.7,14.5,-0.1,-1.6,105.2,110.1,0.305,1.0,-0.1,105.2,0.305,0,0,0,0,-100,200.66,25,0
36,/players/a/avdijde01.html,2.0,1,0,1,SF,68.0,20.0,0.4245,1.0,0.316,0.7005,0.5,1.6,0.6499999999999999,0.4,2.45,9.6,0.49250000000000005,0.1895,2.45,20.35,9.05,1.35,1.45,10.5,14.15,0.3,0.4,111.15,113.75,0.4495,20.0,0.3,111.15,0.4495,0,0,0,0,9,205.74,20,1
37,/players/a/ayayijo01.html,1.0,1,0,1,SG,7.0,0.0,0.167,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,3.4,0.167,0.0,5.6,10.9,25.4,0.0,0.0,0.0,13.3,0.0,-1.7,111.1,114.5,0.427,0.0,0.0,111.1,0.427,0,0,0,0,-100,195.58,22,1
38,/players/b/babbch01.html,1.0,1,0,1,SG,14.0,0.0,0.267,0.4,0.222,0.0,0.3,0.2,0.4,0.0,0.9,3.7,0.9,0.0,3.3,11.5,3.3,2.3,0.0,9.1,11.1,-0.1,-0.1,102.9,107.7,0.305,0.0,-0.1,102.9,0.305,0,0,0,0,-100,195.58,24,0
39,/players/b/babicmi01.html,1.0,2,0,2,C,10.5,0.0,0.389,0.0,0.0,0.6665,0.35,0.5,0.1,0.05,0.3,12.15,0.0,0.6234999999999999,9.85,17.900000000000002,18.65,1.2,0.6,20.15,25.200000000000003,-0.05,-2.1,106.4,109.80000000000001,0.4325,0.0,-0.05,106.4,0.4325,0,0,0,0,-100,213.36,23,0
40,/players/b/bacondw01.html,2.0,2,0,1,SG,48.0,9.5,0.425,0.55,0.34650000000000003,0.7695000000000001,0.15000000000000002,0.9,0.3,0.05,1.3,8.75,0.28150000000000003,0.1545,0.8500000000000001,15.1,8.35,0.9500000000000001,0.4,8.149999999999999,15.25,0.10000000000000003,-0.75,110.4,110.8,0.4575,20.0,-0.32499999999999996,108.05,0.39025,0,0,0,0,40,198.12,23,0
41,/players/b/bagarda01.html,3.0,1,0,1,C,42.5,0.0,0.333,0.0,0.0,0.525,0.8500000000000001,0.4,0.3,0.5,1.75,5.949999999999999,0.010499999999999999,0.41200000000000003,9.75,18.15,6.1,1.65,3.6999999999999997,19.75,18.0,-0.8,-1.35,97.7,107.44999999999999,0.2195,0.0,-0.8,97.7,0.2195,0,0,0,0,-100,215.9,21,0
42,/players/b/baglema01.html,2.0,3,0,2,PF,37.5,5.0,0.48550000000000004,0.4,0.2475,0.7484999999999999,2.4000000000000004,0.9,0.5,0.95,2.5999999999999996,17.25,0.134,0.27849999999999997,9.95,22.15,5.4,0.95,3.3,9.899999999999999,25.0,1.0,-1.45,110.30000000000001,111.85,0.4535,22.0,1.15,112.075,0.47375,1,0,0,0,2,210.82,20,1
43,/players/b/bairsca01.html,2.0,1,0,2,C,18.0,1.5,0.2695,0.05,0.1,0.8375,0.25,0.2,0.1,0.15000000000000002,0.75,4.45,0.0625,0.27849999999999997,7.35,13.65,5.449999999999999,1.3,1.6,12.0,16.9,-0.1,-1.45,106.25,105.4,0.5609999999999999,1.5,-0.1,106.25,0.5609999999999999,0,0,0,0,49,205.74,25,0
44,/players/b/bakerla01.html,1.0,1,0,1,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.4,-0.1,-24.3,102.0,103.9,0.46,0.0,-0.1,102.0,0.46,0,0,0,0,-100,185.42,30,0
45,/players/b/bakerma01.html,1.0,3,0,1,PG,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,-0.1,0.0,0.0,3.15,2.9,3.6,1.4,0.0,25.0,2.4,0.0,-0.19999999999999996,106.5,106.5,0.5,0.0,0.0,105.35,0.43900000000000006,0,0,0,0,-100,185.42,26,0
46,/players/b/bakerro01.html,1.6666666666666667,3,0,1,SG,40.5,7.0,0.35850000000000004,0.4,0.30000000000000004,0.71,0.2,1.85,0.8,0.2,1.25,8.4,0.47750000000000004,0.3195,1.45,9.0,16.4,2.65,1.05,19.799999999999997,12.4,-0.25,1.05,107.4,111.1,0.366,7.0,-0.25,107.4,0.366,0,0,0,0,-100,193.04,24,0
47,/players/b/ballce01.html,1.0,1,0,1,PF,7.0,0.0,0.375,0.0,0.0,1.0,0.7,0.0,0.0,0.3,0.7,10.8,0.0,0.25,20.4,25.3,0.0,0.0,4.6,18.4,17.0,0.0,-1.4,103.0,106.5,0.378,0.0,0.0,103.0,0.378,0,0,0,0,-100,203.2,23,0
48,/players/b/ballla01.html,2.0,1,0,1,PG,63.0,53.0,0.4325,2.35,0.3705,0.815,1.2999999999999998,6.85,1.6,0.4,2.95,18.6,0.4195,0.22,4.65,17.65,34.8,2.55,1.2,15.8,27.15,2.2,0.44999999999999996,112.5,113.25,0.491,53.0,2.2,112.5,0.491,1,1,1,0,3,200.66,20,1
49,/players/b/balllo01.html,1.6666666666666667,3,0,1,PG,49.5,47.5,0.383,1.65,0.317,0.434,1.2000000000000002,6.300000000000001,1.6,0.6000000000000001,2.3499999999999996,12.1,0.5115000000000001,0.11549999999999999,4.1,15.65,26.5,2.3499999999999996,1.55,18.200000000000003,17.15,-0.35,1.4500000000000002,107.15,108.75,0.439,51.0,0.3,109.625,0.4315,1,0,0,0,2,198.12,21,1
50,/players/b/bambamo01.html,4.0,1,0,1,C,54.5,0.5,0.47150000000000003,0.5,0.32299999999999995,0.6305000000000001,1.5,0.75,0.35,1.4,2.05,16.2,0.33099999999999996,0.21000000000000002,10.350000000000001,24.8,7.300000000000001,1.05,7.9,12.899999999999999,17.450000000000003,0.55,1.5,108.7,108.8,0.482,18.75,0.9,106.75,0.381,0,0,0,0,6,213.36,21,1
51,/players/b/barbeca01.html,1.0,1,0,1,PG,3.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.3,-11.2,0.0,1.0,8.5,16.7,26.7,0.0,0.0,14.8,22.7,-0.1,-7.6,116.5,114.9,0.524,0.0,-0.1,116.5,0.524,0,0,0,0,-100,187.96,28,1
52,/players/b/bardost01.html,1.0,3,0,1,SG,12.0,0.0,0.153,0.0,0.0835,0.353,0.7,0.65,0.15,0.05,0.6,20.0,0.0485,0.137,52.85,9.15,11.95,1.1,0.55,9.85,10.05,-0.2,-2.9499999999999997,103.5,109.4,0.3535,0.0,-0.2,103.7,0.34750000000000003,0,0,0,0,41,195.58,24,0
53,/players/b/barkler01.html,2.0,1,0,1,PG,13.5,2.0,0.3585,0.25,0.259,0.45,0.15,1.3,0.6,0.05,0.9,10.05,0.23349999999999999,0.0735,1.25,7.949999999999999,25.85,3.4,0.15,16.35,24.95,-0.1,-0.6500000000000001,106.95,102.9,0.604,4.0,-0.1,107.4,0.598,0,0,0,0,28,185.42,23,0
54,/players/b/barrean01.html,1.1428571428571428,7,0,1,PG,32.5,0.5,0.3265,0.35,0.256,0.7184999999999999,0.25,1.7000000000000002,0.5,0.0,1.3,7.1,0.47750000000000004,0.149,2.3,5.9,21.4,2.25,0.05,17.4,14.2,-0.2,0.8500000000000001,106.85,104.15,0.5855,0.4,-0.1,106.66,0.46820000000000006,0,0,0,0,-100,177.8,23,0
55,/players/b/basdeed01.html,1.0,1,0,1,SF,19.0,0.0,0.405,0.1,0.143,0.8,0.4,0.4,0.5,0.1,0.9,10.3,0.189,0.27,5.7,17.0,8.8,3.3,1.1,17.9,16.1,-0.1,3.2,104.0,103.4,0.5,0.0,-0.1,104.0,0.5,0,0,0,0,-100,195.58,23,0
56,/players/b/basspa01.html,1.0,1,0,1,SF,2.0,0.0,0.333,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,13.9,0.333,0.333,31.5,29.9,0.0,6.9,0.0,22.5,54.6,0.0,-1.2,114.8,107.3,0.78,0.0,0.0,114.8,0.78,0,0,0,0,-100,203.2,27,1
57,/players/b/bateeme01.html,1.0,3,1,1,C,19.5,5.0,0.3185,0.1,0.333,0.392,0.7,0.55,0.2,0.1,2.35,-0.20000000000000018,0.1335,0.199,6.9,19.0,11.2,0.65,0.45,21.450000000000003,21.950000000000003,-0.25,-1.55,103.5,103.75,0.5305,10.0,-0.2,101.4,0.329,0,0,0,0,-100,210.82,27,0
58,/players/b/batises01.html,2.0,1,0,1,PF,35.0,1.5,0.4625,0.0,0.0,0.597,0.8,0.2,0.25,0.1,1.45,9.8,0.0065,0.5505,12.350000000000001,27.65,5.1,1.8,0.85,22.1,13.05,-0.1,-0.9,104.7,109.94999999999999,0.3415,3.0,-0.2,106.4,0.317,0,0,0,0,-100,208.28,23,0
59,/players/b/batismi01.html,1.0,1,0,1,PF,75.0,2.0,0.422,0.2,0.222,0.784,1.1,0.7,0.6,0.2,1.6,12.2,0.173,0.188,7.5,15.6,6.9,1.7,0.9,12.0,20.7,0.0,-1.4,103.9,107.3,0.341,2.0,0.0,103.9,0.341,0,0,0,0,-100,203.2,26,0
60,/players/b/baxtelo01.html,1.2857142857142858,7,0,3,PF,58.5,2.5,0.47950000000000004,0.0,0.1665,0.6295,1.1,0.3,0.25,0.45,2.25,11.95,0.012,0.432,10.05,17.25,4.3,0.95,2.55,14.55,18.25,0.45,-0.6499999999999999,101.15,104.65,0.40249999999999997,1.8,0.28,101.22,0.4048,0,0,0,0,44,203.2,24,0
61,/players/b/bazarse01.html,1.0,1,0,1,PG,10.0,0.0,0.5,0.1,0.167,0.778,0.1,1.4,0.1,0.1,1.0,13.6,0.273,0.409,1.5,9.7,31.4,0.7,1.0,21.2,20.2,0.1,-0.3,106.6,105.2,0.512,0.0,0.1,106.6,0.512,0,0,0,0,-100,187.96,30,0
62,/players/b/beaslje01.html,1.0,1,0,1,PF,2.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,28.2,0.0,-3.4,102.2,101.7,0.512,0.0,0.0,102.2,0.512,0,0,0,0,33,208.28,24,0
63,/players/b/belltr01.html,1.0,1,0,1,PG,6.0,0.0,0.222,0.0,0.0,1.0,0.5,0.7,0.2,0.0,1.0,-4.5,0.222,0.167,9.9,3.4,18.7,1.5,0.0,23.7,33.5,-0.2,-6.5,104.8,102.2,0.61,0.0,-0.2,104.8,0.61,0,0,0,0,16,185.42,24,0
64,/players/b/bembrde01.html,1.6,5,0,2,SF,32.0,2.0,0.44699999999999995,0.2,0.2115,0.4755,0.35,1.2999999999999998,0.5,0.3,1.05,8.2,0.20900000000000002,0.21050000000000002,3.1,14.399999999999999,13.7,1.7,1.75,19.0,16.2,-0.5,0.2,104.95,108.15,0.4085,14.2,0.18000000000000002,111.05999999999999,0.43739999999999996,0,0,0,0,21,195.58,23,1
65,/players/b/bendedr01.html,1.5,4,0,3,PF,62.5,18.5,0.37,1.0499999999999998,0.3215,0.5645,0.5,1.05,0.25,0.55,1.85,6.199999999999999,0.646,0.0865,3.1,16.2,7.2,0.65,2.6,17.15,13.55,-0.7,-0.75,105.05,112.5,0.27449999999999997,21.333333333333332,-0.4666666666666666,105.33333333333333,0.26033333333333336,0,0,0,0,4,213.36,20,0
66,/players/b/benimje01.html,1.0,1,0,1,PF,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.7,0.0,0.0,38.7,76.6,0.0,0.0,0.0,100.0,15.3,0.0,-3.7,105.1,104.9,0.463,0.0,0.0,105.1,0.463,0,0,0,0,-100,203.2,24,0
67,/players/b/benjaco01.html,2.0,2,0,2,PG,39.5,5.5,0.395,0.35,0.28099999999999997,0.6365000000000001,0.45,0.7000000000000001,0.5,0.4,2.0,9.0,0.187,0.28800000000000003,4.05,9.5,9.7,1.9,1.9,14.8,23.65,-0.7,-0.8,93.30000000000001,103.8,0.23349999999999999,5.333333333333333,-0.7333333333333334,94.60000000000001,0.21666666666666667,0,0,0,0,28,198.12,21,0
68,/players/b/bennean01.html,1.0,4,0,1,PF,54.5,1.5,0.38849999999999996,0.2,0.27449999999999997,0.6395,0.9,0.55,0.45,0.25,1.65,9.15,0.1565,0.261,7.3,20.0,6.35,1.55,1.2,12.75,19.05,-0.6000000000000001,-1.35,103.55000000000001,109.95,0.2985,1.5,-0.6000000000000001,103.55000000000001,0.2985,0,0,0,0,1,203.2,21,0
69,/players/b/benneel01.html,1.0,5,0,1,PG,6.0,0.0,0.39,0.0,0.0,0.75,0.05,0.9,0.55,0.05,0.8,16.0,0.091,0.2995,0.85,7.2,32.6,6.7,0.55,23.1,29.7,-0.15,4.7,103.75,108.8,0.372,0.0,-0.26666666666666666,103.53333333333335,0.21966666666666668,0,0,0,0,38,182.88,25,0
70,/players/b/bensoke02.html,1.0,1,0,1,C,3.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,6.0,0.0,0.0,25.3,12.6,0.0,0.0,0.0,0.0,5.1,0.0,-6.3,105.4,109.1,0.348,0.0,0.0,105.4,0.348,0,0,0,0,48,210.82,24,0
71,/players/b/bentibe01.html,1.0,1,0,1,PF,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-17.6,0.333,0.0,0.0,24.4,0.0,0.0,0.0,25.0,18.9,-0.1,-6.2,105.6,108.8,0.402,0.0,-0.1,105.6,0.402,0,0,0,0,51,205.74,22,0
72,/players/b/berryri01.html,1.0,1,0,1,SG,64.0,21.0,0.45,1.0,0.406,0.789,0.9,1.3,0.6,0.3,3.1,13.1,0.282,0.293,4.3,10.9,8.5,1.3,0.9,11.4,21.1,1.6,-1.0,104.5,110.0,0.329,21.0,1.6,104.5,0.329,0,0,0,0,18,203.2,25,0
