,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS,ORB,DRB,Unnamed: 27,Unnamed: 25
628,2004-05,New Mexico,MWC,30,30.0,6.1,11.6,0.524,4.6,8.2,0.563,1.5,3.5,0.433,5.1,6.8,0.755,8.9,2.4,2.1,2.0,2.4,2.4,18.8,1.5,/players/danny-granger-1.html,30,2.3,6.6,,
629,1990-91,Xavier,MW Coll,32,29.1,4.2,7.4,0.572,4.2,7.4,0.572,0.0,0.0,,3.1,4.5,0.694,8.5,0.6,0.9,0.8,2.4,3.4,11.6,-1.52,/players/brian-grant-1.html,,,,,
630,1991-92,Xavier,MW Coll,26,28.0,4.5,7.8,0.576,4.5,7.8,0.576,0.0,0.0,,2.8,4.9,0.583,9.1,0.9,0.7,1.0,2.5,3.0,11.8,2.3,/players/brian-grant-1.html,,,,,
631,1992-93,Xavier,MW Coll,30,31.5,7.4,11.4,0.654,7.4,11.4,0.654,0.0,0.0,,3.7,5.3,0.692,9.4,1.5,0.8,1.0,2.0,2.2,18.5,2.75,/players/brian-grant-1.html,27.0,,,,
632,1993-94,Xavier,MW Coll,29,30.8,6.2,11.2,0.559,6.2,11.1,0.561,0.0,0.1,0.333,4.2,5.9,0.713,9.9,1.6,0.9,1.6,2.3,2.6,16.7,0.85,/players/brian-grant-1.html,,,,,
633,1983-84,Clemson,ACC,28,19.7,2.3,4.3,0.533,,,,,,,1.1,1.5,0.744,4.6,1.8,0.8,0.8,1.2,2.3,5.7,7.29,/players/horace-grant-1.html,9,,,,
634,1984-85,Clemson,ACC,29,24.2,4.6,8.2,0.555,,,,,,,2.2,3.5,0.637,0.7,1.1,0.7,0.4,1.8,2.9,6.8,5.53,/players/horace-grant-1.html,26,,,,
635,1985-86,Clemson,ACC,34,32.3,6.1,10.5,0.584,,,,,,,4.1,5.7,0.725,10.5,1.8,0.8,0.7,2.0,3.2,16.4,5.45,/players/horace-grant-1.html,31,,,,
636,1986-87,Clemson,ACC,31,32.6,8.3,12.6,0.656,8.2,12.5,0.657,0.0,0.1,0.5,4.5,6.3,0.708,9.6,2.0,1.2,0.8,2.2,2.6,21.0,3.55,/players/horace-grant-1.html,28,,,,
637,1981-82,Oregon State,Pac-10,30,29.8,3.3,5.4,0.615,,,,,,,2.0,3.3,0.61,5.3,1.1,0.9,0.2,2.4,2.5,8.6,6.7,/players/ac-green-1.html,,,,,
638,1982-83,Oregon State,Pac-10,31,35.9,5.2,9.4,0.559,,,,,,,3.6,5.2,0.689,7.6,1.7,0.9,0.4,2.7,2.4,14.0,4.83,/players/ac-green-1.html,,,,,
639,1983-84,Oregon State,Pac-10,23,37.1,5.8,8.9,0.657,,,,,,,6.1,8.0,0.77,8.7,1.7,1.1,0.1,2.6,2.3,17.8,3.44,/players/ac-green-1.html,23.0,,,,
640,1984-85,Oregon State,Pac-10,31,38.4,7.0,11.7,0.599,,,,,,,5.1,7.5,0.68,9.2,2.0,1.4,0.6,2.4,2.1,19.1,4.26,/players/ac-green-1.html,31.0,,,,
641,2005-06,UNC,ACC,31,15.3,2.6,6.0,0.433,1.7,3.6,0.486,0.9,2.5,0.355,1.4,1.7,0.792,3.7,1.1,0.7,1.0,1.3,1.6,7.5,7.77,/players/danny-green-1.html,0,1.2,2.6,,
642,2006-07,UNC,ACC,37,13.6,1.8,4.3,0.411,1.1,2.1,0.532,0.6,2.2,0.296,1.1,1.2,0.848,2.8,1.1,0.6,0.7,0.8,1.4,5.2,9.3,/players/danny-green-1.html,0,0.8,1.9,,
643,2007-08,UNC,ACC,39,22.3,4.1,8.8,0.469,2.7,4.9,0.544,1.4,3.8,0.373,1.8,2.0,0.873,4.9,2.0,1.2,1.2,1.9,2.3,11.5,8.12,/players/danny-green-1.html,1,1.7,3.2,,
644,2008-09,UNC,ACC,38,27.4,4.8,10.3,0.471,2.8,5.4,0.517,2.0,4.8,0.418,1.4,1.6,0.852,4.7,2.7,1.8,1.3,1.7,2.2,13.1,8.35,/players/danny-green-1.html,38,1.8,2.8,,
645,2008-09,Michigan State,Big Ten,37,11.4,1.2,2.2,0.556,1.2,2.2,0.563,0.0,0.0,0.0,0.9,1.4,0.615,3.3,0.8,0.6,0.2,0.6,1.8,3.3,9.37,/players/draymond-green-1.html,0,1.1,2.2,,
646,2009-10,Michigan State,Big Ten,37,25.5,3.8,7.2,0.525,3.7,6.7,0.55,0.1,0.4,0.125,2.3,3.5,0.672,7.7,3.0,1.2,0.9,1.7,3.0,9.9,8.17,/players/draymond-green-1.html,3,2.2,5.5,,
647,2010-11,Michigan State,Big Ten,34,30.1,4.3,10.1,0.426,3.2,7.2,0.451,1.1,3.0,0.366,2.9,4.2,0.683,8.6,4.1,1.8,1.1,2.3,3.4,12.6,11.67,/players/draymond-green-1.html,27,2.5,6.2,,
648,2011-12,Michigan State,Big Ten,37,33.2,5.7,12.8,0.449,4.3,9.1,0.473,1.4,3.6,0.388,3.4,4.7,0.723,10.6,3.8,1.5,0.9,3.0,2.8,16.2,9.82,/players/draymond-green-1.html,36,2.1,8.5,,
649,2004-05,Georgetown,Big East,32,33.8,4.6,9.1,0.502,3.8,7.2,0.528,0.8,1.9,0.4,3.2,4.6,0.699,6.6,2.9,1.0,1.6,2.5,2.9,13.1,6.54,/players/jeff-green-1.html,32,2.7,3.9,,
650,2005-06,Georgetown,Big East,33,32.5,4.3,9.7,0.445,3.5,6.9,0.498,0.9,2.8,0.315,2.4,3.8,0.624,6.5,3.3,0.9,1.0,2.5,2.1,11.9,6.92,/players/jeff-green-1.html,33,2.1,4.5,,
651,2006-07,Georgetown,Big East,37,33.3,5.3,10.3,0.513,4.3,7.7,0.559,1.0,2.6,0.375,2.7,3.5,0.775,6.4,3.2,0.8,1.2,2.6,2.5,14.3,9.48,/players/jeff-green-1.html,37,1.7,4.7,,
652,2007-08,Oklahoma,Big 12,33,28.4,5.6,9.8,0.568,5.6,9.8,0.571,0.0,0.1,0.0,3.5,6.0,0.589,9.1,1.8,1.0,0.8,2.3,2.5,14.7,7.85,/players/blake-griffin-1.html,28,3.3,5.8,,
653,2008-09,Oklahoma,Big 12,35,33.3,8.6,13.1,0.654,8.5,12.9,0.659,0.1,0.2,0.375,5.5,9.3,0.59,14.4,2.3,1.1,1.2,3.3,2.5,22.7,6.88,/players/blake-griffin-1.html,35,3.9,10.5,,
654,2000-01,Seton Hall,Big East,30,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.734,10.8,1.6,0.9,4.4,2.2,2.4,17.8,6.03,/players/eddie-griffin-1.html,30,3.1,7.6,,
655,1988-89,NC State,ACC,21,8.1,0.9,2.0,0.429,0.8,1.9,0.425,0.0,0.1,0.5,0.9,1.4,0.655,1.7,0.2,0.5,0.0,0.4,0.8,2.7,7.16,/players/tom-gugliotta-1.html,0,,,,
656,1989-90,NC State,ACC,30,29.5,4.5,8.9,0.504,3.7,7.4,0.507,0.8,1.6,0.489,1.4,2.0,0.672,7.0,1.6,1.6,0.4,1.8,2.7,11.1,10.44,/players/tom-gugliotta-1.html,29,,,,
657,1990-91,NC State,ACC,31,36.2,5.5,11.0,0.5,3.4,5.6,0.598,2.1,5.4,0.398,2.1,3.3,0.644,9.1,2.8,1.7,1.1,2.2,2.4,15.2,9.34,/players/tom-gugliotta-1.html,31,,,,
658,1991-92,NC State,ACC,30,36.9,8.0,17.8,0.449,4.9,10.0,0.488,3.1,7.8,0.399,3.4,5.0,0.685,9.8,3.1,2.1,0.5,3.6,2.5,22.5,9.72,/players/tom-gugliotta-1.html,30,,,,
659,2016-17,Gonzaga,WCC,28,4.6,1.0,1.9,0.528,0.9,1.4,0.615,0.1,0.5,0.286,0.5,0.9,0.542,1.4,0.1,0.2,0.1,0.3,0.6,2.6,4.13,/players/rui-hachimura-1.html,0,0.4,0.9,,
660,2017-18,Gonzaga,WCC,37,20.7,4.3,7.6,0.568,4.2,6.9,0.606,0.1,0.7,0.192,2.8,3.6,0.795,4.7,0.6,0.5,0.5,1.2,2.0,11.6,2.6,/players/rui-hachimura-1.html,2,1.3,3.4,,
661,2018-19,Gonzaga,WCC,37,30.2,7.4,12.6,0.591,7.0,11.6,0.606,0.4,1.0,0.417,4.4,6.0,0.739,6.5,1.5,0.9,0.7,1.8,2.0,19.7,5.01,/players/rui-hachimura-1.html,37,1.4,5.1,,
662,1984-85,UCLA,Pac-10,25,5.0,0.4,0.9,0.409,,,,,,,0.3,0.7,0.412,1.7,0.2,0.0,0.1,0.5,1.5,1.0,5.12,/players/jack-haley-1.html,0,,,,
663,1985-86,UCLA,Pac-10,29,24.4,1.4,3.7,0.38,,,,,,,1.5,2.1,0.721,6.3,0.6,0.2,0.4,1.3,3.5,4.3,5.81,/players/jack-haley-1.html,21,,,,
664,1986-87,UCLA,Pac-10,32,23.1,1.8,3.8,0.467,1.8,3.8,0.467,0.0,0.0,,1.6,2.6,0.619,4.7,0.9,0.2,0.5,1.6,2.8,5.2,6.87,/players/jack-haley-1.html,32,,,,
665,2018-19,Iowa State,Big 12,35,33.2,2.5,4.8,0.515,1.1,1.5,0.685,1.4,3.2,0.434,0.5,0.7,0.692,3.4,3.6,1.5,0.9,0.8,1.3,6.8,9.3,/players/tyrese-haliburton-1.html,34,0.7,2.7,,
666,2019-20,Iowa State,Big 12,22,36.7,5.6,11.1,0.504,3.2,5.5,0.592,2.4,5.6,0.419,1.7,2.0,0.822,5.9,6.5,2.5,0.7,2.8,1.3,15.2,10.07,/players/tyrese-haliburton-1.html,22,1.5,4.4,,
667,1993-94,Texas Tech,SWC,28,23.9,3.5,5.6,0.618,3.5,5.6,0.618,0.0,0.0,,1.3,2.6,0.5,5.4,1.2,0.8,0.2,1.6,3.4,8.2,0.42,/players/darvin-ham-1.html,28.0,,,,
668,1994-95,Texas Tech,SWC,30,21.3,2.6,4.4,0.595,2.6,4.4,0.595,0.0,0.0,,1.7,2.8,0.588,4.3,0.9,1.0,0.2,1.3,2.5,6.9,1.87,/players/darvin-ham-1.html,,,,,
669,1995-96,Texas Tech,SWC,32,23.5,3.6,6.2,0.581,3.6,6.2,0.584,0.0,0.0,0.0,1.9,4.3,0.442,5.7,1.0,0.6,0.3,1.7,2.3,9.1,2.11,/players/darvin-ham-1.html,32.0,,,,
670,1996-97,UConn,Big East,32,30.6,5.4,14.1,0.386,3.3,8.3,0.392,2.2,5.8,0.376,2.8,3.6,0.784,4.3,2.8,1.3,0.3,3.0,2.4,15.9,8.09,/players/richard-hamilton-1.html,32,,,,
671,1997-98,UConn,Big East,37,32.5,7.3,16.6,0.44,4.6,10.0,0.463,2.7,6.6,0.404,4.2,5.0,0.843,4.4,2.4,1.5,0.2,2.2,1.9,21.5,7.89,/players/richard-hamilton-1.html,37,,,,
672,1998-99,UConn,Big East,34,32.1,7.3,16.4,0.443,5.3,10.6,0.496,2.0,5.8,0.347,5.0,6.0,0.833,4.8,2.7,1.2,0.3,2.4,1.6,21.5,8.79,/players/richard-hamilton-1.html,34,,,,
