,SEASON,SCHOOL,CONF,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,COLLEGE_URL,3P%
56,2010-11,Belmont,A-Sun,20,20,25.3,4.6,9.2,0.5,2.3,4.1,0.561,2.3,5.1,1.4,1.7,0.848,0.5,2.1,2.6,1.9,1.1,0.2,1.3,2.0,12.9,/players/ian-clark-1.html,0.451
57,2011-12,Belmont,A-Sun,18,18,27.6,4.8,10.1,0.473,1.9,3.2,0.586,2.9,6.9,1.3,1.6,0.821,0.4,2.5,2.9,2.9,0.9,0.1,1.0,2.1,13.7,/players/ian-clark-1.html,0.419
58,2012-13,Belmont,OVC,16,15,33.1,6.8,12.1,0.557,3.9,6.0,0.646,2.9,6.1,2.3,2.8,0.822,0.3,3.1,3.3,2.9,2.1,0.1,2.6,1.9,18.7,/players/ian-clark-1.html,0.469
59,2015-16,San Jose State,MWC,18,0,26.7,3.8,5.5,0.687,3.7,5.3,0.698,0.1,0.2,1.9,3.5,0.556,2.7,4.7,7.3,1.7,0.8,1.7,1.3,2.1,9.6,/players/brandon-clarke-1.html,0.333
60,2016-17,San Jose State,MWC,18,18,34.6,8.3,13.4,0.616,8.2,13.4,0.614,0.1,0.1,2.7,5.0,0.533,2.8,6.4,9.2,2.7,1.1,2.7,2.1,2.4,19.3,/players/brandon-clarke-1.html,1.0
61,2018-19,Gonzaga,WCC,16,15,27.6,6.7,9.8,0.682,6.6,9.3,0.705,0.1,0.5,2.7,3.7,0.729,2.8,5.9,8.6,1.8,0.8,3.3,1.0,1.9,16.2,/players/brandon-clarke-1.html,0.25
62,2010-11,Tulsa,CUSA,15,0,24.5,3.2,7.9,0.403,2.3,5.0,0.467,0.9,2.9,3.7,4.5,0.821,0.2,1.7,1.9,2.0,0.9,0.2,2.3,2.3,10.9,/players/jordan-clarkson-1.html,0.295
63,2011-12,Tulsa,CUSA,16,16,34.7,6.0,12.4,0.485,4.2,8.3,0.504,1.8,4.1,3.6,4.1,0.864,0.8,2.5,3.3,2.6,1.1,0.6,2.5,2.0,17.4,/players/jordan-clarkson-1.html,0.446
64,2013-14,Missouri,SEC,18,18,35.9,5.7,13.4,0.421,4.8,10.2,0.467,0.9,3.2,5.0,6.1,0.826,0.8,3.6,4.4,3.0,0.9,0.1,2.6,2.1,17.2,/players/jordan-clarkson-1.html,0.276
65,2010-11,Cleveland State,Horizon,18,18,36.0,6.7,15.1,0.446,5.5,11.3,0.485,1.2,3.7,6.1,7.3,0.84,0.7,6.5,7.2,6.3,2.1,0.0,3.1,2.4,20.8,/players/norris-cole-1.html,0.328
66,2015-16,Wake Forest,ACC,18,1,13.9,2.2,4.5,0.494,2.2,4.5,0.494,0.0,0.0,1.9,2.9,0.66,1.4,1.8,3.2,0.3,0.4,0.5,0.9,2.6,6.4,/players/john-collins-1.html,
67,2016-17,Wake Forest,ACC,18,18,27.2,7.7,12.0,0.639,7.7,12.0,0.639,0.0,0.0,4.9,6.5,0.761,3.8,5.5,9.3,0.6,0.6,1.6,1.9,3.1,20.3,/players/john-collins-1.html,
68,2015-16,Wake Forest,ACC,18,1,13.9,2.2,4.5,0.494,2.2,4.5,0.494,0.0,0.0,1.9,2.9,0.66,1.4,1.8,3.2,0.3,0.4,0.5,0.9,2.6,6.4,/players/john-collins-1.html,
69,2016-17,Wake Forest,ACC,18,18,27.2,7.7,12.0,0.639,7.7,12.0,0.639,0.0,0.0,4.9,6.5,0.761,3.8,5.5,9.3,0.6,0.6,1.6,1.9,3.1,20.3,/players/john-collins-1.html,
70,2011-12,Notre Dame,Big East,18,12,22.4,2.4,5.8,0.41,1.1,1.9,0.559,1.3,3.9,0.2,0.3,0.667,0.9,3.7,4.6,1.0,0.6,0.2,0.8,1.6,6.3,/players/pat-connaughton-1.html,0.338
71,2012-13,Notre Dame,Big East,18,18,32.6,2.7,6.8,0.398,1.5,2.9,0.509,1.2,3.9,1.2,1.7,0.733,0.9,3.9,4.8,1.9,0.3,0.3,0.9,1.7,7.9,/players/pat-connaughton-1.html,0.314
72,2013-14,Notre Dame,ACC,18,18,39.0,4.8,11.3,0.426,2.6,4.6,0.561,2.3,6.8,1.9,2.2,0.875,1.2,5.9,7.1,3.3,0.8,0.4,1.3,1.5,13.9,/players/pat-connaughton-1.html,0.336
73,2014-15,Notre Dame,ACC,18,18,37.2,3.8,9.2,0.416,1.4,3.2,0.439,2.4,6.1,1.3,1.7,0.767,1.1,6.4,7.5,1.3,0.5,0.9,0.8,2.2,11.4,/players/pat-connaughton-1.html,0.404
74,2011-12,Duke,ACC,15,4,12.9,1.4,3.7,0.382,1.0,1.9,0.536,0.4,1.8,0.8,1.3,0.632,0.0,0.9,0.9,1.8,0.3,0.0,0.6,0.9,4.0,/players/quinn-cook-1.html,0.222
75,2012-13,Duke,ACC,18,18,35.0,5.0,11.7,0.427,3.1,6.8,0.447,1.9,4.9,1.7,1.8,0.909,0.6,3.2,3.8,5.1,1.3,0.2,2.2,2.6,13.6,/players/quinn-cook-1.html,0.398
76,2013-14,Duke,ACC,18,9,27.2,3.3,8.9,0.373,1.6,3.8,0.426,1.7,5.2,1.8,2.2,0.825,0.3,1.2,1.4,3.1,1.0,0.0,1.6,2.0,10.2,/players/quinn-cook-1.html,0.333
77,2014-15,Duke,ACC,18,18,37.9,5.6,12.6,0.442,2.6,5.2,0.505,2.9,7.4,2.8,3.3,0.85,0.4,3.4,3.9,2.6,0.8,0.1,1.3,2.0,16.9,/players/quinn-cook-1.html,0.398
78,2010-11,Tennessee State,OVC,18,18,32.4,4.9,9.5,0.515,3.5,6.8,0.512,1.4,2.7,2.2,2.7,0.816,2.3,5.8,8.1,1.3,1.3,1.0,2.2,3.3,13.4,/players/robert-covington-1.html,0.521
79,2011-12,Tennessee State,OVC,16,16,32.8,7.0,13.3,0.526,4.9,8.8,0.564,2.1,4.6,3.1,4.1,0.742,3.8,4.8,8.6,1.0,1.5,1.3,2.3,3.3,19.1,/players/robert-covington-1.html,0.452
80,2012-13,Tennessee State,OVC,7,5,30.4,5.1,10.6,0.486,3.6,7.6,0.472,1.6,3.0,4.9,5.6,0.872,2.6,5.3,7.9,1.6,2.3,1.9,1.9,2.0,16.7,/players/robert-covington-1.html,0.524
81,2020-21,Oklahoma State,Big 12,15,15,36.3,6.5,14.6,0.443,4.3,9.3,0.46,2.2,5.3,5.0,5.9,0.843,0.8,5.7,6.5,3.3,1.3,0.9,4.5,2.7,20.1,/players/cade-cunningham-1.html,0.413
82,2011-12,Kentucky,SEC,16,16,33.4,6.1,9.0,0.674,5.9,8.5,0.699,0.1,0.5,3.7,4.8,0.766,2.9,6.2,9.1,0.8,1.4,4.9,0.6,1.6,15.9,/players/anthony-davis-5.html,0.25
83,2015-16,Ole Miss,SEC,13,0,7.5,0.8,1.8,0.435,0.5,1.0,0.538,0.2,0.8,0.5,1.3,0.412,0.3,0.6,0.9,0.5,0.5,0.2,0.3,1.3,2.3,/players/terence-davis-1.html,0.3
84,2016-17,Ole Miss,SEC,18,15,26.3,5.6,12.3,0.455,4.4,8.2,0.537,1.2,4.2,2.7,3.6,0.75,1.3,3.9,5.3,1.9,1.4,0.2,1.9,3.4,15.1,/players/terence-davis-1.html,0.293
85,2017-18,Ole Miss,SEC,18,13,27.0,4.3,11.8,0.366,2.9,6.6,0.445,1.4,5.2,2.4,3.3,0.717,1.6,4.7,6.3,1.7,0.8,0.8,1.7,3.1,12.4,/players/terence-davis-1.html,0.266
86,2018-19,Ole Miss,SEC,18,17,31.1,5.4,12.3,0.439,3.3,6.5,0.504,2.1,5.8,2.6,3.3,0.783,1.1,5.2,6.2,2.9,1.8,0.4,2.4,2.9,15.5,/players/terence-davis-1.html,0.365
87,2010-11,Saint Mary's,WCC,14,14,37.1,3.9,10.1,0.387,1.9,4.9,0.382,2.1,5.3,3.4,3.9,0.889,1.2,2.4,3.6,4.9,1.3,0.0,2.6,2.2,13.4,/players/matthew-dellavedova-1.html,0.392
88,2011-12,Saint Mary's,WCC,16,16,38.4,4.9,10.7,0.462,3.1,5.9,0.532,1.8,4.8,4.8,5.8,0.826,0.8,2.9,3.8,6.6,0.8,0.1,2.6,1.8,16.4,/players/matthew-dellavedova-1.html,0.377
89,2012-13,Saint Mary's,WCC,16,16,35.1,4.7,12.1,0.389,2.4,5.5,0.432,2.3,6.6,3.9,4.6,0.849,0.5,3.1,3.6,6.0,1.3,0.2,2.4,1.6,15.6,/players/matthew-dellavedova-1.html,0.352
90,2016-17,Villanova,Big East,18,0,27.6,2.9,6.6,0.441,2.1,3.6,0.594,0.8,3.0,1.7,2.2,0.775,0.9,2.2,3.1,1.9,0.8,0.2,1.6,1.7,8.3,/players/donte-divincenzo-1.html,0.259
91,2017-18,Villanova,Big East,18,9,31.5,5.3,10.9,0.487,3.1,4.9,0.625,2.3,6.1,1.8,2.6,0.681,0.9,3.8,4.7,3.9,1.4,0.2,1.9,1.9,14.7,/players/donte-divincenzo-1.html,0.376
92,2016-17,Virginia,ACC,18,0,13.4,1.1,1.9,0.559,1.1,1.7,0.633,0.0,0.2,0.7,1.2,0.571,0.7,1.5,2.2,0.3,0.3,1.0,0.4,2.3,2.8,/players/mamadi-diakite-1.html,0.0
93,2017-18,Virginia,ACC,18,0,12.8,1.7,3.0,0.556,1.7,3.0,0.556,0.0,0.0,0.9,1.2,0.81,0.4,1.8,2.2,0.2,0.4,0.4,0.7,1.9,4.3,/players/mamadi-diakite-1.html,
94,2018-19,Virginia,ACC,18,11,22.5,3.2,6.2,0.523,3.1,5.8,0.533,0.1,0.3,1.0,1.4,0.692,1.7,2.8,4.6,0.3,0.3,2.1,0.9,2.2,7.6,/players/mamadi-diakite-1.html,0.333
95,2019-20,Virginia,ACC,20,20,33.6,5.0,10.1,0.49,4.5,8.6,0.52,0.5,1.6,3.1,4.0,0.775,1.7,5.0,6.7,0.8,0.6,1.4,2.3,2.3,13.5,/players/mamadi-diakite-1.html,0.323
96,2010-11,Louisville,Big East,13,5,17.2,2.4,3.9,0.608,2.4,3.9,0.608,0.0,0.0,1.2,2.2,0.552,1.6,2.5,4.2,1.0,0.6,1.9,0.9,2.2,6.0,/players/gorgui-dieng-1.html,
97,2011-12,Louisville,Big East,18,18,33.2,3.6,7.1,0.504,3.6,7.1,0.504,0.0,0.0,1.7,2.6,0.674,2.9,5.8,8.7,1.2,1.5,3.2,2.2,3.6,8.8,/players/gorgui-dieng-1.html,
98,2012-13,Louisville,Big East,18,18,34.1,4.1,7.9,0.517,4.1,7.9,0.517,0.0,0.0,2.9,4.3,0.688,3.6,7.2,10.8,1.8,1.4,2.8,2.1,2.4,11.2,/players/gorgui-dieng-1.html,
99,2018-19,Illinois,Big Ten,20,20,32.6,5.3,12.3,0.433,3.7,7.6,0.487,1.6,4.7,2.6,3.6,0.732,0.7,3.0,3.7,3.3,1.3,0.3,2.4,1.9,14.8,/players/ayo-dosunmu-1.html,0.344
100,2019-20,Illinois,Big Ten,19,19,35.5,6.6,13.9,0.472,5.7,11.1,0.517,0.8,2.8,2.7,3.7,0.743,0.7,4.4,5.1,3.5,0.6,0.3,2.7,1.5,16.7,/players/ayo-dosunmu-1.html,0.296
101,2020-21,Illinois,Big Ten,17,17,35.2,7.3,15.4,0.475,6.2,12.5,0.493,1.1,2.8,3.8,4.9,0.774,1.2,4.5,5.7,5.2,1.1,0.2,3.2,1.9,19.5,/players/ayo-dosunmu-1.html,0.396
102,2011-12,UConn,Big East,18,18,30.7,4.9,9.7,0.503,4.9,9.6,0.509,0.0,0.1,0.7,2.6,0.283,3.6,5.1,8.6,0.6,0.8,2.6,1.8,2.3,10.5,/players/andre-drummond-1.html,0.0
103,2019-20,Oregon,Pac-12,15,15,33.2,4.6,11.7,0.392,3.0,6.5,0.464,1.6,5.3,2.6,3.3,0.796,1.5,4.6,6.1,1.6,2.3,0.7,1.4,1.9,13.4,/players/chris-duarte-1.html,0.304
104,2020-21,Oregon,Pac-12,16,16,34.5,6.4,12.1,0.528,3.8,6.3,0.61,2.6,5.8,2.6,3.4,0.764,0.7,4.1,4.8,2.3,1.9,0.8,2.4,1.4,17.9,/players/chris-duarte-1.html,0.441
105,2019-20,Georgia,SEC,18,18,35.2,6.6,16.1,0.408,4.1,7.7,0.536,2.4,8.4,4.7,5.9,0.794,0.8,4.8,5.6,2.5,1.2,0.6,2.9,2.4,20.3,/players/anthony-edwards-2.html,0.291
106,2013-14,Kansas,Big 12,15,15,24.2,3.9,6.5,0.598,3.8,6.3,0.606,0.1,0.2,3.7,5.2,0.705,2.4,6.4,8.8,1.4,0.8,2.6,2.9,3.2,11.5,/players/joel-embiid-1.html,0.333
107,2010-11,Vanderbilt,SEC,16,16,25.3,4.1,7.8,0.528,4.1,7.8,0.528,0.0,0.0,4.8,6.8,0.706,2.6,3.4,6.0,0.2,0.6,3.0,2.1,2.9,13.1,/players/festus-ezeli-1.html,
108,2011-12,Vanderbilt,SEC,16,16,23.2,3.6,6.7,0.542,3.6,6.7,0.542,0.0,0.0,2.9,5.2,0.566,2.3,3.2,5.4,0.3,0.3,2.3,2.3,3.4,10.2,/players/festus-ezeli-1.html,
109,2010-11,Morehead State,OVC,18,17,35.4,6.1,10.4,0.588,6.1,10.4,0.588,0.0,0.0,4.2,8.0,0.521,6.3,8.8,15.2,1.3,1.8,2.4,2.8,3.4,16.4,/players/kenneth-faried-1.html,
110,2012-13,Indiana,Big Ten,18,18,29.3,2.9,6.8,0.426,2.0,4.2,0.474,0.9,2.6,1.9,2.6,0.745,0.4,2.1,2.5,3.4,0.8,0.1,2.0,1.9,8.6,/players/kevin-ferrell-1.html,0.348
111,2013-14,Indiana,Big Ten,18,18,36.3,5.3,13.2,0.405,2.5,6.0,0.417,2.8,7.2,4.3,5.2,0.819,0.3,2.5,2.8,3.8,0.8,0.0,2.6,1.7,17.8,/players/kevin-ferrell-1.html,0.395
112,2014-15,Indiana,Big Ten,18,18,36.6,5.1,12.1,0.424,2.6,5.7,0.461,2.5,6.4,2.4,3.0,0.815,0.7,2.6,3.3,5.2,0.6,0.0,1.7,1.7,15.2,/players/kevin-ferrell-1.html,0.391
113,2015-16,Indiana,Big Ten,18,18,36.0,5.8,13.1,0.443,3.2,7.0,0.452,2.6,6.1,3.7,4.6,0.795,0.7,2.6,3.3,5.1,1.3,0.1,2.8,1.8,17.8,/players/kevin-ferrell-1.html,0.431
114,2012-13,Cleveland State,Horizon,16,15,33.6,5.1,11.1,0.455,2.6,5.4,0.488,2.4,5.8,2.4,2.6,0.905,0.6,3.8,4.4,1.3,1.1,0.1,1.6,2.1,14.9,/players/bryn-forbes-1.html,0.424
115,2013-14,Cleveland State,Horizon,15,15,34.7,4.2,11.0,0.382,2.1,5.2,0.397,2.1,5.8,2.7,3.7,0.732,0.6,2.1,2.7,1.5,0.5,0.0,1.3,1.5,13.3,/players/bryn-forbes-1.html,0.368
116,2014-15,Michigan State,Big Ten,18,12,25.9,2.8,6.7,0.425,1.2,2.6,0.457,1.7,4.1,0.9,1.2,0.727,0.3,1.1,1.4,0.8,0.8,0.2,1.1,1.7,8.2,/players/bryn-forbes-1.html,0.405
117,2015-16,Michigan State,Big Ten,18,17,29.0,5.3,10.7,0.495,1.6,3.5,0.46,3.7,7.2,1.6,1.9,0.829,0.4,1.8,2.2,1.9,0.3,0.1,0.7,1.6,15.8,/players/bryn-forbes-1.html,0.512
118,2010-11,St. Joseph's,A-10,16,16,34.8,4.2,10.2,0.411,1.9,5.1,0.383,2.3,5.1,3.1,3.6,0.877,1.1,4.3,5.3,2.6,1.7,0.6,1.1,2.4,13.8,/players/langston-galloway-1.html,0.439
119,2011-12,St. Joseph's,A-10,16,15,35.8,5.1,11.1,0.461,2.6,5.3,0.5,2.5,5.9,2.1,2.5,0.825,1.3,3.1,4.4,2.3,0.8,0.6,1.5,2.6,14.8,/players/langston-galloway-1.html,0.426
120,2012-13,St. Joseph's,A-10,16,16,35.8,4.2,11.3,0.372,2.1,5.3,0.393,2.1,6.0,1.1,1.8,0.621,0.6,2.9,3.4,2.4,1.4,0.3,1.4,2.1,11.6,/players/langston-galloway-1.html,0.354
121,2013-14,St. Joseph's,A-10,16,16,37.3,5.3,12.8,0.415,2.4,5.4,0.453,2.9,7.4,3.3,4.1,0.803,0.9,3.3,4.3,1.7,1.1,0.6,0.8,2.3,16.8,/players/langston-galloway-1.html,0.387
122,2017-18,Kentucky,SEC,18,15,36.1,5.3,11.4,0.461,4.7,10.1,0.47,0.6,1.4,4.0,4.9,0.809,0.9,3.1,4.0,5.3,1.2,0.8,2.9,1.5,15.1,/players/shai-gilgeous-alexander-1.html,0.4
123,2010-11,Michigan State,Big Ten,18,17,31.8,4.3,10.4,0.415,3.4,7.6,0.445,0.9,2.8,2.8,3.9,0.729,2.5,5.4,7.9,4.1,1.7,1.0,2.2,3.7,12.4,/players/draymond-green-1.html,0.333
124,2011-12,Michigan State,Big Ten,18,18,34.0,5.7,11.9,0.474,3.9,8.1,0.479,1.8,3.8,3.6,4.9,0.719,1.7,8.8,10.6,3.6,1.6,0.6,3.0,2.7,16.7,/players/draymond-green-1.html,0.464
125,2016-17,Gonzaga,WCC,15,0,5.0,1.1,1.7,0.615,0.9,1.4,0.667,0.1,0.3,0.4,0.9,0.429,0.5,0.7,1.1,0.1,0.1,0.1,0.3,0.4,2.7,/players/rui-hachimura-1.html,0.4
126,2017-18,Gonzaga,WCC,18,0,21.7,4.9,8.1,0.603,4.9,7.6,0.647,0.0,0.6,3.2,3.9,0.803,1.0,3.4,4.4,0.7,0.7,0.5,1.2,1.8,12.9,/players/rui-hachimura-1.html,0.0
127,2018-19,Gonzaga,WCC,16,16,30.6,7.8,12.3,0.635,7.5,11.7,0.642,0.3,0.6,4.1,5.2,0.783,1.7,5.2,6.9,1.4,1.1,0.8,1.5,1.9,20.0,/players/rui-hachimura-1.html,0.5
128,2018-19,Iowa State,Big 12,18,18,32.4,1.9,4.4,0.438,0.6,1.2,0.5,1.3,3.2,0.7,0.9,0.706,0.8,1.9,2.7,3.1,1.3,0.8,0.8,1.1,5.9,/players/tyrese-haliburton-1.html,0.414
129,2019-20,Iowa State,Big 12,10,10,37.6,4.6,10.2,0.451,2.4,4.9,0.49,2.2,5.3,1.9,2.1,0.905,1.4,4.6,6.0,5.4,2.2,0.8,3.2,1.4,13.3,/players/tyrese-haliburton-1.html,0.415
130,2010-11,Michigan,Big Ten,18,18,31.9,5.0,10.8,0.464,2.4,5.0,0.489,2.6,5.8,2.3,3.3,0.712,0.6,3.2,3.8,1.9,1.2,0.1,1.6,2.3,14.9,/players/tim-hardaway-jr-1.html,0.442
131,2011-12,Michigan,Big Ten,18,18,36.1,4.7,11.8,0.399,3.2,6.2,0.523,1.5,5.7,3.2,4.4,0.713,1.0,3.3,4.3,1.7,0.6,0.4,2.1,2.1,14.1,/players/tim-hardaway-jr-1.html,0.265
132,2012-13,Michigan,Big Ten,18,18,35.1,5.3,12.2,0.436,3.3,7.2,0.462,2.0,5.0,1.4,2.3,0.619,0.2,4.1,4.3,2.0,0.7,0.6,1.8,2.2,14.1,/players/tim-hardaway-jr-1.html,0.4
133,2012-13,Louisville,Big East,18,2,14.6,2.1,3.9,0.535,2.1,3.9,0.535,0.0,0.0,0.3,1.2,0.238,1.5,1.7,3.2,0.2,0.6,0.6,0.8,1.1,4.5,/players/montrezl-harrell-1.html,
134,2013-14,Louisville,AAC,18,18,32.1,6.8,11.4,0.595,6.7,11.3,0.596,0.1,0.1,1.9,4.3,0.442,3.3,5.2,8.6,1.3,1.1,1.6,1.6,2.4,15.5,/players/montrezl-harrell-1.html,0.5
135,2014-15,Louisville,ACC,18,18,36.6,6.1,10.9,0.556,5.8,10.0,0.578,0.3,0.9,3.2,5.6,0.58,3.2,6.4,9.6,1.3,1.0,1.4,1.8,2.3,15.6,/players/montrezl-harrell-1.html,0.313
136,2018-19,Kentucky,SEC,18,18,34.0,5.1,10.6,0.482,3.3,6.4,0.522,1.8,4.2,3.2,3.3,0.983,0.3,4.5,4.8,2.2,0.9,0.2,1.6,1.2,15.2,/players/tyler-herro-1.html,0.421
137,2012-13,Oklahoma,Big 12,14,11,27.6,3.2,8.1,0.398,2.8,5.2,0.534,0.4,2.9,1.3,1.5,0.857,1.6,2.7,4.4,2.4,1.2,0.2,1.5,2.1,8.1,/players/buddy-hield-1.html,0.15
138,2013-14,Oklahoma,Big 12,18,18,33.4,6.3,13.6,0.463,2.8,5.4,0.515,3.5,8.2,1.4,1.8,0.788,1.6,2.8,4.4,1.9,1.6,0.1,1.8,1.9,17.5,/players/buddy-hield-1.html,0.429
139,2014-15,Oklahoma,Big 12,18,18,33.4,6.2,14.2,0.438,3.6,7.4,0.489,2.6,6.8,3.4,4.3,0.805,1.8,4.0,5.8,1.8,1.5,0.2,2.4,1.8,18.5,/players/buddy-hield-1.html,0.382
140,2015-16,Oklahoma,Big 12,18,18,37.1,8.1,16.8,0.483,3.7,6.9,0.536,4.4,9.8,4.3,4.8,0.885,0.8,4.7,5.5,2.4,1.1,0.6,3.4,2.5,24.9,/players/buddy-hield-1.html,0.446
141,2010-11,Washington,Pac-10,18,18,29.5,3.9,8.8,0.443,2.2,4.2,0.533,1.7,4.6,1.1,1.4,0.769,1.6,3.0,4.6,2.4,0.6,1.1,1.6,2.2,10.6,/players/justin-holiday-1.html,0.361
142,2018-19,Iowa State,Big 12,18,17,25.6,3.7,9.6,0.387,2.3,5.4,0.429,1.4,4.2,1.0,1.8,0.563,0.6,3.6,4.2,2.1,1.1,0.4,1.6,2.4,9.8,/players/talen-horton-tucker-1.html,0.333
143,2016-17,Maryland,Big Ten,18,18,30.9,3.6,8.4,0.424,1.3,2.6,0.489,2.3,5.8,0.3,0.7,0.5,0.4,4.6,5.0,3.2,0.9,0.5,1.6,2.0,9.7,/players/kevin-huerter-1.html,0.394
144,2017-18,Maryland,Big Ten,18,18,35.6,4.9,10.3,0.481,2.8,4.7,0.595,2.2,5.6,3.3,4.1,0.797,0.8,4.3,5.1,3.2,0.6,0.6,2.5,2.5,15.3,/players/kevin-huerter-1.html,0.386
145,2019-20,VCU,A-10,18,9,24.1,3.9,8.8,0.44,1.3,3.3,0.4,2.6,5.5,0.7,1.0,0.667,0.4,2.2,2.6,2.1,0.8,0.3,1.5,2.4,11.0,/players/nahshon-hyland-1.html,0.465
146,2020-21,VCU,A-10,12,12,34.8,6.3,14.4,0.439,3.4,6.7,0.513,2.9,7.8,4.4,5.1,0.869,0.3,5.3,5.6,2.1,2.0,0.3,3.3,2.1,20.0,/players/nahshon-hyland-1.html,0.376
147,2015-16,Duke,ACC,18,18,37.2,5.8,13.7,0.421,3.3,7.8,0.421,2.5,5.9,3.3,4.5,0.741,1.8,5.8,7.6,2.3,0.8,1.5,2.6,2.1,17.4,/players/brandon-ingram-1.html,0.421
148,2017-18,Michigan State,Big Ten,18,17,22.2,3.9,7.0,0.563,2.6,3.9,0.671,1.3,3.1,3.2,4.1,0.781,0.9,3.9,4.8,1.1,0.6,3.5,1.3,3.0,12.4,/players/jaren-jacksonjr-1.html,0.429
149,2016-17,Kansas,Big 12,18,18,31.8,6.2,12.4,0.498,5.1,9.8,0.514,1.1,2.6,3.2,5.6,0.58,2.4,5.2,7.6,3.1,1.7,0.8,3.2,3.3,16.7,/players/josh-jackson-2.html,0.435
150,2014-15,UNC,ACC,18,17,28.6,4.1,8.4,0.483,3.4,6.3,0.549,0.6,2.1,1.7,2.5,0.667,1.4,2.7,4.2,2.4,0.4,0.7,1.3,1.2,10.4,/players/justin-jackson-4.html,0.289
151,2015-16,UNC,ACC,18,16,28.8,4.7,10.6,0.447,3.9,7.7,0.511,0.8,2.8,1.3,2.1,0.605,1.7,1.9,3.7,2.7,0.3,0.4,0.8,1.9,11.5,/players/justin-jackson-4.html,0.275
152,2016-17,UNC,ACC,18,17,32.6,7.0,16.1,0.434,4.1,8.3,0.493,2.9,7.8,2.1,2.9,0.712,1.7,2.8,4.6,2.3,0.4,0.3,1.8,1.2,18.9,/players/justin-jackson-4.html,0.371
153,2014-15,UNC,ACC,18,17,28.6,4.1,8.4,0.483,3.4,6.3,0.549,0.6,2.1,1.7,2.5,0.667,1.4,2.7,4.2,2.4,0.4,0.7,1.3,1.2,10.4,/players/justin-jackson-4.html,0.289
154,2015-16,UNC,ACC,18,16,28.8,4.7,10.6,0.447,3.9,7.7,0.511,0.8,2.8,1.3,2.1,0.605,1.7,1.9,3.7,2.7,0.3,0.4,0.8,1.9,11.5,/players/justin-jackson-4.html,0.275
155,2016-17,UNC,ACC,18,17,32.6,7.0,16.1,0.434,4.1,8.3,0.493,2.9,7.8,2.1,2.9,0.712,1.7,2.8,4.6,2.3,0.4,0.3,1.8,1.2,18.9,/players/justin-jackson-4.html,0.371
156,2013-14,Vanderbilt,SEC,18,18,29.2,4.6,8.9,0.513,4.6,8.9,0.513,0.0,0.0,2.6,4.3,0.597,2.1,4.4,6.5,0.3,0.4,1.4,2.1,3.7,11.7,/players/damian-jones-1.html,
157,2014-15,Vanderbilt,SEC,18,17,29.4,4.9,9.2,0.533,4.9,9.1,0.537,0.0,0.1,2.8,5.4,0.51,1.8,3.7,5.6,0.5,0.6,2.1,2.0,2.6,12.6,/players/damian-jones-1.html,0.0
158,2015-16,Vanderbilt,SEC,18,18,26.6,6.0,9.6,0.628,6.0,9.5,0.632,0.0,0.1,2.7,4.7,0.571,2.4,5.0,7.4,0.8,0.2,1.5,2.0,3.6,14.7,/players/damian-jones-1.html,0.0
159,2017-18,Alabama,SEC,17,7,21.3,1.7,4.6,0.372,1.5,3.5,0.417,0.2,1.1,0.2,0.6,0.364,1.2,2.6,3.8,1.1,1.1,0.8,1.3,2.4,3.9,/players/herb-jones-3.html,0.222
160,2018-19,Alabama,SEC,18,13,20.1,2.3,5.1,0.462,2.2,4.6,0.482,0.1,0.4,1.2,2.4,0.512,1.0,2.0,3.0,2.1,0.9,0.4,1.8,2.7,6.0,/players/herb-jones-3.html,0.25
161,2019-20,Alabama,SEC,15,14,27.3,2.3,4.6,0.507,2.3,4.3,0.547,0.0,0.3,2.7,4.2,0.635,2.5,4.9,7.4,2.1,1.5,0.7,0.9,3.9,7.3,/players/herb-jones-3.html,0.0
162,2020-21,Alabama,SEC,18,18,25.6,3.5,7.9,0.444,2.8,6.2,0.446,0.7,1.7,2.4,3.4,0.705,1.7,4.1,5.8,3.5,1.8,1.1,2.7,2.9,10.1,/players/herb-jones-3.html,0.433
163,2010-11,Texas,Big 12,16,16,32.7,3.6,8.4,0.43,2.2,5.0,0.438,1.4,3.4,1.2,1.8,0.679,0.8,2.8,3.5,2.9,1.0,0.3,1.4,1.7,9.9,/players/cory-joseph-1.html,0.418
164,2011-12,Kentucky,SEC,16,16,31.8,3.3,7.8,0.424,3.2,6.8,0.468,0.1,1.0,3.3,4.4,0.743,2.4,5.3,7.7,2.3,1.3,1.0,2.1,2.1,10.0,/players/michael-kidd-gilchrist-1.html,0.125
165,2010-11,Kentucky,SEC,16,16,37.0,5.6,13.0,0.433,3.4,7.6,0.446,2.3,5.4,3.7,4.6,0.808,0.7,3.9,4.6,4.1,0.5,0.2,2.9,2.4,17.2,/players/brandon-knight-1.html,0.414
166,2014-15,Utah,Pac-12,16,0,7.4,0.9,2.3,0.405,0.6,1.1,0.556,0.3,1.2,0.4,0.7,0.545,0.3,1.4,1.8,0.6,0.0,0.2,0.5,1.1,2.6,/players/kyle-kuzma-1.html,0.263
167,2015-16,Utah,Pac-12,18,17,25.1,4.1,8.0,0.507,3.9,7.0,0.556,0.2,1.0,1.5,2.7,0.551,2.0,3.9,5.9,1.7,0.5,0.5,2.1,2.1,9.8,/players/kyle-kuzma-1.html,0.167
