,SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,URL
5742,2013-14,21.0,UTA,NBA,C,80.0,2138.0,15.6,0.523,0.001,0.239,11.6,20.9,16.1,6.4,0.7,1.5,13.3,23.3,1.3,0.9,2.2,0.05,-1.2,-2.4,-3.6,-0.9,/players/k/kanteen01.html
5743,2014-15,22.0,TOT,NBA,C,75.0,2135.0,20.3,0.564,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,4.3,2.1,6.4,0.145,1.6,-2.5,-0.9,0.6,/players/k/kanteen01.html
5744,2014-15,22.0,UTA,NBA,C,49.0,1326.0,17.5,0.535,0.07,0.203,12.9,20.5,16.7,3.8,0.9,1.0,12.8,25.1,1.4,1.3,2.7,0.099,0.0,-2.7,-2.7,-0.2,/players/k/kanteen01.html
5745,2014-15,22.0,OKC,NBA,C,26.0,809.0,24.9,0.611,0.012,0.335,17.5,20.5,19.0,6.4,0.8,1.3,11.6,23.9,2.9,0.8,3.7,0.22,4.4,-2.3,2.0,0.8,/players/k/kanteen01.html
5746,2015-16,23.0,OKC,NBA,C,82.0,1721.0,24.0,0.626,0.029,0.349,16.7,24.9,21.0,3.1,0.7,1.5,12.2,23.4,6.0,2.1,8.1,0.226,3.3,-2.1,1.2,1.4,/players/k/kanteen01.html
5747,2016-17,24.0,OKC,NBA,C,72.0,1533.0,23.7,0.599,0.052,0.387,14.1,20.8,17.4,7.9,1.0,2.0,12.5,27.3,4.0,1.8,5.8,0.183,3.0,-1.3,1.7,1.4,/players/k/kanteen01.html
5748,2017-18,25.0,NYK,NBA,C,71.0,1830.0,24.0,0.63,0.003,0.258,16.6,30.6,23.6,9.4,1.0,1.7,13.3,21.8,5.5,2.1,7.6,0.198,3.3,-1.1,2.2,1.9,/players/k/kanteen01.html
5749,2018-19,26.0,TOT,NBA,C,67.0,1640.0,22.3,0.594,0.05,0.288,16.4,26.1,21.1,12.1,0.9,1.3,13.3,23.1,3.9,1.6,5.4,0.159,2.5,-1.5,1.0,1.2,/players/k/kanteen01.html
5750,2018-19,26.0,NYK,NBA,C,44.0,1128.0,21.8,0.585,0.047,0.276,15.5,27.5,21.4,13.1,0.8,1.3,13.1,22.9,2.4,0.9,3.4,0.143,2.5,-1.6,0.8,0.8,/players/k/kanteen01.html
5751,2018-19,26.0,POR,NBA,C,23.0,512.0,23.5,0.614,0.056,0.316,18.3,22.8,20.6,9.9,1.3,1.4,13.7,23.4,1.5,0.6,2.1,0.196,2.6,-1.3,1.3,0.4,/players/k/kanteen01.html
5752,2019-20,27.0,BOS,NBA,C,58.0,983.0,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,/players/k/kanteen01.html
5753,2020-21,28.0,POR,NBA,C,72.0,1758.0,22.4,0.636,0.007,0.292,16.8,31.9,24.2,7.2,0.9,2.4,11.0,17.4,5.7,1.7,7.5,0.204,2.1,-1.4,0.6,1.2,/players/k/kanteen01.html
5754,2021-22,29.0,BOS,NBA,C,35.0,411.0,15.0,0.585,0.052,0.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,0.6,0.7,1.4,0.16,-1.2,-0.2,-1.4,0.1,/players/k/kanteen01.html
5755,2012-13,25.0,POR,NBA,PF,51.0,477.0,9.3,0.435,0.0,0.19,9.6,19.5,14.5,4.3,1.4,1.7,11.0,16.6,-0.2,0.4,0.2,0.022,-4.7,-0.7,-5.4,-0.4,/players/f/freeljo01.html
5756,2013-14,26.0,POR,NBA,C,52.0,727.0,11.3,0.498,0.012,0.179,13.2,17.6,15.4,7.1,0.7,2.1,15.5,12.4,0.7,0.7,1.4,0.093,-2.6,0.0,-2.6,-0.1,/players/f/freeljo01.html
5757,2014-15,27.0,POR,NBA,C,48.0,617.0,12.2,0.522,0.0,0.166,11.0,21.9,16.6,3.8,0.7,2.7,12.4,13.4,0.6,0.9,1.6,0.122,-3.0,0.4,-2.6,-0.1,/players/f/freeljo01.html
5758,2004-05,23.0,NOH,NBA,PF,23.0,441.0,4.1,0.356,0.425,0.063,4.1,12.6,8.2,7.6,1.6,0.4,11.5,15.5,-0.8,0.3,-0.5,-0.052,-5.3,-0.9,-6.2,-0.4,/players/f/freijma01.html
5759,2006-07,25.0,ATL,NBA,PF,19.0,147.0,6.1,0.353,0.407,0.111,6.5,13.3,9.8,7.9,1.1,0.5,5.0,18.7,-0.2,0.1,-0.1,-0.034,-3.6,-1.7,-5.4,-0.1,/players/f/freijma01.html
5760,2005-06,22.0,NYK,NBA,C,65.0,1572.0,18.1,0.541,0.014,0.358,10.6,18.5,14.5,6.6,1.0,2.5,11.6,24.2,2.6,0.9,3.5,0.108,0.7,-1.4,-0.7,0.5,/players/f/fryech01.html
5761,2006-07,23.0,NYK,NBA,PF,72.0,1896.0,10.5,0.464,0.026,0.157,5.8,18.9,12.4,6.2,1.0,1.8,12.0,20.0,-0.6,1.6,0.9,0.024,-3.4,-0.6,-4.0,-0.9,/players/f/fryech01.html
5762,2007-08,24.0,POR,NBA,C,78.0,1342.0,14.8,0.529,0.022,0.241,9.4,21.6,15.5,7.4,1.2,1.6,9.9,19.6,1.6,1.6,3.2,0.114,-1.9,0.1,-1.8,0.1,/players/f/fryech01.html
5763,2008-09,25.0,POR,NBA,PF,63.0,746.0,10.0,0.465,0.124,0.135,6.7,16.7,11.6,5.3,1.3,1.7,9.3,19.7,0.0,0.8,0.8,0.054,-3.9,-0.3,-4.2,-0.4,/players/f/fryech01.html
5764,2009-10,26.0,PHO,NBA,C,81.0,2190.0,15.0,0.598,0.558,0.172,3.6,17.6,11.0,7.4,1.5,2.4,8.8,16.7,4.3,2.2,6.4,0.141,1.8,0.9,2.7,2.6,/players/f/fryech01.html
5765,2010-11,27.0,PHO,NBA,PF,77.0,2541.0,12.8,0.557,0.53,0.129,3.0,20.4,11.7,5.7,0.9,2.3,7.7,16.9,2.7,2.1,4.7,0.09,-0.3,0.0,-0.3,1.1,/players/f/fryech01.html
5766,2011-12,28.0,PHO,NBA,PF,64.0,1669.0,14.9,0.519,0.429,0.134,4.8,20.6,12.8,8.3,1.3,3.0,8.8,19.3,1.8,1.9,3.7,0.106,0.2,0.7,0.9,1.2,/players/f/fryech01.html
5767,2013-14,30.0,PHO,NBA,PF,82.0,2312.0,13.2,0.555,0.555,0.122,3.6,16.6,10.1,6.4,1.3,2.1,9.8,17.3,2.9,2.4,5.3,0.109,0.4,0.3,0.7,1.6,/players/f/fryech01.html
5768,2014-15,31.0,ORL,NBA,PF,75.0,1870.0,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,0.053,-1.5,-0.1,-1.5,0.2,/players/f/fryech01.html
5769,2015-16,32.0,TOT,NBA,"C,PF",70.0,1200.0,12.9,0.586,0.677,0.101,3.2,18.6,10.9,8.7,1.2,1.9,10.6,15.1,1.6,1.3,3.0,0.119,0.3,0.5,0.8,0.8,/players/f/fryech01.html
5770,2015-16,32.0,ORL,NBA,PF,44.0,754.0,11.8,0.586,0.651,0.113,3.3,17.6,10.4,8.4,1.4,2.2,13.3,13.2,0.8,0.8,1.5,0.097,-0.2,0.9,0.7,0.5,/players/f/fryech01.html
5771,2015-16,32.0,CLE,NBA,C,26.0,446.0,14.9,0.586,0.708,0.087,3.1,20.4,11.8,9.1,0.9,1.5,7.2,18.3,0.9,0.6,1.5,0.157,1.3,-0.2,1.0,0.3,/players/f/fryech01.html
5772,2016-17,33.0,CLE,NBA,C,74.0,1398.0,15.6,0.612,0.644,0.142,3.0,19.3,11.4,4.9,1.2,2.1,8.8,19.3,2.3,1.4,3.7,0.125,1.4,-0.4,1.0,1.1,/players/f/fryech01.html
5773,2017-18,34.0,TOT,NBA,C,53.0,695.0,13.1,0.599,0.542,0.09,1.9,19.4,10.8,7.9,1.3,1.6,8.7,15.2,0.9,0.6,1.5,0.101,-0.5,0.0,-0.5,0.3,/players/f/fryech01.html
5774,2017-18,34.0,CLE,NBA,C,44.0,545.0,13.9,0.604,0.533,0.089,2.1,20.3,11.3,7.5,1.5,1.9,8.8,15.6,0.7,0.5,1.2,0.104,-0.4,0.1,-0.3,0.3,/players/f/fryech01.html
5775,2017-18,34.0,LAL,NBA,C,9.0,150.0,10.2,0.581,0.581,0.093,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1.0,-0.5,-1.5,0.0,/players/f/fryech01.html
5776,2018-19,35.0,CLE,NBA,C,36.0,341.0,8.9,0.524,0.675,0.12,1.2,16.4,8.5,8.6,0.9,1.3,9.5,17.5,0.1,0.0,0.1,0.016,-1.7,-1.8,-3.5,-0.1,/players/f/fryech01.html
5777,2003-04,22.0,ATL,NBA,PF,4.0,43.0,3.6,0.376,0.0,0.75,10.6,18.2,14.5,7.3,0.0,1.7,27.3,15.5,-0.1,0.0,-0.1,-0.094,-7.3,-3.1,-10.5,-0.1,/players/f/fullehi01.html
5778,1996-97,22.0,GSW,NBA,C,75.0,949.0,10.4,0.483,0.0,0.414,13.5,17.7,15.6,4.0,0.6,1.6,14.2,17.2,0.4,0.3,0.7,0.034,-3.4,-2.4,-5.8,-0.9,/players/f/fulleto02.html
5779,1997-98,23.0,GSW,NBA,C,57.0,613.0,11.8,0.473,0.02,0.39,10.3,24.2,17.1,2.8,0.5,1.8,13.3,19.7,0.0,0.7,0.7,0.053,-3.8,-1.6,-5.5,-0.5,/players/f/fulleto02.html
5780,1998-99,24.0,UTA,NBA,C,42.0,462.0,9.1,0.486,0.0,0.403,8.0,18.0,13.3,2.3,0.7,2.3,15.6,17.9,-0.1,0.7,0.6,0.059,-4.3,-0.5,-4.8,-0.3,/players/f/fulleto02.html
5781,1999-00,25.0,CHH,NBA,C,41.0,399.0,9.6,0.461,0.0,0.434,10.4,20.4,15.5,2.0,1.2,1.4,15.7,19.4,-0.3,0.5,0.2,0.029,-4.7,-1.6,-6.3,-0.4,/players/f/fulleto02.html
5782,2000-01,26.0,MIA,NBA,C,10.0,77.0,9.3,0.363,0.0,0.229,10.8,17.0,13.9,2.4,2.1,2.0,7.2,26.1,-0.1,0.1,0.0,-0.002,-5.9,-1.9,-7.8,-0.1,/players/f/fulleto02.html
5783,2017-18,19.0,PHI,NBA,SG,14.0,253.0,12.4,0.416,0.009,0.189,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,0.043,-3.3,0.7,-2.6,0.0,/players/f/fultzma01.html
5784,2018-19,20.0,PHI,NBA,SG,19.0,427.0,10.5,0.452,0.09,0.239,6.6,10.6,8.7,19.5,1.9,0.9,12.7,19.3,-0.1,0.4,0.3,0.035,-3.3,0.2,-3.1,-0.1,/players/f/fultzma01.html
5785,2019-20,21.0,ORL,NBA,PG,72.0,1996.0,14.3,0.517,0.175,0.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,0.6,2.0,2.7,0.065,-1.8,0.0,-1.8,0.1,/players/f/fultzma01.html
5786,2020-21,22.0,ORL,NBA,PG,8.0,215.0,12.0,0.458,0.154,0.183,2.3,10.0,6.0,33.1,1.8,0.8,13.8,26.2,-0.3,0.1,-0.1,-0.024,-3.6,-0.9,-4.4,-0.1,/players/f/fultzma01.html
5787,2021-22,23.0,ORL,NBA,PG,18.0,360.0,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0.0,0.4,0.4,0.053,-0.1,0.4,0.2,0.2,/players/f/fultzma01.html
5788,1997-98,27.0,SAC,NBA,PF,52.0,1094.0,16.2,0.534,0.018,0.415,8.0,16.0,11.9,10.0,0.9,0.9,11.8,21.3,1.4,0.7,2.1,0.092,0.9,-1.4,-0.5,0.4,/players/f/fundela01.html
5789,1998-99,28.0,SAC,NBA,PF,47.0,936.0,18.5,0.597,0.017,0.401,11.4,13.6,12.5,5.3,1.2,1.6,12.9,18.4,2.4,0.7,3.1,0.159,1.7,-0.9,0.7,0.6,/players/f/fundela01.html
5790,1999-00,29.0,SAC,NBA,PF,75.0,1026.0,18.0,0.57,0.006,0.463,9.9,13.9,11.9,5.0,1.5,1.3,8.6,18.8,2.5,1.2,3.7,0.172,1.2,-0.2,1.0,0.8,/players/f/fundela01.html
5791,2000-01,30.0,SAC,NBA,PF,59.0,698.0,16.1,0.522,0.0,0.318,11.7,18.3,15.1,4.0,0.7,1.2,10.4,19.5,1.0,0.9,1.9,0.129,0.0,-1.7,-1.8,0.0,/players/f/fundela01.html
5792,2001-02,31.0,SAC,NBA,PF,56.0,722.0,13.8,0.49,0.012,0.229,11.5,17.7,14.6,6.6,0.8,1.7,10.9,18.2,0.6,1.0,1.6,0.105,-1.3,-0.8,-2.1,0.0,/players/f/fundela01.html
5793,2002-03,32.0,SAC,NBA,PF,27.0,229.0,11.8,0.466,0.0,0.236,8.4,16.9,12.9,5.2,0.2,3.2,7.0,16.5,0.1,0.3,0.5,0.097,-2.8,-0.1,-2.9,-0.1,/players/f/fundela01.html
5794,2004-05,34.0,CHI,NBA,PF,2.0,21.0,13.1,0.549,0.0,0.833,5.4,10.6,8.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.1,0.161,-1.3,-2.0,-3.3,0.0,/players/f/fundela01.html
5795,2019-20,22.0,TOT,NBA,PF,30.0,235.0,9.6,0.546,0.417,0.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,0.0,0.2,0.2,0.048,-3.7,-0.1,-3.8,-0.1,/players/g/gabriwe01.html
5796,2019-20,22.0,SAC,NBA,PF,11.0,61.0,7.4,0.444,0.471,0.588,7.2,11.3,9.2,6.6,2.4,3.1,18.9,18.8,-0.1,0.1,0.0,-0.029,-4.4,0.5,-3.9,0.0,/players/g/gabriwe01.html
5797,2019-20,22.0,POR,NBA,PF,19.0,174.0,10.3,0.606,0.387,0.387,10.3,14.9,12.6,3.6,2.2,2.5,23.3,11.5,0.1,0.1,0.3,0.075,-3.5,-0.3,-3.8,-0.1,/players/g/gabriwe01.html
5798,2020-21,23.0,NOP,NBA,PF,21.0,241.0,9.8,0.533,0.533,0.283,9.0,15.3,12.2,5.9,1.8,3.1,18.2,14.4,0.0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1,/players/g/gabriwe01.html
5799,2021-22,24.0,TOT,NBA,PF,26.0,358.0,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,0.4,0.3,0.7,0.09,-3.7,-2.1,-5.9,-0.4,/players/g/gabriwe01.html
5800,2021-22,24.0,BRK,NBA,PF,1.0,1.0,11.8,,,,0.0,100.0,54.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.167,-1.9,0.3,-1.6,0.0,/players/g/gabriwe01.html
5801,2021-22,24.0,LAC,NBA,PF,6.0,46.0,8.3,0.474,0.385,0.308,11.9,20.1,16.1,6.0,1.1,3.7,16.9,17.0,0.0,0.1,0.0,0.041,-6.6,-0.9,-7.5,-0.1,/players/g/gabriwe01.html
5802,2021-22,24.0,LAL,NBA,PF,19.0,311.0,13.1,0.558,0.237,0.392,11.8,16.5,14.2,5.5,0.6,2.6,10.3,17.5,0.4,0.2,0.6,0.096,-3.3,-2.3,-5.7,-0.3,/players/g/gabriwe01.html
5803,2002-03,24.0,MIL,NBA,C,49.0,760.0,11.2,0.498,0.007,0.386,10.1,20.3,15.2,1.8,1.5,5.1,13.7,12.0,0.4,0.7,1.2,0.075,-3.6,0.1,-3.5,-0.3,/players/g/gadzuda01.html
5804,2003-04,25.0,MIL,NBA,C,75.0,1260.0,17.0,0.529,0.003,0.338,11.4,19.8,15.6,3.7,2.1,6.1,10.1,16.0,1.7,2.0,3.7,0.141,-1.0,1.6,0.7,0.8,/players/g/gadzuda01.html
5805,2004-05,26.0,MIL,NBA,C,81.0,1783.0,18.1,0.551,0.0,0.441,17.0,27.4,22.2,2.7,1.4,4.4,13.1,15.8,2.8,2.4,5.2,0.14,0.3,-0.2,0.1,1.0,/players/g/gadzuda01.html
5806,2005-06,27.0,MIL,NBA,C,74.0,885.0,17.2,0.55,0.003,0.288,12.0,19.3,15.6,4.9,1.5,3.9,9.1,19.8,1.3,1.1,2.5,0.134,-1.6,-0.1,-1.7,0.0,/players/g/gadzuda01.html
5807,2006-07,28.0,MIL,NBA,C,54.0,840.0,11.9,0.482,0.004,0.395,13.0,21.6,17.2,5.3,1.4,2.9,15.5,17.0,0.1,0.7,0.8,0.043,-3.9,-1.5,-5.4,-0.7,/players/g/gadzuda01.html
5808,2007-08,29.0,MIL,NBA,C,51.0,534.0,10.7,0.443,0.006,0.409,14.2,17.7,15.9,3.2,2.0,3.5,15.8,18.2,-0.4,0.4,0.1,0.006,-4.8,-1.3,-6.1,-0.6,/players/g/gadzuda01.html
5809,2008-09,30.0,MIL,NBA,C,67.0,941.0,12.2,0.495,0.008,0.279,11.4,21.0,16.0,6.5,1.8,3.8,13.0,15.0,0.4,1.4,1.8,0.094,-3.2,0.7,-2.5,-0.1,/players/g/gadzuda01.html
5810,2009-10,31.0,MIL,NBA,C,32.0,314.0,10.5,0.44,0.0,0.281,13.1,20.5,16.6,6.0,1.5,3.3,13.0,16.6,-0.1,0.6,0.5,0.077,-5.2,0.7,-4.5,-0.2,/players/g/gadzuda01.html
5811,2010-11,32.0,TOT,NBA,"C,PF",42.0,463.0,9.9,0.419,0.008,0.209,17.2,16.4,16.8,4.5,1.4,4.8,17.1,16.5,-0.3,0.4,0.1,0.014,-5.7,-1.3,-7.0,-0.6,/players/g/gadzuda01.html
5812,2010-11,32.0,GSW,NBA,C,28.0,297.0,10.2,0.419,0.011,0.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,-0.2,0.2,0.1,0.013,-5.4,-1.3,-6.8,-0.4,/players/g/gadzuda01.html
5813,2010-11,32.0,NJN,NBA,PF,14.0,166.0,9.1,0.417,0.0,0.317,12.5,22.7,17.4,2.9,1.0,5.1,14.6,15.3,-0.2,0.2,0.1,0.015,-6.2,-1.2,-7.3,-0.2,/players/g/gadzuda01.html
5814,2011-12,33.0,NYK,NBA,C,2.0,13.0,-4.3,0.0,0.0,1.0,8.8,35.9,22.2,0.0,4.0,6.1,25.8,13.4,-0.1,0.0,0.0,-0.169,-15.9,0.3,-15.7,0.0,/players/g/gadzuda01.html
5815,2019-20,21.0,CHI,NBA,C,43.0,609.0,16.2,0.686,0.0,0.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,/players/g/gaffoda01.html
5816,2020-21,22.0,TOT,NBA,"C,PF",54.0,791.0,22.2,0.697,0.0,0.48,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,2.1,1.3,3.5,0.209,0.6,1.6,2.2,0.8,/players/g/gaffoda01.html
5817,2020-21,22.0,CHI,NBA,PF,31.0,383.0,18.8,0.7,0.0,0.471,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,0.8,0.6,1.5,0.182,-1.3,1.6,0.3,0.2,/players/g/gaffoda01.html
5818,2020-21,22.0,WAS,NBA,C,23.0,408.0,25.4,0.696,0.0,0.486,13.0,20.2,16.6,4.4,1.7,8.4,10.2,18.9,1.3,0.7,2.0,0.235,2.5,1.6,4.0,0.6,/players/g/gaffoda01.html
5819,2021-22,23.0,WAS,NBA,C,72.0,1444.0,21.8,0.708,0.002,0.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,4.4,1.6,6.0,0.198,1.1,0.5,1.6,1.3,/players/g/gaffoda01.html
5820,2005-06,23.0,PHI,NBA,C,2.0,5.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.015,-3.6,-3.5,-7.2,0.0,/players/g/gaide01.html
5821,1988-89,23.0,NJN,NBA,SG,32.0,337.0,9.1,0.472,0.078,0.25,1.0,5.5,3.1,26.1,2.1,0.2,22.0,11.1,0.1,0.2,0.2,0.035,-3.2,-0.1,-3.3,-0.1,/players/g/gaineco01.html
5822,1989-90,24.0,PHI,NBA,SG,9.0,81.0,6.2,0.363,0.167,0.333,1.4,5.6,3.5,39.2,2.5,0.0,42.1,12.4,-0.1,0.1,-0.1,-0.044,-3.2,-0.4,-3.6,0.0,/players/g/gaineco01.html
5823,1990-91,25.0,DEN,NBA,SG,10.0,226.0,15.2,0.51,0.3,0.371,1.5,4.6,2.9,46.6,1.9,0.5,22.0,16.3,0.3,0.0,0.3,0.061,0.9,-2.1,-1.2,0.0,/players/g/gaineco01.html
5824,1993-94,28.0,NYK,NBA,SG,18.0,78.0,23.7,0.62,0.25,0.75,4.4,14.2,9.4,57.5,1.3,0.0,15.8,17.8,0.4,0.1,0.6,0.339,4.7,2.4,7.1,0.2,/players/g/gaineco01.html
5825,1994-95,29.0,PHI,NBA,SG,11.0,280.0,7.2,0.492,0.294,0.216,0.4,7.1,3.7,17.9,1.5,0.3,20.0,11.1,0.0,0.1,0.1,0.013,-4.2,0.0,-4.2,-0.1,/players/g/gaineco01.html
5826,2003-04,23.0,ORL,NBA,PG,38.0,364.0,6.1,0.356,0.116,0.291,2.4,9.9,6.1,16.6,1.6,0.4,15.7,14.3,-0.4,0.0,-0.5,-0.065,-4.5,-1.6,-6.1,-0.4,/players/g/gainere01.html
5827,2004-05,24.0,TOT,NBA,PG,21.0,187.0,3.5,0.396,0.28,0.08,0.6,8.0,4.4,5.8,1.4,0.4,11.9,14.6,-0.3,0.1,-0.1,-0.034,-6.1,-0.4,-6.4,-0.2,/players/g/gainere01.html
5828,2004-05,24.0,HOU,NBA,PG,10.0,108.0,4.7,0.452,0.444,0.148,0.0,11.6,5.9,4.5,1.5,0.0,12.2,14.3,-0.1,0.1,0.0,0.017,-5.6,0.6,-5.0,-0.1,/players/g/gainere01.html
5829,2004-05,24.0,MIL,NBA,PG,11.0,79.0,1.9,0.326,0.087,0.0,1.5,3.0,2.2,7.7,1.3,0.9,11.5,15.0,-0.2,0.0,-0.2,-0.104,-6.8,-1.7,-8.5,-0.1,/players/g/gainere01.html
5830,2005-06,25.0,MIL,NBA,PG,12.0,54.0,6.7,0.472,0.167,0.333,0.0,0.0,0.0,8.7,1.0,0.0,6.8,12.5,0.0,0.0,0.0,0.004,-3.1,-2.0,-5.1,0.0,/players/g/gainere01.html
5831,2009-10,23.0,UTA,NBA,PG,32.0,217.0,17.3,0.518,0.317,0.561,3.4,12.2,7.9,28.0,2.8,0.0,12.0,24.0,0.3,0.3,0.5,0.121,0.6,0.5,1.1,0.2,/players/g/gainesu01.html
5832,2010-11,24.0,TOT,NBA,PG,24.0,301.0,11.3,0.459,0.362,0.343,4.9,10.0,7.4,22.8,2.8,0.3,18.3,22.1,-0.3,0.2,-0.1,-0.015,-2.8,-0.1,-2.9,-0.1,/players/g/gainesu01.html
5833,2010-11,24.0,MIN,NBA,PG,8.0,65.0,4.9,0.398,0.273,0.455,1.7,8.8,5.1,13.7,2.3,0.0,18.5,21.2,-0.2,0.0,-0.1,-0.102,-6.5,-1.8,-8.3,-0.1,/players/g/gainesu01.html
5834,2010-11,24.0,TOR,NBA,PG,6.0,90.0,9.3,0.465,0.429,0.171,2.6,8.1,5.3,19.5,2.3,0.8,17.5,22.7,-0.1,0.0,-0.1,-0.05,-2.5,-0.2,-2.7,0.0,/players/g/gainesu01.html
5835,2010-11,24.0,NJN,NBA,PG,10.0,146.0,15.3,0.484,0.354,0.417,7.9,11.7,9.7,28.9,3.3,0.0,18.6,22.2,0.0,0.1,0.1,0.046,-1.3,0.7,-0.5,0.1,/players/g/gainesu01.html
5836,2011-12,25.0,NJN,NBA,SG,57.0,793.0,15.0,0.465,0.303,0.354,3.8,12.2,7.9,27.2,3.7,0.2,14.2,21.1,0.4,0.6,1.0,0.059,-0.5,0.8,0.3,0.5,/players/g/gainesu01.html
5837,1993-94,24.0,UTA,NBA,C,2.0,3.0,66.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,0.1,0.0,0.1,1.442,20.4,9.6,30.1,0.0,/players/g/gallach01.html
5838,2008-09,20.0,NYK,NBA,SG,28.0,412.0,13.4,0.621,0.576,0.216,3.3,11.5,7.3,5.5,1.7,0.7,9.9,16.0,0.7,0.3,1.0,0.119,0.5,0.1,0.6,0.3,/players/g/gallida01.html
5839,2009-10,21.0,NYK,NBA,SF,81.0,2747.0,14.8,0.575,0.526,0.331,2.6,14.0,8.2,7.6,1.4,1.6,9.4,19.3,4.1,1.5,5.6,0.098,1.2,-0.7,0.5,1.7,/players/g/gallida01.html
5840,2010-11,22.0,TOT,NBA,"PF,SF",62.0,2104.0,15.7,0.597,0.458,0.611,3.2,13.4,8.3,7.4,1.2,0.9,9.3,18.9,4.9,1.2,6.1,0.139,1.5,-0.8,0.7,1.4,/players/g/gallida01.html
5841,2010-11,22.0,NYK,NBA,PF,48.0,1671.0,15.6,0.6,0.47,0.57,3.3,12.5,7.8,7.4,1.1,0.8,8.4,18.5,4.2,0.7,4.9,0.14,1.4,-1.3,0.1,0.9,/players/g/gallida01.html
5842,2010-11,22.0,DEN,NBA,SF,14.0,433.0,15.9,0.587,0.412,0.771,3.0,16.8,10.1,7.5,1.5,1.6,12.5,20.6,0.7,0.5,1.2,0.133,1.7,1.3,3.0,0.5,/players/g/gallida01.html
5843,2011-12,23.0,DEN,NBA,SF,43.0,1351.0,16.5,0.563,0.393,0.448,2.5,14.6,8.7,13.0,1.6,1.3,10.9,20.7,2.9,1.0,3.9,0.14,1.9,-0.1,1.8,1.3,/players/g/gallida01.html
5844,2012-13,24.0,DEN,NBA,SF,71.0,2309.0,16.7,0.561,0.416,0.4,3.2,14.4,8.9,11.2,1.4,1.2,9.8,21.3,5.2,2.0,7.2,0.151,2.9,-0.1,2.8,2.8,/players/g/gallida01.html
5845,2014-15,26.0,DEN,NBA,SF,59.0,1426.0,16.8,0.563,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,3.0,1.0,3.9,0.132,2.6,-0.2,2.4,1.6,/players/g/gallida01.html
5846,2015-16,27.0,DEN,NBA,SF,53.0,1839.0,19.0,0.582,0.341,0.617,3.1,14.0,8.5,11.8,1.1,0.8,8.0,23.0,5.5,0.9,6.3,0.165,3.4,-0.7,2.7,2.2,/players/g/gallida01.html
5847,2016-17,28.0,DEN,NBA,SF,63.0,2134.0,17.4,0.622,0.432,0.516,2.0,14.7,8.4,9.1,0.9,0.5,8.2,20.0,6.2,0.7,6.8,0.154,2.8,-1.4,1.4,1.9,/players/g/gallida01.html
5848,2017-18,29.0,LAC,NBA,SF,21.0,671.0,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.088,0.4,-0.9,-0.5,0.3,/players/g/gallida01.html
5849,2018-19,30.0,LAC,NBA,SF,68.0,2059.0,21.0,0.633,0.421,0.459,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,6.4,1.8,8.2,0.191,4.9,-0.5,4.3,3.3,/players/g/gallida01.html
5850,2019-20,31.0,OKC,NBA,PF,62.0,1834.0,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,/players/g/gallida01.html
