,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%,Trp Dbl
184,1993-94,27.0,SAS,NBA,SG,4.0,4.0,106.0,14.0,37.0,0.378,1.0,1.0,13.0,36.0,0.361,0.392,4.0,7.0,0.571,3.0,5.0,8.0,12.0,5.0,2.0,4.0,7.0,33.0,/players/a/anderwi01.html,1.0,
185,1994-95,28.0,SAS,NBA,SG,11.0,0.0,97.0,9.0,20.0,0.45,0.0,1.0,9.0,19.0,0.474,0.45,2.0,3.0,0.667,5.0,7.0,12.0,10.0,5.0,0.0,8.0,12.0,20.0,/players/a/anderwi01.html,0.0,
186,1995-96,29.0,NYK,NBA,SG,4.0,0.0,64.0,7.0,22.0,0.318,1.0,6.0,6.0,16.0,0.375,0.341,6.0,7.0,0.857,2.0,7.0,9.0,1.0,4.0,0.0,6.0,10.0,21.0,/players/a/anderwi01.html,0.167,
187,1996-97,30.0,MIA,NBA,SG,9.0,0.0,120.0,11.0,30.0,0.367,2.0,8.0,9.0,22.0,0.409,0.4,9.0,10.0,0.9,2.0,15.0,17.0,5.0,4.0,2.0,12.0,20.0,33.0,/players/a/anderwi01.html,0.25,
188,2014-15,20.0,MIL,NBA,SG,6.0,6.0,201.0,26.0,71.0,0.366,0.0,1.0,26.0,70.0,0.371,0.366,17.0,23.0,0.739,12.0,30.0,42.0,16.0,3.0,9.0,11.0,18.0,69.0,/players/a/antetgi01.html,0.0,0.0
189,2016-17,22.0,MIL,NBA,SF,6.0,6.0,243.0,60.0,112.0,0.536,4.0,10.0,56.0,102.0,0.549,0.554,25.0,46.0,0.543,10.0,47.0,57.0,24.0,13.0,10.0,20.0,21.0,149.0,/players/a/antetgi01.html,0.4,0.0
190,2017-18,23.0,MIL,NBA,PF,7.0,7.0,280.0,69.0,121.0,0.57,4.0,14.0,65.0,107.0,0.607,0.587,38.0,55.0,0.691,8.0,59.0,67.0,44.0,10.0,6.0,17.0,28.0,180.0,/players/a/antetgi01.html,0.286,0.0
191,2018-19,24.0,MIL,NBA,PF,15.0,15.0,514.0,129.0,262.0,0.492,18.0,55.0,111.0,207.0,0.536,0.527,107.0,168.0,0.637,37.0,147.0,184.0,73.0,17.0,30.0,50.0,48.0,383.0,/players/a/antetgi01.html,0.327,0.0
192,2019-20,25.0,MIL,NBA,PF,9.0,9.0,277.0,90.0,161.0,0.559,13.0,40.0,77.0,121.0,0.636,0.599,47.0,81.0,0.58,27.0,97.0,124.0,51.0,6.0,8.0,30.0,31.0,240.0,/players/a/antetgi01.html,0.325,0.0
193,2020-21,26.0,MIL,NBA,PF,21.0,21.0,800.0,250.0,439.0,0.569,13.0,70.0,237.0,369.0,0.642,0.584,121.0,206.0,0.587,59.0,210.0,269.0,108.0,21.0,25.0,64.0,61.0,634.0,/players/a/antetgi01.html,0.186,1.0
194,2021-22,27.0,MIL,NBA,PF,12.0,12.0,448.0,140.0,285.0,0.491,9.0,41.0,131.0,244.0,0.537,0.507,91.0,134.0,0.679,26.0,144.0,170.0,81.0,8.0,15.0,54.0,43.0,380.0,/players/a/antetgi01.html,0.22,1.0
195,2020-21,28.0,MIL,NBA,SF,13.0,0.0,45.0,2.0,7.0,0.286,0.0,0.0,2.0,7.0,0.286,0.286,5.0,6.0,0.833,3.0,7.0,10.0,3.0,5.0,2.0,3.0,12.0,9.0,/players/a/antetth01.html,,
196,2021-22,29.0,MIL,NBA,SF,8.0,0.0,20.0,2.0,3.0,0.667,0.0,0.0,2.0,3.0,0.667,0.667,1.0,3.0,0.333,1.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,/players/a/antetth01.html,,
197,2003-04,19.0,DEN,NBA,SF,4.0,4.0,143.0,21.0,64.0,0.328,2.0,11.0,19.0,53.0,0.358,0.344,16.0,20.0,0.8,7.0,26.0,33.0,11.0,5.0,0.0,17.0,11.0,60.0,/players/a/anthoca01.html,0.182,
198,2004-05,20.0,DEN,NBA,SF,5.0,5.0,180.0,35.0,83.0,0.422,0.0,1.0,35.0,82.0,0.427,0.422,26.0,32.0,0.813,14.0,13.0,27.0,10.0,3.0,1.0,13.0,20.0,96.0,/players/a/anthoca01.html,0.0,
199,2005-06,21.0,DEN,NBA,SF,5.0,5.0,193.0,33.0,99.0,0.333,0.0,4.0,33.0,95.0,0.347,0.333,39.0,52.0,0.75,12.0,21.0,33.0,14.0,4.0,1.0,15.0,20.0,105.0,/players/a/anthoca01.html,0.0,
200,2006-07,22.0,DEN,NBA,SF,5.0,5.0,210.0,47.0,98.0,0.48,9.0,18.0,38.0,80.0,0.475,0.526,31.0,39.0,0.795,18.0,25.0,43.0,6.0,5.0,0.0,19.0,12.0,134.0,/players/a/anthoca01.html,0.5,
201,2007-08,23.0,DEN,NBA,SF,4.0,4.0,146.0,32.0,88.0,0.364,2.0,8.0,30.0,80.0,0.375,0.375,24.0,29.0,0.828,19.0,19.0,38.0,8.0,2.0,1.0,12.0,17.0,90.0,/players/a/anthoca01.html,0.25,
202,2008-09,24.0,DEN,NBA,SF,16.0,16.0,612.0,146.0,322.0,0.453,24.0,66.0,122.0,256.0,0.477,0.491,119.0,144.0,0.826,26.0,67.0,93.0,65.0,28.0,10.0,37.0,60.0,435.0,/players/a/anthoca01.html,0.364,
203,2009-10,25.0,DEN,NBA,SF,6.0,6.0,254.0,64.0,138.0,0.464,6.0,19.0,58.0,119.0,0.487,0.486,50.0,57.0,0.877,14.0,37.0,51.0,20.0,12.0,3.0,21.0,26.0,184.0,/players/a/anthoca01.html,0.316,
204,2010-11,26.0,NYK,NBA,SF,4.0,4.0,156.0,33.0,88.0,0.375,9.0,26.0,24.0,62.0,0.387,0.426,29.0,34.0,0.853,13.0,28.0,41.0,19.0,5.0,3.0,13.0,16.0,104.0,/players/a/anthoca01.html,0.346,
205,2011-12,27.0,NYK,NBA,SF,5.0,5.0,204.0,52.0,124.0,0.419,4.0,18.0,48.0,106.0,0.453,0.435,31.0,41.0,0.756,13.0,28.0,41.0,11.0,6.0,1.0,14.0,21.0,139.0,/players/a/anthoca01.html,0.222,
206,2012-13,28.0,NYK,NBA,PF,12.0,12.0,481.0,126.0,310.0,0.406,17.0,57.0,109.0,253.0,0.431,0.434,77.0,87.0,0.885,11.0,68.0,79.0,19.0,13.0,2.0,31.0,46.0,346.0,/players/a/anthoca01.html,0.298,
207,2017-18,33.0,OKC,NBA,PF,6.0,6.0,194.0,27.0,72.0,0.375,6.0,28.0,21.0,44.0,0.477,0.417,11.0,15.0,0.733,3.0,31.0,34.0,2.0,10.0,4.0,6.0,14.0,71.0,/players/a/anthoca01.html,0.214,
208,2019-20,35.0,POR,NBA,PF,5.0,5.0,176.0,28.0,68.0,0.412,8.0,19.0,20.0,49.0,0.408,0.471,12.0,14.0,0.857,1.0,24.0,25.0,10.0,5.0,2.0,13.0,20.0,76.0,/players/a/anthoca01.html,0.421,
209,2020-21,36.0,POR,NBA,PF,6.0,0.0,143.0,25.0,60.0,0.417,14.0,37.0,11.0,23.0,0.478,0.533,10.0,11.0,0.909,2.0,17.0,19.0,9.0,2.0,1.0,7.0,15.0,74.0,/players/a/anthoca01.html,0.378,
210,1991-92,24.0,NYK,NBA,PG,12.0,0.0,213.0,19.0,46.0,0.413,5.0,12.0,14.0,34.0,0.412,0.467,20.0,33.0,0.606,4.0,13.0,17.0,41.0,16.0,1.0,13.0,28.0,63.0,/players/a/anthogr01.html,0.417,
211,1992-93,25.0,NYK,NBA,PG,15.0,0.0,240.0,24.0,60.0,0.4,3.0,14.0,21.0,46.0,0.457,0.425,8.0,14.0,0.571,4.0,26.0,30.0,52.0,13.0,1.0,11.0,26.0,59.0,/players/a/anthogr01.html,0.214,
212,1993-94,26.0,NYK,NBA,PG,25.0,3.0,436.0,45.0,128.0,0.352,18.0,61.0,27.0,67.0,0.403,0.422,14.0,24.0,0.583,9.0,18.0,27.0,59.0,19.0,8.0,31.0,55.0,122.0,/players/a/anthogr01.html,0.295,
213,1994-95,27.0,NYK,NBA,PG,11.0,0.0,135.0,15.0,38.0,0.395,7.0,23.0,8.0,15.0,0.533,0.487,10.0,11.0,0.909,2.0,8.0,10.0,15.0,2.0,2.0,6.0,27.0,47.0,/players/a/anthogr01.html,0.304,
214,1997-98,30.0,SEA,NBA,PG,9.0,0.0,118.0,12.0,40.0,0.3,5.0,19.0,7.0,21.0,0.333,0.363,3.0,8.0,0.375,3.0,7.0,10.0,10.0,5.0,1.0,11.0,17.0,32.0,/players/a/anthogr01.html,0.263,
215,1998-99,31.0,POR,NBA,PG,13.0,0.0,225.0,18.0,55.0,0.327,8.0,31.0,10.0,24.0,0.417,0.4,23.0,34.0,0.676,4.0,10.0,14.0,32.0,13.0,1.0,9.0,25.0,67.0,/players/a/anthogr01.html,0.258,
216,1999-00,32.0,POR,NBA,PG,15.0,0.0,213.0,19.0,52.0,0.365,10.0,31.0,9.0,21.0,0.429,0.462,12.0,16.0,0.75,2.0,14.0,16.0,25.0,13.0,4.0,12.0,27.0,60.0,/players/a/anthogr01.html,0.323,
217,2000-01,33.0,POR,NBA,PG,2.0,0.0,17.0,2.0,6.0,0.333,1.0,3.0,1.0,3.0,0.333,0.417,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,/players/a/anthogr01.html,0.333,
218,2008-09,26.0,MIA,NBA,C,6.0,2.0,88.0,4.0,5.0,0.8,0.0,0.0,4.0,5.0,0.8,0.8,2.0,2.0,1.0,9.0,10.0,19.0,2.0,0.0,7.0,1.0,9.0,10.0,/players/a/anthojo01.html,,
219,2009-10,27.0,MIA,NBA,C,5.0,0.0,79.0,5.0,7.0,0.714,0.0,0.0,5.0,7.0,0.714,0.714,3.0,4.0,0.75,6.0,3.0,9.0,1.0,2.0,5.0,1.0,9.0,13.0,/players/a/anthojo01.html,,
220,2010-11,28.0,MIA,NBA,C,21.0,13.0,575.0,18.0,49.0,0.367,0.0,0.0,18.0,49.0,0.367,0.367,22.0,31.0,0.71,35.0,62.0,97.0,10.0,8.0,38.0,13.0,54.0,58.0,/players/a/anthojo01.html,,
221,2011-12,29.0,MIA,NBA,C,17.0,1.0,329.0,17.0,29.0,0.586,0.0,0.0,17.0,29.0,0.586,0.586,20.0,25.0,0.8,22.0,33.0,55.0,2.0,5.0,16.0,8.0,41.0,54.0,/players/a/anthojo01.html,,
222,2012-13,30.0,MIA,NBA,C,14.0,0.0,71.0,3.0,10.0,0.3,0.0,0.0,3.0,10.0,0.3,0.3,0.0,0.0,,10.0,11.0,21.0,0.0,2.0,4.0,3.0,13.0,6.0,/players/a/anthojo01.html,,
223,2016-17,34.0,SAS,NBA,C,3.0,0.0,15.0,3.0,4.0,0.75,0.0,0.0,3.0,4.0,0.75,0.75,0.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,6.0,/players/a/anthojo01.html,,
224,2013-14,31.0,ATL,NBA,C,7.0,7.0,170.0,7.0,42.0,0.167,3.0,25.0,4.0,17.0,0.235,0.202,5.0,8.0,0.625,10.0,17.0,27.0,5.0,5.0,3.0,8.0,26.0,22.0,/players/a/anticpe01.html,0.12,
225,2014-15,32.0,ATL,NBA,C,15.0,1.0,199.0,16.0,50.0,0.32,11.0,32.0,5.0,18.0,0.278,0.43,20.0,25.0,0.8,9.0,34.0,43.0,4.0,2.0,3.0,5.0,38.0,63.0,/players/a/anticpe01.html,0.344,
226,2017-18,20.0,TOR,NBA,SF,10.0,10.0,238.0,29.0,52.0,0.558,13.0,29.0,16.0,23.0,0.696,0.683,8.0,11.0,0.727,9.0,12.0,21.0,7.0,6.0,4.0,6.0,23.0,79.0,/players/a/anunoog01.html,0.448,
227,2019-20,22.0,TOR,NBA,SF,11.0,11.0,393.0,40.0,88.0,0.455,17.0,41.0,23.0,47.0,0.489,0.551,18.0,28.0,0.643,26.0,50.0,76.0,13.0,11.0,13.0,16.0,27.0,115.0,/players/a/anunoog01.html,0.415,
228,2021-22,24.0,TOR,NBA,SF,6.0,6.0,217.0,39.0,82.0,0.476,14.0,41.0,25.0,41.0,0.61,0.561,12.0,16.0,0.75,7.0,17.0,24.0,15.0,6.0,1.0,10.0,18.0,104.0,/players/a/anunoog01.html,0.341,
229,2006-07,26.0,UTA,NBA,C,5.0,0.0,28.0,3.0,8.0,0.375,0.0,0.0,3.0,8.0,0.375,0.375,5.0,12.0,0.417,3.0,8.0,11.0,1.0,1.0,0.0,0.0,8.0,11.0,/players/a/araujra01.html,,
230,2004-05,23.0,WAS,NBA,PG,10.0,10.0,450.0,73.0,194.0,0.376,18.0,77.0,55.0,117.0,0.47,0.423,72.0,94.0,0.766,8.0,44.0,52.0,62.0,21.0,6.0,39.0,34.0,236.0,/players/a/arenagi01.html,0.234,
231,2005-06,24.0,WAS,NBA,PG,6.0,6.0,284.0,65.0,140.0,0.464,20.0,46.0,45.0,94.0,0.479,0.536,54.0,70.0,0.771,7.0,26.0,33.0,32.0,13.0,4.0,20.0,21.0,204.0,/players/a/arenagi01.html,0.435,
232,2007-08,26.0,WAS,NBA,PG,4.0,2.0,94.0,14.0,36.0,0.389,5.0,12.0,9.0,24.0,0.375,0.458,10.0,12.0,0.833,0.0,7.0,7.0,11.0,2.0,0.0,8.0,13.0,43.0,/players/a/arenagi01.html,0.417,
233,2010-11,29.0,ORL,NBA,PG,5.0,0.0,81.0,18.0,42.0,0.429,3.0,12.0,15.0,30.0,0.5,0.464,4.0,6.0,0.667,4.0,10.0,14.0,12.0,1.0,1.0,6.0,14.0,43.0,/players/a/arenagi01.html,0.25,
234,2011-12,30.0,MEM,NBA,PG,6.0,0.0,23.0,2.0,8.0,0.25,0.0,4.0,2.0,4.0,0.5,0.25,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,4.0,/players/a/arenagi01.html,0.0,
235,2006-07,21.0,ORL,NBA,SG,4.0,0.0,47.0,5.0,16.0,0.313,0.0,0.0,5.0,16.0,0.313,0.313,1.0,4.0,0.25,5.0,4.0,9.0,5.0,1.0,0.0,4.0,9.0,11.0,/players/a/arizatr01.html,,
236,2007-08,22.0,LAL,NBA,SF,8.0,0.0,45.0,7.0,12.0,0.583,1.0,4.0,6.0,8.0,0.75,0.625,2.0,4.0,0.5,3.0,8.0,11.0,1.0,1.0,1.0,1.0,7.0,17.0,/players/a/arizatr01.html,0.25,
237,2008-09,23.0,LAL,NBA,SF,23.0,23.0,722.0,92.0,185.0,0.497,40.0,84.0,52.0,101.0,0.515,0.605,36.0,64.0,0.563,22.0,75.0,97.0,54.0,36.0,10.0,38.0,73.0,260.0,/players/a/arizatr01.html,0.476,
238,2010-11,25.0,NOH,NBA,SF,6.0,6.0,241.0,35.0,85.0,0.412,7.0,21.0,28.0,64.0,0.438,0.453,16.0,22.0,0.727,7.0,32.0,39.0,20.0,8.0,3.0,7.0,16.0,93.0,/players/a/arizatr01.html,0.333,
239,2013-14,28.0,WAS,NBA,SF,11.0,11.0,407.0,52.0,108.0,0.481,25.0,56.0,27.0,52.0,0.519,0.597,21.0,27.0,0.778,21.0,77.0,98.0,19.0,17.0,4.0,14.0,26.0,150.0,/players/a/arizatr01.html,0.446,
240,2014-15,29.0,HOU,NBA,SF,17.0,17.0,655.0,75.0,176.0,0.426,36.0,96.0,39.0,80.0,0.488,0.528,38.0,42.0,0.905,18.0,91.0,109.0,44.0,30.0,2.0,23.0,51.0,224.0,/players/a/arizatr01.html,0.375,
241,2015-16,30.0,HOU,NBA,SF,5.0,5.0,181.0,13.0,51.0,0.255,4.0,28.0,9.0,23.0,0.391,0.294,3.0,4.0,0.75,7.0,14.0,21.0,4.0,13.0,1.0,12.0,16.0,33.0,/players/a/arizatr01.html,0.143,
242,2016-17,31.0,HOU,NBA,SF,11.0,11.0,413.0,41.0,97.0,0.423,23.0,61.0,18.0,36.0,0.5,0.541,13.0,14.0,0.929,8.0,48.0,56.0,23.0,14.0,2.0,9.0,25.0,118.0,/players/a/arizatr01.html,0.377,
243,2017-18,32.0,HOU,NBA,SF,17.0,17.0,582.0,50.0,139.0,0.36,26.0,91.0,24.0,48.0,0.5,0.453,23.0,31.0,0.742,9.0,56.0,65.0,22.0,19.0,2.0,10.0,44.0,149.0,/players/a/arizatr01.html,0.286,
244,2020-21,35.0,MIA,NBA,SF,4.0,4.0,96.0,7.0,23.0,0.304,5.0,17.0,2.0,6.0,0.333,0.413,0.0,0.0,,2.0,21.0,23.0,2.0,3.0,1.0,3.0,11.0,19.0,/players/a/arizatr01.html,0.294,
245,1989-90,22.0,CHI,NBA,PG,16.0,0.0,217.0,21.0,62.0,0.339,0.0,4.0,21.0,58.0,0.362,0.339,22.0,24.0,0.917,3.0,17.0,20.0,29.0,10.0,0.0,12.0,22.0,64.0,/players/a/armstbj01.html,0.0,
246,1990-91,23.0,CHI,NBA,PG,17.0,0.0,273.0,35.0,70.0,0.5,3.0,5.0,32.0,65.0,0.492,0.521,20.0,25.0,0.8,5.0,22.0,27.0,43.0,19.0,1.0,13.0,13.0,93.0,/players/a/armstbj01.html,0.6,
247,1991-92,24.0,CHI,NBA,PG,22.0,0.0,434.0,63.0,139.0,0.453,5.0,17.0,58.0,122.0,0.475,0.471,30.0,38.0,0.789,2.0,22.0,24.0,47.0,14.0,0.0,18.0,33.0,161.0,/players/a/armstbj01.html,0.294,
248,1992-93,25.0,CHI,NBA,PG,19.0,19.0,643.0,88.0,168.0,0.524,21.0,41.0,67.0,127.0,0.528,0.586,20.0,22.0,0.909,6.0,22.0,28.0,62.0,19.0,2.0,14.0,49.0,217.0,/players/a/armstbj01.html,0.512,
249,1993-94,26.0,CHI,NBA,PG,10.0,10.0,360.0,55.0,106.0,0.519,7.0,12.0,48.0,94.0,0.511,0.552,36.0,44.0,0.818,2.0,22.0,24.0,25.0,8.0,0.0,9.0,21.0,153.0,/players/a/armstbj01.html,0.583,
250,1994-95,27.0,CHI,NBA,PG,10.0,10.0,288.0,36.0,79.0,0.456,13.0,29.0,23.0,50.0,0.46,0.538,18.0,22.0,0.818,4.0,14.0,18.0,27.0,6.0,0.0,6.0,21.0,103.0,/players/a/armstbj01.html,0.448,
251,1997-98,30.0,CHH,NBA,PG,9.0,0.0,146.0,16.0,42.0,0.381,2.0,5.0,14.0,37.0,0.378,0.405,3.0,4.0,0.75,2.0,8.0,10.0,18.0,6.0,0.0,6.0,11.0,37.0,/players/a/armstbj01.html,0.4,
252,1998-99,31.0,ORL,NBA,PG,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,/players/a/armstbj01.html,,
253,2003-04,23.0,NJN,NBA,SG,8.0,0.0,32.0,3.0,12.0,0.25,0.0,1.0,3.0,11.0,0.273,0.25,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,6.0,/players/a/armstbr01.html,0.0,
254,1996-97,28.0,ORL,NBA,PG,5.0,0.0,143.0,20.0,42.0,0.476,6.0,18.0,14.0,24.0,0.583,0.548,11.0,13.0,0.846,3.0,18.0,21.0,17.0,8.0,1.0,7.0,6.0,57.0,/players/a/armstda01.html,0.333,
255,1998-99,30.0,ORL,NBA,PG,4.0,4.0,163.0,17.0,46.0,0.37,9.0,24.0,8.0,22.0,0.364,0.467,16.0,16.0,1.0,6.0,14.0,20.0,25.0,9.0,0.0,25.0,16.0,59.0,/players/a/armstda01.html,0.375,
256,2000-01,32.0,ORL,NBA,PG,4.0,4.0,167.0,17.0,45.0,0.378,7.0,19.0,10.0,26.0,0.385,0.456,12.0,13.0,0.923,5.0,17.0,22.0,19.0,8.0,2.0,11.0,10.0,53.0,/players/a/armstda01.html,0.368,
257,2001-02,33.0,ORL,NBA,PG,4.0,4.0,158.0,20.0,42.0,0.476,4.0,17.0,16.0,25.0,0.64,0.524,17.0,21.0,0.81,3.0,8.0,11.0,13.0,5.0,0.0,7.0,14.0,61.0,/players/a/armstda01.html,0.235,
258,2002-03,34.0,ORL,NBA,PG,7.0,1.0,226.0,20.0,44.0,0.455,6.0,18.0,14.0,26.0,0.538,0.523,20.0,22.0,0.909,7.0,10.0,17.0,26.0,6.0,0.0,17.0,22.0,66.0,/players/a/armstda01.html,0.333,
259,2003-04,35.0,NOH,NBA,PG,7.0,0.0,150.0,8.0,34.0,0.235,5.0,25.0,3.0,9.0,0.333,0.309,3.0,3.0,1.0,6.0,9.0,15.0,16.0,6.0,0.0,13.0,10.0,24.0,/players/a/armstda01.html,0.2,
260,2004-05,36.0,DAL,NBA,PG,9.0,0.0,66.0,8.0,16.0,0.5,2.0,8.0,6.0,8.0,0.75,0.563,0.0,0.0,,3.0,1.0,4.0,9.0,3.0,2.0,2.0,9.0,18.0,/players/a/armstda01.html,0.25,
