,SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,URL
0,1990-91,22.0,POR,NBA,PF,5.0,13.0,6.3,0.333,0.0,0.0,8.8,18.9,13.7,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.0,-0.035,-2.6,-4.6,-7.3,0.0,/players/a/abdelal01.html
1,1991-92,23.0,POR,NBA,PF,8.0,25.0,8.6,0.51,0.0,0.4,0.0,19.4,9.8,12.9,0.0,0.0,14.5,23.7,0.0,0.0,0.0,-0.005,-4.2,-0.4,-4.6,0.0,/players/a/abdelal01.html
2,1992-93,24.0,BOS,NBA,PF,4.0,68.0,3.2,0.458,0.0,0.0,3.7,20.6,12.1,2.2,0.0,0.9,27.3,21.9,-0.2,0.0,-0.2,-0.145,-8.4,-2.6,-11.0,-0.1,/players/a/abdelal01.html
3,1993-94,24.0,DEN,NBA,PG,12.0,339.0,11.8,0.462,0.24,0.201,1.1,5.0,3.1,18.0,0.8,0.2,7.7,24.8,0.2,0.1,0.3,0.042,-0.8,-1.9,-2.7,-0.1,/players/a/abdulma02.html
4,1994-95,25.0,DEN,NBA,PG,3.0,76.0,10.2,0.511,0.364,0.424,3.0,5.1,4.0,12.3,1.4,0.0,17.0,27.8,0.0,0.0,-0.1,-0.048,-1.1,-3.8,-4.9,-0.1,/players/a/abdulma02.html
5,1998-99,24.0,SAC,NBA,SG,5.0,99.0,20.5,0.537,0.03,0.485,6.9,15.7,11.2,8.1,2.2,2.8,7.0,20.0,0.3,0.1,0.4,0.175,2.6,1.9,4.5,0.2,/players/a/abdulta01.html
6,2002-03,28.0,DAL,NBA,SG,8.0,79.0,12.6,0.373,0.067,0.267,15.2,15.4,15.3,13.0,0.0,0.0,2.9,19.7,0.1,0.0,0.1,0.034,0.8,-3.0,-2.2,0.0,/players/a/abdulta01.html
7,2005-06,29.0,SAC,NBA,PF,6.0,129.0,11.3,0.554,0.07,0.349,7.1,22.9,14.2,10.2,0.8,0.0,20.8,22.8,0.0,0.0,-0.1,-0.03,-3.5,-1.9,-5.4,-0.1,/players/a/abdursh01.html
8,2016-17,23.0,OKC,NBA,SG,5.0,80.0,7.0,0.485,0.739,0.174,2.6,10.0,6.1,7.1,0.0,0.0,0.0,13.3,0.1,0.0,0.1,0.033,-2.8,-1.9,-4.7,-0.1,/players/a/abrinal01.html
9,2017-18,24.0,OKC,NBA,SG,6.0,110.0,9.5,0.575,0.65,0.1,2.9,12.3,7.7,2.6,2.2,1.7,4.6,8.7,0.1,0.1,0.2,0.107,-1.3,1.9,0.5,0.1,/players/a/abrinal01.html
10,2020-21,21.0,MIA,NBA,PF,3.0,12.0,8.1,0.608,0.0,1.0,0.0,50.8,24.3,0.0,0.0,15.2,41.0,35.7,-0.1,0.0,-0.1,-0.309,-11.3,2.8,-8.5,0.0,/players/a/achiupr01.html
11,2021-22,22.0,TOR,NBA,C,6.0,167.0,10.8,0.541,0.308,0.192,5.4,17.1,10.7,5.7,0.3,3.3,13.8,18.2,0.0,0.0,0.0,-0.014,-2.4,-1.0,-3.3,-0.1,/players/a/achiupr01.html
12,1987-88,25.0,BOS,NBA,C,17.0,158.0,6.2,0.545,0.0,0.692,10.9,16.7,13.8,1.8,0.3,0.4,15.0,11.4,0.1,0.2,0.2,0.068,-4.1,-1.0,-5.1,-0.1,/players/a/acresma01.html
13,1988-89,26.0,BOS,NBA,C,2.0,2.0,-9.1,0.0,1.0,0.0,0.0,57.6,29.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,-0.454,-12.9,-5.9,-18.8,0.0,/players/a/acresma01.html
14,2006-07,22.0,NJN,NBA,SG,6.0,9.0,0.5,0.5,0.0,0.0,0.0,13.0,6.6,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.063,-10.3,0.1,-10.2,0.0,/players/a/adamsha01.html
15,2019-20,23.0,POR,NBA,PG,3.0,21.0,7.7,0.333,0.444,0.0,5.0,10.1,7.5,14.9,2.2,0.0,0.0,17.9,0.0,0.0,0.0,-0.051,-3.6,-2.6,-6.1,0.0,/players/a/adamsja01.html
16,2014-15,20.0,MEM,NBA,SG,4.0,10.0,31.4,0.735,0.333,1.333,0.0,11.3,5.5,0.0,5.2,0.0,0.0,21.7,0.1,0.0,0.1,0.327,11.7,7.1,18.8,0.1,/players/a/adamsjo01.html
17,1986-87,24.0,WSB,NBA,PG,3.0,82.0,6.9,0.361,0.36,0.12,0.0,9.6,4.4,19.1,4.1,0.0,16.0,16.0,-0.2,0.1,-0.1,-0.051,-4.2,2.2,-2.0,0.0,/players/a/adamsmi01.html
18,1987-88,25.0,DEN,NBA,PG,11.0,406.0,12.6,0.496,0.415,0.315,2.2,7.7,4.8,20.8,2.1,0.3,13.4,17.3,0.2,0.2,0.4,0.053,0.2,-0.2,0.0,0.2,/players/a/adamsmi01.html
19,1988-89,26.0,DEN,NBA,PG,2.0,75.0,17.9,0.595,0.611,0.222,6.2,16.8,11.2,17.1,1.8,0.0,16.8,24.8,0.1,0.1,0.1,0.083,4.1,-1.1,3.0,0.1,/players/a/adamsmi01.html
20,1989-90,27.0,DEN,NBA,PG,3.0,105.0,9.5,0.52,0.588,0.235,0.0,6.0,2.8,22.0,1.7,0.0,17.6,16.8,0.0,0.0,0.0,-0.017,-1.8,-2.0,-3.8,0.0,/players/a/adamsmi01.html
21,1994-95,32.0,CHH,NBA,PG,1.0,11.0,12.6,0.4,0.4,0.0,0.0,12.6,5.9,39.7,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.044,-0.5,-2.3,-2.8,0.0,/players/a/adamsmi01.html
22,2013-14,20.0,OKC,NBA,C,18.0,331.0,11.0,0.635,0.0,0.511,8.0,16.9,12.7,1.9,0.2,5.4,15.4,9.0,0.3,0.4,0.7,0.099,-1.7,1.5,-0.2,0.2,/players/a/adamsst01.html
23,2015-16,22.0,OKC,NBA,C,18.0,553.0,16.8,0.636,0.009,0.658,12.7,21.6,17.2,3.5,0.8,2.0,10.6,12.6,1.5,0.6,2.1,0.18,1.5,0.3,1.8,0.5,/players/a/adamsst01.html
24,2016-17,23.0,OKC,NBA,C,5.0,157.0,15.4,0.609,0.0,0.393,11.1,12.4,11.7,6.5,1.9,5.5,10.9,10.0,0.3,0.1,0.4,0.116,-0.5,0.9,0.5,0.1,/players/a/adamsst01.html
25,2017-18,24.0,OKC,NBA,C,6.0,200.0,16.0,0.609,0.0,0.283,10.2,13.6,11.9,7.0,1.0,1.8,7.2,12.2,0.5,0.2,0.7,0.158,1.6,-0.3,1.3,0.2,/players/a/adamsst01.html
26,2018-19,25.0,OKC,NBA,C,5.0,159.0,15.7,0.648,0.024,0.19,8.1,16.6,12.3,7.2,1.5,2.6,16.5,14.6,0.2,0.1,0.3,0.103,-0.1,1.9,1.8,0.2,/players/a/adamsst01.html
27,2019-20,26.0,OKC,NBA,C,7.0,210.0,16.3,0.584,0.019,0.385,17.6,22.6,20.2,7.1,0.9,1.2,20.8,15.8,0.2,0.3,0.5,0.109,0.6,-0.7,-0.1,0.1,/players/a/adamsst01.html
28,2021-22,28.0,MEM,NBA,C,7.0,114.0,12.8,0.464,0.0,0.524,13.1,29.4,20.8,17.6,0.4,0.9,13.4,10.7,0.2,0.2,0.3,0.129,-1.6,0.5,-1.1,0.0,/players/a/adamsst01.html
29,1991-92,27.0,NJN,NBA,SF,1.0,9.0,6.6,0.357,0.286,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,31.7,0.0,0.0,0.0,-0.134,1.2,-6.3,-5.1,0.0,/players/a/addisra01.html
30,1992-93,28.0,NJN,NBA,SF,5.0,53.0,9.1,0.381,0.0,0.143,6.8,6.6,6.7,14.4,3.0,0.0,11.8,21.9,-0.1,0.1,0.0,-0.028,-3.5,0.5,-3.0,0.0,/players/a/addisra01.html
31,2017-18,20.0,MIA,NBA,C,5.0,77.0,6.1,0.402,0.067,0.933,12.1,15.4,13.7,0.0,0.0,2.2,8.6,13.0,-0.1,0.0,-0.1,-0.036,-4.3,-4.5,-8.8,-0.1,/players/a/adebaba01.html
32,2019-20,22.0,MIA,NBA,PF,19.0,687.0,20.8,0.625,0.005,0.523,8.2,24.2,16.5,20.5,1.4,2.3,14.8,21.0,1.7,0.9,2.6,0.18,2.3,1.8,4.1,1.0,/players/a/adebaba01.html
33,2020-21,23.0,MIA,NBA,C,4.0,136.0,14.9,0.494,0.0,0.228,9.6,17.2,13.2,23.8,1.8,1.3,14.9,23.8,-0.1,0.1,0.0,0.011,0.4,0.5,0.9,0.1,/players/a/adebaba01.html
34,2021-22,24.0,MIA,NBA,C,14.0,460.0,19.2,0.662,0.008,0.516,6.0,22.6,14.3,13.0,1.9,2.9,16.0,18.1,1.0,0.8,1.8,0.192,1.0,2.5,3.4,0.6,/players/a/adebaba01.html
35,2007-08,22.0,DET,NBA,SG,12.0,84.0,6.7,0.389,0.111,0.0,0.0,7.6,3.8,11.5,2.7,0.0,5.3,11.1,0.0,0.1,0.0,0.028,-3.2,1.7,-1.5,0.0,/players/a/afflaar01.html
36,2008-09,23.0,DET,NBA,SG,4.0,66.0,8.4,0.539,0.476,0.238,1.9,4.1,3.0,3.0,0.0,2.8,11.5,20.1,0.0,0.0,0.0,-0.016,-1.7,0.0,-1.7,0.0,/players/a/afflaar01.html
37,2009-10,24.0,DEN,NBA,SG,6.0,120.0,15.8,0.746,0.438,0.344,1.0,11.5,6.1,9.5,0.4,1.3,9.8,15.1,0.4,0.0,0.4,0.153,2.2,0.2,2.3,0.1,/players/a/afflaar01.html
38,2010-11,25.0,DEN,NBA,SG,3.0,85.0,7.9,0.453,0.353,0.235,0.0,11.8,5.9,15.3,0.0,0.0,7.4,21.8,-0.1,0.0,-0.1,-0.03,-2.1,-0.6,-2.7,0.0,/players/a/afflaar01.html
39,2011-12,26.0,DEN,NBA,SG,7.0,229.0,10.9,0.471,0.27,0.203,2.2,8.7,5.5,12.4,1.2,0.6,10.0,17.2,0.2,0.0,0.2,0.042,-1.0,-0.6,-1.6,0.0,/players/a/afflaar01.html
40,2014-15,29.0,POR,NBA,SG,3.0,60.0,-5.0,0.201,0.333,0.083,0.0,12.8,6.3,5.0,0.0,0.0,19.4,11.8,-0.2,0.0,-0.2,-0.186,-8.8,-3.0,-11.8,-0.1,/players/a/afflaar01.html
41,2006-07,22.0,DAL,NBA,SG,3.0,24.0,20.9,0.644,0.333,0.667,4.6,9.5,7.0,0.0,0.0,0.0,0.0,21.1,0.1,0.0,0.1,0.179,5.0,0.4,5.4,0.0,/players/a/agerma01.html
42,2011-12,27.0,UTA,NBA,PG,3.0,8.0,33.9,0.833,0.333,0.0,0.0,0.0,0.0,57.8,0.0,0.0,0.0,16.2,0.1,0.0,0.1,0.407,17.3,3.7,21.0,0.0,/players/a/ahearbl01.html
43,2014-15,26.0,NOP,NBA,C,3.0,10.0,42.0,1.0,0.0,0.0,0.0,10.9,5.6,26.9,5.2,0.0,0.0,18.3,0.1,0.0,0.1,0.367,10.9,7.9,18.8,0.1,/players/a/ajincal01.html
44,1986-87,23.0,DEN,NBA,PF,3.0,41.0,10.4,0.63,0.0,0.133,0.0,13.7,6.0,3.5,2.2,2.7,20.1,18.1,0.0,0.0,0.0,-0.033,-5.6,1.0,-4.5,0.0,/players/a/alarima01.html
45,1987-88,24.0,WSB,NBA,PF,1.0,4.0,28.9,0.75,1.0,0.0,0.0,29.6,14.8,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,0.329,18.4,2.8,21.2,0.0,/players/a/alarima01.html
46,2011-12,23.0,OKC,NBA,C,5.0,25.0,19.8,0.465,0.0,0.444,24.4,37.7,31.1,0.0,0.0,0.0,0.0,20.2,0.1,0.0,0.1,0.177,0.8,-5.8,-5.0,0.0,/players/a/aldrico01.html
47,2015-16,27.0,LAC,NBA,C,6.0,77.0,21.4,0.652,0.0,0.4,10.4,28.1,19.3,6.0,4.0,3.3,10.2,11.4,0.2,0.2,0.4,0.254,1.1,3.3,4.4,0.1,/players/a/aldrico01.html
48,2008-09,23.0,POR,NBA,PF,6.0,237.0,18.6,0.519,0.038,0.192,4.4,20.9,11.9,7.0,0.7,3.6,8.1,26.3,0.2,0.2,0.3,0.069,1.5,-0.6,0.9,0.2,/players/a/aldrila01.html
49,2009-10,24.0,POR,NBA,PF,6.0,229.0,17.5,0.507,0.022,0.473,5.1,14.6,9.7,11.1,1.7,4.4,8.9,25.8,0.2,0.0,0.2,0.043,0.7,0.7,1.3,0.2,/players/a/aldrila01.html
50,2010-11,25.0,POR,NBA,PF,6.0,258.0,19.2,0.498,0.0,0.209,7.9,13.5,10.8,6.4,1.8,3.5,6.7,26.6,0.3,0.1,0.4,0.073,1.4,-0.5,1.0,0.2,/players/a/aldrila01.html
51,2013-14,28.0,POR,NBA,PF,11.0,441.0,21.0,0.509,0.012,0.3,7.5,21.2,14.4,7.0,0.8,3.0,6.3,30.1,0.6,0.3,0.9,0.097,2.7,-0.7,2.1,0.4,/players/a/aldrila01.html
52,2014-15,29.0,POR,NBA,PF,5.0,208.0,16.7,0.426,0.098,0.321,10.8,18.4,14.6,8.4,0.5,3.8,5.9,29.9,0.0,0.2,0.1,0.032,1.7,-1.4,0.4,0.1,/players/a/aldrila01.html
53,2015-16,30.0,SAS,NBA,PF,10.0,337.0,25.0,0.579,0.012,0.272,8.0,19.7,14.2,5.4,0.6,3.3,5.5,27.7,1.0,0.5,1.6,0.223,3.5,0.2,3.6,0.5,/players/a/aldrila01.html
54,2016-17,31.0,SAS,NBA,PF,16.0,537.0,15.2,0.5,0.058,0.229,8.9,17.0,12.8,7.2,1.0,2.9,9.6,24.1,0.2,0.4,0.6,0.058,-0.9,-0.8,-1.7,0.0,/players/a/aldrila01.html
55,2017-18,32.0,SAS,NBA,C,5.0,177.0,24.8,0.599,0.063,0.525,7.8,22.6,14.7,13.2,0.9,1.0,8.4,27.8,0.6,0.1,0.7,0.189,5.6,0.1,5.7,0.3,/players/a/aldrila01.html
56,2018-19,33.0,SAS,NBA,C,7.0,244.0,21.8,0.517,0.091,0.273,8.4,21.1,14.8,13.1,1.1,2.3,4.9,27.0,0.5,0.2,0.7,0.13,2.5,-0.2,2.3,0.3,/players/a/aldrila01.html
57,1995-96,22.0,SAS,NBA,PG,9.0,70.0,11.6,0.48,0.208,0.292,7.1,8.4,7.8,22.2,1.6,0.0,18.1,22.8,0.0,0.0,0.0,-0.006,-1.4,-1.0,-2.5,0.0,/players/a/alexaco01.html
58,2002-03,25.0,NOH,NBA,PG,5.0,39.0,14.4,0.507,0.063,0.25,6.3,6.3,6.3,4.9,2.8,0.0,5.3,22.4,0.1,0.0,0.1,0.097,-1.5,0.3,-1.2,0.0,/players/a/alexaco02.html
59,2020-21,22.0,PHO,NBA,SG,1.0,1.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,0.0,0.0,0.0,1.248,23.7,5.9,29.5,0.0,/players/a/alexaty01.html
60,1991-92,22.0,GSW,NBA,C,4.0,24.0,8.6,0.643,0.0,0.2,4.5,25.6,14.4,5.5,4.0,0.0,26.9,12.7,0.0,0.0,0.0,0.063,-5.4,2.9,-2.5,0.0,/players/a/alexavi01.html
61,2001-02,32.0,DET,NBA,C,1.0,3.0,-8.8,0.0,0.0,0.0,0.0,41.0,19.8,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,-0.288,-10.8,-3.9,-14.7,0.0,/players/a/alexavi01.html
62,2021-22,23.0,UTA,NBA,SG,1.0,5.0,66.3,1.025,0.0,0.5,0.0,23.1,11.6,60.8,10.6,0.0,0.0,22.9,0.1,0.0,0.1,0.807,27.8,22.3,50.1,0.1,/players/a/alexani01.html
63,1987-88,23.0,DAL,NBA,PG,4.0,12.0,10.7,0.375,0.25,0.0,9.3,9.3,9.3,25.9,0.0,0.0,11.1,31.7,0.0,0.0,0.0,-0.108,-1.2,-5.8,-6.9,0.0,/players/a/alforst01.html
64,1988-89,24.0,GSW,NBA,PG,6.0,52.0,13.8,0.526,0.409,0.182,3.9,3.7,3.8,13.4,1.8,0.0,4.0,19.0,0.1,0.0,0.1,0.093,1.4,-0.2,1.2,0.0,/players/a/alforst01.html
65,1989-90,25.0,DAL,NBA,PG,3.0,42.0,17.7,0.569,0.333,0.278,2.8,5.0,3.9,31.3,1.2,0.0,12.9,23.9,0.1,0.0,0.1,0.11,4.2,-0.5,3.6,0.1,/players/a/alforst01.html
66,2018-19,23.0,UTA,NBA,SG,2.0,14.0,10.5,0.446,0.429,1.0,0.0,7.8,3.8,0.0,0.0,0.0,0.0,30.6,0.0,0.0,0.0,0.003,-1.6,-3.5,-5.1,0.0,/players/a/allengr01.html
67,2020-21,25.0,MEM,NBA,SG,5.0,116.0,5.3,0.478,0.636,0.03,2.6,10.4,6.2,1.1,0.8,0.9,2.9,12.5,0.0,-0.1,-0.1,-0.035,-3.7,-2.1,-5.7,-0.1,/players/a/allengr01.html
68,2021-22,26.0,MIL,NBA,SG,12.0,305.0,10.2,0.576,0.585,0.134,1.7,9.7,5.9,7.2,1.3,1.3,9.4,13.6,0.2,0.5,0.7,0.116,-1.0,1.2,0.2,0.2,/players/a/allengr01.html
69,2018-19,20.0,BRK,NBA,C,5.0,110.0,22.5,0.674,0.0,0.625,13.0,19.3,15.9,15.9,1.3,2.0,16.4,18.0,0.4,0.0,0.4,0.182,2.0,1.4,3.4,0.2,/players/a/allenja01.html
70,2019-20,21.0,BRK,NBA,C,4.0,132.0,17.1,0.66,0.0,0.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,0.2,0.1,0.2,0.078,-0.3,0.3,-0.1,0.1,/players/a/allenja01.html
71,2011-12,22.0,PHI,NBA,PF,12.0,236.0,17.1,0.566,0.0,0.197,9.5,19.1,14.1,2.4,2.3,3.5,7.0,14.4,0.4,0.5,0.9,0.191,0.0,2.6,2.6,0.3,/players/a/allenla01.html
72,2013-14,24.0,IND,NBA,PF,4.0,15.0,14.3,0.5,0.0,0.0,8.2,31.5,20.1,11.8,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.144,0.8,-1.0,-0.2,0.0,/players/a/allenla01.html
73,2015-16,26.0,IND,NBA,PF,6.0,51.0,7.1,0.3,0.0,0.0,9.7,21.0,15.7,6.2,1.1,1.6,9.1,10.4,0.0,0.1,0.0,0.031,-2.1,-0.4,-2.4,0.0,/players/a/allenla01.html
74,2016-17,27.0,IND,NBA,PF,3.0,11.0,-2.6,,,,0.0,21.7,10.7,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,-0.145,-6.8,-1.9,-8.8,0.0,/players/a/allenla01.html
75,2003-04,25.0,MIA,NBA,PF,10.0,138.0,16.1,0.472,0.0,0.184,10.0,15.0,12.5,6.1,0.8,5.6,7.0,19.8,0.2,0.2,0.4,0.131,-0.8,1.0,0.2,0.1,/players/a/allenma01.html
76,2005-06,27.0,CHI,NBA,PF,6.0,116.0,6.1,0.46,0.0,0.033,5.1,12.9,9.0,10.3,0.9,4.5,24.7,15.9,-0.2,0.1,-0.1,-0.031,-4.6,1.9,-2.7,0.0,/players/a/allenma01.html
77,2006-07,28.0,CHI,NBA,PF,5.0,34.0,-5.7,0.167,0.0,0.0,13.9,10.2,12.0,4.8,1.6,2.4,20.0,20.4,-0.2,0.0,-0.2,-0.229,-12.1,-1.4,-13.5,-0.1,/players/a/allenma01.html
78,2007-08,29.0,DAL,NBA,PF,3.0,18.0,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,-0.108,-9.2,-2.8,-12.1,0.0,/players/a/allenma01.html
79,2009-10,31.0,DEN,NBA,PF,4.0,11.0,6.6,0.0,0.0,0.0,21.8,11.4,16.7,0.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.047,-2.4,0.5,-1.9,0.0,/players/a/allenma01.html
80,2010-11,32.0,ORL,NBA,PF,1.0,7.0,-5.7,0.266,0.0,2.0,0.0,17.2,8.5,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,-0.047,-12.7,0.0,-12.7,0.0,/players/a/allenma01.html
81,1998-99,23.0,MIL,NBA,SG,3.0,120.0,23.7,0.635,0.404,0.277,8.1,14.0,11.1,22.7,1.4,0.8,17.3,25.3,0.4,-0.1,0.3,0.11,6.8,-0.8,6.0,0.2,/players/a/allenra02.html
82,1999-00,24.0,MIL,NBA,SG,5.0,186.0,22.7,0.552,0.289,0.244,6.5,13.3,10.1,12.2,2.3,0.0,8.3,26.9,0.5,0.2,0.7,0.183,6.0,-0.2,5.8,0.4,/players/a/allenra02.html
83,2000-01,25.0,MIL,NBA,SG,18.0,768.0,23.7,0.613,0.36,0.26,2.8,7.4,5.2,27.1,1.7,0.9,10.4,24.9,3.2,0.4,3.6,0.223,8.2,0.1,8.3,2.0,/players/a/allenra02.html
84,2004-05,29.0,SEA,NBA,SG,11.0,436.0,23.5,0.599,0.381,0.293,3.5,9.7,6.6,19.5,1.7,0.7,12.3,29.3,1.5,0.1,1.6,0.178,7.5,-0.4,7.1,1.0,/players/a/allenra02.html
85,2007-08,32.0,BOS,NBA,SG,26.0,987.0,14.9,0.576,0.447,0.296,3.2,9.2,6.2,12.7,1.4,0.7,9.8,19.0,2.0,1.1,3.1,0.152,2.2,0.8,3.0,1.3,/players/a/allenra02.html
86,2008-09,33.0,BOS,NBA,SG,14.0,565.0,14.2,0.553,0.485,0.282,2.7,9.0,5.8,11.0,1.4,0.7,9.7,21.0,0.7,0.5,1.2,0.104,1.8,-0.4,1.4,0.4,/players/a/allenra02.html
87,2009-10,34.0,BOS,NBA,SG,24.0,925.0,13.1,0.57,0.477,0.263,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,1.1,1.3,2.4,0.126,1.5,0.4,1.9,0.9,/players/a/allenra02.html
88,2010-11,35.0,BOS,NBA,SG,9.0,361.0,19.6,0.708,0.514,0.229,1.8,9.3,5.8,10.5,1.6,0.2,7.7,17.2,1.3,0.3,1.7,0.225,4.9,2.3,7.1,0.8,/players/a/allenra02.html
89,2011-12,36.0,BOS,NBA,SG,18.0,616.0,10.0,0.514,0.551,0.269,1.6,12.3,7.1,5.0,1.5,0.3,8.3,16.2,0.2,0.8,1.0,0.077,-1.1,0.4,-0.7,0.2,/players/a/allenra02.html
90,2012-13,37.0,MIA,NBA,SG,23.0,573.0,14.4,0.598,0.558,0.314,2.9,10.8,6.9,8.3,1.2,0.4,12.1,18.8,1.1,0.5,1.5,0.129,1.5,-0.8,0.7,0.4,/players/a/allenra02.html
91,2013-14,38.0,MIA,NBA,SG,20.0,527.0,12.8,0.581,0.594,0.259,3.4,13.2,8.5,9.7,1.5,0.7,13.1,17.8,0.6,0.3,0.9,0.08,1.1,-0.9,0.2,0.3,/players/a/allenra02.html
92,2004-05,23.0,BOS,NBA,SG,7.0,90.0,4.8,0.451,0.0,0.389,5.5,10.9,8.2,3.8,1.9,2.0,19.2,14.2,-0.1,0.1,0.0,0.013,-6.3,-0.3,-6.6,-0.1,/players/a/allento01.html
93,2007-08,26.0,BOS,NBA,SG,15.0,65.0,10.8,0.549,0.063,0.313,2.0,3.8,2.9,8.2,1.7,0.0,5.2,14.2,0.1,0.1,0.1,0.1,-2.2,1.0,-1.2,0.0,/players/a/allento01.html
94,2008-09,27.0,BOS,NBA,SG,10.0,60.0,7.9,0.533,0.0,0.125,1.9,16.2,8.9,7.4,1.8,0.0,10.6,7.3,0.0,0.1,0.1,0.077,-3.7,1.6,-2.1,0.0,/players/a/allento01.html
95,2009-10,28.0,BOS,NBA,SG,24.0,391.0,11.2,0.536,0.051,0.367,4.2,8.5,6.4,7.4,3.4,3.1,16.8,16.7,-0.1,0.9,0.8,0.095,-2.7,3.5,0.8,0.3,/players/a/allento01.html
96,2010-11,29.0,MEM,NBA,SG,13.0,350.0,10.7,0.479,0.069,0.406,4.8,7.7,6.2,9.3,3.8,1.2,16.8,18.6,-0.2,0.4,0.2,0.03,-3.1,2.2,-0.9,0.1,/players/a/allento01.html
97,2011-12,30.0,MEM,NBA,SG,7.0,170.0,9.9,0.457,0.111,0.378,5.6,10.4,7.9,5.2,2.9,3.6,16.0,17.0,-0.1,0.3,0.2,0.056,-2.8,2.7,-0.1,0.1,/players/a/allento01.html
98,2012-13,31.0,MEM,NBA,SG,15.0,422.0,17.7,0.512,0.064,0.464,9.9,16.2,12.9,11.3,3.9,1.0,11.2,18.7,0.6,0.7,1.3,0.148,0.4,3.9,4.2,0.7,/players/a/allento01.html
99,2013-14,32.0,MEM,NBA,SG,7.0,230.0,15.6,0.529,0.097,0.292,10.7,15.8,13.1,7.6,2.8,0.4,12.9,18.6,0.2,0.3,0.5,0.097,-0.1,2.2,2.1,0.2,/players/a/allento01.html
100,2014-15,33.0,MEM,NBA,SG,10.0,279.0,14.2,0.53,0.123,0.211,5.4,15.3,10.3,8.3,4.5,3.6,17.3,12.3,0.1,0.6,0.6,0.111,-1.2,5.1,3.9,0.4,/players/a/allento01.html
101,2015-16,34.0,MEM,NBA,SG,4.0,94.0,6.7,0.387,0.212,0.394,6.4,7.2,6.8,5.7,2.9,1.9,13.4,21.9,-0.2,0.0,-0.2,-0.103,-4.1,-0.7,-4.8,-0.1,/players/a/allento01.html
102,1999-00,23.0,MIL,NBA,PG,4.0,16.0,-11.6,0.0,0.333,0.667,0.0,0.0,0.0,7.9,0.0,0.0,20.5,14.1,-0.1,0.0,-0.1,-0.367,-11.3,-6.9,-18.3,-0.1,/players/a/alstora01.html
103,2000-01,24.0,MIL,NBA,PG,5.0,8.0,-14.2,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,66.7,17.4,-0.1,0.0,-0.1,-0.488,-16.8,-13.2,-30.0,0.0,/players/a/alstora01.html
104,2003-04,27.0,MIA,NBA,PG,13.0,295.0,10.0,0.446,0.571,0.275,1.6,9.7,5.6,13.9,0.9,0.3,8.9,18.2,0.2,0.2,0.4,0.061,-1.5,-0.7,-2.2,0.0,/players/a/alstora01.html
105,2006-07,30.0,HOU,NBA,PG,7.0,309.0,10.7,0.477,0.676,0.176,2.3,15.4,9.0,21.0,2.3,0.7,17.6,15.2,0.0,0.4,0.4,0.063,-2.6,2.6,0.0,0.2,/players/a/alstora01.html
106,2007-08,31.0,HOU,NBA,PG,4.0,126.0,18.0,0.568,0.521,0.104,1.7,3.6,2.7,28.4,1.8,0.0,10.7,21.2,0.3,0.1,0.4,0.142,4.3,1.9,6.2,0.3,/players/a/alstora01.html
107,2008-09,32.0,ORL,NBA,PG,23.0,740.0,11.8,0.471,0.405,0.158,0.5,8.9,4.8,22.4,2.4,0.4,11.8,22.1,-0.2,0.9,0.7,0.043,-1.2,0.9,-0.3,0.3,/players/a/alstora01.html
108,2021-22,23.0,NOP,NBA,PG,6.0,117.0,13.2,0.62,0.485,0.394,1.9,6.5,4.0,11.4,3.1,0.7,15.3,16.8,0.2,0.0,0.2,0.09,-1.8,1.7,-0.1,0.1,/players/a/alvarjo01.html
109,1995-96,25.0,CLE,NBA,PF,1.0,2.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,-0.609,-21.3,-15.4,-36.7,0.0,/players/a/amaecjo01.html
110,2000-01,30.0,ORL,NBA,C,4.0,29.0,19.4,0.461,0.0,0.5,3.4,7.1,5.3,15.0,5.3,4.8,0.0,14.8,0.1,0.0,0.1,0.122,1.8,5.6,7.4,0.1,/players/a/amaecjo01.html
