,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
94,2008-09,27.0,BOS,NBA,SG,10.0,0.0,6.0,0.4,0.8,0.5,0.0,0.0,0.4,0.8,0.5,0.5,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.4,0.9,/players/a/allento01.html,
95,2009-10,28.0,BOS,NBA,SG,24.0,0.0,16.3,2.0,4.1,0.48,0.0,0.2,2.0,3.9,0.505,0.48,1.2,1.5,0.778,0.5,1.2,1.7,0.7,1.0,0.6,1.0,2.4,5.1,/players/a/allento01.html,0.0
96,2010-11,29.0,MEM,NBA,SG,13.0,13.0,26.9,3.3,7.8,0.426,0.1,0.5,3.2,7.2,0.447,0.431,2.1,3.2,0.659,1.2,1.8,2.9,1.5,1.9,0.4,1.8,3.3,8.8,/players/a/allento01.html,0.143
97,2011-12,30.0,MEM,NBA,SG,7.0,7.0,24.3,2.6,6.4,0.4,0.0,0.7,2.6,5.7,0.45,0.4,1.7,2.4,0.706,1.1,2.0,3.1,0.7,1.3,1.0,1.4,3.0,6.9,/players/a/allento01.html,0.0
98,2012-13,31.0,MEM,NBA,SG,15.0,15.0,28.1,3.6,8.3,0.432,0.1,0.5,3.5,7.8,0.444,0.44,2.9,3.9,0.759,2.5,3.6,6.1,1.8,2.0,0.3,1.3,3.2,10.3,/players/a/allento01.html,0.25
99,2013-14,32.0,MEM,NBA,SG,7.0,1.0,32.9,5.0,10.3,0.486,0.0,1.0,5.0,9.3,0.538,0.486,2.3,3.0,0.762,3.3,4.4,7.7,1.4,1.7,0.1,1.7,3.3,12.3,/players/a/allento01.html,0.0
100,2014-15,33.0,MEM,NBA,SG,10.0,9.0,27.9,2.8,5.7,0.491,0.1,0.7,2.7,5.0,0.54,0.5,0.9,1.2,0.75,1.4,3.8,5.2,1.5,2.4,1.1,1.3,2.7,6.6,/players/a/allento01.html,0.143
101,2015-16,34.0,MEM,NBA,SG,4.0,2.0,23.5,2.5,8.3,0.303,0.3,1.8,2.3,6.5,0.346,0.318,2.3,3.3,0.692,1.5,1.3,2.8,0.8,1.3,0.5,1.5,2.8,7.5,/players/a/allento01.html,0.143
102,1999-00,23.0,MIL,NBA,PG,4.0,0.0,4.0,0.0,0.8,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,/players/a/alstora01.html,0.0
103,2000-01,24.0,MIL,NBA,PG,5.0,0.0,1.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,/players/a/alstora01.html,
104,2003-04,27.0,MIA,NBA,PG,13.0,0.0,22.7,2.2,7.0,0.319,0.9,4.0,1.3,3.0,0.436,0.385,1.6,1.9,0.84,0.3,1.9,2.2,1.7,0.4,0.1,0.8,1.7,7.0,/players/a/alstora01.html,0.231
105,2006-07,30.0,HOU,NBA,PG,7.0,7.0,44.1,3.6,10.6,0.338,2.3,7.1,1.3,3.4,0.375,0.446,1.4,1.9,0.769,0.9,6.0,6.9,5.0,1.9,0.4,2.4,3.3,10.9,/players/a/alstora01.html,0.32
106,2007-08,31.0,HOU,NBA,PG,4.0,4.0,31.5,5.3,12.0,0.438,2.8,6.3,2.5,5.8,0.435,0.552,1.0,1.3,0.8,0.5,1.0,1.5,4.5,1.0,0.0,1.5,1.8,14.3,/players/a/alstora01.html,0.44
107,2008-09,32.0,ORL,NBA,PG,23.0,23.0,32.2,4.6,12.1,0.38,1.6,4.9,3.0,7.2,0.422,0.444,1.4,1.9,0.75,0.1,2.3,2.4,4.1,1.4,0.2,1.7,2.3,12.2,/players/a/alstora01.html,0.319
108,2021-22,23.0,NOP,NBA,PG,6.0,0.0,19.5,2.7,5.5,0.485,1.0,2.7,1.7,2.8,0.588,0.576,1.7,2.2,0.769,0.3,1.0,1.3,1.5,1.2,0.2,1.2,3.0,8.0,/players/a/alvarjo01.html,0.375
109,1995-96,25.0,CLE,NBA,PF,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/a/amaecjo01.html,
110,2000-01,30.0,ORL,NBA,C,4.0,0.0,7.3,0.8,2.0,0.375,0.0,0.0,0.8,2.0,0.375,0.375,0.8,1.0,0.75,0.3,0.5,0.8,0.8,0.8,0.5,0.0,0.5,2.3,/players/a/amaecjo01.html,
111,2002-03,32.0,UTA,NBA,C,2.0,0.0,8.0,0.5,2.0,0.25,0.0,0.0,0.5,2.0,0.25,0.25,1.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,2.0,/players/a/amaecjo01.html,
112,2014-15,24.0,DAL,NBA,SF,5.0,2.0,30.0,3.4,6.2,0.548,1.4,2.2,2.0,4.0,0.5,0.661,3.0,3.8,0.789,2.8,4.4,7.2,1.2,2.0,1.6,1.2,3.0,11.2,/players/a/aminual01.html,0.636
113,2015-16,25.0,POR,NBA,SF,11.0,11.0,33.8,5.1,11.6,0.438,2.5,6.4,2.5,5.3,0.483,0.547,1.9,2.6,0.724,2.1,6.5,8.6,1.8,0.7,0.9,1.9,2.8,14.6,/players/a/aminual01.html,0.4
114,2016-17,26.0,POR,NBA,PF,4.0,0.0,28.3,4.3,9.3,0.459,1.8,4.3,2.5,5.0,0.5,0.554,1.8,2.8,0.636,1.3,5.3,6.5,1.0,0.8,1.0,2.3,2.3,12.0,/players/a/aminual01.html,0.412
115,2017-18,27.0,POR,NBA,PF,4.0,4.0,32.8,6.8,13.0,0.519,3.3,7.5,3.5,5.5,0.636,0.644,0.5,0.5,1.0,3.0,6.0,9.0,1.3,1.0,0.5,1.5,2.0,17.3,/players/a/aminual01.html,0.433
116,2018-19,28.0,POR,NBA,PF,16.0,16.0,24.9,2.4,6.8,0.349,0.9,3.2,1.4,3.6,0.397,0.417,1.7,2.3,0.75,1.8,4.4,6.3,1.3,0.6,0.6,1.0,2.1,7.4,/players/a/aminual01.html,0.294
117,2007-08,25.0,PHI,NBA,PF,2.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,0.5,2.5,1.0,3.5,0.0,0.0,0.0,0.0,1.0,2.5,/players/a/amundlo01.html,
118,2009-10,27.0,PHO,NBA,PF,16.0,0.0,12.1,1.2,2.3,0.528,0.0,0.0,1.2,2.3,0.528,0.528,0.6,1.3,0.429,1.9,1.6,3.5,0.1,0.4,0.4,0.4,1.9,2.9,/players/a/amundlo01.html,
119,2011-12,29.0,IND,NBA,PF,11.0,0.0,8.5,1.1,2.1,0.522,0.0,0.0,1.1,2.1,0.522,0.522,0.3,0.5,0.5,0.5,1.5,2.1,0.2,0.2,0.5,0.4,1.5,2.5,/players/a/amundlo01.html,
120,2003-04,25.0,DEN,NBA,PF,5.0,0.0,6.8,0.6,1.8,0.333,0.0,0.0,0.6,1.8,0.333,0.333,0.0,0.0,,1.2,1.6,2.8,0.4,0.2,0.4,0.4,0.6,1.2,/players/a/anderch01.html,
121,2008-09,30.0,DEN,NBA,C,15.0,0.0,21.9,2.3,3.6,0.63,0.0,0.1,2.3,3.5,0.642,0.63,1.9,2.9,0.659,1.9,4.4,6.3,0.6,0.3,2.1,0.5,2.8,6.5,/players/a/anderch01.html,0.0
122,2009-10,31.0,DEN,NBA,PF,6.0,0.0,19.3,1.5,2.8,0.529,0.0,0.0,1.5,2.8,0.529,0.529,1.5,2.3,0.643,1.2,3.3,4.5,0.2,0.2,1.0,0.7,2.3,4.5,/players/a/anderch01.html,
123,2010-11,32.0,DEN,NBA,C,5.0,0.0,14.6,1.4,2.2,0.636,0.0,0.0,1.4,2.2,0.636,0.636,2.0,2.8,0.714,1.0,1.8,2.8,0.6,0.6,1.4,0.6,1.6,4.8,/players/a/anderch01.html,
124,2012-13,34.0,MIA,NBA,C,20.0,0.0,15.2,2.3,2.9,0.807,0.0,0.0,2.3,2.9,0.807,0.807,1.8,2.5,0.735,1.6,2.2,3.8,0.2,0.5,1.1,0.6,2.7,6.4,/players/a/anderch01.html,
125,2013-14,35.0,MIA,NBA,C,18.0,0.0,17.6,1.8,3.2,0.579,0.0,0.1,1.8,3.1,0.589,0.579,1.4,2.1,0.684,1.4,4.5,5.9,0.3,0.3,1.0,0.5,1.9,5.1,/players/a/anderch01.html,0.0
126,2015-16,37.0,MEM,NBA,C,4.0,2.0,19.8,1.3,3.0,0.417,0.0,0.0,1.3,3.0,0.417,0.417,1.3,2.0,0.625,3.3,4.5,7.8,0.8,0.5,0.8,1.3,1.0,3.8,/players/a/anderch01.html,
127,2013-14,31.0,BRK,NBA,SF,12.0,2.0,21.8,2.1,5.2,0.403,0.8,2.6,1.3,2.6,0.516,0.476,1.0,1.5,0.667,0.8,1.8,2.7,1.3,0.8,0.0,0.8,2.7,5.9,/players/a/anderal01.html,0.29
128,2014-15,32.0,BRK,NBA,SG,6.0,0.0,23.7,4.2,6.8,0.61,1.7,2.7,2.5,4.2,0.6,0.732,1.0,1.5,0.667,0.3,3.2,3.5,1.2,0.7,0.2,1.3,1.5,11.0,/players/a/anderal01.html,0.625
129,1997-98,23.0,CLE,NBA,SF,4.0,0.0,25.8,2.5,5.5,0.455,0.0,0.0,2.5,5.5,0.455,0.455,5.8,6.5,0.885,0.0,2.3,2.3,2.8,1.3,0.3,3.0,2.5,10.8,/players/a/anderde01.html,
130,2000-01,26.0,SAS,NBA,SG,7.0,7.0,27.7,2.3,8.7,0.262,0.9,3.1,1.4,5.6,0.256,0.311,2.3,3.0,0.762,0.4,2.3,2.7,2.4,0.4,0.0,2.1,1.4,7.7,/players/a/anderde01.html,0.273
131,2001-02,27.0,POR,NBA,SG,3.0,0.0,25.3,4.3,10.0,0.433,0.7,2.0,3.7,8.0,0.458,0.467,5.3,6.0,0.889,1.0,1.3,2.3,2.3,0.7,0.0,2.0,0.3,14.7,/players/a/anderde01.html,0.333
132,2002-03,28.0,POR,NBA,PG,2.0,2.0,11.0,0.5,2.0,0.25,0.0,0.5,0.5,1.5,0.333,0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,/players/a/anderde01.html,0.0
133,2005-06,31.0,MIA,NBA,SG,8.0,0.0,8.3,0.8,2.5,0.3,0.6,1.8,0.1,0.8,0.167,0.425,0.9,1.0,0.875,0.0,1.1,1.1,0.6,0.3,0.0,0.4,1.6,3.0,/players/a/anderde01.html,0.357
134,1992-93,22.0,NYK,NBA,PF,2.0,0.0,3.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,/players/a/anderer01.html,
135,1987-88,23.0,SAS,NBA,PF,3.0,3.0,31.7,5.7,12.0,0.472,0.0,0.0,5.7,12.0,0.472,0.472,1.3,3.0,0.444,2.0,5.0,7.0,1.0,0.7,1.3,3.3,3.3,12.7,/players/a/andergr01.html,
136,1989-90,25.0,MIL,NBA,PF,4.0,0.0,25.3,3.3,4.8,0.684,0.0,0.0,3.3,4.8,0.684,0.684,1.8,3.5,0.5,1.5,4.5,6.0,0.0,0.3,1.0,1.0,4.8,8.3,/players/a/andergr01.html,
137,1994-95,30.0,ATL,NBA,PF,3.0,0.0,13.0,0.3,1.7,0.2,0.0,0.0,0.3,1.7,0.2,0.2,1.0,1.3,0.75,0.3,4.0,4.3,0.7,0.7,0.7,0.0,3.0,1.7,/players/a/andergr01.html,
138,1995-96,31.0,SAS,NBA,PF,6.0,0.0,5.7,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.3,0.5,0.3,1.2,1.5,0.0,0.3,0.2,0.7,0.8,0.2,/players/a/andergr01.html,
139,1997-98,33.0,ATL,NBA,C,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,/players/a/andergr01.html,
140,1987-88,23.0,SAS,NBA,PF,3.0,3.0,31.7,5.7,12.0,0.472,0.0,0.0,5.7,12.0,0.472,0.472,1.3,3.0,0.444,2.0,5.0,7.0,1.0,0.7,1.3,3.3,3.3,12.7,/players/a/andergr01.html,
141,1989-90,25.0,MIL,NBA,PF,4.0,0.0,25.3,3.3,4.8,0.684,0.0,0.0,3.3,4.8,0.684,0.684,1.8,3.5,0.5,1.5,4.5,6.0,0.0,0.3,1.0,1.0,4.8,8.3,/players/a/andergr01.html,
142,1994-95,30.0,ATL,NBA,PF,3.0,0.0,13.0,0.3,1.7,0.2,0.0,0.0,0.3,1.7,0.2,0.2,1.0,1.3,0.75,0.3,4.0,4.3,0.7,0.7,0.7,0.0,3.0,1.7,/players/a/andergr01.html,
143,1995-96,31.0,SAS,NBA,PF,6.0,0.0,5.7,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.3,0.5,0.3,1.2,1.5,0.0,0.3,0.2,0.7,0.8,0.2,/players/a/andergr01.html,
144,1997-98,33.0,ATL,NBA,C,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,/players/a/andergr01.html,
145,2011-12,22.0,SAS,NBA,SG,8.0,0.0,3.9,0.5,1.1,0.444,0.3,0.5,0.3,0.6,0.4,0.556,0.1,0.3,0.5,0.0,0.6,0.6,0.4,0.1,0.0,0.0,0.1,1.4,/players/a/anderja01.html,0.5
146,2012-13,23.0,HOU,NBA,SG,2.0,0.0,9.0,0.5,2.5,0.2,0.0,1.5,0.5,1.0,0.5,0.2,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,/players/a/anderja01.html,0.0
147,2011-12,22.0,SAS,NBA,SG,8.0,0.0,3.9,0.5,1.1,0.444,0.3,0.5,0.3,0.6,0.4,0.556,0.1,0.3,0.5,0.0,0.6,0.6,0.4,0.1,0.0,0.0,0.1,1.4,/players/a/anderja01.html,0.5
148,2012-13,23.0,HOU,NBA,SG,2.0,0.0,9.0,0.5,2.5,0.2,0.0,1.5,0.5,1.0,0.5,0.2,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,/players/a/anderja01.html,0.0
149,2015-16,22.0,DAL,NBA,SF,5.0,1.0,19.0,3.4,7.4,0.459,0.8,2.6,2.6,4.8,0.542,0.514,1.8,2.8,0.643,1.8,2.2,4.0,1.4,0.8,0.6,1.0,2.4,9.4,/players/a/anderju01.html,0.308
150,2017-18,24.0,PHI,NBA,SF,7.0,0.0,4.7,0.4,1.1,0.375,0.3,1.0,0.1,0.1,1.0,0.5,0.0,0.0,,0.1,1.1,1.3,0.0,0.1,0.0,0.3,1.1,1.1,/players/a/anderju01.html,0.286
151,2019-20,26.0,BRK,NBA,SG,3.0,0.0,9.3,1.7,4.0,0.417,1.7,3.7,0.0,0.3,0.0,0.625,1.3,1.3,1.0,0.0,2.7,2.7,1.0,0.0,0.3,0.7,0.7,6.3,/players/a/anderju01.html,0.455
152,1991-92,21.0,NJN,NBA,PG,3.0,0.0,8.0,1.0,3.0,0.333,0.0,0.0,1.0,3.0,0.333,0.333,0.7,0.7,1.0,0.3,0.7,1.0,1.0,0.3,0.0,0.3,0.3,2.7,/players/a/anderke01.html,
153,1993-94,23.0,NJN,NBA,PG,4.0,4.0,45.3,4.8,13.5,0.352,0.8,2.5,4.0,11.0,0.364,0.38,5.5,8.3,0.667,0.5,2.5,3.0,6.8,2.3,0.0,2.3,2.8,15.8,/players/a/anderke01.html,0.3
154,1996-97,26.0,POR,NBA,PG,4.0,4.0,42.3,5.5,11.5,0.478,1.3,4.8,4.3,6.8,0.63,0.533,4.8,5.0,0.95,0.5,3.8,4.3,4.8,1.8,0.3,2.8,2.5,17.0,/players/a/anderke01.html,0.263
155,2001-02,31.0,BOS,NBA,PG,16.0,16.0,35.0,5.1,12.3,0.416,0.0,0.0,5.1,12.3,0.416,0.416,1.8,2.2,0.8,0.8,2.3,3.1,4.8,1.3,0.0,1.8,3.6,12.0,/players/a/anderke01.html,
156,2002-03,32.0,NOH,NBA,PG,5.0,0.0,10.2,0.8,2.4,0.333,0.0,0.0,0.8,2.4,0.333,0.333,0.6,0.6,1.0,0.0,0.4,0.4,1.8,0.6,0.0,0.8,1.2,2.2,/players/a/anderke01.html,
157,2003-04,33.0,IND,NBA,PG,4.0,0.0,4.8,0.5,1.8,0.286,0.0,0.0,0.5,1.8,0.286,0.286,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,1.3,0.8,1.0,/players/a/anderke01.html,
158,2015-16,22.0,SAS,NBA,SF,10.0,0.0,12.9,0.8,2.5,0.32,0.1,0.3,0.7,2.2,0.318,0.34,0.6,0.7,0.857,0.2,2.2,2.4,0.7,0.6,0.3,0.4,1.1,2.3,/players/a/anderky01.html,0.333
159,2016-17,23.0,SAS,NBA,SF,15.0,1.0,13.0,2.4,4.3,0.563,0.2,0.7,2.2,3.6,0.611,0.586,0.5,0.7,0.727,0.8,2.3,3.1,1.7,0.7,0.1,0.5,0.5,5.5,/players/a/anderky01.html,0.3
160,2017-18,24.0,SAS,NBA,SF,5.0,1.0,14.6,2.4,4.0,0.6,0.0,0.8,2.4,3.2,0.75,0.6,0.6,0.8,0.75,1.0,1.6,2.6,0.6,1.2,0.2,0.6,2.0,5.4,/players/a/anderky01.html,0.0
161,2020-21,27.0,MEM,NBA,PF,5.0,5.0,28.4,3.6,8.4,0.429,0.6,2.4,3.0,6.0,0.5,0.464,0.6,0.8,0.75,0.8,4.2,5.0,3.2,2.8,0.0,0.8,1.8,8.4,/players/a/anderky01.html,0.25
162,2021-22,28.0,MEM,NBA,PF,12.0,1.0,18.4,2.4,4.3,0.569,0.3,1.0,2.2,3.3,0.667,0.598,0.9,1.5,0.611,0.8,3.5,4.3,1.8,0.9,0.6,0.8,1.8,6.0,/players/a/anderky01.html,0.25
163,1993-94,26.0,ORL,NBA,SG,3.0,3.0,40.0,4.3,11.3,0.382,2.7,6.7,1.7,4.7,0.357,0.5,3.0,4.0,0.75,0.7,2.7,3.3,3.3,1.7,0.7,1.7,2.7,14.3,/players/a/anderni01.html,0.4
164,1994-95,27.0,ORL,NBA,SG,21.0,21.0,38.8,5.1,11.4,0.448,2.0,5.1,3.1,6.3,0.5,0.533,2.0,3.0,0.683,1.0,3.8,4.8,3.1,1.6,0.5,1.4,2.3,14.2,/players/a/anderni01.html,0.383
165,1995-96,28.0,ORL,NBA,SG,11.0,11.0,38.0,5.0,11.5,0.433,1.6,5.7,3.4,5.8,0.578,0.504,2.5,4.1,0.622,1.5,3.5,5.0,1.9,1.9,0.5,1.9,2.0,14.2,/players/a/anderni01.html,0.286
166,1996-97,29.0,ORL,NBA,SG,5.0,5.0,26.0,2.4,7.2,0.333,0.8,3.0,1.6,4.2,0.381,0.389,0.0,0.4,0.0,0.6,5.2,5.8,0.6,0.6,1.8,1.2,1.6,5.6,/players/a/anderni01.html,0.267
167,1998-99,31.0,ORL,NBA,SF,4.0,4.0,38.0,7.3,19.8,0.367,2.8,10.5,4.5,9.3,0.486,0.437,3.5,4.8,0.737,1.8,5.0,6.8,2.3,2.3,0.0,2.5,3.0,20.8,/players/a/anderni01.html,0.262
168,1999-00,32.0,SAC,NBA,SG,5.0,5.0,26.4,2.2,6.8,0.324,1.4,4.0,0.8,2.8,0.286,0.426,1.4,1.6,0.875,0.8,2.6,3.4,0.4,0.2,0.6,0.8,1.8,7.2,/players/a/anderni01.html,0.35
169,2009-10,21.0,ORL,NBA,PF,9.0,0.0,9.9,1.0,3.2,0.31,0.4,1.6,0.6,1.7,0.333,0.379,0.1,0.1,1.0,0.9,2.6,3.4,0.3,0.2,0.2,0.6,1.3,2.6,/players/a/anderry01.html,0.286
170,2010-11,22.0,ORL,NBA,PF,6.0,0.0,24.5,1.3,5.0,0.267,1.0,3.3,0.3,1.7,0.2,0.367,1.0,1.0,1.0,1.7,2.8,4.5,0.5,0.8,0.2,0.2,2.7,4.7,/players/a/anderry01.html,0.3
171,2011-12,23.0,ORL,NBA,PF,5.0,5.0,34.4,3.0,8.8,0.341,2.4,6.0,0.6,2.8,0.214,0.477,1.2,1.4,0.857,1.8,2.8,4.6,0.8,0.6,0.4,1.8,4.4,9.6,/players/a/anderry01.html,0.4
172,2014-15,26.0,NOP,NBA,PF,4.0,0.0,23.8,4.0,9.0,0.444,1.3,3.0,2.8,6.0,0.458,0.514,1.5,1.5,1.0,1.8,2.5,4.3,2.3,0.0,0.5,1.0,3.0,10.8,/players/a/anderry01.html,0.417
173,2016-17,28.0,HOU,NBA,PF,11.0,9.0,30.5,3.3,8.4,0.391,1.5,5.5,1.7,2.9,0.594,0.484,1.3,1.5,0.875,1.4,3.8,5.2,0.6,0.4,0.2,0.8,2.2,9.4,/players/a/anderry01.html,0.283
174,2017-18,29.0,HOU,NBA,PF,11.0,0.0,8.6,0.6,1.8,0.35,0.5,1.4,0.2,0.5,0.4,0.475,0.0,0.0,,0.4,0.8,1.2,0.5,0.3,0.1,0.3,0.9,1.7,/players/a/anderry01.html,0.333
175,1996-97,23.0,UTA,NBA,SG,18.0,0.0,16.4,1.6,3.7,0.439,0.3,0.7,1.3,3.0,0.444,0.477,1.1,1.6,0.714,1.1,1.6,2.7,0.7,0.6,0.1,0.7,1.6,4.6,/players/a/andersh01.html,0.417
176,1997-98,24.0,UTA,NBA,SG,20.0,0.0,18.9,2.7,5.2,0.515,0.2,0.6,2.5,4.6,0.543,0.529,1.3,1.9,0.676,1.3,1.9,3.2,1.0,0.3,0.1,1.5,1.5,6.7,/players/a/andersh01.html,0.273
177,1998-99,25.0,UTA,NBA,SG,11.0,0.0,27.0,3.4,7.0,0.481,0.5,1.3,2.8,5.7,0.492,0.519,2.2,3.1,0.706,0.7,3.0,3.7,1.2,0.5,0.3,1.3,3.1,9.5,/players/a/andersh01.html,0.429
178,2003-04,30.0,NYK,NBA,SG,4.0,4.0,29.3,1.8,6.8,0.259,0.5,1.8,1.3,5.0,0.25,0.296,0.3,0.5,0.5,1.3,1.0,2.3,2.8,1.0,0.3,2.0,4.8,4.3,/players/a/andersh01.html,0.286
179,2004-05,31.0,MIA,NBA,SF,8.0,0.0,12.1,0.4,1.5,0.25,0.0,0.1,0.4,1.4,0.273,0.25,0.3,0.3,1.0,0.4,2.0,2.4,1.0,0.6,0.0,0.8,1.3,1.0,/players/a/andersh01.html,0.0
180,2005-06,32.0,MIA,NBA,SF,13.0,0.0,6.9,0.3,1.0,0.308,0.1,0.2,0.2,0.8,0.3,0.346,0.3,0.5,0.667,0.2,0.7,0.9,0.3,0.0,0.1,0.5,0.6,1.0,/players/a/andersh01.html,0.333
181,1989-90,23.0,SAS,NBA,SG,10.0,10.0,37.5,8.7,16.8,0.518,0.2,0.5,8.5,16.3,0.521,0.524,2.9,3.6,0.806,1.6,3.8,5.4,5.2,0.9,0.4,2.6,4.0,20.5,/players/a/anderwi01.html,0.4
182,1990-91,24.0,SAS,NBA,SG,4.0,4.0,39.8,8.3,17.0,0.485,0.5,2.5,7.8,14.5,0.534,0.5,2.0,3.3,0.615,0.5,4.3,4.8,4.8,1.5,0.5,3.3,4.0,19.0,/players/a/anderwi01.html,0.2
183,1992-93,26.0,SAS,NBA,SG,10.0,0.0,21.9,3.7,8.2,0.451,0.6,1.1,3.1,7.1,0.437,0.488,1.5,1.7,0.882,0.4,1.9,2.3,2.8,0.9,0.2,1.2,2.3,9.5,/players/a/anderwi01.html,0.545
184,1993-94,27.0,SAS,NBA,SG,4.0,4.0,26.5,3.5,9.3,0.378,0.3,0.3,3.3,9.0,0.361,0.392,1.0,1.8,0.571,0.8,1.3,2.0,3.0,1.3,0.5,1.0,1.8,8.3,/players/a/anderwi01.html,1.0
185,1994-95,28.0,SAS,NBA,SG,11.0,0.0,8.8,0.8,1.8,0.45,0.0,0.1,0.8,1.7,0.474,0.45,0.2,0.3,0.667,0.5,0.6,1.1,0.9,0.5,0.0,0.7,1.1,1.8,/players/a/anderwi01.html,0.0
186,1995-96,29.0,NYK,NBA,SG,4.0,0.0,16.0,1.8,5.5,0.318,0.3,1.5,1.5,4.0,0.375,0.341,1.5,1.8,0.857,0.5,1.8,2.3,0.3,1.0,0.0,1.5,2.5,5.3,/players/a/anderwi01.html,0.167
187,1996-97,30.0,MIA,NBA,SG,9.0,0.0,13.3,1.2,3.3,0.367,0.2,0.9,1.0,2.4,0.409,0.4,1.0,1.1,0.9,0.2,1.7,1.9,0.6,0.4,0.2,1.3,2.2,3.7,/players/a/anderwi01.html,0.25
188,2014-15,20.0,MIL,NBA,SG,6.0,6.0,33.5,4.3,11.8,0.366,0.0,0.2,4.3,11.7,0.371,0.366,2.8,3.8,0.739,2.0,5.0,7.0,2.7,0.5,1.5,1.8,3.0,11.5,/players/a/antetgi01.html,0.0
189,2016-17,22.0,MIL,NBA,SF,6.0,6.0,40.5,10.0,18.7,0.536,0.7,1.7,9.3,17.0,0.549,0.554,4.2,7.7,0.543,1.7,7.8,9.5,4.0,2.2,1.7,3.3,3.5,24.8,/players/a/antetgi01.html,0.4
190,2017-18,23.0,MIL,NBA,PF,7.0,7.0,40.0,9.9,17.3,0.57,0.6,2.0,9.3,15.3,0.607,0.587,5.4,7.9,0.691,1.1,8.4,9.6,6.3,1.4,0.9,2.4,4.0,25.7,/players/a/antetgi01.html,0.286
191,2018-19,24.0,MIL,NBA,PF,15.0,15.0,34.3,8.6,17.5,0.492,1.2,3.7,7.4,13.8,0.536,0.527,7.1,11.2,0.637,2.5,9.8,12.3,4.9,1.1,2.0,3.3,3.2,25.5,/players/a/antetgi01.html,0.327
192,2019-20,25.0,MIL,NBA,PF,9.0,9.0,30.8,10.0,17.9,0.559,1.4,4.4,8.6,13.4,0.636,0.599,5.2,9.0,0.58,3.0,10.8,13.8,5.7,0.7,0.9,3.3,3.4,26.7,/players/a/antetgi01.html,0.325
193,2020-21,26.0,MIL,NBA,PF,21.0,21.0,38.1,11.9,20.9,0.569,0.6,3.3,11.3,17.6,0.642,0.584,5.8,9.8,0.587,2.8,10.0,12.8,5.1,1.0,1.2,3.0,2.9,30.2,/players/a/antetgi01.html,0.186
194,2021-22,27.0,MIL,NBA,PF,12.0,12.0,37.3,11.7,23.8,0.491,0.8,3.4,10.9,20.3,0.537,0.507,7.6,11.2,0.679,2.2,12.0,14.2,6.8,0.7,1.3,4.5,3.6,31.7,/players/a/antetgi01.html,0.22
195,2020-21,28.0,MIL,NBA,SF,13.0,0.0,3.5,0.2,0.5,0.286,0.0,0.0,0.2,0.5,0.286,0.286,0.4,0.5,0.833,0.2,0.5,0.8,0.2,0.4,0.2,0.2,0.9,0.7,/players/a/antetth01.html,
196,2021-22,29.0,MIL,NBA,SF,8.0,0.0,2.5,0.3,0.4,0.667,0.0,0.0,0.3,0.4,0.667,0.667,0.1,0.4,0.333,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.5,0.6,/players/a/antetth01.html,
197,2003-04,19.0,DEN,NBA,SF,4.0,4.0,35.8,5.3,16.0,0.328,0.5,2.8,4.8,13.3,0.358,0.344,4.0,5.0,0.8,1.8,6.5,8.3,2.8,1.3,0.0,4.3,2.8,15.0,/players/a/anthoca01.html,0.182
