,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS,OWS,DWS,WS,WS/40,PER,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OBPM,DBPM,BPM
148,2008-09,Pitt,Big East,35.0,955.0,0.601,0.593,0.0,0.425,8.8,/players/dejuan-blair-1.html,35.0,3.5,4.8,8.2,0.345,,,,,25.7,9.1,,2.8,25.7,,,
149,1987-88,Oklahoma,Big 8,39.0,1347.0,0.552,0.534,0.384,0.218,14.7,/players/mookie-blaylock-1.html,,,,,,,,,,,,,,,,,
150,1988-89,Oklahoma,Big 8,35.0,1359.0,0.542,0.531,0.41,0.167,13.5,/players/mookie-blaylock-1.html,,,,,,,,,,,,,,,,,
151,2009-10,Kentucky,SEC,37.0,1122.0,0.566,0.54,0.41,0.394,23.2,/players/eric-bledsoe-1.html,35.0,1.5,2.1,3.5,0.126,,405.0,1.9,8.5,5.5,16.8,2.6,1.1,20.4,,,
152,2003-04,Utah,MWC,33.0,1002.0,0.598,0.584,0.038,0.381,20.2,/players/andrew-bogut-1.html,33.0,3.0,3.1,6.1,0.245,,,,,,,,,,,,
153,2004-05,Utah,MWC,35.0,1224.0,0.648,0.63,0.055,0.459,14.8,/players/andrew-bogut-1.html,35.0,6.4,4.5,10.9,0.358,,,,,24.2,18.2,,4.2,29.7,,,
154,1999-00,Florida,SEC,36.0,485.0,0.53,0.493,0.373,0.2,,/players/matt-bonner-1.html,0.0,0.6,1.0,1.6,0.135,,,,,,,,,,,,
155,2000-01,Florida,SEC,31.0,883.0,0.599,0.582,0.36,0.366,12.9,/players/matt-bonner-1.html,17.0,2.5,1.9,4.3,0.196,,,,,,,,,,,,
156,2001-02,Florida,SEC,31.0,876.0,0.606,0.577,0.349,0.262,10.9,/players/matt-bonner-1.html,31.0,3.1,2.3,5.4,0.247,,,,,,,,,,,,
157,2002-03,Florida,SEC,33.0,1037.0,0.619,0.598,0.373,0.283,11.8,/players/matt-bonner-1.html,33.0,3.5,2.0,5.5,0.213,,,,,11.4,9.7,,1.4,22.9,,,
158,2014-15,Kentucky,SEC,38.0,816.0,0.6,0.571,0.491,0.223,10.4,/players/devin-booker-2.html,0.0,2.7,1.8,4.5,0.219,19.4,324.0,2.6,7.8,5.4,10.9,1.3,0.3,22.8,6.1,3.3,9.4
159,1993-94,Maryland,ACC,30.0,867.0,0.507,0.476,0.108,0.598,25.2,/players/keith-booth-1.html,30.0,,,,,,,,,,,,,,,,
160,1994-95,Maryland,ACC,34.0,950.0,0.52,0.46,0.083,0.592,22.3,/players/keith-booth-1.html,34.0,,,,,,,,,,,,,,,,
161,1995-96,Maryland,ACC,30.0,955.0,0.534,0.453,0.104,0.652,17.6,/players/keith-booth-1.html,30.0,1.6,2.1,3.7,0.155,,,,,,,,,,,,
162,1996-97,Maryland,ACC,32.0,1100.0,0.54,0.47,0.048,0.68,14.9,/players/keith-booth-1.html,32.0,2.7,2.8,5.5,0.199,,,,,,,,,,,,
163,1999-00,Duke,ACC,34.0,807.0,0.65,0.614,0.0,0.581,13.7,/players/carlos-boozer-1.html,30.0,3.2,2.0,5.3,0.26,,,,,,,,,,,,
164,2000-01,Duke,ACC,32.0,820.0,0.636,0.604,0.0,0.551,10.2,/players/carlos-boozer-1.html,28.0,2.8,2.4,5.2,0.256,,,,,,,,,,,,
165,2001-02,Duke,ACC,35.0,993.0,0.696,0.665,0.003,0.682,12.4,/players/carlos-boozer-1.html,35.0,5.3,3.2,8.5,0.343,,,,,,,,,,,,
166,2002-03,Georgia Tech,ACC,31.0,960.0,0.634,0.597,0.153,0.58,15.8,/players/chris-bosh-1.html,31.0,3.5,2.9,6.4,0.267,,,,,,,,,,,,
167,2015-16,Oregon,Pac-12,38.0,981.0,0.627,0.605,0.39,0.505,10.5,/players/chris-boucher-1.html,35.0,3.4,2.2,5.6,0.23,28.0,432.0,12.4,20.4,16.5,2.9,1.8,11.8,20.6,6.3,4.0,10.4
168,2016-17,Oregon,Pac-12,31.0,731.0,0.592,0.591,0.383,0.316,9.4,/players/chris-boucher-1.html,12.0,2.0,1.8,3.8,0.206,25.3,318.0,9.0,20.1,14.9,3.5,1.0,11.8,23.6,4.0,4.0,8.0
169,1989-90,Cal State Fullerton,Big West,18.0,98.0,0.55,0.477,0.227,0.591,19.9,/players/bruce-bowen-1.html,0.0,,,,,,,,,,,,,,,,
170,1990-91,Cal State Fullerton,Big West,28.0,849.0,0.469,0.407,0.254,0.508,17.2,/players/bruce-bowen-1.html,23.0,,,,,,,,,,,,,,,,
171,1991-92,Cal State Fullerton,Big West,28.0,969.0,0.526,0.463,0.141,0.518,14.9,/players/bruce-bowen-1.html,27.0,,,,,,,,,,,,,,,,
172,1992-93,Cal State Fullerton,Big West,27.0,987.0,0.533,0.487,0.135,0.632,,/players/bruce-bowen-1.html,27.0,,,,,,,,,,,,,,,,
173,2009-10,Texas,Big 12,34.0,1003.0,0.496,0.489,0.304,0.179,11.5,/players/avery-bradley-1.html,32.0,1.6,1.6,3.2,0.127,,374.0,3.5,6.6,5.1,12.4,2.4,1.6,20.4,,,
174,1990-91,BYU,WAC,34.0,984.0,0.56,0.519,0.003,0.512,14.6,/players/shawn-bradley-1.html,34.0,,,,,,,,,,,,,,,,
175,1981-82,Maryland,ACC,29.0,976.0,0.53,,,0.431,17.1,/players/adrian-branch-1.html,29.0,,,,,,,,,,,,,,,,
176,1982-83,Maryland,ACC,29.0,1043.0,0.514,,,0.393,16.2,/players/adrian-branch-1.html,29.0,,,,,,,,,,,,,,,,
177,1983-84,Maryland,ACC,28.0,862.0,0.532,,,0.426,16.4,/players/adrian-branch-1.html,25.0,,,,,,,,,,,,,,,,
178,1984-85,Maryland,ACC,37.0,1298.0,0.549,,,0.325,13.9,/players/adrian-branch-1.html,37.0,,,,,,,,,,,,,,,,
179,1997-98,Duke,ACC,21.0,494.0,0.604,0.592,0.0,0.793,,/players/elton-brand-1.html,18.0,1.8,2.7,4.5,0.363,,,,,,,,,,,,
180,1998-99,Duke,ACC,39.0,1141.0,0.649,0.62,0.0,0.623,11.2,/players/elton-brand-1.html,37.0,5.0,5.0,10.0,0.35,,,,,,,,,,,,
181,1989-90,Oregon,Pac-10,29.0,1067.0,0.56,0.525,0.234,0.322,17.9,/players/terrell-brandon-1.html,,,,,,,,,,,,,,,,,
182,1990-91,Oregon,Pac-10,28.0,1108.0,0.578,0.527,0.214,0.336,13.7,/players/terrell-brandon-1.html,28.0,,,,,,,,,,,,,,,,
183,1988-89,Wyoming,WAC,31.0,809.0,0.544,0.513,0.26,0.495,,/players/tim-breaux-1.html,,,,,,,,,,,,,,,,,
184,1989-90,Wyoming,WAC,29.0,868.0,0.491,0.467,0.348,0.306,,/players/tim-breaux-1.html,,,,,,,,,,,,,,,,,
185,1990-91,Wyoming,WAC,32.0,983.0,0.543,0.49,0.199,0.42,,/players/tim-breaux-1.html,,,,,,,,,,,,,,,,,
186,1991-92,Wyoming,WAC,29.0,1017.0,0.599,0.573,0.208,0.546,,/players/tim-breaux-1.html,,,,,,,,,,,,,,,,,
187,1998-99,St. Bonaventure,A-10,29.0,821.0,0.453,0.397,0.459,0.346,18.3,/players/jr-bremer-1.html,7.0,0.0,1.4,1.3,0.065,,,,,,,,,,,,
188,1999-00,St. Bonaventure,A-10,23.0,568.0,0.547,0.529,0.509,0.387,18.0,/players/jr-bremer-1.html,0.0,1.1,0.7,1.8,0.13,,,,,,,,,,,,
189,2000-01,St. Bonaventure,A-10,30.0,1035.0,0.557,0.516,0.524,0.402,12.7,/players/jr-bremer-1.html,30.0,2.3,1.2,3.6,0.139,,,,,,,,,,,,
190,2001-02,St. Bonaventure,A-10,30.0,1140.0,0.55,0.491,0.475,0.418,11.9,/players/jr-bremer-1.html,30.0,2.9,1.0,3.9,0.137,,,,,7.1,17.8,,0.1,32.1,,,
191,2004-05,Florida,SEC,32.0,791.0,0.574,0.565,0.231,0.509,19.9,/players/corey-brewer-1.html,32.0,1.4,1.7,3.1,0.155,,,,,8.2,14.6,,1.2,16.8,,,
192,2005-06,Florida,SEC,39.0,1095.0,0.571,0.526,0.329,0.392,20.0,/players/corey-brewer-1.html,37.0,2.6,2.3,4.9,0.178,,,,,10.0,22.4,,1.0,25.0,,,
193,2006-07,Florida,SEC,37.0,1053.0,0.57,0.531,0.334,0.435,17.8,/players/corey-brewer-1.html,37.0,2.5,2.6,5.1,0.192,,,,,,,,,,,,
194,2004-05,Florida,SEC,32.0,791.0,0.574,0.565,0.231,0.509,19.9,/players/corey-brewer-1.html,32.0,1.4,1.7,3.1,0.155,,,,,8.2,14.6,,1.2,16.8,,,
195,2005-06,Florida,SEC,39.0,1095.0,0.571,0.526,0.329,0.392,20.0,/players/corey-brewer-1.html,37.0,2.6,2.3,4.9,0.178,,,,,10.0,22.4,,1.0,25.0,,,
196,2006-07,Florida,SEC,37.0,1053.0,0.57,0.531,0.334,0.435,17.8,/players/corey-brewer-1.html,37.0,2.5,2.6,5.1,0.192,,,,,,,,,,,,
197,2015-16,Villanova,Big East,40.0,813.0,0.633,0.591,0.467,0.455,10.7,/players/mikal-bridges-1.html,0.0,2.0,1.9,3.9,0.193,18.4,247.0,5.7,12.5,9.3,7.5,3.1,3.6,14.5,3.8,5.6,9.4
198,2016-17,Villanova,Big East,36.0,1073.0,0.676,0.644,0.481,0.24,15.1,/players/mikal-bridges-1.html,33.0,3.1,2.4,5.5,0.204,20.9,349.0,5.2,13.6,9.6,12.0,3.4,3.5,15.3,5.6,5.8,11.4
199,2017-18,Villanova,Big East,40.0,1285.0,0.655,0.623,0.503,0.282,9.1,/players/mikal-bridges-1.html,40.0,5.4,2.4,7.7,0.241,26.8,644.0,5.2,13.8,9.7,10.6,2.7,3.5,23.2,8.7,4.1,12.9
200,2011-12,Virginia,ACC,28.0,626.0,0.514,0.465,0.428,0.314,19.4,/players/malcolm-brogdon-1.html,1.0,0.4,1.3,1.7,0.107,12.0,184.0,3.1,13.7,8.5,13.2,1.5,0.6,21.1,-0.3,2.2,1.9
201,2013-14,Virginia,ACC,37.0,1163.0,0.545,0.474,0.328,0.397,10.9,/players/malcolm-brogdon-1.html,37.0,3.1,3.0,6.0,0.208,20.8,460.0,3.6,17.3,10.7,19.4,2.5,0.5,23.5,4.4,5.0,9.3
202,2014-15,Virginia,ACC,34.0,1105.0,0.545,0.481,0.342,0.353,11.7,/players/malcolm-brogdon-1.html,34.0,3.0,2.6,5.6,0.203,20.1,442.0,1.9,12.7,7.5,16.5,1.5,1.6,25.9,4.5,4.1,8.6
203,2015-16,Virginia,ACC,37.0,1263.0,0.585,0.532,0.382,0.31,8.3,/players/malcolm-brogdon-1.html,37.0,4.9,2.1,7.0,0.222,25.1,626.0,2.1,13.4,7.9,19.5,1.8,0.9,28.4,8.1,3.2,11.3
204,2003-04,Oregon,Pac-10,21.0,541.0,0.523,0.484,0.613,0.266,26.0,/players/aaron-brooks-1.html,18.0,0.5,0.2,0.7,0.054,,,,,,,,,,,,
205,2004-05,Oregon,Pac-10,27.0,893.0,0.575,0.517,0.476,0.374,20.1,/players/aaron-brooks-1.html,26.0,2.2,0.6,2.8,0.127,,,,,6.0,29.1,,0.3,24.5,,,
206,2005-06,Oregon,Pac-10,32.0,1036.0,0.533,0.486,0.473,0.311,19.4,/players/aaron-brooks-1.html,31.0,1.4,1.5,2.9,0.11,,,,,6.6,26.3,,0.4,20.5,,,
207,2006-07,Oregon,Pac-10,35.0,1289.0,0.589,0.546,0.428,0.294,14.4,/players/aaron-brooks-1.html,35.0,3.6,2.2,5.7,0.178,,,,,7.0,24.0,,0.3,24.4,,,
208,2007-08,Providence,Big East,18.0,167.0,0.477,0.427,0.345,0.382,16.7,/players/marshon-brooks-1.html,0.0,0.0,0.2,0.2,0.045,,,,,,,,,,,,
209,2008-09,Providence,Big East,32.0,696.0,0.534,0.509,0.459,0.283,12.2,/players/marshon-brooks-1.html,0.0,1.1,1.1,2.2,0.127,,,,,,,,,,,,
210,2009-10,Providence,Big East,31.0,824.0,0.552,0.531,0.364,0.231,11.5,/players/marshon-brooks-1.html,25.0,2.5,0.2,2.7,0.13,21.6,398.0,6.5,9.8,8.0,10.1,2.7,1.7,24.0,,,
211,2010-11,Providence,Big East,32.0,1168.0,0.584,0.542,0.345,0.384,12.7,/players/marshon-brooks-1.html,31.0,4.8,1.2,5.9,0.203,28.8,720.0,6.3,14.2,10.2,16.0,2.3,3.0,30.6,8.8,1.5,10.3
212,1983-84,TCU,SWC,27.0,420.0,0.545,,,0.161,23.6,/players/scott-brooks-1.html,0.0,,,,,,,,,,,,,,,,
213,1985-86,UC-Irvine,PCAA,30.0,945.0,0.582,0.516,0.359,0.395,15.6,/players/scott-brooks-1.html,,,,,,,,,,,,,,,,,
214,1986-87,UC-Irvine,PCAA,28.0,1027.0,0.651,0.607,0.596,0.39,12.8,/players/scott-brooks-1.html,28.0,,,,,,,,,,,,,,,,
215,1985-86,NC State,ACC,31.0,310.0,0.504,,,0.425,11.9,/players/chucky-brown-1.html,5.0,,,,,,,,,,,,,,,,
216,1986-87,NC State,ACC,34.0,629.0,0.634,0.587,0.007,0.58,15.4,/players/chucky-brown-1.html,5.0,,,,,,,,,,,,,,,,
217,1987-88,NC State,ACC,32.0,1024.0,0.586,0.573,0.015,0.306,9.4,/players/chucky-brown-1.html,32.0,,,,,,,,,,,,,,,,
218,1988-89,NC State,ACC,31.0,1051.0,0.573,0.556,0.055,0.326,10.9,/players/chucky-brown-1.html,31.0,,,,,,,,,,,,,,,,
219,1986-87,Jacksonville,Sun Belt,21.0,186.0,0.471,0.446,0.185,0.338,11.7,/players/dee-brown-1.html,,,,,,,,,,,,,,,,,
220,1987-88,Jacksonville,Sun Belt,28.0,764.0,0.522,0.477,0.188,0.276,19.9,/players/dee-brown-1.html,,,,,,,,,,,,,,,,,
221,1988-89,Jacksonville,Sun Belt,30.0,1133.0,0.578,0.538,0.226,0.293,14.7,/players/dee-brown-1.html,,,,,,,,,,,,,,,,,
222,1989-90,Jacksonville,Sun Belt,29.0,1052.0,0.546,0.528,0.172,0.217,13.8,/players/dee-brown-1.html,29.0,,,,,,,,,,,,,,,,
223,1986-87,Jacksonville,Sun Belt,21.0,186.0,0.471,0.446,0.185,0.338,11.7,/players/dee-brown-1.html,,,,,,,,,,,,,,,,,
224,1987-88,Jacksonville,Sun Belt,28.0,764.0,0.522,0.477,0.188,0.276,19.9,/players/dee-brown-1.html,,,,,,,,,,,,,,,,,
225,1988-89,Jacksonville,Sun Belt,30.0,1133.0,0.578,0.538,0.226,0.293,14.7,/players/dee-brown-1.html,,,,,,,,,,,,,,,,,
226,1989-90,Jacksonville,Sun Belt,29.0,1052.0,0.546,0.528,0.172,0.217,13.8,/players/dee-brown-1.html,29.0,,,,,,,,,,,,,,,,
227,1998-99,UTSA,Southland,29.0,896.0,0.536,0.488,0.411,0.389,12.8,/players/devin-brown-1.html,29.0,1.8,0.9,2.8,0.123,,,,,,,,,,,,
228,1999-00,UTSA,Southland,20.0,657.0,0.482,0.435,0.348,0.342,14.3,/players/devin-brown-1.html,20.0,0.5,1.3,1.8,0.11,,,,,,,,,,,,
229,2000-01,UTSA,Southland,28.0,906.0,0.527,0.478,0.36,0.443,14.3,/players/devin-brown-1.html,27.0,1.7,2.0,3.7,0.164,,,,,,,,,,,,
230,2001-02,UTSA,Southland,28.0,905.0,0.517,0.459,0.306,0.493,13.4,/players/devin-brown-1.html,23.0,1.4,2.4,3.9,0.17,,,,,13.2,19.2,,0.5,28.5,,,
231,2015-16,California,Pac-12,34.0,939.0,0.518,0.471,0.27,0.574,17.9,/players/jaylen-brown-1.html,34.0,1.0,1.8,2.7,0.117,17.6,476.0,4.4,16.6,10.8,15.3,1.7,2.2,31.4,1.1,2.5,3.6
232,1988-89,Louisiana Tech,ASC,32.0,569.0,0.444,0.422,0.02,0.299,20.0,/players/pj-brown-1.html,,,,,,,,,,,,,,,,,
233,1989-90,Louisiana Tech,ASC,27.0,672.0,0.493,0.468,0.025,0.397,17.1,/players/pj-brown-1.html,,,,,,,,,,,,,,,,,
234,1990-91,Louisiana Tech,ASC,31.0,936.0,0.576,0.551,0.063,0.476,12.5,/players/pj-brown-1.html,,,,,,,,,,,,,,,,,
235,1991-92,Louisiana Tech,Sun Belt,31.0,931.0,0.543,0.502,0.081,0.372,16.9,/players/pj-brown-1.html,,,,,,,,,,,,,,,,,
236,1986-87,Houston,SWC,28.0,578.0,0.524,0.506,0.024,0.434,37.9,/players/randy-brown-1.html,12.0,,,,,,,,,,,,,,,,
237,1987-88,Houston,SWC,29.0,998.0,0.536,0.451,0.028,0.704,34.5,/players/randy-brown-1.html,,,,,,,,,,,,,,,,,
238,1989-90,New Mexico State,Big West,31.0,907.0,0.536,0.473,0.143,0.626,20.8,/players/randy-brown-1.html,,,,,,,,,,,,,,,,,
239,1990-91,New Mexico State,Big West,29.0,917.0,0.489,0.417,0.13,0.634,22.3,/players/randy-brown-1.html,,,,,,,,,,,,,,,,,
240,2003-04,Michigan State,Big Ten,30.0,687.0,0.534,0.49,0.226,0.292,19.0,/players/shannon-brown-1.html,24.0,0.9,0.3,1.2,0.069,,,,,7.5,11.4,,0.1,21.8,,,
241,2004-05,Michigan State,Big Ten,33.0,829.0,0.554,0.502,0.333,0.326,15.6,/players/shannon-brown-1.html,31.0,1.6,1.3,2.9,0.142,,,,,7.7,12.9,,0.5,23.4,,,
242,2005-06,Michigan State,Big Ten,34.0,1196.0,0.585,0.54,0.379,0.326,14.5,/players/shannon-brown-1.html,34.0,3.3,1.2,4.5,0.151,,,,,7.8,16.3,,0.3,25.4,,,
243,2014-15,Elon,CAA,33.0,840.0,0.501,0.439,0.327,0.449,19.8,/players/elijah-bryant-1.html,13.0,0.7,1.3,2.0,0.095,18.5,471.0,5.8,12.9,9.2,24.7,2.9,1.7,34.6,1.4,-0.3,1.1
244,2016-17,BYU,WCC,23.0,567.0,0.557,0.49,0.462,0.503,13.0,/players/elijah-bryant-1.html,9.0,1.2,0.9,2.1,0.148,17.8,259.0,2.9,11.6,7.5,16.6,2.0,1.4,22.7,2.3,1.5,3.8
245,2017-18,BYU,WCC,35.0,1215.0,0.647,0.598,0.501,0.423,14.0,/players/elijah-bryant-1.html,34.0,3.5,2.2,5.8,0.19,23.1,569.0,1.7,20.6,11.5,13.8,2.1,1.8,25.1,5.1,2.1,7.3
246,1986-87,Arizona,Pac-10,30.0,474.0,0.539,0.532,0.225,0.252,17.8,/players/jud-buechler-1.html,9.0,,,,,,,,,,,,,,,,
247,1987-88,Arizona,Pac-10,36.0,422.0,0.561,0.532,0.073,0.468,18.8,/players/jud-buechler-1.html,,,,,,,,,,,,,,,,,
248,1988-89,Arizona,Pac-10,33.0,962.0,0.653,0.609,0.022,0.45,14.5,/players/jud-buechler-1.html,33.0,,,,,,,,,13.2,8.8,,1.0,16.1,,,
249,1989-90,Arizona,Pac-10,32.0,1072.0,0.607,0.575,0.195,0.34,18.1,/players/jud-buechler-1.html,32.0,,,,,,,,,,,,,,,,
250,1985-86,Colorado,Big 8,28.0,869.0,0.643,,,0.374,18.8,/players/matt-bullard-1.html,28.0,,,,,,,,,,,,,,,,
251,1986-87,Colorado,Big 8,28.0,938.0,0.566,0.529,0.074,0.367,13.1,/players/matt-bullard-1.html,28.0,,,,,,,,,,,,,,,,
252,1988-89,Iowa,Big Ten,20.0,498.0,0.665,0.637,0.368,0.342,21.8,/players/matt-bullard-1.html,13.0,,,,,,,,,,,,,,,,
253,1989-90,Iowa,Big Ten,18.0,366.0,0.54,0.509,0.428,0.301,15.9,/players/matt-bullard-1.html,,,,,,,,,,,,,,,,,
254,2011-12,Michigan,Big Ten,34.0,1227.0,0.538,0.502,0.401,0.306,16.7,/players/trey-burke-1.html,32.0,2.9,1.3,4.3,0.139,19.4,531.0,2.4,10.7,6.5,28.7,1.7,1.2,26.4,5.2,1.4,6.6
255,2012-13,Michigan,Big Ten,39.0,1378.0,0.569,0.53,0.354,0.296,11.9,/players/trey-burke-1.html,39.0,6.7,1.8,8.6,0.249,28.7,776.0,1.9,9.6,5.7,37.3,2.8,1.5,28.3,9.4,3.7,13.1
256,1989-90,UConn,Big East,32.0,826.0,0.471,0.43,0.281,0.465,13.4,/players/scott-burrell-1.html,20.0,,,,,,,,,,,,,,,,
257,1990-91,UConn,Big East,31.0,1075.0,0.522,0.5,0.35,0.46,17.5,/players/scott-burrell-1.html,,,,,,,,,,,,,,,,,
258,1991-92,UConn,Big East,30.0,1059.0,0.547,0.532,0.399,0.326,17.6,/players/scott-burrell-1.html,30.0,,,,,,,,,,,,,,,,
259,1992-93,UConn,Big East,26.0,861.0,0.521,0.482,0.411,0.295,13.5,/players/scott-burrell-1.html,,,,,,,,,,,,,,,,,
260,1986-87,Minnesota,Big Ten,28.0,674.0,0.494,0.462,0.052,0.351,18.3,/players/willie-burton-1.html,21.0,,,,,,,,,,,,,,,,
261,1987-88,Minnesota,Big Ten,28.0,751.0,0.565,0.522,0.036,0.495,16.3,/players/willie-burton-1.html,18.0,,,,,,,,,,,,,,,,
262,1988-89,Minnesota,Big Ten,30.0,922.0,0.611,0.561,0.16,0.46,14.0,/players/willie-burton-1.html,29.0,,,,,,,,,,,,,,,,
263,1989-90,Minnesota,Big Ten,32.0,1001.0,0.624,0.583,0.336,0.462,15.0,/players/willie-burton-1.html,31.0,,,,,,,,,,,,,,,,
264,1986-87,Minnesota,Big Ten,28.0,674.0,0.494,0.462,0.052,0.351,18.3,/players/willie-burton-1.html,21.0,,,,,,,,,,,,,,,,
265,1987-88,Minnesota,Big Ten,28.0,751.0,0.565,0.522,0.036,0.495,16.3,/players/willie-burton-1.html,18.0,,,,,,,,,,,,,,,,
266,1988-89,Minnesota,Big Ten,30.0,922.0,0.611,0.561,0.16,0.46,14.0,/players/willie-burton-1.html,29.0,,,,,,,,,,,,,,,,
267,1989-90,Minnesota,Big Ten,32.0,1001.0,0.624,0.583,0.336,0.462,15.0,/players/willie-burton-1.html,31.0,,,,,,,,,,,,,,,,
268,2000-01,UConn,Big East,29.0,950.0,0.52,0.455,0.133,0.493,14.0,/players/caron-butler-1.html,28.0,1.4,2.3,3.6,0.152,,,,,,,,,,,,
269,2001-02,UConn,Big East,34.0,1223.0,0.561,0.514,0.144,0.382,13.7,/players/caron-butler-1.html,34.0,3.3,2.5,5.7,0.188,,,,,,,,,,,,
270,2008-09,Marquette,Big East,35.0,687.0,0.612,0.514,0.037,1.047,9.6,/players/jimmy-butler-1.html,0.0,1.3,1.4,2.7,0.159,,,,,11.8,6.6,,1.9,12.6,,,
271,2009-10,Marquette,Big East,34.0,1165.0,0.632,0.559,0.115,0.875,9.0,/players/jimmy-butler-1.html,34.0,5.1,1.7,6.9,0.236,25.5,498.0,8.8,14.6,11.7,11.7,2.4,1.9,20.1,,,
272,2010-11,Marquette,Big East,37.0,1282.0,0.587,0.516,0.152,0.628,9.8,/players/jimmy-butler-1.html,35.0,4.8,1.5,6.3,0.198,24.0,569.0,8.2,12.0,10.1,13.2,2.4,1.1,21.3,7.2,2.2,9.4
273,2015-16,UNC Wilmington,CAA,29.0,264.0,0.615,0.652,0.0,0.409,15.1,/players/devontae-cacok-1.html,4.0,0.5,0.5,1.1,0.161,18.9,93.0,12.7,21.7,17.2,1.4,2.3,2.8,16.9,-1.8,0.9,-0.9
274,2016-17,UNC Wilmington,CAA,35.0,907.0,0.767,0.8,0.0,0.465,11.9,/players/devontae-cacok-1.html,33.0,4.0,1.7,5.6,0.249,30.7,398.0,15.1,29.1,21.7,3.0,2.3,4.9,16.9,5.4,1.2,6.6
275,2017-18,UNC Wilmington,CAA,32.0,942.0,0.597,0.585,0.0,0.532,13.2,/players/devontae-cacok-1.html,29.0,3.2,1.1,4.3,0.181,29.2,541.0,17.2,32.3,24.3,6.3,1.9,2.1,26.6,3.9,-1.7,2.2
276,2018-19,UNC Wilmington,CAA,33.0,951.0,0.599,0.592,0.003,0.451,15.1,/players/devontae-cacok-1.html,31.0,2.6,0.8,3.5,0.146,26.4,469.0,15.4,34.0,24.4,5.0,1.9,2.7,25.2,2.1,-1.4,0.6
277,1991-92,Alabama,SEC,30.0,331.0,0.413,0.425,0.014,0.411,27.4,/players/jason-caffey-1.html,0.0,,,,,,,,,,,,,,,,
278,1992-93,Alabama,SEC,29.0,847.0,0.543,0.523,0.034,0.399,19.2,/players/jason-caffey-1.html,29.0,,,,,,,,,,,,,,,,
279,1993-94,Alabama,SEC,29.0,784.0,0.551,0.522,0.007,0.532,17.8,/players/jason-caffey-1.html,24.0,,,,,,,,,,,,,,,,
280,1994-95,Alabama,SEC,31.0,933.0,0.521,0.509,0.014,0.498,19.1,/players/jason-caffey-1.html,26.0,,,,,,,,,,,,,,,,
281,2011-12,Georgia,SEC,32.0,1028.0,0.499,0.48,0.557,0.211,7.9,/players/kentavious-caldwell-pope-1.html,30.0,1.9,1.4,3.4,0.131,20.2,381.0,5.0,16.2,10.0,9.6,3.7,1.3,24.7,4.7,2.4,7.1
282,2012-13,Georgia,SEC,32.0,1086.0,0.579,0.53,0.523,0.393,11.1,/players/kentavious-caldwell-pope-1.html,30.0,3.9,2.4,6.2,0.23,27.7,521.0,4.3,21.3,12.9,16.8,3.8,1.9,29.2,8.4,4.1,12.5
283,1993-94,UMass,A-10,29.0,634.0,0.517,0.494,0.017,0.439,14.9,/players/marcus-camby-1.html,12.0,,,,,,,,,,,,,,,,
284,1994-95,UMass,A-10,30.0,679.0,0.573,0.551,0.003,0.427,12.9,/players/marcus-camby-1.html,21.0,,,,,,,,,,,,,,,,
285,1995-96,UMass,A-10,33.0,1011.0,0.521,0.477,0.015,0.434,11.4,/players/marcus-camby-1.html,30.0,2.2,5.9,8.1,0.32,,,,,,,,,,,,
286,1986-87,Clemson,ACC,31.0,534.0,0.586,0.554,0.0,0.435,19.1,/players/elden-campbell-1.html,3.0,,,,,,,,,,,,,,,,
287,1987-88,Clemson,ACC,28.0,808.0,0.633,0.629,0.012,0.426,11.3,/players/elden-campbell-1.html,27.0,,,,,,,,,,,,,,,,
288,1988-89,Clemson,ACC,29.0,814.0,0.578,0.552,0.013,0.37,13.4,/players/elden-campbell-1.html,25.0,,,,,,,,,,,,,,,,
289,1989-90,Clemson,ACC,35.0,1038.0,0.543,0.523,0.002,0.48,14.9,/players/elden-campbell-1.html,30.0,,,,,,,,,,,,,,,,
290,1996-97,Purdue,Big Ten,30.0,865.0,0.558,0.502,0.286,0.632,18.1,/players/brian-cardinal-1.html,30.0,1.6,1.3,3.0,0.136,,,,,,,,,,,,
291,1997-98,Purdue,Big Ten,36.0,925.0,0.62,0.564,0.255,0.564,12.5,/players/brian-cardinal-1.html,32.0,2.8,1.7,4.5,0.195,,,,,,,,,,,,
292,1998-99,Purdue,Big Ten,34.0,960.0,0.613,0.555,0.402,0.598,17.3,/players/brian-cardinal-1.html,34.0,2.9,2.2,5.1,0.213,,,,,,,,,,,,
293,1999-00,Purdue,Big Ten,32.0,943.0,0.54,0.474,0.372,0.508,15.2,/players/brian-cardinal-1.html,29.0,1.9,2.5,4.4,0.187,,,,,,,,,,,,
294,1995-96,UNC,ACC,31.0,555.0,0.562,0.543,0.297,0.243,14.9,/players/vince-carter-1.html,19.0,1.1,0.9,2.0,0.145,,,,,,,,,,,,
295,1996-97,UNC,ACC,34.0,937.0,0.609,0.582,0.339,0.316,11.4,/players/vince-carter-1.html,29.0,3.1,2.3,5.4,0.231,,,,,,,,,,,,
296,1997-98,UNC,ACC,38.0,1185.0,0.659,0.649,0.282,0.388,,/players/vince-carter-1.html,32.0,4.8,2.6,7.4,0.251,,,,,,,,,,,,
