SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,URL
1990-91,22,POR,NBA,PF,43,290.0,13.1,0.499,0.0,0.379,10.4,23.4,17.0,5.8,0.7,2.5,14.0,22.1,0.0,0.5,0.5,0.079,-3.4,-1.2,-4.6,-0.2,/players/a/abdelal01.html
1991-92,23,POR,NBA,PF,71,934.0,13.5,0.533,0.0,0.28,9.5,20.9,15.2,4.7,1.3,1.1,14.0,20.6,0.6,1.5,2.1,0.11,-2.3,-0.4,-2.6,-0.1,/players/a/abdelal01.html
1992-93,24,TOT,NBA,PF,75,1311.0,13.2,0.551,0.002,0.245,11.0,18.1,14.6,3.0,1.0,1.2,15.6,20.5,0.7,1.3,2.0,0.074,-2.4,-1.5,-3.9,-0.6,/players/a/abdelal01.html
1992-93,24,MIL,NBA,PF,12,159.0,11.9,0.508,0.018,0.286,8.6,18.3,13.4,9.5,1.9,1.6,17.1,20.5,0.0,0.2,0.1,0.035,-3.3,-0.2,-3.5,-0.1,/players/a/abdelal01.html
1992-93,24,BOS,NBA,PF,63,1152.0,13.4,0.557,0.0,0.24,11.3,18.1,14.8,2.2,0.8,1.2,15.4,20.5,0.7,1.2,1.9,0.079,-2.3,-1.7,-4.0,-0.6,/players/a/abdelal01.html
1993-94,25,BOS,NBA,PF,13,159.0,9.2,0.485,0.0,0.455,8.5,24.2,16.3,2.7,0.6,1.2,20.5,22.6,-0.2,0.1,-0.1,-0.032,-5.3,-2.2,-7.4,-0.2,/players/a/abdelal01.html
1994-95,26,TOT,NBA,PF,54,506.0,12.6,0.519,0.009,0.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,-0.4,0.7,0.3,0.027,-4.4,0.1,-4.3,-0.3,/players/a/abdelal01.html
1994-95,26,SAC,NBA,PF,51,476.0,14.1,0.54,0.009,0.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,-0.1,0.7,0.6,0.058,-3.6,0.5,-3.1,-0.1,/players/a/abdelal01.html
1994-95,26,PHI,NBA,PF,3,30.0,-12.5,0.091,0.0,0.0,11.6,19.6,15.5,0.0,0.0,0.0,31.3,23.8,-0.3,0.0,-0.3,-0.466,-17.6,-7.3,-24.9,-0.2,/players/a/abdelal01.html
1990-91,21,DEN,NBA,PG,67,1505.0,12.2,0.448,0.099,0.097,1.9,6.0,3.8,19.2,1.5,0.1,9.5,27.2,-0.7,-0.3,-1.0,-0.031,-2.0,-3.0,-5.0,-1.1,/players/a/abdulma02.html
1991-92,22,DEN,NBA,PG,81,1538.0,12.6,0.469,0.111,0.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,-0.2,0.8,0.6,0.018,-1.2,-1.9,-3.1,-0.4,/players/a/abdulma02.html
1992-93,23,DEN,NBA,PG,81,2710.0,15.6,0.515,0.14,0.165,2.0,6.8,4.4,20.8,1.5,0.2,11.0,25.5,3.0,2.2,5.1,0.091,0.9,-1.1,-0.1,1.3,/players/a/abdulma02.html
1993-94,24,DEN,NBA,PG,80,2617.0,16.7,0.521,0.104,0.179,1.2,5.8,3.6,24.1,1.6,0.2,9.9,24.9,4.4,2.4,6.8,0.125,1.5,-0.7,0.8,1.9,/players/a/abdulma02.html
1994-95,25,DEN,NBA,PG,73,2082.0,17.8,0.543,0.214,0.155,1.9,5.9,3.9,23.0,1.9,0.3,10.0,25.8,3.8,1.3,5.0,0.115,2.3,-1.1,1.2,1.7,/players/a/abdulma02.html
1995-96,26,DEN,NBA,PG,57,2029.0,18.6,0.535,0.324,0.164,1.5,6.4,3.9,34.7,1.6,0.1,10.1,25.1,4.4,1.1,5.5,0.131,3.5,-1.6,1.9,1.9,/players/a/abdulma02.html
1996-97,27,SAC,NBA,PG,75,2131.0,13.2,0.524,0.266,0.147,0.9,5.9,3.3,15.8,1.4,0.2,10.8,23.2,2.0,0.7,2.7,0.06,-0.8,-1.8,-2.6,-0.4,/players/a/abdulma02.html
1997-98,28,SAC,NBA,PG,31,530.0,10.5,0.405,0.114,0.059,1.2,6.7,3.9,19.7,1.6,0.1,6.4,25.1,-0.5,0.2,-0.3,-0.025,-3.2,-1.5,-4.7,-0.4,/players/a/abdulma02.html
2000-01,31,VAN,NBA,PG,41,486.0,16.7,0.514,0.057,0.118,1.2,4.7,2.9,32.7,1.0,0.1,9.1,26.8,0.7,0.0,0.7,0.07,1.1,-2.1,-1.0,0.1,/players/a/abdulma02.html
1997-98,23,SAC,NBA,SG,59,959.0,10.1,0.456,0.053,0.35,5.0,8.6,6.7,8.9,1.9,0.9,13.6,22.1,-0.8,0.6,-0.2,-0.008,-3.6,-1.2,-4.8,-0.7,/players/a/abdulta01.html
1998-99,24,SAC,NBA,SG,49,1205.0,11.8,0.486,0.052,0.334,6.3,9.9,8.1,6.5,2.1,0.8,13.0,19.0,0.5,0.9,1.4,0.058,-2.5,-0.5,-3.0,-0.3,/players/a/abdulta01.html
1999-00,25,TOT,NBA,SG,61,1578.0,13.6,0.477,0.036,0.299,7.0,13.1,10.0,10.0,1.8,1.2,12.7,22.5,0.4,1.8,2.2,0.068,-1.2,-0.1,-1.2,0.3,/players/a/abdulta01.html
1999-00,25,ORL,NBA,SG,46,1205.0,14.4,0.484,0.041,0.293,7.0,14.6,10.8,9.7,2.2,0.9,13.0,23.3,0.4,1.6,2.0,0.082,-1.0,0.2,-0.8,0.4,/players/a/abdulta01.html
1999-00,25,DEN,NBA,SG,15,373.0,10.8,0.448,0.015,0.321,6.9,8.2,7.6,11.0,0.8,2.2,11.3,19.7,0.0,0.2,0.2,0.023,-1.7,-0.9,-2.5,0.0,/players/a/abdulta01.html
2000-01,26,DEN,NBA,SG,29,420.0,5.8,0.438,0.09,0.324,3.6,11.8,7.6,8.1,1.7,2.1,21.1,17.1,-0.7,0.3,-0.4,-0.049,-5.6,-0.3,-5.8,-0.4,/players/a/abdulta01.html
2001-02,27,TOT,NBA,SG,24,441.0,9.8,0.418,0.014,0.224,10.1,11.6,10.8,8.8,2.4,1.7,14.3,19.1,-0.3,0.3,0.0,-0.003,-3.4,-0.3,-3.7,-0.2,/players/a/abdulta01.html
2001-02,27,DEN,NBA,SG,20,417.0,10.3,0.424,0.014,0.221,10.2,11.2,10.7,8.7,2.3,1.6,13.1,19.7,-0.2,0.3,0.0,0.005,-3.1,-0.5,-3.6,-0.2,/players/a/abdulta01.html
2001-02,27,DAL,NBA,SG,4,24.0,0.3,0.0,0.0,0.5,9.4,18.2,13.9,10.4,4.3,3.0,55.1,10.2,-0.1,0.0,-0.1,-0.128,-9.0,2.7,-6.3,0.0,/players/a/abdulta01.html
2002-03,28,DAL,NBA,SG,14,204.0,12.4,0.47,0.017,0.103,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,0.2,0.2,0.4,0.104,-1.6,0.2,-1.4,0.0,/players/a/abdulta01.html
1996-97,20,VAN,NBA,PF,80,2802.0,17.4,0.518,0.022,0.428,8.8,14.2,11.5,12.1,1.5,2.2,13.5,27.6,1.7,1.2,2.9,0.049,0.3,-2.1,-1.8,0.2,/players/a/abdursh01.html
1997-98,21,VAN,NBA,SF,82,2950.0,21.1,0.562,0.038,0.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,6.3,0.6,6.9,0.113,3.4,-1.8,1.6,2.6,/players/a/abdursh01.html
1998-99,22,VAN,NBA,SF,50,2021.0,20.7,0.53,0.04,0.492,6.5,15.4,10.9,17.6,1.8,2.0,14.6,28.9,3.7,0.9,4.6,0.108,2.9,-0.9,2.0,2.1,/players/a/abdursh01.html
1999-00,23,VAN,NBA,SF,82,3223.0,20.2,0.547,0.075,0.431,8.0,22.7,15.3,15.5,1.5,1.9,14.1,25.0,6.2,2.6,8.8,0.132,2.6,-0.4,2.2,3.4,/players/a/abdursh01.html
2000-01,24,VAN,NBA,SF,81,3241.0,19.1,0.549,0.05,0.415,6.2,19.6,13.0,14.3,1.5,1.6,13.2,24.6,5.6,2.9,8.5,0.126,1.7,0.1,1.8,3.1,/players/a/abdursh01.html
2001-02,25,ATL,NBA,PF,77,2980.0,19.8,0.536,0.054,0.403,7.6,19.2,13.3,15.1,1.7,2.0,14.1,27.0,4.1,3.1,7.2,0.116,1.9,-0.2,1.7,2.8,/players/a/abdursh01.html
2002-03,26,ATL,NBA,PF,81,3087.0,19.9,0.566,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,7.4,2.3,9.7,0.151,2.3,-0.7,1.6,2.8,/players/a/abdursh01.html
2003-04,27,TOT,NBA,PF,85,2684.0,19.9,0.557,0.032,0.407,8.2,19.0,13.6,12.3,1.4,1.0,12.9,24.4,6.1,2.0,8.1,0.145,2.3,-0.7,1.6,2.4,/players/a/abdursh01.html
2003-04,27,ATL,NBA,PF,53,1956.0,21.2,0.568,0.029,0.423,8.2,20.3,14.3,12.6,1.2,0.7,12.3,24.8,5.3,1.3,6.6,0.163,3.3,-1.0,2.3,2.1,/players/a/abdursh01.html
2003-04,27,POR,NBA,PF,32,728.0,16.5,0.522,0.042,0.36,7.9,15.5,11.8,11.5,1.8,1.8,14.8,23.3,0.9,0.6,1.5,0.098,-0.4,0.0,-0.4,0.3,/players/a/abdursh01.html
2004-05,28,POR,NBA,PF,54,1867.0,18.7,0.581,0.058,0.379,7.9,16.0,12.1,10.7,1.4,1.0,13.0,22.1,3.9,1.5,5.4,0.139,1.6,-0.6,0.9,1.4,/players/a/abdursh01.html
2005-06,29,SAC,NBA,PF,72,1961.0,17.2,0.588,0.035,0.44,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,4.0,2.2,6.2,0.152,0.5,0.4,0.9,1.4,/players/a/abdursh01.html
2006-07,30,SAC,NBA,C,80,2015.0,13.1,0.524,0.031,0.358,7.0,16.4,11.6,9.2,1.3,1.5,13.3,19.5,1.1,1.7,2.8,0.067,-2.0,-0.5,-2.5,-0.2,/players/a/abdursh01.html
2007-08,31,SAC,NBA,PF,6,51.0,5.5,0.317,0.0,0.286,14.2,9.1,11.6,11.1,1.0,0.0,6.0,14.7,0.0,0.0,0.0,-0.005,-4.4,-2.5,-6.9,-0.1,/players/a/abdursh01.html
2016-17,23,OKC,NBA,SG,68,1055.0,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.096,-1.3,-0.4,-1.6,0.1,/players/a/abrinal01.html
2017-18,24,OKC,NBA,SG,75,1134.0,9.0,0.567,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1.0,2.2,0.094,-1.9,0.4,-1.5,0.1,/players/a/abrinal01.html
2018-19,25,OKC,NBA,SG,31,588.0,6.3,0.507,0.809,0.083,0.9,7.8,4.2,4.3,1.3,0.9,7.9,12.2,0.1,0.6,0.6,0.053,-3.7,0.4,-3.3,-0.2,/players/a/abrinal01.html
2020-21,21,MIA,NBA,PF,61,737.0,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4.0,13.5,19.5,0.3,1.0,1.3,0.085,-3.6,-0.5,-4.1,-0.4,/players/a/achiupr01.html
2021-22,22,TOR,NBA,C,73,1725.0,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2.0,-0.6,-2.6,-0.2,/players/a/achiupr01.html
2005-06,23,DET,NBA,SG,5,35.0,-2.4,0.281,0.313,0.0,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,-0.2,0.0,-0.2,-0.23,-11.0,-4.2,-15.3,-0.1,/players/a/ackeral01.html
2008-09,26,TOT,NBA,SG,25,199.0,10.4,0.448,0.263,0.132,4.5,9.6,7.0,10.2,1.3,1.5,8.0,20.1,-0.1,0.1,0.0,-0.011,-1.8,-1.7,-3.6,-0.1,/players/a/ackeral01.html
2008-09,26,DET,NBA,SG,7,20.0,16.0,0.379,0.364,0.182,0.0,12.0,5.9,9.1,5.5,3.9,0.0,28.3,0.0,0.0,0.0,0.009,-0.9,4.7,3.8,0.0,/players/a/ackeral01.html
2008-09,26,LAC,NBA,SG,18,179.0,9.8,0.46,0.246,0.123,5.0,9.3,7.1,10.3,0.9,1.2,9.3,19.2,-0.1,0.0,0.0,-0.013,-1.9,-2.5,-4.4,-0.1,/players/a/ackeral01.html
1987-88,25,BOS,NBA,C,79,1151.0,9.3,0.57,0.0,0.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,1.1,1.0,2.2,0.09,-2.6,-0.2,-2.8,-0.2,/players/a/acresma01.html
1988-89,26,BOS,NBA,C,62,632.0,8.2,0.507,0.009,0.421,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,0.4,0.5,0.9,0.066,-3.0,-0.4,-3.4,-0.2,/players/a/acresma01.html
1989-90,27,ORL,NBA,C,80,1691.0,8.3,0.536,0.014,0.421,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,1.1,0.6,1.6,0.047,-3.1,-0.6,-3.7,-0.7,/players/a/acresma01.html
1990-91,28,ORL,NBA,C,68,1313.0,9.2,0.551,0.014,0.472,11.3,18.7,14.9,2.5,0.9,1.1,14.0,9.3,1.4,1.1,2.5,0.09,-2.8,-0.2,-3.0,-0.3,/players/a/acresma01.html
1991-92,29,ORL,NBA,C,68,926.0,10.1,0.576,0.02,0.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,1.1,0.8,1.9,0.097,-2.7,-0.2,-2.9,-0.2,/players/a/acresma01.html
1992-93,30,TOT,NBA,C,18,269.0,8.9,0.571,0.041,0.327,10.8,17.4,14.0,2.5,0.5,1.4,18.8,11.0,0.1,0.2,0.3,0.056,-3.7,-1.6,-5.3,-0.2,/players/a/acresma01.html
1992-93,30,HOU,NBA,C,6,23.0,-0.6,0.304,0.222,0.222,10.5,18.6,14.8,0.0,0.0,0.0,16.8,22.8,-0.1,0.0,-0.1,-0.165,-9.1,-6.7,-15.7,-0.1,/players/a/acresma01.html
1992-93,30,WSB,NBA,C,12,246.0,9.8,0.628,0.0,0.35,10.8,17.3,14.0,2.8,0.6,1.5,19.2,9.9,0.2,0.1,0.4,0.077,-3.2,-1.1,-4.3,-0.1,/players/a/acresma01.html
2012-13,22,TOR,NBA,PF,29,342.0,15.9,0.632,0.027,0.507,10.3,16.6,13.4,5.2,2.0,3.5,15.6,14.7,0.7,0.4,1.1,0.157,-1.0,1.0,0.1,0.2,/players/a/acyqu01.html
2013-14,23,TOT,NBA,SF,63,847.0,10.1,0.52,0.106,0.376,9.5,19.5,14.4,4.9,1.4,2.5,15.4,10.1,0.6,0.9,1.5,0.086,-2.5,0.8,-1.7,0.1,/players/a/acyqu01.html
2013-14,23,TOR,NBA,SF,7,61.0,17.2,0.542,0.357,0.571,9.5,19.2,14.3,10.1,3.4,3.9,10.2,14.5,0.1,0.1,0.2,0.188,1.2,3.7,5.0,0.1,/players/a/acyqu01.html
2013-14,23,SAC,NBA,SF,56,786.0,9.6,0.518,0.079,0.354,9.5,19.5,14.4,4.4,1.2,2.4,16.0,9.8,0.5,0.7,1.3,0.078,-2.8,0.6,-2.2,0.0,/players/a/acyqu01.html
2014-15,24,NYK,NBA,PF,68,1287.0,11.9,0.533,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1.0,0.7,1.7,0.063,-2.1,-1.0,-3.1,-0.3,/players/a/acyqu01.html
2015-16,25,SAC,NBA,PF,59,876.0,14.7,0.629,0.229,0.318,8.1,15.1,11.6,4.4,1.6,2.2,10.0,13.1,1.8,0.7,2.5,0.137,-0.2,0.2,-0.1,0.4,/players/a/acyqu01.html
2016-17,26,TOT,NBA,PF,38,558.0,11.8,0.565,0.529,0.353,3.9,18.0,11.0,4.9,1.2,2.0,9.7,16.8,0.5,0.5,0.9,0.082,-1.5,-0.6,-2.1,0.0,/players/a/acyqu01.html
2016-17,26,DAL,NBA,PF,6,48.0,-1.4,0.355,0.412,0.176,4.6,15.2,9.7,0.0,0.0,0.0,9.8,20.0,-0.2,0.0,-0.1,-0.133,-10.3,-4.1,-14.3,-0.1,/players/a/acyqu01.html
2016-17,26,BRK,NBA,PF,32,510.0,13.1,0.587,0.542,0.373,3.8,18.2,11.1,5.4,1.3,2.2,9.6,16.5,0.6,0.5,1.1,0.102,-0.6,-0.2,-0.9,0.1,/players/a/acyqu01.html
2017-18,27,BRK,NBA,PF,70,1359.0,8.2,0.525,0.8,0.164,3.1,17.1,10.0,6.0,1.2,1.6,13.3,14.4,-0.1,1.1,1.0,0.036,-2.6,0.1,-2.5,-0.2,/players/a/acyqu01.html
2018-19,28,PHO,NBA,PF,10,123.0,2.9,0.379,0.833,0.556,2.7,20.1,11.3,8.2,0.4,2.7,15.2,9.2,-0.1,0.0,-0.1,-0.022,-7.6,-0.5,-8.1,-0.2,/players/a/acyqu01.html
2006-07,22,NJN,NBA,SG,61,495.0,13.0,0.577,0.007,0.267,8.4,9.9,9.2,4.5,1.8,0.6,12.7,16.3,0.5,0.5,1.0,0.095,-1.3,-0.2,-1.5,0.1,/players/a/adamsha01.html
2008-09,24,TOR,NBA,SG,12,52.0,0.4,0.352,0.0,0.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,-0.2,0.0,-0.2,-0.144,-7.5,-1.9,-9.4,-0.1,/players/a/adamsha01.html
2018-19,22,ATL,NBA,PG,34,428.0,7.6,0.474,0.673,0.082,2.6,12.3,7.4,19.8,1.5,1.0,19.7,13.5,-0.1,0.2,0.1,0.011,-3.8,-0.5,-4.3,-0.2,/players/a/adamsja01.html
2020-21,24,MIL,NBA,PG,7,18.0,-6.5,0.125,0.25,0.0,0.0,16.9,8.8,12.7,0.0,0.0,0.0,18.6,-0.1,0.0,-0.1,-0.252,-15.1,-4.6,-19.8,-0.1,/players/a/adamsja01.html
2014-15,20,MEM,NBA,SG,30,248.0,12.8,0.489,0.291,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0.0,0.4,0.4,0.073,-1.2,2.6,1.4,0.2,/players/a/adamsjo01.html
2015-16,21,MEM,NBA,SG,2,15.0,17.3,0.427,0.167,0.833,0.0,15.9,7.6,31.9,10.3,0.0,19.6,30.5,0.0,0.0,0.0,0.015,-2.5,9.4,6.9,0.0,/players/a/adamsjo01.html
1985-86,23,SAC,NBA,PG,18,139.0,8.0,0.406,0.068,0.273,1.6,3.2,2.4,20.3,3.0,0.4,18.2,17.5,-0.2,0.1,-0.1,-0.028,-3.6,-0.2,-3.8,-0.1,/players/a/adamsmi01.html
1986-87,24,WSB,NBA,PG,63,1303.0,14.3,0.506,0.26,0.316,3.0,7.0,5.0,25.7,3.1,0.3,15.3,16.3,1.2,1.5,2.7,0.099,0.0,1.2,1.2,1.0,/players/a/adamsmi01.html
1987-88,25,DEN,NBA,PG,82,2778.0,15.6,0.56,0.409,0.215,1.5,7.2,4.2,22.5,2.8,0.3,12.4,16.2,4.4,3.2,7.5,0.13,1.5,0.9,2.5,3.1,/players/a/adamsmi01.html
1988-89,26,DEN,NBA,PG,77,2787.0,17.5,0.567,0.431,0.363,2.5,8.3,5.2,22.2,2.7,0.2,12.5,19.7,5.4,2.9,8.3,0.143,2.7,0.2,2.9,3.4,/players/a/adamsmi01.html
1989-90,27,DEN,NBA,PG,79,2690.0,15.4,0.542,0.437,0.317,1.8,7.3,4.4,23.3,2.0,0.1,11.1,18.5,4.4,2.5,6.9,0.124,1.8,-0.1,1.8,2.6,/players/a/adamsmi01.html
1990-91,28,DEN,NBA,PG,66,2346.0,22.3,0.53,0.397,0.372,2.1,8.8,5.2,39.4,2.6,0.1,12.7,28.5,5.8,0.4,6.3,0.128,6.0,-0.7,5.3,4.3,/players/a/adamsmi01.html
1991-92,29,WSB,NBA,PG,78,2795.0,17.1,0.506,0.313,0.292,2.2,10.1,6.1,31.5,2.5,0.2,13.2,24.2,2.6,2.6,5.3,0.09,2.1,-0.3,1.8,2.6,/players/a/adamsmi01.html
1992-93,30,WSB,NBA,PG,70,2499.0,15.6,0.543,0.255,0.333,2.3,8.6,5.4,30.6,2.0,0.1,15.5,19.2,3.3,1.2,4.6,0.088,0.9,-0.9,0.0,1.3,/players/a/adamsmi01.html
1993-94,31,WSB,NBA,PG,70,2337.0,14.2,0.52,0.274,0.387,1.8,7.4,4.6,29.8,2.1,0.2,17.0,18.1,2.9,0.2,3.1,0.063,0.5,-1.5,-1.0,0.6,/players/a/adamsmi01.html
1994-95,32,CHH,NBA,PG,29,443.0,17.7,0.583,0.547,0.203,1.7,5.9,3.9,34.6,2.7,0.2,13.9,19.6,1.1,0.5,1.6,0.169,2.5,0.8,3.3,0.6,/players/a/adamsmi01.html
1995-96,33,CHH,NBA,PG,21,329.0,16.1,0.579,0.494,0.422,1.8,6.4,4.1,30.4,3.3,0.9,20.3,17.0,0.6,0.2,0.8,0.117,1.6,1.2,2.8,0.4,/players/a/adamsmi01.html
2013-14,20,OKC,NBA,C,81,1197.0,11.2,0.541,0.0,0.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5,11.7,0.9,1.9,2.9,0.114,-3.1,0.9,-2.2,-0.1,/players/a/adamsst01.html
2014-15,21,OKC,NBA,C,70,1771.0,14.1,0.549,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,1.9,2.2,4.1,0.111,-1.5,0.2,-1.3,0.3,/players/a/adamsst01.html
2015-16,22,OKC,NBA,C,80,2014.0,15.5,0.621,0.0,0.46,12.5,16.1,14.4,4.3,1.0,3.3,14.1,12.6,4.2,2.3,6.5,0.155,0.0,0.2,0.2,1.1,/players/a/adamsst01.html
2016-17,23,OKC,NBA,C,80,2389.0,16.5,0.589,0.002,0.392,13.0,15.4,14.2,5.4,1.8,2.6,16.0,16.2,3.3,3.1,6.5,0.13,-0.2,0.0,-0.2,1.1,/players/a/adamsst01.html
2017-18,24,OKC,NBA,C,76,2487.0,20.6,0.63,0.003,0.402,16.6,13.9,15.3,5.5,1.8,2.8,13.3,16.7,6.7,3.0,9.7,0.187,1.7,-0.6,1.1,2.0,/players/a/adamsst01.html
2018-19,25,OKC,NBA,C,80,2669.0,18.5,0.591,0.002,0.361,14.7,14.8,14.7,6.6,2.0,2.4,12.6,16.4,5.1,4.0,9.1,0.163,0.7,0.4,1.1,2.1,/players/a/adamsst01.html
2019-20,26,OKC,NBA,C,63,1680.0,20.5,0.604,0.006,0.421,14.0,24.0,19.2,13.2,1.5,3.4,14.2,17.3,3.8,2.7,6.5,0.185,1.9,1.1,2.9,2.1,/players/a/adamsst01.html
2020-21,27,NOP,NBA,C,58,1605.0,15.1,0.596,0.01,0.438,14.4,20.4,17.4,9.1,1.6,2.2,17.5,11.7,2.3,1.7,4.0,0.119,-0.4,0.1,-0.3,0.7,/players/a/adamsst01.html
2021-22,28,MEM,NBA,C,76,1999.0,17.6,0.56,0.003,0.518,17.9,22.0,19.9,16.1,1.6,2.7,19.6,12.0,3.8,3.0,6.8,0.163,1.0,1.0,2.0,2.0,/players/a/adamsst01.html
1986-87,22,PHO,NBA,SF,62,711.0,11.9,0.5,0.151,0.193,6.6,10.1,8.4,9.1,1.8,0.6,13.1,23.6,-0.1,0.5,0.4,0.024,-2.0,-1.9,-3.9,-0.3,/players/a/addisra01.html
1991-92,27,NJN,NBA,SF,76,1175.0,10.9,0.477,0.113,0.176,5.7,9.3,7.4,8.1,1.2,1.4,9.0,17.5,0.8,0.7,1.5,0.063,-1.8,-0.9,-2.7,-0.2,/players/a/addisra01.html
1992-93,28,NJN,NBA,SF,68,1164.0,8.4,0.484,0.083,0.17,4.2,8.2,6.2,6.8,1.0,0.6,12.7,18.2,-0.1,1.0,0.9,0.038,-3.9,-0.9,-4.8,-0.8,/players/a/addisra01.html
1994-95,30,DET,NBA,SF,79,1776.0,11.3,0.521,0.142,0.169,4.4,11.6,8.0,9.9,1.5,1.0,10.8,17.8,0.9,0.6,1.5,0.04,-2.2,-1.0,-3.3,-0.6,/players/a/addisra01.html
1995-96,31,CHH,NBA,SF,53,516.0,9.6,0.489,0.055,0.133,5.8,15.6,10.6,9.2,0.9,1.3,13.4,17.7,0.0,0.2,0.2,0.019,-3.9,-1.0,-4.9,-0.4,/players/a/addisra01.html
1996-97,32,CHH,NBA,SF,41,355.0,10.6,0.476,0.164,0.23,6.7,8.6,7.7,15.5,1.2,0.6,11.2,20.1,0.2,0.1,0.4,0.048,-2.6,-1.7,-4.4,-0.2,/players/a/addisra01.html
2017-18,20,MIA,NBA,C,69,1368.0,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.148,-1.1,0.7,-0.4,0.6,/players/a/adebaba01.html
2018-19,21,MIA,NBA,C,82,1913.0,17.9,0.623,0.031,0.465,9.2,24.0,16.6,14.2,1.8,3.0,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8,/players/a/adebaba01.html
2019-20,22,MIA,NBA,PF,72,2417.0,20.3,0.598,0.018,0.484,8.5,24.9,17.0,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2.0,3.4,3.3,/players/a/adebaba01.html
2020-21,23,MIA,NBA,C,64,2143.0,22.7,0.626,0.01,0.443,7.7,22.6,15.3,26.9,1.7,3.2,15.0,23.7,5.6,3.2,8.8,0.197,2.9,2.0,4.9,3.7,/players/a/adebaba01.html
2021-22,24,MIA,NBA,C,56,1825.0,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,/players/a/adebaba01.html
2018-19,21,CLE,NBA,SF,19,194.0,2.7,0.424,0.639,0.111,1.6,9.6,5.4,3.4,0.3,1.8,13.7,9.9,-0.2,0.0,-0.2,-0.054,-5.9,-1.6,-7.5,-0.3,/players/a/adelde01.html
2010-11,24,GSW,NBA,PF,23,196.0,11.3,0.457,0.0,0.352,13.0,20.7,16.8,7.3,1.0,1.9,12.6,16.1,0.1,0.1,0.2,0.051,-3.3,-2.0,-5.3,-0.2,/players/a/adrieje01.html
2011-12,25,HOU,NBA,PF,8,63.0,11.2,0.493,0.0,0.75,9.1,31.6,20.3,2.4,0.0,2.4,8.6,16.8,0.1,0.1,0.1,0.106,-4.0,-0.2,-4.3,0.0,/players/a/adrieje01.html
2012-13,26,CHA,NBA,PF,52,713.0,13.4,0.493,0.012,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,0.5,0.4,1.0,0.064,-2.1,-0.9,-3.0,-0.2,/players/a/adrieje01.html
2013-14,27,TOT,NBA,PF,53,961.0,17.4,0.553,0.0,0.433,11.8,24.8,18.2,6.8,1.3,3.0,10.6,17.3,1.6,1.1,2.7,0.134,0.0,-0.9,-0.9,0.3,/players/a/adrieje01.html
2013-14,27,CHA,NBA,PF,25,256.0,14.9,0.559,0.0,0.625,14.5,24.4,19.4,4.1,1.4,4.6,13.6,10.6,0.4,0.5,0.9,0.17,-1.8,1.7,0.0,0.1,/players/a/adrieje01.html
2013-14,27,MIL,NBA,PF,28,705.0,18.4,0.552,0.0,0.4,10.9,25.0,17.7,7.7,1.3,2.4,10.1,19.7,1.2,0.6,1.8,0.121,0.6,-1.8,-1.2,0.1,/players/a/adrieje01.html
2014-15,28,MIN,NBA,PF,17,215.0,14.2,0.494,0.0,0.864,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,0.2,0.2,0.4,0.087,-1.9,-0.6,-2.4,0.0,/players/a/adrieje01.html
