SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
2018-19,28,MIL,NBA,PG,11,0,3.6,0.7,1.2,0.615,0.3,0.5,0.5,0.6,0.714,0.731,0.2,0.2,1.0,0.0,0.8,0.8,0.9,0.1,0.0,0.3,0.5,1.9,/players/f/fraziti01.html,0.5
2011-12,19,UTA,NBA,C,4,0,10.8,1.8,4.0,0.438,0.0,0.0,1.8,4.0,0.438,0.438,0.0,0.3,0.0,2.0,2.0,4.0,0.3,0.0,1.0,1.0,1.8,3.5,/players/k/kanteen01.html,0.0
2015-16,23,OKC,NBA,C,18,0,17.9,3.6,6.6,0.551,0.1,0.8,3.5,5.8,0.606,0.559,2.1,2.5,0.844,2.6,3.6,6.2,0.3,0.3,0.6,0.9,2.2,9.4,/players/k/kanteen01.html,0.143
2016-17,24,OKC,NBA,C,5,0,9.0,2.0,5.2,0.385,0.0,0.0,2.0,5.2,0.385,0.385,0.8,0.8,1.0,0.6,1.2,1.8,0.2,0.0,0.8,0.4,1.6,4.8,/players/k/kanteen01.html,0.0
2018-19,26,POR,NBA,C,16,14,28.8,4.7,9.1,0.514,0.1,0.3,4.6,8.9,0.521,0.517,1.9,2.6,0.756,3.3,6.4,9.7,1.2,0.7,0.6,1.6,2.3,11.4,/players/k/kanteen01.html,0.25
2019-20,27,BOS,NBA,C,11,0,9.3,2.0,3.8,0.524,0.1,0.1,1.9,3.7,0.512,0.536,0.5,0.9,0.5,1.7,2.2,3.9,0.6,0.0,0.0,0.4,1.7,4.5,/players/k/kanteen01.html,1.0
2020-21,28,POR,NBA,C,5,0,11.2,0.8,1.6,0.5,0.0,0.0,0.8,1.6,0.5,0.5,0.4,0.4,1.0,1.2,1.4,2.6,0.0,0.0,0.4,0.6,1.8,2.0,/players/k/kanteen01.html,0.0
2013-14,26,POR,NBA,C,9,0,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.5,0.4,0.4,0.9,0.1,0.1,0.1,0.4,0.8,0.1,/players/f/freeljo01.html,0.0
2014-15,27,POR,NBA,C,2,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,/players/f/freeljo01.html,0.0
2008-09,25,POR,NBA,PF,4,0,9.0,1.3,3.5,0.357,0.0,0.0,1.3,3.5,0.357,0.357,0.5,0.8,0.667,0.3,0.5,0.8,0.3,0.0,0.0,0.0,1.3,3.0,/players/f/fryech01.html,0.0
2009-10,26,PHO,NBA,C,16,0,27.2,2.7,7.4,0.364,1.9,5.4,0.8,2.0,0.406,0.492,0.9,1.0,0.938,0.6,5.0,5.6,0.9,0.8,0.6,0.5,3.1,8.2,/players/f/fryech01.html,0.349
2015-16,32,CLE,NBA,C,17,0,13.9,2.4,4.1,0.594,1.5,2.7,0.9,1.4,0.652,0.783,0.4,0.4,0.857,0.3,2.1,2.4,0.3,0.4,0.5,0.3,2.2,6.7,/players/f/fryech01.html,0.565
2016-17,33,CLE,NBA,C,12,0,12.8,2.6,5.0,0.517,1.7,3.3,0.9,1.8,0.524,0.683,0.5,0.6,0.857,0.0,1.8,1.8,1.1,0.3,0.3,0.2,0.9,7.3,/players/f/fryech01.html,0.513
1998-99,24,UTA,NBA,C,10,0,10.5,1.0,2.6,0.385,0.0,0.0,1.0,2.6,0.385,0.385,0.6,1.0,0.6,0.8,2.0,2.8,0.0,0.0,0.2,0.5,2.1,2.6,/players/f/fulleto02.html,0.0
2017-18,19,PHI,NBA,SG,3,0,7.7,0.3,2.3,0.143,0.0,0.0,0.3,2.3,0.143,0.143,1.0,1.3,0.75,0.0,1.0,1.0,1.7,0.7,0.0,0.3,1.3,1.7,/players/f/fultzma01.html,0.0
2019-20,21,ORL,NBA,PG,5,5,29.4,4.8,12.0,0.4,1.2,3.2,3.6,8.8,0.409,0.45,1.2,1.4,0.857,0.0,2.2,2.2,5.2,1.0,0.6,2.6,4.0,12.0,/players/f/fultzma01.html,0.375
1998-99,28,SAC,NBA,PF,3,0,10.3,1.7,4.0,0.417,0.0,0.0,1.7,4.0,0.417,0.417,0.0,0.0,0.0,0.7,0.7,1.3,0.3,1.0,0.0,1.0,1.0,3.3,/players/f/fundela01.html,0.0
1999-00,29,SAC,NBA,PF,4,0,8.5,1.0,2.3,0.444,0.0,0.0,1.0,2.3,0.444,0.444,0.5,1.0,0.5,1.0,1.8,2.8,0.0,0.3,0.0,0.0,0.0,2.5,/players/f/fundela01.html,0.0
2000-01,30,SAC,NBA,PF,3,0,5.7,1.0,2.7,0.375,0.0,0.0,1.0,2.7,0.375,0.375,0.3,0.3,1.0,1.3,0.7,2.0,0.0,0.7,0.7,0.3,1.3,2.3,/players/f/fundela01.html,0.0
2001-02,31,SAC,NBA,PF,5,0,4.0,0.4,0.6,0.667,0.0,0.0,0.4,0.6,0.667,0.667,0.4,0.4,1.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.2,/players/f/fundela01.html,0.0
2002-03,32,SAC,NBA,PF,6,0,2.5,0.5,1.3,0.375,0.0,0.0,0.5,1.3,0.375,0.375,0.5,0.7,0.75,0.5,0.8,1.3,0.0,0.0,0.0,0.2,0.3,1.5,/players/f/fundela01.html,0.0
2004-05,34,CHI,NBA,PF,5,0,5.6,0.2,0.4,0.5,0.0,0.0,0.2,0.4,0.5,0.5,0.2,0.4,0.5,0.0,0.6,0.6,0.2,0.0,0.0,0.0,1.6,0.6,/players/f/fundela01.html,0.0
2019-20,22,POR,NBA,PF,4,2,13.3,2.3,3.8,0.6,0.5,1.3,1.8,2.5,0.7,0.667,0.3,0.5,0.5,1.8,0.8,2.5,1.0,0.5,0.5,1.3,4.0,5.3,/players/g/gabriwe01.html,0.4
2003-04,25,MIL,NBA,C,1,0,9.0,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,/players/g/gadzuda01.html,0.0
2005-06,27,MIL,NBA,C,4,0,4.0,2.0,2.3,0.889,0.0,0.0,2.0,2.3,0.889,0.889,0.3,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0,0.8,4.3,/players/g/gadzuda01.html,0.0
2009-10,31,MIL,NBA,C,7,0,10.9,1.3,2.4,0.529,0.0,0.0,1.3,2.4,0.529,0.529,0.1,0.6,0.25,1.4,2.0,3.4,0.1,0.1,0.7,0.9,2.1,2.7,/players/g/gadzuda01.html,0.0
2020-21,22,WAS,NBA,C,5,2,23.4,4.4,5.2,0.846,0.0,0.0,4.4,5.2,0.846,0.846,3.0,4.8,0.625,2.8,3.0,5.8,0.6,1.0,2.0,0.6,3.4,11.8,/players/g/gaffoda01.html,0.0
1993-94,28,NYK,NBA,SG,4,0,7.0,0.0,1.0,0.0,0.0,0.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,/players/g/gaineco01.html,0.0
2009-10,23,UTA,NBA,PG,5,0,1.4,1.0,1.2,0.833,0.2,0.2,0.8,1.0,0.8,0.917,0.0,0.4,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,2.2,/players/g/gainesu01.html,1.0
2010-11,22,DEN,NBA,SF,5,5,29.6,3.8,8.8,0.432,1.4,3.0,2.4,5.8,0.414,0.511,3.0,4.2,0.714,0.2,3.2,3.4,2.0,0.8,0.0,1.4,3.4,12.0,/players/g/gallida01.html,0.467
2011-12,23,DEN,NBA,SF,7,7,31.7,4.9,13.4,0.362,0.6,3.3,4.3,10.1,0.423,0.383,3.1,3.4,0.917,1.3,3.9,5.1,2.4,0.7,0.6,1.3,2.1,13.4,/players/g/gallida01.html,0.174
2018-19,30,LAC,NBA,SF,6,6,33.5,6.5,18.5,0.351,2.2,7.2,4.3,11.3,0.382,0.41,4.7,5.5,0.848,1.5,4.7,6.2,2.7,1.3,0.2,1.8,2.3,19.8,/players/g/gallida01.html,0.302
2019-20,31,OKC,NBA,PF,7,7,30.3,4.6,11.3,0.405,1.7,5.3,2.9,6.0,0.476,0.481,4.1,4.3,0.967,0.7,4.7,5.4,1.0,0.7,0.1,2.1,1.6,15.0,/players/g/gallida01.html,0.324
2020-21,32,ATL,NBA,PF,18,0,24.6,4.1,9.7,0.425,1.9,4.7,2.2,5.0,0.444,0.523,2.7,2.9,0.942,0.4,3.4,3.9,0.8,0.3,0.2,0.8,2.6,12.8,/players/g/gallida01.html,0.405
2021-22,33,ATL,NBA,PF,5,3,22.4,3.6,9.0,0.4,0.8,3.0,2.8,6.0,0.467,0.444,2.2,2.2,1.0,0.4,3.8,4.2,0.8,0.2,0.0,1.0,1.2,10.2,/players/g/gallida01.html,0.267
2018-19,27,DET,NBA,SG,4,0,27.5,2.8,8.5,0.324,2.3,6.3,0.5,2.3,0.222,0.456,0.0,0.0,0.0,0.5,3.3,3.8,1.0,0.5,1.0,0.5,2.5,7.8,/players/g/gallola01.html,0.36
2020-21,29,PHO,NBA,SG,2,0,7.5,0.5,3.5,0.143,0.0,1.0,0.5,2.5,0.2,0.143,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,/players/g/gallola01.html,0.0
1988-89,23,BOS,NBA,SF,1,1,29.0,4.0,11.0,0.364,0.0,1.0,4.0,10.0,0.4,0.364,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0,/players/g/gamblke01.html,0.0
1989-90,24,BOS,NBA,SF,3,0,2.7,1.0,1.7,0.6,0.0,0.0,1.0,1.7,0.6,0.6,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.3,0.3,2.0,/players/g/gamblke01.html,0.0
1990-91,25,BOS,NBA,SF,11,11,21.6,2.6,5.5,0.483,0.0,0.0,2.6,5.5,0.483,0.483,0.7,1.1,0.667,0.3,0.9,1.2,1.7,0.4,0.2,0.6,2.2,6.0,/players/g/gamblke01.html,0.0
1991-92,26,BOS,NBA,SF,10,10,33.5,6.2,13.1,0.473,0.0,0.2,6.2,12.9,0.481,0.473,1.2,1.5,0.8,1.3,2.9,4.2,2.3,1.2,0.6,1.0,2.6,13.6,/players/g/gamblke01.html,0.0
1992-93,27,BOS,NBA,SF,4,4,35.5,5.8,10.5,0.548,1.3,3.0,4.5,7.5,0.6,0.607,1.0,1.0,1.0,0.8,1.5,2.3,2.5,1.5,0.3,1.3,2.8,13.8,/players/g/gamblke01.html,0.417
1995-96,30,SAC,NBA,SF,2,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/g/gamblke01.html,0.0
2005-06,24,SAC,NBA,SF,6,0,6.8,0.8,1.8,0.455,0.2,0.7,0.7,1.2,0.571,0.5,0.3,0.3,1.0,0.0,0.3,0.3,0.2,0.3,0.3,0.0,0.8,2.2,/players/g/garcifr01.html,0.25
2012-13,31,HOU,NBA,SF,6,3,27.3,3.7,8.3,0.44,2.8,6.2,0.8,2.2,0.385,0.61,0.5,0.8,0.6,0.5,2.8,3.3,1.5,0.7,0.8,0.7,3.5,10.7,/players/g/garcifr01.html,0.459
2013-14,32,HOU,NBA,SF,2,0,11.0,1.0,3.0,0.333,0.0,1.5,1.0,1.5,0.667,0.333,1.5,2.0,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.5,3.5,/players/g/garcifr01.html,0.0
2008-09,23,ATL,NBA,SG,3,0,6.3,1.7,4.3,0.385,1.0,2.0,0.7,2.3,0.286,0.5,0.3,0.3,1.0,0.0,0.7,0.7,0.7,0.3,0.0,0.0,1.3,4.7,/players/g/gardnth01.html,0.5
1988-89,24,GSW,NBA,PG,8,8,33.8,5.1,12.3,0.418,0.1,0.4,5.0,11.9,0.421,0.423,3.0,3.5,0.857,1.8,2.4,4.1,3.6,1.6,0.3,1.9,3.9,13.4,/players/g/garlawi01.html,0.333
1992-93,28,HOU,NBA,PG,12,5,20.5,2.5,6.2,0.405,0.0,0.1,2.5,6.1,0.411,0.405,1.4,1.4,1.0,0.5,2.3,2.8,2.6,1.3,0.0,1.8,2.3,6.4,/players/g/garlawi01.html,0.0
1996-97,20,MIN,NBA,SF,3,3,41.7,8.0,17.0,0.471,0.3,0.3,7.7,16.7,0.46,0.48,1.0,1.0,1.0,4.7,4.7,9.3,3.7,1.3,1.0,1.3,2.0,17.3,/players/g/garneke01.html,1.0
1997-98,21,MIN,NBA,PF,5,5,38.8,7.2,15.0,0.48,0.0,0.0,7.2,15.0,0.48,0.48,1.4,1.8,0.778,3.4,6.2,9.6,4.0,0.8,2.4,4.4,3.4,15.8,/players/g/garneke01.html,0.0
1998-99,22,MIN,NBA,PF,4,4,42.5,8.8,19.8,0.443,0.0,0.5,8.8,19.3,0.455,0.443,4.3,5.8,0.739,4.0,8.0,12.0,3.8,1.8,2.0,3.3,2.5,21.8,/players/g/garneke01.html,0.0
1999-00,23,MIN,NBA,PF,4,4,42.8,7.5,19.5,0.385,0.5,0.8,7.0,18.8,0.373,0.397,3.3,4.0,0.813,3.3,7.5,10.8,8.8,1.3,0.8,2.8,3.0,18.8,/players/g/garneke01.html,0.667
2000-01,24,MIN,NBA,PF,4,4,41.3,6.8,14.5,0.466,0.0,0.8,6.8,13.8,0.491,0.466,7.5,9.0,0.833,2.5,9.5,12.0,4.3,1.0,1.5,1.5,3.3,21.0,/players/g/garneke01.html,0.0
2001-02,25,MIN,NBA,PF,3,3,43.3,8.0,18.7,0.429,0.3,0.7,7.7,18.0,0.426,0.438,7.7,10.7,0.719,5.3,13.3,18.7,5.0,1.7,1.7,4.0,3.7,24.0,/players/g/garneke01.html,0.5
2002-03,26,MIN,NBA,PF,6,6,44.2,11.8,23.0,0.514,0.5,1.5,11.3,21.5,0.527,0.525,2.8,4.7,0.607,1.8,13.8,15.7,5.2,1.7,1.7,3.0,3.8,27.0,/players/g/garneke01.html,0.333
2003-04,27,MIN,NBA,PF,18,18,43.5,9.3,20.7,0.452,0.3,0.9,9.1,19.8,0.458,0.458,5.4,6.9,0.776,2.2,12.4,14.6,5.1,1.3,2.3,4.2,3.2,24.3,/players/g/garneke01.html,0.313
2007-08,31,BOS,NBA,PF,26,26,38.0,8.3,16.8,0.495,0.1,0.3,8.3,16.5,0.5,0.498,3.6,4.5,0.81,2.8,7.8,10.5,3.3,1.3,1.1,2.1,2.8,20.4,/players/g/garneke01.html,0.25
2009-10,33,BOS,NBA,PF,23,23,33.3,6.5,13.1,0.495,0.0,0.1,6.5,13.0,0.498,0.495,2.0,2.4,0.839,1.4,6.0,7.4,2.5,1.1,0.9,1.3,3.2,15.0,/players/g/garneke01.html,0.0
2010-11,34,BOS,NBA,PF,9,9,36.4,6.2,14.1,0.441,0.0,0.1,6.2,14.0,0.444,0.441,2.4,3.2,0.759,2.3,8.6,10.9,2.6,1.9,1.0,2.1,3.0,14.9,/players/g/garneke01.html,0.0
2011-12,35,BOS,NBA,C,20,20,36.9,8.0,16.0,0.497,0.1,0.2,7.9,15.8,0.5,0.498,3.3,4.0,0.813,1.6,8.8,10.3,1.5,1.2,1.5,2.2,3.0,19.2,/players/g/garneke01.html,0.25
2012-13,36,BOS,NBA,C,6,6,35.3,5.0,10.0,0.5,0.0,0.3,5.0,9.7,0.517,0.5,2.7,2.8,0.941,1.5,12.2,13.7,3.5,0.8,1.0,3.2,3.8,12.7,/players/g/garneke01.html,0.0
2013-14,37,BRK,NBA,C,12,12,20.8,2.8,5.3,0.524,0.0,0.2,2.8,5.1,0.541,0.524,1.4,1.9,0.739,1.6,4.8,6.3,1.3,0.8,0.4,1.1,2.1,6.9,/players/g/garneke01.html,0.0
1996-97,30,MIN,NBA,C,3,3,39.3,5.0,9.7,0.517,0.0,0.0,5.0,9.7,0.517,0.517,2.7,3.3,0.8,6.3,5.3,11.7,1.3,0.7,1.0,0.3,3.7,12.7,/players/g/garrede01.html,0.0
1998-99,32,MIN,NBA,C,4,3,23.0,2.5,4.5,0.556,0.0,0.0,2.5,4.5,0.556,0.556,0.5,1.3,0.4,2.3,1.8,4.0,1.3,0.5,0.8,0.5,4.0,5.5,/players/g/garrede01.html,0.0
1999-00,33,MIN,NBA,C,3,0,5.3,0.3,0.7,0.5,0.0,0.0,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.7,1.0,/players/g/garrede01.html,0.0
2000-01,34,MIN,NBA,C,3,2,13.7,1.3,4.0,0.333,0.0,0.0,1.3,4.0,0.333,0.333,1.7,2.0,0.833,0.7,2.3,3.0,0.0,0.3,0.3,0.0,2.0,4.3,/players/g/garrede01.html,0.0
1998-99,22,PHO,NBA,PF,3,0,17.3,3.0,5.7,0.529,1.0,1.0,2.0,4.7,0.429,0.618,2.0,2.0,1.0,2.0,1.0,3.0,0.3,0.3,0.3,1.0,3.0,9.0,/players/g/garripa01.html,1.0
2000-01,24,ORL,NBA,SF,4,0,29.3,4.3,9.0,0.472,2.5,5.0,1.8,4.0,0.438,0.611,1.0,1.3,0.8,0.3,1.0,1.3,0.5,0.0,0.3,0.5,2.8,12.0,/players/g/garripa01.html,0.5
2001-02,25,ORL,NBA,PF,4,4,36.8,3.0,8.0,0.375,1.8,4.5,1.3,3.5,0.357,0.484,0.8,1.0,0.75,1.0,6.5,7.5,2.3,0.5,0.3,0.8,4.5,8.5,/players/g/garripa01.html,0.389
2002-03,26,ORL,NBA,PF,7,1,23.3,1.4,5.0,0.286,0.6,2.4,0.9,2.6,0.333,0.343,0.6,0.6,1.0,0.6,2.0,2.6,0.7,0.3,0.4,0.7,3.4,4.0,/players/g/garripa01.html,0.235
2007-08,31,ORL,NBA,PF,2,0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,/players/g/garripa01.html,0.0
2010-11,26,MEM,NBA,C,13,13,39.9,5.5,10.8,0.511,0.0,0.2,5.5,10.7,0.518,0.511,3.9,5.6,0.699,3.2,8.1,11.2,2.2,1.1,2.2,2.0,3.4,15.0,/players/g/gasolma01.html,0.0
2011-12,27,MEM,NBA,C,7,7,37.3,5.1,9.9,0.522,0.0,0.1,5.1,9.7,0.529,0.522,4.9,6.1,0.791,2.3,4.4,6.7,3.1,0.3,1.9,1.9,3.6,15.1,/players/g/gasolma01.html,0.0
2012-13,28,MEM,NBA,C,15,15,40.6,6.2,13.7,0.454,0.0,0.0,6.2,13.7,0.454,0.454,4.8,6.0,0.8,1.7,6.8,8.5,3.2,0.9,2.2,1.2,3.5,17.2,/players/g/gasolma01.html,0.0
2013-14,29,MEM,NBA,C,7,7,42.7,6.7,16.6,0.405,0.0,0.1,6.7,16.4,0.409,0.405,3.9,4.9,0.794,1.9,5.9,7.7,4.4,1.7,0.9,1.7,3.9,17.3,/players/g/gasolma01.html,0.0
2014-15,30,MEM,NBA,C,11,11,37.8,6.5,16.4,0.394,0.0,0.2,6.5,16.2,0.399,0.394,6.8,8.0,0.852,1.7,8.5,10.3,4.5,0.9,1.7,1.5,3.0,19.7,/players/g/gasolma01.html,0.0
2016-17,32,MEM,NBA,C,6,6,40.0,6.5,13.8,0.47,1.2,2.0,5.3,11.8,0.451,0.512,5.2,5.5,0.939,1.2,5.3,6.5,4.2,0.3,0.7,2.5,3.7,19.3,/players/g/gasolma01.html,0.583
2018-19,34,TOR,NBA,C,24,24,30.6,3.2,7.5,0.422,1.4,3.7,1.8,3.8,0.462,0.517,1.7,1.9,0.87,0.7,5.7,6.4,3.0,0.9,1.1,0.9,3.5,9.4,/players/g/gasolma01.html,0.382
2019-20,35,TOR,NBA,C,11,11,20.7,2.3,5.8,0.391,0.5,2.5,1.8,3.4,0.541,0.43,1.0,1.4,0.733,0.4,4.0,4.4,2.6,0.5,0.6,1.5,2.9,6.0,/players/g/gasolma01.html,0.185
2020-21,36,LAL,NBA,C,5,1,17.4,1.6,2.6,0.615,1.4,2.2,0.2,0.4,0.5,0.885,0.6,0.8,0.75,0.8,3.0,3.8,3.0,0.8,0.8,0.8,3.2,5.2,/players/g/gasolma01.html,0.636
2003-04,23,MEM,NBA,PF,4,4,33.5,7.0,12.3,0.571,0.0,0.0,7.0,12.3,0.571,0.571,4.5,5.0,0.9,1.0,4.0,5.0,2.5,1.0,1.5,1.3,2.5,18.5,/players/g/gasolpa01.html,0.0
2004-05,24,MEM,NBA,PF,4,4,33.3,9.8,20.0,0.488,0.3,0.3,9.5,19.8,0.481,0.494,1.5,3.0,0.5,3.8,3.8,7.5,2.5,0.5,1.8,1.8,3.0,21.3,/players/g/gasolpa01.html,1.0
2005-06,25,MEM,NBA,PF,4,4,39.5,7.3,16.8,0.433,0.0,0.3,7.3,16.5,0.439,0.433,5.8,7.5,0.767,1.0,5.8,6.8,3.0,0.5,1.3,2.8,2.8,20.3,/players/g/gasolpa01.html,0.0
2007-08,27,LAL,NBA,C,21,21,39.8,6.7,12.7,0.53,0.0,0.0,6.7,12.7,0.53,0.53,3.4,5.0,0.692,2.6,6.7,9.3,4.0,0.5,1.9,2.1,2.9,16.9,/players/g/gasolpa01.html,0.0
2008-09,28,LAL,NBA,C,23,23,40.5,7.0,12.0,0.58,0.0,0.0,7.0,12.0,0.58,0.58,4.3,6.1,0.714,3.0,7.9,10.8,2.5,0.8,2.0,1.9,3.0,18.3,/players/g/gasolpa01.html,0.0
2009-10,29,LAL,NBA,C,23,23,39.7,7.2,13.3,0.539,0.0,0.1,7.2,13.2,0.545,0.539,5.2,6.9,0.759,4.0,7.1,11.1,3.5,0.4,2.1,1.9,2.7,19.6,/players/g/gasolpa01.html,0.0
2010-11,30,LAL,NBA,C,10,10,35.8,4.7,11.2,0.42,0.1,0.2,4.6,11.0,0.418,0.424,3.6,4.5,0.8,3.2,4.6,7.8,3.8,0.4,1.7,1.7,3.3,13.1,/players/g/gasolpa01.html,0.5
2011-12,31,LAL,NBA,PF,12,12,37.0,5.2,11.9,0.434,0.2,0.4,5.0,11.5,0.435,0.441,2.0,2.4,0.828,3.2,6.3,9.5,3.7,0.5,2.1,1.7,3.0,12.5,/players/g/gasolpa01.html,0.4
2012-13,32,LAL,NBA,PF,4,4,36.5,6.3,13.0,0.481,0.0,0.0,6.3,13.0,0.481,0.481,1.5,2.8,0.545,1.8,9.8,11.5,6.5,0.5,0.8,3.3,1.0,14.0,/players/g/gasolpa01.html,0.0
2014-15,34,CHI,NBA,PF,10,10,31.7,5.6,11.5,0.487,0.0,0.4,5.6,11.1,0.505,0.487,3.2,4.2,0.762,1.7,7.7,9.4,3.1,0.5,2.1,2.1,1.8,14.4,/players/g/gasolpa01.html,0.0
2016-17,36,SAS,NBA,C,16,7,22.8,3.1,7.1,0.439,0.4,1.1,2.8,6.0,0.458,0.465,1.1,1.5,0.708,2.4,4.7,7.1,1.9,0.4,0.9,1.1,2.2,7.7,/players/g/gasolpa01.html,0.333
2017-18,37,SAS,NBA,C,5,0,18.0,2.0,4.0,0.5,0.2,0.6,1.8,3.4,0.529,0.525,1.8,2.0,0.9,0.4,4.4,4.8,2.8,0.0,0.2,1.2,1.0,6.0,/players/g/gasolpa01.html,0.333
1991-92,24,GSW,NBA,PF,4,0,20.3,4.5,7.3,0.621,0.0,0.0,4.5,7.3,0.621,0.621,3.5,5.5,0.636,2.3,4.0,6.3,0.0,0.5,2.5,0.3,3.5,12.5,/players/g/gatlich01.html,0.0
1993-94,26,GSW,NBA,C,3,1,18.0,2.7,4.3,0.615,0.0,0.0,2.7,4.3,0.615,0.615,3.3,4.3,0.769,2.3,3.3,5.7,1.3,0.7,0.3,0.7,3.3,8.7,/players/g/gatlich01.html,0.0
1995-96,28,MIA,NBA,PF,3,0,22.7,2.0,7.3,0.273,0.0,0.0,2.0,7.3,0.273,0.273,2.0,4.0,0.5,3.3,4.7,8.0,0.3,0.7,0.0,2.7,2.7,6.0,/players/g/gatlich01.html,0.0
1997-98,30,NJN,NBA,PF,3,1,27.0,6.3,12.7,0.5,0.0,0.0,6.3,12.7,0.5,0.5,2.7,4.0,0.667,2.0,1.3,3.3,0.7,0.7,0.7,1.0,3.0,15.3,/players/g/gatlich01.html,0.0
1998-99,31,MIL,NBA,C,2,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,0.5,0.0,1.0,1.5,0.0,/players/g/gatlich01.html,0.0
1992-93,28,CHH,NBA,PF,9,0,20.8,2.4,5.1,0.478,0.0,0.0,2.4,5.1,0.478,0.478,1.0,2.3,0.429,2.1,2.2,4.3,1.2,0.6,0.1,0.8,2.0,5.9,/players/g/gattike01.html,0.0
1994-95,30,CHH,NBA,PF,4,0,14.5,1.3,2.0,0.625,0.0,0.0,1.3,2.0,0.625,0.625,1.3,2.0,0.625,1.3,1.8,3.0,0.5,0.5,0.0,1.3,4.0,3.8,/players/g/gattike01.html,0.0
2011-12,25,MEM,NBA,SF,7,7,39.9,6.9,16.3,0.421,0.6,2.7,6.3,13.6,0.463,0.439,4.7,5.7,0.825,1.4,5.1,6.6,1.4,1.3,0.3,3.0,2.1,19.0,/players/g/gayru01.html,0.211
2017-18,31,SAS,NBA,PF,5,4,32.0,5.2,13.0,0.4,0.8,3.6,4.4,9.4,0.468,0.431,1.0,1.8,0.556,1.8,3.8,5.6,2.2,1.6,0.2,1.2,3.2,12.2,/players/g/gayru01.html,0.222
2018-19,32,SAS,NBA,PF,7,0,25.6,4.0,10.0,0.4,1.1,2.7,2.9,7.3,0.392,0.457,2.0,2.4,0.824,1.9,5.3,7.1,1.7,0.4,0.7,1.4,1.9,11.1,/players/g/gayru01.html,0.421
1997-98,24,SAS,NBA,PG,7,0,6.6,0.4,1.0,0.429,0.1,0.6,0.3,0.4,0.667,0.5,0.3,0.6,0.5,0.0,0.3,0.3,0.9,0.1,0.0,0.3,1.4,1.3,/players/g/gearyre01.html,0.25
2014-15,27,POR,NBA,SF,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,/players/g/geeal01.html,0.0
1993-94,24,MIA,NBA,C,2,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,/players/g/geigema01.html,0.0
1996-97,27,CHH,NBA,C,3,0,10.3,0.7,1.0,0.667,0.0,0.0,0.7,1.0,0.667,0.667,0.7,0.7,1.0,1.3,1.3,2.7,0.7,0.7,0.3,0.7,1.7,2.0,/players/g/geigema01.html,0.0
1997-98,28,CHH,NBA,C,4,0,5.5,0.3,1.5,0.167,0.0,0.0,0.3,1.5,0.167,0.167,0.0,0.0,0.0,0.8,0.5,1.3,0.3,0.0,0.0,0.3,0.5,0.5,/players/g/geigema01.html,0.0
1998-99,29,PHI,NBA,C,8,8,29.9,5.3,12.0,0.438,0.0,0.1,5.3,11.9,0.442,0.438,3.0,3.6,0.828,2.9,4.8,7.6,0.8,1.1,0.8,1.6,3.6,13.5,/players/g/geigema01.html,0.0
1999-00,30,PHI,NBA,C,8,0,16.0,3.1,6.3,0.5,0.0,0.0,3.1,6.3,0.5,0.5,2.5,3.1,0.8,2.1,2.9,5.0,0.3,0.6,0.3,0.6,2.9,8.8,/players/g/geigema01.html,0.0
