SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL,3P%
2006-07,24,SAS,NBA,PG,8,0,2.5,0.0,0.8,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.3,0.3,1.0,0.1,0.0,0.1,0.1,0.0,0.0,0.4,0.3,0.3,/players/u/udrihbe01.html,0.0
2013-14,31,MEM,NBA,SG,7,0,16.4,3.0,6.4,0.467,0.6,1.7,2.4,4.7,0.515,0.511,1.3,1.9,0.692,0.3,1.4,1.7,1.7,0.4,0.0,1.3,1.6,7.9,/players/u/udrihbe01.html,0.333
2014-15,32,MEM,NBA,PG,10,0,17.5,3.1,7.3,0.425,0.4,1.6,2.7,5.7,0.474,0.452,1.0,1.2,0.833,0.4,1.6,2.0,2.1,0.5,0.0,0.4,1.6,7.6,/players/u/udrihbe01.html,0.25
1988-89,26,BOS,NBA,SG,3,0,8.0,1.7,4.0,0.417,0.0,0.0,1.7,4.0,0.417,0.417,0.0,0.0,0.0,0.0,0.7,0.7,1.7,0.3,0.0,0.3,1.3,3.3,/players/u/upshake01.html,0.0
2013-14,21,TOR,NBA,C,7,7,28.6,4.4,7.0,0.633,0.0,0.0,4.4,7.0,0.633,0.633,2.0,3.1,0.636,2.7,7.0,9.7,0.3,0.0,1.0,2.7,3.1,10.9,/players/v/valanjo01.html,0.0
2014-15,22,TOR,NBA,C,4,4,26.5,4.8,9.5,0.5,0.0,0.0,4.8,9.5,0.5,0.5,1.8,2.0,0.875,2.3,7.0,9.3,0.5,0.5,0.3,1.0,1.8,11.3,/players/v/valanjo01.html,0.0
2015-16,23,TOR,NBA,C,12,10,26.8,5.7,10.0,0.567,0.0,0.0,5.7,10.0,0.567,0.567,2.4,3.3,0.744,4.0,6.8,10.8,0.9,0.8,1.2,1.5,2.7,13.8,/players/v/valanjo01.html,0.0
2016-17,24,TOR,NBA,C,10,6,22.6,4.4,8.1,0.543,0.0,0.1,4.4,8.0,0.55,0.543,2.4,3.3,0.727,0.9,5.8,6.7,0.2,0.2,0.6,1.3,2.2,11.2,/players/v/valanjo01.html,0.0
2017-18,25,TOR,NBA,C,10,9,24.4,5.8,10.7,0.542,0.2,0.5,5.6,10.2,0.549,0.551,2.8,3.4,0.824,3.0,7.5,10.5,1.2,0.4,1.5,1.9,2.2,14.6,/players/v/valanjo01.html,0.4
2020-21,28,MEM,NBA,C,5,5,33.2,6.6,11.6,0.569,0.4,1.6,6.2,10.0,0.62,0.586,1.4,1.6,0.875,4.0,5.8,9.8,2.6,0.6,0.6,2.0,3.6,15.0,/players/v/valanjo01.html,0.25
2021-22,29,NOP,NBA,C,6,6,29.2,5.5,11.3,0.485,0.2,1.0,5.3,10.3,0.516,0.493,3.3,4.3,0.769,5.5,8.8,14.3,3.0,0.7,0.2,2.0,2.8,14.5,/players/v/valanjo01.html,0.167
2016-17,23,CHI,NBA,SG,4,0,5.5,0.5,1.5,0.333,0.3,1.0,0.3,0.5,0.5,0.417,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.3,0.5,0.3,1.3,/players/v/valende01.html,0.25
1994-95,23,LAL,NBA,PG,10,10,46.4,6.7,16.2,0.414,2.1,6.6,4.6,9.6,0.479,0.478,4.5,5.9,0.763,0.9,2.9,3.8,7.3,2.1,0.3,2.2,3.3,20.0,/players/v/vanexni01.html,0.318
1995-96,24,LAL,NBA,PG,4,4,34.3,4.0,13.5,0.296,1.3,4.0,2.8,9.5,0.289,0.343,2.5,3.3,0.769,1.0,3.0,4.0,6.8,0.5,0.0,2.8,2.5,11.8,/players/v/vanexni01.html,0.313
1996-97,25,LAL,NBA,PG,9,9,39.2,5.0,13.2,0.378,1.3,4.9,3.7,8.3,0.44,0.429,3.1,3.8,0.824,0.7,2.8,3.4,6.4,1.1,0.0,2.0,2.1,14.4,/players/v/vanexni01.html,0.273
1997-98,26,LAL,NBA,PG,13,0,28.2,3.8,11.6,0.331,1.7,5.4,2.2,6.2,0.346,0.404,2.2,3.1,0.725,0.7,1.8,2.5,4.2,0.6,0.1,1.7,2.3,11.6,/players/v/vanexni01.html,0.314
2001-02,30,DAL,NBA,SG,8,1,33.0,4.6,12.6,0.366,0.9,4.3,3.8,8.4,0.448,0.401,1.0,1.5,0.667,0.9,2.1,3.0,3.9,1.0,0.0,1.5,3.3,11.1,/players/v/vanexni01.html,0.206
2002-03,31,DAL,NBA,SG,20,3,33.6,7.5,16.3,0.46,2.2,5.6,5.3,10.7,0.495,0.528,2.3,3.2,0.703,0.9,2.5,3.4,4.1,0.6,0.0,2.0,2.4,19.5,/players/v/vanexni01.html,0.393
2005-06,34,SAS,NBA,PG,12,0,11.1,0.6,2.7,0.219,0.3,0.8,0.3,1.8,0.182,0.266,0.8,0.8,1.0,0.1,0.9,1.0,1.4,0.3,0.2,0.4,1.2,2.2,/players/v/vanexni01.html,0.3
1997-98,22,NJN,NBA,PF,3,3,25.7,4.3,9.7,0.448,0.0,0.7,4.3,9.0,0.481,0.448,4.0,5.0,0.8,0.7,2.3,3.0,0.3,0.0,0.0,0.7,2.3,12.7,/players/v/vanhoke01.html,0.0
2001-02,26,NJN,NBA,SF,20,20,32.2,4.9,12.1,0.402,1.9,4.2,3.0,7.9,0.382,0.479,1.8,2.5,0.714,1.6,5.1,6.7,2.1,1.0,0.5,1.8,2.8,13.3,/players/v/vanhoke01.html,0.44
2002-03,27,PHI,NBA,PF,12,12,33.5,3.5,9.2,0.382,1.2,2.7,2.3,6.5,0.359,0.445,2.3,2.5,0.9,2.0,5.5,7.5,0.8,0.8,0.2,2.2,3.4,10.4,/players/v/vanhoke01.html,0.438
2003-04,28,MIL,NBA,SF,5,2,27.4,3.2,9.6,0.333,0.8,2.2,2.4,7.4,0.324,0.375,0.8,1.2,0.667,1.0,3.6,4.6,1.4,1.4,0.6,2.0,3.0,8.0,/players/v/vanhoke01.html,0.364
2004-05,29,DAL,NBA,PF,3,0,11.0,2.3,5.0,0.467,0.0,1.3,2.3,3.7,0.636,0.467,2.7,3.0,0.889,1.0,1.0,2.0,0.3,0.3,0.0,0.3,2.0,7.3,/players/v/vanhoke01.html,0.0
2005-06,30,DAL,NBA,SF,14,3,12.3,1.4,4.2,0.339,0.6,2.0,0.9,2.2,0.387,0.407,0.2,0.2,1.0,0.6,1.7,2.3,0.1,0.0,0.3,0.4,1.7,3.6,/players/v/vanhoke01.html,0.286
2016-17,22,TOR,NBA,PG,7,0,4.1,0.9,1.3,0.667,0.3,0.7,0.6,0.6,1.0,0.778,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.1,0.0,0.1,0.4,2.0,/players/v/vanvlfr01.html,0.4
2017-18,23,TOR,NBA,PG,6,1,19.0,2.2,6.5,0.333,1.3,4.7,0.8,1.8,0.455,0.436,1.2,1.3,0.875,0.0,1.7,1.7,2.2,0.0,0.0,0.7,1.3,6.8,/players/v/vanvlfr01.html,0.286
2018-19,24,TOR,NBA,PG,24,0,24.7,2.7,6.9,0.392,1.6,4.1,1.1,2.8,0.397,0.506,1.0,1.3,0.774,0.3,1.4,1.8,2.6,0.8,0.3,0.9,2.0,8.0,/players/v/vanvlfr01.html,0.388
2019-20,25,TOR,NBA,SG,11,11,39.1,6.9,17.3,0.4,3.9,10.0,3.0,7.3,0.413,0.513,1.9,2.3,0.84,0.5,3.9,4.4,6.9,1.6,0.6,2.0,2.5,19.6,/players/v/vanvlfr01.html,0.391
2021-22,27,TOR,NBA,PG,4,4,35.0,4.8,13.5,0.352,3.0,9.0,1.8,4.5,0.389,0.463,1.3,1.5,0.833,0.5,2.5,3.0,6.3,1.8,1.0,1.0,3.0,13.8,/players/v/vanvlfr01.html,0.333
2018-19,19,DEN,NBA,PF,3,0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,/players/v/vandeja01.html,0.0
2021-22,22,MIN,NBA,PF,6,6,21.5,2.2,4.5,0.481,0.0,0.0,2.2,4.5,0.481,0.481,1.2,1.7,0.7,2.0,5.2,7.2,0.7,1.2,0.3,0.8,2.7,5.5,/players/v/vandeja01.html,0.0
2005-06,23,CLE,NBA,C,13,0,18.3,2.4,3.8,0.62,0.0,0.0,2.4,3.8,0.62,0.62,2.0,2.8,0.703,1.4,3.1,4.5,0.2,0.7,0.2,0.5,3.8,6.8,/players/v/varejan01.html,0.0
2006-07,24,CLE,NBA,C,20,0,22.4,2.3,4.5,0.511,0.0,0.2,2.3,4.3,0.535,0.511,1.4,2.4,0.563,2.3,3.7,6.0,0.6,1.1,0.6,1.0,2.7,6.0,/players/v/varejan01.html,0.0
2007-08,25,CLE,NBA,C,13,0,18.5,1.7,4.2,0.407,0.0,0.0,1.7,4.2,0.407,0.407,0.7,1.6,0.429,1.5,3.6,5.2,0.7,0.6,0.1,0.7,2.3,4.1,/players/v/varejan01.html,0.0
2008-09,26,CLE,NBA,PF,14,14,30.0,2.9,5.9,0.5,0.0,0.0,2.9,5.9,0.5,0.5,1.1,1.6,0.682,2.9,3.5,6.4,0.6,1.3,1.1,1.1,3.5,6.9,/players/v/varejan01.html,0.0
2009-10,27,CLE,NBA,PF,11,0,23.2,1.8,4.4,0.417,0.0,0.1,1.8,4.3,0.426,0.417,2.1,2.8,0.742,2.0,4.5,6.5,0.6,1.0,0.8,1.1,3.5,5.7,/players/v/varejan01.html,0.0
2015-16,33,GSW,NBA,C,17,0,5.5,0.3,0.8,0.357,0.0,0.0,0.3,0.8,0.357,0.357,0.6,1.1,0.526,0.7,0.5,1.2,0.8,0.1,0.1,0.1,1.0,1.2,/players/v/varejan01.html,0.0
2010-11,24,MEM,NBA,PG,13,0,10.9,1.6,3.2,0.512,0.3,0.8,1.3,2.3,0.567,0.561,0.8,1.0,0.769,0.2,1.2,1.5,1.9,0.4,0.2,0.7,0.8,4.3,/players/v/vasqugr01.html,0.364
2013-14,27,TOR,NBA,PG,7,0,27.1,3.9,9.1,0.422,1.4,3.9,2.4,5.3,0.459,0.5,1.0,1.3,0.778,0.4,3.3,3.7,5.1,0.6,0.1,1.4,3.1,10.1,/players/v/vasqugr01.html,0.37
2014-15,28,TOR,NBA,PG,4,0,25.3,2.8,7.3,0.379,1.3,3.5,1.5,3.8,0.4,0.466,0.8,0.8,1.0,0.0,1.8,1.8,3.0,0.5,0.0,1.0,3.8,7.5,/players/v/vasqugr01.html,0.357
1997-98,24,NJN,NBA,PF,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,/players/v/vaughda02.html,0.0
1997-98,24,NJN,NBA,PF,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,/players/v/vaughda02.html,0.0
1997-98,22,UTA,NBA,PG,7,0,3.4,0.3,1.4,0.2,0.1,0.3,0.1,1.1,0.125,0.25,0.3,0.3,1.0,0.0,0.4,0.4,0.6,0.0,0.0,0.6,0.0,1.0,/players/v/vaughja01.html,0.5
1998-99,23,UTA,NBA,PG,2,0,3.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5,/players/v/vaughja01.html,1.0
1999-00,24,UTA,NBA,PG,7,0,9.6,1.4,4.0,0.357,0.1,0.3,1.3,3.7,0.346,0.375,1.0,1.1,0.875,0.6,1.1,1.7,1.6,0.6,0.1,1.3,0.7,4.0,/players/v/vaughja01.html,0.5
2000-01,25,UTA,NBA,PG,5,0,11.4,0.2,2.0,0.1,0.2,0.4,0.0,1.6,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.4,1.6,0.0,0.2,0.2,2.6,0.6,/players/v/vaughja01.html,0.5
2002-03,27,ORL,NBA,PG,7,6,18.7,1.7,4.7,0.364,0.0,0.1,1.7,4.6,0.375,0.364,1.4,1.9,0.769,0.1,0.7,0.9,3.6,0.6,0.1,1.3,2.6,4.9,/players/v/vaughja01.html,0.0
2005-06,30,NJN,NBA,SG,11,0,14.5,1.1,3.0,0.364,0.0,0.1,1.1,2.9,0.375,0.364,0.4,0.6,0.571,0.3,0.7,1.0,1.1,0.2,0.0,0.4,2.1,2.5,/players/v/vaughja01.html,0.0
2006-07,31,SAS,NBA,PG,20,0,10.4,1.0,2.5,0.4,0.0,0.0,1.0,2.5,0.4,0.4,0.2,0.3,0.5,0.1,0.4,0.5,1.4,0.2,0.0,0.6,1.2,2.2,/players/v/vaughja01.html,0.0
2007-08,32,SAS,NBA,PG,14,0,6.5,0.4,1.6,0.273,0.0,0.1,0.4,1.5,0.286,0.273,0.0,0.0,0.0,0.1,0.5,0.6,0.6,0.1,0.0,0.5,1.2,0.9,/players/v/vaughja01.html,0.0
2008-09,33,SAS,NBA,PG,2,0,10.5,1.0,2.5,0.4,0.0,0.0,1.0,2.5,0.4,0.4,1.5,3.0,0.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,3.5,/players/v/vaughja01.html,0.0
2016-17,20,MIL,NBA,SG,3,0,3.3,0.7,1.3,0.5,0.7,0.7,0.0,0.7,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,/players/v/vaughra01.html,1.0
1991-92,23,LAC,NBA,PF,5,0,7.2,1.4,2.2,0.636,0.2,0.2,1.2,2.0,0.6,0.682,0.4,0.4,1.0,0.4,2.0,2.4,0.8,0.2,0.2,0.2,0.6,3.4,/players/v/vaughlo01.html,1.0
1992-93,24,LAC,NBA,PF,3,0,16.7,2.0,5.0,0.4,0.0,0.0,2.0,5.0,0.4,0.4,1.3,1.7,0.8,1.3,4.7,6.0,0.0,1.3,0.3,1.0,2.3,5.3,/players/v/vaughlo01.html,0.0
1996-97,28,LAC,NBA,PF,3,3,30.0,6.3,10.3,0.613,0.3,1.0,6.0,9.3,0.643,0.629,2.0,3.0,0.667,1.7,7.3,9.0,0.7,1.0,0.7,2.0,4.0,15.0,/players/v/vaughlo01.html,0.333
1998-99,30,DET,NBA,PF,2,0,7.5,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,2.0,/players/v/vaughlo01.html,0.0
1999-00,31,DET,NBA,PF,2,0,8.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,2.5,3.0,0.0,1.0,0.0,0.5,0.5,0.0,/players/v/vaughlo01.html,0.0
2014-15,30,DAL,NBA,PF,5,0,8.6,2.2,5.0,0.44,1.6,3.8,0.6,1.2,0.5,0.6,0.0,0.0,0.0,0.8,1.8,2.6,0.6,0.2,0.2,0.0,2.0,6.0,/players/v/villach01.html,0.421
2015-16,31,DAL,NBA,PF,4,0,5.0,0.8,3.0,0.25,0.3,1.3,0.5,1.8,0.286,0.292,0.5,0.5,1.0,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.5,2.3,/players/v/villach01.html,0.2
2019-20,23,MIA,NBA,PG,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/v/vincega01.html,0.0
2020-21,24,MIA,NBA,PG,3,0,4.7,0.7,1.0,0.667,0.3,0.7,0.3,0.3,1.0,0.833,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,1.7,/players/v/vincega01.html,0.5
2021-22,25,MIA,NBA,PG,15,8,24.5,2.9,7.5,0.381,1.5,4.6,1.3,2.9,0.455,0.482,0.9,1.0,0.933,0.2,2.0,2.2,3.5,0.8,0.3,1.3,2.3,8.2,/players/v/vincega01.html,0.333
1985-86,22,BOS,NBA,SG,9,0,4.6,0.9,3.1,0.286,0.0,0.1,0.9,3.0,0.296,0.286,0.7,0.7,1.0,0.1,0.7,0.8,0.6,0.2,0.0,0.4,1.0,2.4,/players/v/vincesa01.html,0.0
1986-87,23,BOS,NBA,PG,17,0,8.3,1.4,3.3,0.411,0.1,0.1,1.3,3.2,0.407,0.42,1.6,2.1,0.771,0.2,0.5,0.7,1.1,0.2,0.1,0.6,0.8,4.4,/players/v/vincesa01.html,0.5
1987-88,24,CHI,NBA,PG,10,10,25.1,4.1,11.0,0.373,0.0,0.3,4.1,10.7,0.383,0.373,2.0,2.5,0.8,0.6,1.3,1.9,4.4,0.8,0.1,2.7,2.3,10.2,/players/v/vincesa01.html,0.0
1988-89,25,CHI,NBA,PG,16,0,7.1,0.6,2.1,0.303,0.0,0.1,0.6,1.9,0.323,0.303,0.6,0.8,0.75,0.3,0.3,0.5,1.2,0.2,0.1,0.4,0.6,1.8,/players/v/vincesa01.html,0.0
2015-16,20,POR,NBA,PF,6,0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.7,0.3,0.3,0.0,0.0,0.2,0.0,/players/v/vonleno01.html,0.0
2016-17,21,POR,NBA,PF,4,2,25.0,2.0,4.5,0.444,0.0,0.0,2.0,4.5,0.444,0.444,0.5,1.3,0.4,2.3,5.0,7.3,2.0,0.3,0.8,1.5,2.8,4.5,/players/v/vonleno01.html,0.0
2019-20,24,DEN,NBA,C,1,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/v/vonleno01.html,0.0
2002-03,25,PHO,NBA,C,6,0,16.3,2.0,2.8,0.706,0.0,0.0,2.0,2.8,0.706,0.706,2.0,2.2,0.923,1.5,2.2,3.7,0.3,0.7,0.7,1.0,3.5,6.0,/players/v/voskuja01.html,0.0
1990-91,27,BOS,NBA,C,1,0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,/players/v/vrankst01.html,0.0
1991-92,28,BOS,NBA,C,1,0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,/players/v/vrankst01.html,0.0
1996-97,33,MIN,NBA,C,1,0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/v/vrankst01.html,0.0
2011-12,21,PHI,NBA,C,1,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,/players/v/vucevni01.html,0.0
2018-19,28,ORL,NBA,C,5,5,29.4,4.2,11.6,0.362,0.6,2.6,3.6,9.0,0.4,0.388,2.2,2.8,0.786,1.8,6.2,8.0,3.0,0.4,1.0,2.6,2.4,11.2,/players/v/vucevni01.html,0.231
2019-20,29,ORL,NBA,C,5,5,37.0,11.2,22.2,0.505,3.6,8.8,7.6,13.4,0.567,0.586,2.0,2.2,0.909,1.8,9.2,11.0,4.0,0.8,0.6,2.6,2.6,28.0,/players/v/vucevni01.html,0.409
2021-22,31,CHI,NBA,C,5,5,36.2,8.0,18.2,0.44,2.6,8.4,5.4,9.8,0.551,0.511,0.8,1.0,0.8,2.8,9.6,12.4,3.2,0.4,1.2,1.6,2.8,19.4,/players/v/vucevni01.html,0.31
2005-06,21,LAL,NBA,PG,7,0,18.4,1.6,3.7,0.423,1.3,2.1,0.3,1.6,0.182,0.596,1.6,1.6,1.0,0.4,2.0,2.4,0.9,0.6,0.0,0.4,2.0,6.0,/players/v/vujacsa01.html,0.6
2006-07,22,LAL,NBA,SG,4,0,10.8,1.3,2.3,0.556,0.3,1.0,1.0,1.3,0.8,0.611,0.0,0.0,0.0,0.5,0.5,1.0,0.8,0.3,0.0,0.8,1.0,2.8,/players/v/vujacsa01.html,0.25
2007-08,23,LAL,NBA,SG,21,0,21.7,2.6,6.6,0.399,1.5,3.8,1.1,2.8,0.407,0.511,1.4,1.7,0.857,0.4,1.8,2.2,0.8,0.6,0.2,0.9,2.1,8.1,/players/v/vujacsa01.html,0.392
2008-09,24,LAL,NBA,SG,23,0,10.9,1.0,4.0,0.264,0.7,2.2,0.3,1.7,0.2,0.352,0.2,0.3,0.833,0.3,1.1,1.4,0.5,0.4,0.2,0.4,1.5,3.0,/players/v/vujacsa01.html,0.314
2009-10,25,LAL,NBA,SG,10,0,7.6,1.0,2.3,0.435,0.6,1.5,0.4,0.8,0.5,0.565,0.5,0.6,0.833,0.3,0.5,0.8,0.5,0.2,0.0,0.3,0.8,3.1,/players/v/vujacsa01.html,0.4
2003-04,22,MIA,NBA,PG,13,13,39.2,6.6,14.5,0.455,0.2,0.6,6.4,13.9,0.459,0.463,4.5,5.8,0.787,1.2,2.8,4.0,5.6,1.3,0.3,4.2,3.5,18.0,/players/w/wadedw01.html,0.375
2004-05,23,MIA,NBA,SG,14,14,40.8,9.7,20.1,0.484,0.1,0.7,9.6,19.4,0.498,0.486,7.9,9.9,0.799,1.6,4.1,5.7,6.6,1.6,1.1,4.4,3.1,27.4,/players/w/wadedw01.html,0.1
2005-06,24,MIA,NBA,SG,23,23,41.7,9.5,19.2,0.497,0.6,1.6,8.9,17.6,0.507,0.512,8.8,10.9,0.808,1.2,4.7,5.9,5.7,2.2,1.1,3.9,3.1,28.4,/players/w/wadedw01.html,0.378
2006-07,25,MIA,NBA,SG,4,4,40.5,9.0,21.0,0.429,0.0,1.3,9.0,19.8,0.456,0.429,5.5,8.0,0.688,1.8,3.0,4.8,6.3,1.3,0.5,5.8,3.3,23.5,/players/w/wadedw01.html,0.0
2008-09,27,MIA,NBA,SG,7,7,40.7,9.7,22.1,0.439,2.6,7.1,7.1,15.0,0.476,0.497,7.1,8.3,0.862,0.6,4.4,5.0,5.3,0.9,1.6,3.6,2.9,29.1,/players/w/wadedw01.html,0.36
2009-10,28,MIA,NBA,SG,5,5,42.0,12.4,22.0,0.564,3.0,7.4,9.4,14.6,0.644,0.632,5.4,8.0,0.675,1.2,4.4,5.6,6.8,1.6,1.6,5.2,3.2,33.2,/players/w/wadedw01.html,0.405
2010-11,29,MIA,NBA,SG,21,21,39.4,8.6,17.8,0.485,0.7,2.5,8.0,15.3,0.52,0.504,6.6,8.5,0.777,2.0,5.1,7.1,4.4,1.6,1.3,3.0,2.5,24.5,/players/w/wadedw01.html,0.269
2011-12,30,MIA,NBA,SG,23,23,39.4,8.6,18.5,0.462,0.4,1.5,8.1,17.0,0.477,0.474,5.3,7.2,0.729,1.4,3.8,5.2,4.3,1.7,1.3,3.0,2.8,22.8,/players/w/wadedw01.html,0.294
2012-13,31,MIA,NBA,SG,22,22,35.5,6.5,14.3,0.457,0.0,0.2,6.5,14.1,0.46,0.459,2.7,3.6,0.75,1.7,2.9,4.6,4.8,1.7,1.0,2.6,2.0,15.9,/players/w/wadedw01.html,0.25
2013-14,32,MIA,NBA,SG,20,20,34.7,7.0,13.9,0.5,0.5,1.2,6.5,12.7,0.512,0.516,3.5,4.5,0.767,0.8,3.1,3.9,3.9,1.5,0.3,2.7,2.8,17.8,/players/w/wadedw01.html,0.375
2015-16,34,MIA,NBA,SG,14,14,33.8,8.5,18.1,0.469,0.9,1.6,7.6,16.5,0.463,0.492,3.6,4.6,0.781,0.9,4.8,5.6,4.3,0.8,0.9,2.7,1.6,21.4,/players/w/wadedw01.html,0.522
2016-17,35,CHI,NBA,SG,6,6,31.7,5.3,14.3,0.372,1.0,2.8,4.3,11.5,0.377,0.407,3.3,3.5,0.952,1.0,4.0,5.0,4.0,0.8,1.3,1.7,1.3,15.0,/players/w/wadedw01.html,0.353
2017-18,36,MIA,NBA,SG,5,0,25.4,6.2,14.0,0.443,0.0,0.8,6.2,13.2,0.47,0.443,4.2,5.2,0.808,0.6,3.6,4.2,3.6,1.4,0.2,2.2,2.2,16.6,/players/w/wadedw01.html,0.0
2008-09,23,HOU,NBA,SG,13,0,13.9,3.0,7.1,0.424,0.7,1.7,2.3,5.4,0.429,0.473,1.5,1.7,0.864,0.0,0.9,0.9,0.7,0.2,0.1,0.8,0.8,8.2,/players/w/wafervo01.html,0.409
2010-11,25,BOS,NBA,SG,3,0,1.7,0.0,0.7,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,/players/w/wafervo01.html,0.0
2011-12,26,ORL,NBA,SG,1,0,6.0,3.0,5.0,0.6,0.0,0.0,3.0,5.0,0.6,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,/players/w/wafervo01.html,0.0
1987-88,24,LAL,NBA,SG,5,0,2.8,0.4,1.0,0.4,0.0,0.2,0.4,0.8,0.5,0.4,0.4,0.4,1.0,0.0,0.4,0.4,0.6,0.0,0.2,0.0,0.6,1.2,/players/w/wagnemi01.html,0.0
2021-22,27,PHO,NBA,PF,7,0,3.7,0.7,1.7,0.417,0.4,0.9,0.3,0.9,0.333,0.542,0.0,0.0,0.0,1.0,0.6,1.6,0.1,0.1,0.1,0.4,0.3,1.9,/players/w/wainris01.html,0.5
2015-16,24,OKC,NBA,SG,18,0,27.3,3.1,7.3,0.417,1.2,3.1,1.9,4.2,0.447,0.496,1.1,1.7,0.667,0.3,2.3,2.6,2.3,0.6,0.2,1.1,2.3,8.4,/players/w/waitedi01.html,0.375
2019-20,28,LAL,NBA,SG,5,0,7.6,0.8,2.4,0.333,0.0,0.8,0.8,1.6,0.5,0.333,0.4,0.4,1.0,0.0,0.4,0.4,0.4,0.2,0.2,0.2,0.4,2.0,/players/w/waitedi01.html,0.0
2001-02,25,BOS,NBA,PF,16,16,43.9,8.2,19.9,0.411,2.6,6.8,5.6,13.1,0.424,0.476,3.1,4.0,0.781,1.4,7.2,8.6,3.3,1.5,0.4,3.4,3.5,22.1,/players/w/walkean02.html,0.385
2002-03,26,BOS,NBA,PF,10,10,44.0,7.3,17.6,0.415,1.6,4.5,5.7,13.1,0.435,0.46,1.1,2.2,0.5,2.0,6.7,8.7,4.3,1.7,0.4,3.7,4.4,17.3,/players/w/walkean02.html,0.356
2003-04,27,DAL,NBA,PF,5,5,28.0,4.4,12.2,0.361,0.2,2.0,4.2,10.2,0.412,0.369,0.8,1.4,0.571,4.6,5.4,10.0,2.4,1.2,0.6,1.8,2.6,9.8,/players/w/walkean02.html,0.1
2004-05,28,BOS,NBA,PF,6,6,37.3,7.2,17.3,0.413,1.2,3.2,6.0,14.2,0.424,0.447,1.2,1.8,0.636,2.7,4.7,7.3,2.3,1.2,1.0,3.0,3.2,16.7,/players/w/walkean02.html,0.368
2005-06,29,MIA,NBA,PF,23,23,37.5,5.0,12.3,0.403,2.1,6.4,2.9,5.9,0.489,0.488,1.3,2.3,0.574,0.7,4.9,5.6,2.4,1.0,0.3,2.0,3.0,13.3,/players/w/walkean02.html,0.324
2006-07,30,MIA,NBA,PF,4,0,23.0,3.8,9.3,0.405,2.0,4.0,1.8,5.3,0.333,0.514,2.3,2.8,0.818,0.5,1.8,2.3,1.5,0.5,0.3,1.0,2.8,11.8,/players/w/walkean02.html,0.5
