SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,URL
1988-89,23,PHI,NBA,PG,3,21.0,6.6,0.363,0.333,0.333,0.0,21.0,10.6,29.3,0.0,0.0,12.7,16.6,0.0,0.0,0.0,-0.005,-5.0,-1.8,-6.8,0.0,/players/b/brooksc01.html
1989-90,24,PHI,NBA,PG,9,99.0,6.4,0.457,0.368,0.474,2.3,7.7,4.8,22.2,1.6,0.0,23.4,13.4,-0.1,0.0,0.0,-0.02,-3.8,-1.6,-5.4,-0.1,/players/b/brooksc01.html
1992-93,27,HOU,NBA,PG,12,197.0,8.3,0.492,0.31,0.31,0.6,4.8,2.9,22.8,2.4,0.0,21.4,14.1,0.0,0.2,0.2,0.047,-3.5,0.0,-3.5,-0.1,/players/b/brooksc01.html
1993-94,28,HOU,NBA,PG,5,23.0,22.8,0.854,0.167,0.167,5.3,4.6,4.9,24.2,0.0,0.0,0.0,13.0,0.1,0.0,0.1,0.277,4.7,2.4,7.1,0.0,/players/b/brooksc01.html
1996-97,31,NYK,NBA,PG,4,7.0,14.0,0.615,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.159,0.7,0.0,0.8,0.0,/players/b/brooksc01.html
1997-98,32,CLE,NBA,PG,1,8.0,14.9,0.532,0.0,2.0,0.0,0.0,0.0,44.9,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.189,2.4,-0.2,2.2,0.0,/players/b/brooksc01.html
2016-17,32,HOU,NBA,PG,5,22.0,31.7,0.625,0.55,0.0,0.0,9.6,4.9,14.4,0.0,0.0,0.0,39.9,0.1,0.0,0.1,0.158,12.0,-1.7,10.3,0.1,/players/b/brownbo02.html
2018-19,22,DET,NBA,SG,4,57.0,4.6,0.437,0.357,0.143,1.6,14.3,7.1,5.1,1.7,1.6,11.8,12.4,-0.1,0.0,-0.1,-0.063,-6.2,-0.3,-6.4,-0.1,/players/b/brownbr01.html
2020-21,24,BRK,NBA,PG,12,277.0,14.0,0.552,0.139,0.203,9.6,14.5,12.2,13.0,1.4,1.6,11.3,15.9,0.4,0.4,0.8,0.137,-0.3,1.0,0.7,0.2,/players/b/brownbr01.html
2021-22,25,BRK,NBA,SF,4,139.0,15.4,0.676,0.378,0.27,5.6,12.3,8.9,11.9,1.8,2.1,17.9,16.6,0.3,0.0,0.2,0.079,2.1,0.3,2.4,0.2,/players/b/brownbr01.html
1991-92,23,LAL,NBA,SF,3,44.0,13.5,0.439,0.053,0.316,7.9,23.1,15.2,9.1,0.0,3.1,4.4,23.6,0.0,0.0,0.0,-0.014,1.1,-0.9,0.2,0.0,/players/b/brownch01.html
1992-93,24,NJN,NBA,SF,4,62.0,14.1,0.478,0.0,0.318,5.8,11.3,8.6,2.5,2.5,3.1,7.4,20.0,0.0,0.1,0.1,0.08,-0.3,1.5,1.2,0.1,/players/b/brownch01.html
1994-95,26,HOU,NBA,SF,21,326.0,9.2,0.509,0.026,0.487,7.3,15.9,11.7,3.1,1.4,0.5,11.5,14.9,0.1,0.3,0.3,0.047,-3.7,-1.1,-4.8,-0.2,/players/b/brownch01.html
1995-96,27,HOU,NBA,PF,8,168.0,13.6,0.614,0.0,0.4,4.0,12.9,8.3,5.0,0.9,0.0,7.0,15.5,0.3,0.0,0.4,0.109,-1.0,-0.7,-1.7,0.0,/players/b/brownch01.html
1997-98,29,ATL,NBA,SF,4,50.0,10.2,0.504,0.133,0.133,2.5,13.0,7.7,14.8,0.0,0.0,11.2,18.0,0.0,0.0,0.1,0.067,-1.5,-0.3,-1.8,0.0,/players/b/brownch01.html
2001-02,33,SAC,NBA,SF,1,1.0,-3.3,0.0,0.0,0.0,0.0,100.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,-27.1,11.5,-15.6,0.0,/players/b/brownch01.html
1990-91,22,BOS,NBA,PG,11,284.0,16.2,0.545,0.046,0.315,3.8,13.8,9.0,21.8,2.0,1.3,15.2,22.3,0.2,0.3,0.4,0.075,0.6,1.4,2.0,0.3,/players/b/brownde01.html
1991-92,23,BOS,NBA,PG,6,120.0,16.0,0.515,0.068,0.136,2.9,9.8,6.2,35.9,0.4,2.3,13.0,19.8,0.2,0.0,0.2,0.084,1.4,0.6,2.0,0.1,/players/b/brownde01.html
1992-93,24,BOS,NBA,PG,4,133.0,10.6,0.477,0.171,0.341,1.9,3.8,2.9,15.6,0.8,1.9,11.3,18.0,0.1,0.0,0.1,0.049,-1.4,-1.1,-2.5,0.0,/players/b/brownde01.html
1994-95,26,BOS,NBA,SG,4,172.0,15.7,0.543,0.419,0.258,3.8,9.3,6.5,21.6,1.6,0.4,9.2,19.9,0.3,0.1,0.5,0.129,3.0,1.4,4.4,0.3,/players/b/brownde01.html
1999-00,31,TOR,NBA,PG,3,19.0,-4.1,0.0,0.75,0.0,0.0,13.5,6.3,18.3,5.9,0.0,20.0,12.4,-0.1,0.0,-0.1,-0.165,-14.1,1.4,-12.7,-0.1,/players/b/brownde01.html
2000-01,32,ORL,NBA,PG,3,54.0,14.0,0.692,0.846,0.0,0.0,5.7,2.8,10.9,1.9,0.0,7.1,11.4,0.1,0.0,0.1,0.094,2.0,0.8,2.8,0.1,/players/b/brownde01.html
1990-91,22,BOS,NBA,PG,11,284.0,16.2,0.545,0.046,0.315,3.8,13.8,9.0,21.8,2.0,1.3,15.2,22.3,0.2,0.3,0.4,0.075,0.6,1.4,2.0,0.3,/players/b/brownde01.html
1991-92,23,BOS,NBA,PG,6,120.0,16.0,0.515,0.068,0.136,2.9,9.8,6.2,35.9,0.4,2.3,13.0,19.8,0.2,0.0,0.2,0.084,1.4,0.6,2.0,0.1,/players/b/brownde01.html
1992-93,24,BOS,NBA,PG,4,133.0,10.6,0.477,0.171,0.341,1.9,3.8,2.9,15.6,0.8,1.9,11.3,18.0,0.1,0.0,0.1,0.049,-1.4,-1.1,-2.5,0.0,/players/b/brownde01.html
1994-95,26,BOS,NBA,SG,4,172.0,15.7,0.543,0.419,0.258,3.8,9.3,6.5,21.6,1.6,0.4,9.2,19.9,0.3,0.1,0.5,0.129,3.0,1.4,4.4,0.3,/players/b/brownde01.html
1999-00,31,TOR,NBA,PG,3,19.0,-4.1,0.0,0.75,0.0,0.0,13.5,6.3,18.3,5.9,0.0,20.0,12.4,-0.1,0.0,-0.1,-0.165,-14.1,1.4,-12.7,-0.1,/players/b/brownde01.html
2000-01,32,ORL,NBA,PG,3,54.0,14.0,0.692,0.846,0.0,0.0,5.7,2.8,10.9,1.9,0.0,7.1,11.4,0.1,0.0,0.1,0.094,2.0,0.8,2.8,0.1,/players/b/brownde01.html
2006-07,22,UTA,NBA,PG,8,52.0,4.5,0.346,0.353,0.235,2.2,4.5,3.4,27.1,0.0,0.0,17.6,19.6,-0.1,0.0,-0.1,-0.112,-3.1,-3.6,-6.7,-0.1,/players/b/brownde03.html
2006-07,22,UTA,NBA,PG,8,52.0,4.5,0.346,0.353,0.235,2.2,4.5,3.4,27.1,0.0,0.0,17.6,19.6,-0.1,0.0,-0.1,-0.112,-3.1,-3.6,-6.7,-0.1,/players/b/brownde03.html
2009-10,22,CHA,NBA,SF,2,1.0,90.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,0.0,0.0,0.0,1.495,47.2,11.9,59.1,0.0,/players/b/brownde04.html
2003-04,25,SAS,NBA,SG,9,130.0,15.4,0.585,0.27,0.459,3.5,13.4,8.3,12.4,1.3,0.6,13.6,18.6,0.3,0.1,0.4,0.154,1.3,3.1,4.4,0.2,/players/b/brownde02.html
2004-05,26,SAS,NBA,SG,12,60.0,10.0,0.455,0.35,0.35,2.0,11.6,6.9,8.3,0.9,0.0,4.2,18.8,0.0,0.1,0.1,0.07,0.4,0.0,0.4,0.0,/players/b/brownde02.html
2007-08,29,CLE,NBA,SG,8,92.0,7.3,0.406,0.5,0.441,10.3,14.8,12.5,17.8,1.2,0.0,18.1,25.7,-0.2,0.1,-0.1,-0.03,-3.0,-1.7,-4.7,-0.1,/players/b/brownde02.html
2008-09,30,NOH,NBA,SG,3,33.0,2.3,0.45,0.5,0.25,7.1,11.5,9.2,0.0,0.0,0.0,25.3,17.1,-0.1,0.0,-0.1,-0.168,-5.4,-4.8,-10.2,-0.1,/players/b/brownde02.html
2009-10,31,CHI,NBA,SG,1,2.0,41.0,0.694,0.0,1.0,0.0,61.2,29.1,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.098,8.0,5.8,13.8,0.0,/players/b/brownde02.html
1998-99,23,PHO,NBA,SG,1,1.0,93.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,1.525,39.2,8.3,47.5,0.0,/players/b/brownge02.html
2016-17,20,BOS,NBA,SF,17,215.0,10.6,0.539,0.324,0.254,6.3,13.5,9.8,9.5,1.4,0.8,14.1,19.4,0.0,0.1,0.1,0.022,-2.8,-1.0,-3.8,-0.1,/players/b/brownja02.html
2017-18,21,BOS,NBA,SG,18,583.0,16.0,0.563,0.421,0.188,3.1,14.3,8.6,8.3,1.2,1.5,7.4,24.6,0.6,0.7,1.3,0.105,0.6,0.6,1.2,0.5,/players/b/brownja02.html
2018-19,22,BOS,NBA,SG,9,274.0,13.1,0.624,0.46,0.345,2.3,16.4,9.7,6.3,1.1,0.7,13.0,18.4,0.3,0.4,0.7,0.122,-0.5,1.2,0.7,0.2,/players/b/brownja02.html
2019-20,23,BOS,NBA,SG,17,672.0,17.1,0.586,0.417,0.219,4.2,16.5,10.6,9.9,1.9,1.3,11.5,23.7,0.7,1.1,1.8,0.13,2.2,1.1,3.3,0.9,/players/b/brownja02.html
2021-22,25,BOS,NBA,SF,14,533.0,19.4,0.612,0.386,0.339,3.7,17.3,10.6,16.0,1.8,1.1,13.1,26.3,0.8,0.8,1.6,0.147,2.6,1.4,4.0,0.8,/players/b/brownja02.html
2001-02,20,BOS,NBA,SF,2,3.0,94.7,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,31.2,0.0,0.0,0.0,0.707,60.1,22.9,82.9,0.1,/players/b/brownke01.html
2002-03,21,BOS,NBA,SF,3,11.0,12.2,0.307,0.0,0.5,21.3,0.0,10.5,0.0,4.8,0.0,0.0,21.0,0.0,0.0,0.0,0.007,2.6,-1.7,0.9,0.0,/players/b/brownke01.html
2004-05,22,WAS,NBA,PF,3,60.0,9.6,0.442,0.0,0.692,7.2,20.8,13.8,7.7,0.0,2.7,10.5,13.6,0.0,0.0,0.1,0.041,-1.1,-1.7,-2.8,0.0,/players/b/brownkw01.html
2005-06,23,LAL,NBA,C,7,225.0,15.3,0.572,0.0,0.477,9.1,17.1,12.9,5.1,0.5,2.3,13.2,18.3,0.3,0.1,0.4,0.081,0.0,-0.2,-0.2,0.1,/players/b/brownkw01.html
2006-07,24,LAL,NBA,C,5,133.0,11.2,0.538,0.0,0.25,10.4,13.9,12.0,1.2,0.4,2.4,18.4,16.0,0.1,0.0,0.0,0.005,-2.4,-0.8,-3.2,0.0,/players/b/brownkw01.html
2008-09,26,DET,NBA,C,3,48.0,6.8,0.461,0.0,0.5,15.8,25.4,20.4,0.0,0.0,5.7,23.5,13.5,0.0,0.0,0.0,0.007,-6.6,0.5,-6.1,-0.1,/players/b/brownkw01.html
2017-18,27,TOR,NBA,PG,4,29.0,7.2,0.414,0.5,0.2,4.1,21.6,12.7,9.9,0.0,2.7,8.4,18.6,0.0,0.0,0.0,-0.045,-2.7,-2.2,-4.9,0.0,/players/b/brownlo01.html
2014-15,23,BRK,NBA,SG,2,10.0,15.4,0.51,0.4,0.4,21.6,0.0,10.8,18.5,0.0,0.0,25.4,36.1,0.0,0.0,0.0,-0.061,1.6,-4.1,-2.5,0.0,/players/b/brownma02.html
1986-87,23,CHI,NBA,C,1,3.0,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,50.0,30.3,-0.1,0.0,0.0,-0.668,-30.1,4.4,-25.8,0.0,/players/b/brownmi01.html
1987-88,24,CHI,NBA,C,1,4.0,26.7,0.568,0.0,0.0,0.0,0.0,0.0,31.3,12.9,0.0,0.0,9.7,0.0,0.0,0.0,0.304,8.3,15.9,24.2,0.0,/players/b/brownmi01.html
1988-89,25,UTA,NBA,C,2,11.0,-7.5,0.0,0.0,0.0,0.0,19.4,9.4,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,-0.138,-12.1,-1.9,-14.0,0.0,/players/b/brownmi01.html
1989-90,26,UTA,NBA,C,5,67.0,6.2,0.523,0.0,0.333,8.0,9.1,8.5,6.1,0.8,1.0,22.5,14.3,0.0,0.0,0.0,0.0,-4.3,-0.6,-4.8,0.0,/players/b/brownmi01.html
1990-91,27,UTA,NBA,C,9,223.0,12.3,0.591,0.0,0.679,10.9,22.4,17.0,3.3,0.7,0.3,14.2,16.7,0.3,0.3,0.6,0.139,-1.5,0.2,-1.2,0.0,/players/b/brownmi01.html
1991-92,28,UTA,NBA,C,16,274.0,9.0,0.494,0.0,0.547,10.3,19.2,14.9,6.1,0.4,0.5,14.7,18.1,0.0,0.2,0.2,0.037,-3.3,-1.4,-4.8,-0.2,/players/b/brownmi01.html
1992-93,29,UTA,NBA,C,5,93.0,10.2,0.553,0.0,0.44,5.0,14.7,9.9,3.8,0.0,0.7,14.4,17.7,0.0,0.1,0.1,0.056,-2.6,0.1,-2.5,0.0,/players/b/brownmi01.html
1996-97,33,PHO,NBA,C,4,27.0,12.1,0.646,0.0,1.6,8.5,8.2,8.3,5.9,0.0,0.0,10.5,15.6,0.1,0.0,0.1,0.122,-0.6,-0.5,-1.1,0.0,/players/b/brownmi01.html
1997-98,34,PHO,NBA,C,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,-7.8,-4.8,-12.6,0.0,/players/b/brownmi01.html
1993-94,24,NJN,NBA,C,4,56.0,5.4,0.479,0.0,0.889,7.9,7.8,7.8,10.6,0.0,2.5,19.3,12.6,0.0,0.0,0.1,0.053,-4.6,0.5,-4.1,0.0,/players/b/brownpj01.html
1996-97,27,MIA,NBA,PF,15,451.0,14.0,0.483,0.0,0.515,12.5,20.4,16.5,4.2,1.1,3.6,11.2,15.1,0.3,1.0,1.3,0.141,-0.1,1.8,1.7,0.4,/players/b/brownpj01.html
1997-98,28,MIA,NBA,PF,5,190.0,11.6,0.493,0.0,0.595,9.8,18.4,14.1,4.0,2.1,1.3,11.4,13.8,0.1,0.3,0.4,0.089,-0.8,0.0,-0.7,0.1,/players/b/brownpj01.html
1998-99,29,MIA,NBA,PF,5,144.0,17.2,0.516,0.022,0.222,12.5,14.7,13.6,8.3,0.8,1.2,5.7,19.1,0.3,0.1,0.4,0.136,1.7,-0.7,1.0,0.1,/players/b/brownpj01.html
1999-00,30,MIA,NBA,PF,10,308.0,10.6,0.443,0.0,0.073,10.0,21.7,15.8,6.8,1.5,1.1,11.5,15.3,0.0,0.7,0.7,0.106,-2.4,0.4,-2.0,0.0,/players/b/brownpj01.html
2000-01,31,CHH,NBA,C,10,385.0,13.0,0.502,0.0,0.433,11.8,18.2,14.8,4.5,1.7,2.9,13.1,11.0,0.5,0.6,1.1,0.139,-0.5,1.0,0.5,0.2,/players/b/brownpj01.html
2001-02,32,CHH,NBA,C,9,331.0,14.1,0.504,0.0,0.493,9.7,19.7,14.6,7.1,1.0,2.7,8.1,13.4,0.6,0.3,0.9,0.129,-0.3,-0.2,-0.5,0.1,/players/b/brownpj01.html
2002-03,33,NOH,NBA,PF,6,193.0,16.3,0.555,0.0,0.568,12.7,16.5,14.6,5.2,2.0,1.2,8.3,14.5,0.5,0.1,0.6,0.153,0.8,-0.2,0.6,0.1,/players/b/brownpj01.html
2003-04,34,NOH,NBA,PF,7,256.0,12.5,0.409,0.0,0.155,12.6,17.4,15.0,11.5,0.6,3.5,14.6,16.2,0.0,0.4,0.4,0.072,-0.9,0.4,-0.6,0.1,/players/b/brownpj01.html
2006-07,37,CHI,NBA,PF,10,228.0,15.2,0.538,0.0,0.343,8.8,15.2,12.0,9.9,1.9,0.7,9.4,17.3,0.4,0.3,0.7,0.151,-0.7,2.8,2.1,0.2,/players/b/brownpj01.html
2007-08,38,BOS,NBA,PF,25,341.0,8.2,0.545,0.018,0.446,6.7,14.9,10.9,5.6,0.8,2.5,15.2,11.2,0.3,0.5,0.7,0.105,-3.5,2.4,-1.1,0.1,/players/b/brownpj01.html
1995-96,27,CHI,NBA,PG,16,112.0,14.2,0.661,0.214,0.429,3.1,8.0,5.4,10.6,2.5,0.8,17.4,16.3,0.2,0.2,0.4,0.18,-1.0,3.8,2.8,0.1,/players/b/brownra02.html
1996-97,28,CHI,NBA,PG,17,98.0,4.4,0.326,0.0,0.167,3.4,8.7,6.0,9.7,4.6,1.9,11.0,17.2,-0.2,0.2,0.0,0.007,-8.8,3.6,-5.2,-0.1,/players/b/brownra02.html
1997-98,29,CHI,NBA,PG,14,71.0,2.5,0.307,0.0,0.5,5.0,11.0,7.9,18.7,1.6,0.0,32.3,14.5,-0.2,0.1,-0.1,-0.076,-6.8,-1.1,-7.8,-0.1,/players/b/brownra02.html
1989-90,24,UTA,NBA,PF,3,6.0,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-10.3,0.7,-9.7,0.0,/players/b/brownra01.html
2006-07,21,CLE,NBA,SG,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6,0.3,-5.2,0.0,/players/b/brownsh01.html
2008-09,23,LAL,NBA,SG,21,276.0,12.2,0.55,0.301,0.289,3.4,7.1,5.3,7.3,1.9,0.6,9.7,17.2,0.3,0.3,0.7,0.114,-0.2,-0.2,-0.4,0.1,/players/b/brownsh01.html
2009-10,24,LAL,NBA,SG,23,324.0,9.7,0.474,0.299,0.262,2.5,7.8,5.2,9.5,1.7,1.7,9.8,18.7,0.0,0.3,0.3,0.041,-2.6,-0.1,-2.7,-0.1,/players/b/brownsh01.html
2010-11,25,LAL,NBA,SG,10,166.0,14.5,0.536,0.41,0.23,3.5,11.3,7.2,7.6,2.0,1.1,11.8,21.8,0.1,0.1,0.2,0.063,0.3,-0.2,0.1,0.1,/players/b/brownsh01.html
2017-18,22,MIL,NBA,SG,3,13.0,23.6,0.7,0.6,0.0,9.9,8.6,9.2,0.0,4.0,0.0,0.0,18.7,0.0,0.0,0.1,0.236,4.8,0.2,5.0,0.0,/players/b/brownst02.html
2018-19,23,MIL,NBA,SG,11,162.0,10.6,0.525,0.553,0.289,2.6,15.5,9.3,16.2,1.8,1.7,15.7,13.4,0.1,0.3,0.4,0.113,-2.3,2.5,0.2,0.1,/players/b/brownst02.html
2019-20,24,MIL,NBA,SF,1,4.0,-7.9,0.0,1.0,0.0,0.0,27.2,13.4,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,-0.217,-11.6,-4.7,-16.3,0.0,/players/b/brownst02.html
2021-22,26,DAL,NBA,SG,8,24.0,12.8,0.402,0.444,0.556,0.0,35.3,17.3,6.7,6.5,7.6,21.1,28.0,-0.1,0.1,-0.1,-0.113,-4.7,5.7,1.0,0.0,/players/b/brownst02.html
2021-22,22,CHI,NBA,SF,3,37.0,3.6,0.353,0.647,0.0,2.5,20.6,10.8,13.0,2.6,0.0,15.0,23.7,-0.2,0.1,-0.1,-0.156,-6.2,-0.8,-7.0,0.0,/players/b/browntr01.html
2020-21,24,DAL,NBA,PG,7,114.0,15.3,0.563,0.295,0.295,5.8,12.9,9.2,13.7,0.0,0.0,7.4,21.4,0.2,0.0,0.2,0.071,2.2,-2.1,0.1,0.1,/players/b/brunsja01.html
2021-22,25,DAL,NBA,PG,16,565.0,21.0,0.561,0.246,0.273,2.9,13.3,8.0,19.9,1.3,0.0,5.5,28.7,1.2,0.3,1.6,0.134,2.6,-0.2,2.4,0.6,/players/b/brunsja01.html
1998-99,26,NYK,NBA,PG,9,18.0,0.9,0.51,0.0,0.4,6.8,0.0,3.4,20.1,0.0,0.0,40.5,27.1,-0.1,0.0,-0.1,-0.173,-8.0,-4.3,-12.3,0.0,/players/b/brunsri01.html
1999-00,27,NYK,NBA,PG,3,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,38.7,14.3,0.0,0.0,12.8,0.0,0.0,0.0,-0.01,-17.9,20.7,2.8,0.0,/players/b/brunsri01.html
2000-01,28,NYK,NBA,PG,2,4.0,9.1,0.543,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,46.9,0.0,0.0,0.0,-0.138,-2.9,-7.3,-10.2,0.0,/players/b/brunsri01.html
2001-02,29,POR,NBA,PG,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,-4.9,-2.7,-7.6,0.0,/players/b/brunsri01.html
2020-21,25,MIL,NBA,SG,11,50.0,7.5,0.35,0.4,0.0,4.2,21.9,12.9,11.0,2.0,1.8,9.1,18.9,-0.1,0.1,0.0,-0.018,-4.6,1.0,-3.6,0.0,/players/b/bryanel01.html
1996-97,18,LAL,NBA,SF,9,133.0,12.5,0.543,0.418,0.545,0.9,9.2,5.1,16.4,1.3,1.3,17.0,29.8,0.0,0.1,0.1,0.042,-1.2,-0.5,-1.7,0.0,/players/b/bryanko01.html
1997-98,19,LAL,NBA,SF,11,220.0,12.8,0.501,0.184,0.592,3.8,7.8,5.8,12.1,0.7,2.7,10.3,22.5,0.3,0.0,0.2,0.046,-0.2,-2.0,-2.2,0.0,/players/b/bryanko01.html
1998-99,20,LAL,NBA,SG,8,315.0,19.1,0.502,0.162,0.246,4.5,16.3,10.0,21.7,2.5,2.5,16.5,27.2,0.2,0.2,0.4,0.06,3.0,1.0,3.9,0.5,/players/b/bryanko01.html
1999-00,21,LAL,NBA,SG,22,857.0,19.3,0.517,0.162,0.32,3.4,9.9,6.6,19.8,2.0,2.9,10.9,26.7,1.5,0.5,2.1,0.115,3.2,1.1,4.2,1.4,/players/b/bryanko01.html
2000-01,22,LAL,NBA,SG,16,694.0,25.0,0.555,0.095,0.422,4.7,13.3,9.1,25.4,1.9,1.3,10.7,30.3,2.6,1.2,3.8,0.26,6.0,0.6,6.5,1.5,/players/b/bryanko01.html
2001-02,23,LAL,NBA,SG,19,833.0,20.5,0.511,0.135,0.336,3.8,10.6,7.3,20.2,1.7,1.5,9.8,29.8,1.7,0.8,2.6,0.148,4.1,0.2,4.3,1.3,/players/b/bryanko01.html
2002-03,24,LAL,NBA,SG,12,531.0,22.2,0.531,0.196,0.328,3.3,10.1,6.6,22.8,1.4,0.1,10.4,34.0,1.2,0.2,1.5,0.131,5.6,-1.9,3.7,0.8,/players/b/bryanko01.html
2003-04,25,LAL,NBA,SG,22,973.0,21.0,0.506,0.211,0.361,2.2,10.3,6.2,25.6,2.4,0.6,10.3,29.8,2.1,0.8,2.9,0.145,4.6,0.6,5.3,1.8,/players/b/bryanko01.html
2005-06,27,LAL,NBA,SG,7,314.0,19.9,0.587,0.241,0.331,1.5,16.9,8.8,21.5,1.3,0.8,16.6,28.9,0.5,0.1,0.6,0.087,3.0,-0.6,2.4,0.3,/players/b/bryanko01.html
2006-07,28,LAL,NBA,SG,5,215.0,24.1,0.561,0.215,0.285,0.5,14.3,6.9,20.0,1.2,0.7,13.1,33.9,0.6,-0.1,0.5,0.121,6.0,0.1,6.1,0.4,/players/b/bryanko01.html
2007-08,29,LAL,NBA,SG,21,863.0,25.0,0.577,0.229,0.419,2.5,13.0,8.0,26.9,2.1,0.7,11.3,33.0,2.4,0.8,3.2,0.178,6.5,0.8,7.4,2.0,/players/b/bryanko01.html
2008-09,30,LAL,NBA,SG,23,940.0,26.8,0.564,0.2,0.372,2.4,12.8,7.6,26.0,2.1,1.9,8.7,32.9,3.3,1.4,4.7,0.238,7.4,1.7,9.1,2.6,/players/b/bryanko01.html
2009-10,31,LAL,NBA,SG,23,923.0,24.7,0.567,0.256,0.358,3.3,14.0,8.7,26.0,1.8,1.4,11.8,33.2,2.7,0.9,3.6,0.19,6.1,0.9,7.0,2.1,/players/b/bryanko01.html
2010-11,32,LAL,NBA,SG,10,354.0,20.6,0.536,0.22,0.328,2.7,9.8,6.0,19.1,2.5,0.8,12.7,32.7,0.5,0.2,0.7,0.099,4.0,-0.5,3.4,0.5,/players/b/bryanko01.html
2011-12,33,LAL,NBA,SG,12,476.0,24.4,0.525,0.199,0.316,3.5,9.6,6.5,24.0,1.8,0.3,9.0,35.8,1.4,0.0,1.4,0.143,5.7,-0.3,5.4,0.9,/players/b/bryanko01.html
1989-90,24,POR,NBA,PF,13,160.0,5.9,0.575,0.0,0.242,5.9,14.4,10.0,2.7,0.9,0.8,24.7,12.4,-0.1,0.2,0.1,0.026,-4.5,0.3,-4.2,-0.1,/players/b/bryanma01.html
1990-91,25,POR,NBA,PF,14,137.0,9.1,0.585,0.0,0.727,11.7,16.1,13.8,2.0,0.7,0.5,12.1,10.4,0.2,0.1,0.3,0.123,-2.3,-0.5,-2.8,0.0,/players/b/bryanma01.html
1991-92,26,POR,NBA,PF,12,116.0,2.1,0.374,0.0,0.138,11.7,18.8,15.3,1.2,1.3,0.0,22.6,14.8,-0.3,0.1,-0.1,-0.052,-7.4,-2.3,-9.7,-0.2,/players/b/bryanma01.html
1992-93,27,POR,NBA,C,4,83.0,11.8,0.497,0.0,0.135,11.8,11.4,11.6,0.0,0.0,2.4,13.3,23.2,0.0,0.1,0.1,0.052,-2.5,-1.0,-3.5,0.0,/players/b/bryanma01.html
1993-94,28,POR,NBA,C,4,64.0,4.3,0.294,0.118,0.0,9.8,11.4,10.6,4.0,1.6,2.4,15.0,13.2,-0.1,0.0,-0.1,-0.103,-5.8,-2.4,-8.2,-0.1,/players/b/bryanma01.html
1994-95,29,POR,NBA,PF,2,6.0,7.6,0.347,0.0,1.0,18.6,22.9,20.5,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,-0.162,-4.4,-6.6,-11.0,0.0,/players/b/bryanma01.html
1995-96,30,HOU,NBA,PF,8,145.0,14.1,0.649,0.0,0.429,5.4,16.7,10.8,4.6,0.4,1.1,6.7,14.0,0.4,0.1,0.4,0.134,-0.9,0.0,-0.9,0.0,/players/b/bryanma01.html
1996-97,31,PHO,NBA,PF,4,36.0,4.0,0.486,0.0,0.3,3.2,9.2,6.3,0.0,0.0,0.0,15.0,16.3,0.0,0.0,-0.1,-0.088,-4.6,-3.6,-8.1,-0.1,/players/b/bryanma01.html
1997-98,32,PHO,NBA,C,4,93.0,16.1,0.509,0.0,0.353,10.1,18.6,14.0,1.8,2.3,1.7,7.1,20.7,0.1,0.1,0.2,0.09,-1.2,0.0,-1.1,0.0,/players/b/bryanma01.html
2000-01,35,DAL,NBA,PF,4,34.0,3.0,0.5,0.0,0.0,9.4,10.3,9.8,0.0,1.6,0.0,33.3,4.1,0.0,0.0,0.0,0.026,-4.2,1.5,-2.6,0.0,/players/b/bryanma01.html
2001-02,36,SAS,NBA,PF,9,91.0,8.5,0.464,0.0,0.3,10.1,5.1,7.6,1.9,0.6,1.6,4.2,12.6,0.1,0.0,0.1,0.075,-3.7,-1.0,-4.7,-0.1,/players/b/bryanma01.html
