,URL,NAME,ACTIVE_FROM,ACTIVE_TO,POSITION,COLLEGE,DRAFT_YEAR,DRAFT_PICK,DRAFT_TEAM,BIRTH_DATE(year),HEIGHT(cm),WEIGHT(kg)
0,/players/a/abdelal01.html,Alaa Abdelnaby,1991,1995,F-C,Duke,1990.0,25.0,POR,1968,208.28,108.86
3,/players/a/abdulma02.html,Mahmoud Abdul-Rauf,1991,2001,G,LSU,1990.0,3.0,DEN,1969,185.42,73.48
4,/players/a/abdulta01.html,Tariq Abdul-Wahad,1998,2003,F,"Michigan, San Jose State",1997.0,11.0,SAC,1974,198.12,101.15
5,/players/a/abdursh01.html,Shareef Abdur-Rahim,1997,2008,F,California,1996.0,3.0,VAN,1976,205.74,102.06
9,/players/a/abrinal01.html,Álex Abrines,2017,2019,G-F,No College,Undrafted,Undrafted,Undrafted,1993,198.12,90.72
10,/players/a/achiupr01.html,Precious Achiuwa,2021,2022,F,Memphis,2020.0,20.0,MIA,1999,203.2,102.06
11,/players/a/ackeral01.html,Alex Acker,2006,2009,G,Pepperdine,2005.0,60.0,DET,1983,195.57999999999998,83.91
13,/players/a/acresma01.html,Mark Acres,1988,1993,F-C,Oral Roberts,1985.0,40.0,DAL,1962,210.82,99.79
15,/players/a/acyqu01.html,Quincy Acy,2013,2019,F-C,Baylor,2012.0,37.0,TOR,1990,200.66,108.86
19,/players/a/adamsha01.html,Hassan Adams,2007,2009,G,Arizona,2006.0,54.0,NJN,1984,193.04,99.79
20,/players/a/adamsja01.html,Jaylen Adams,2019,2021,G,St. Bonaventure,Undrafted,Undrafted,Undrafted,1996,182.88,102.06
21,/players/a/adamsjo01.html,Jordan Adams,2015,2016,G,UCLA,2014.0,22.0,MEM,1994,195.57999999999998,94.8
22,/players/a/adamsmi01.html,Michael Adams,1986,1996,G,Boston College,1985.0,66.0,SAC,1963,177.8,73.48
23,/players/a/adamsst01.html,Steven Adams,2014,2022,C,Pitt,2013.0,12.0,OKC,1993,210.82,120.2
24,/players/a/addisra01.html,Rafael Addison,1987,1997,F-G,Syracuse,1986.0,39.0,PHO,1964,200.66,97.52
25,/players/a/adebaba01.html,Bam Adebayo,2018,2022,C-F,Kentucky,2017.0,14.0,MIA,1997,205.74,115.67
26,/players/a/adelde01.html,Deng Adel,2019,2019,F,Louisville,Undrafted,Undrafted,Undrafted,1997,200.66,90.72
28,/players/a/adrieje01.html,Jeff Adrien,2011,2015,F,UConn,Undrafted,Undrafted,Undrafted,1986,200.66,111.13
29,/players/a/afflaar01.html,Arron Afflalo,2008,2018,G-F,UCLA,2007.0,27.0,DET,1985,195.57999999999998,95.25
30,/players/a/agerma01.html,Maurice Ager,2007,2011,G,Michigan State,2006.0,28.0,DAL,1984,195.57999999999998,91.63
31,/players/a/aguirma01.html,Mark Aguirre,1982,1994,F-G,DePaul,1981.0,1.0,DAL,1959,198.12,105.23
32,/players/a/ahearbl01.html,Blake Ahearn,2008,2012,G,Missouri State,Undrafted,Undrafted,Undrafted,1984,187.96,86.18
33,/players/a/aingeda01.html,Danny Ainge,1982,1995,G,BYU,1981.0,31.0,BOS,1959,193.04,79.38
35,/players/a/ajincal01.html,Alexis Ajinça,2009,2017,C-F,No College,Undrafted,Undrafted,Undrafted,1988,218.44000000000003,112.49
37,/players/a/akognjo01.html,Josh Akognon,2013,2013,G,"Washington State, Cal State Fullerton",Undrafted,Undrafted,Undrafted,1986,180.34,83.91
38,/players/a/akoonde01.html,DeVaughn Akoon-Purcell,2019,2019,G,Illinois State,Undrafted,Undrafted,Undrafted,1993,198.12,90.72
39,/players/a/alabiso01.html,Solomon Alabi,2011,2012,C,Florida State,2010.0,50.0,DAL,1988,215.9,113.85
40,/players/a/alarima01.html,Mark Alarie,1987,1991,F,Duke,1986.0,18.0,DEN,1963,203.2,98.43
43,/players/a/aldamsa01.html,Santi Aldama,2022,2022,F,Loyola (MD),2021.0,30.0,UTA,2001,210.82,101.6
44,/players/a/aldemfu01.html,Furkan Aldemir,2015,2015,F-C,No College,2012.0,53.0,LAC,1991,208.28,108.86
45,/players/a/aldrico01.html,Cole Aldrich,2011,2018,C,Kansas,2010.0,11.0,NOH,1988,210.82,113.4
46,/players/a/aldrila01.html,LaMarcus Aldridge,2007,2022,F-C,Texas,2006.0,2.0,CHI,1985,210.82,113.4
47,/players/a/aleksch01.html,Chuck Aleksinas,1985,1985,C,"Kentucky, UConn",1982.0,76.0,CHI,1959,210.82,117.93
48,/players/a/alexacl01.html,Cliff Alexander,2016,2016,F,Kansas,Undrafted,Undrafted,Undrafted,1995,203.2,111.13
49,/players/a/alexaco01.html,Cory Alexander,1996,2005,G,Virginia,1995.0,29.0,SAS,1973,185.42,83.91
50,/players/a/alexaco02.html,Courtney Alexander,2001,2003,G,"Virginia, Fresno State",2000.0,13.0,ORL,1977,195.57999999999998,92.99
51,/players/a/alexaga01.html,Gary Alexander,1994,1994,F,South Florida,Undrafted,Undrafted,Undrafted,1969,200.66,108.86
52,/players/a/alexajo01.html,Joe Alexander,2009,2010,F,West Virginia,2008.0,8.0,MIL,1986,203.2,104.33
53,/players/a/alexaky01.html,Kyle Alexander,2020,2020,F,Tennessee,Undrafted,Undrafted,Undrafted,1996,210.82,99.79
54,/players/a/alexaty01.html,Ty-Shon Alexander,2021,2021,G,Creighton,Undrafted,Undrafted,Undrafted,1998,190.5,88.45
55,/players/a/alexavi01.html,Victor Alexander,1992,2002,C-F,Iowa State,1991.0,17.0,GSW,1969,205.74,120.2
56,/players/a/alexani01.html,Nickeil Alexander-Walker,2020,2022,G,Virginia Tech,2019.0,17.0,BRK,1998,198.12,92.99
57,/players/a/alforst01.html,Steve Alford,1988,1991,G,Indiana,1987.0,26.0,DAL,1964,187.96,83.01
58,/players/a/alkinra01.html,Rawle Alkins,2019,2019,G,Arizona,Undrafted,Undrafted,Undrafted,1997,195.57999999999998,102.06
62,/players/a/allengr01.html,Grayson Allen,2019,2022,G,Duke,2018.0,21.0,UTA,1995,193.04,89.81
63,/players/a/allenja01.html,Jarrett Allen,2018,2022,C-F,Texas,2017.0,22.0,BRK,1998,210.82,110.22
64,/players/a/allenje01.html,Jerome Allen,1996,1997,G,Penn,1995.0,49.0,MIN,1973,193.04,83.46
65,/players/a/allenka01.html,Kadeem Allen,2018,2020,G,Arizona,2017.0,53.0,BOS,1993,185.42,90.72
66,/players/a/allenla01.html,Lavoy Allen,2012,2017,F-C,Temple,2011.0,50.0,PHI,1989,205.74,117.93
68,/players/a/allenma01.html,Malik Allen,2002,2011,F-C,Villanova,Undrafted,Undrafted,Undrafted,1978,208.28,115.67
69,/players/a/allenra01.html,Randy Allen,1989,1990,F,Florida State,1974.0,58.0,PHO,1965,203.2,99.79
70,/players/a/allenra02.html,Ray Allen,1997,2014,G,UConn,1996.0,5.0,MIN,1975,195.57999999999998,92.99
71,/players/a/allento01.html,Tony Allen,2005,2018,G-F,"Butler County Community College, Oklahoma State",2004.0,25.0,BOS,1982,193.04,96.62
74,/players/a/allrela01.html,Lance Allred,2008,2008,C,"Utah, Weber State",Undrafted,Undrafted,Undrafted,1981,210.82,113.4
75,/players/a/allumda01.html,Darrell Allums,1981,1981,F,UCLA,1980.0,103.0,DAL,1958,205.74,99.79
76,/players/a/almonmo01.html,Morris Almond,2008,2012,G,Rice University,2007.0,25.0,UTA,1985,198.12,102.06
77,/players/a/alstode01.html,Derrick Alston,1995,1997,F,Duquesne,1994.0,33.0,PHI,1972,210.82,102.06
78,/players/a/alstora01.html,Rafer Alston,2000,2010,G,Fresno State,1998.0,39.0,MIL,1976,187.96,77.56
79,/players/a/alumape01.html,Peter Aluma,1999,1999,C,Liberty,Undrafted,Undrafted,Undrafted,1973,208.28,117.93
80,/players/a/alvarjo01.html,Jose Alvarado,2022,2022,G,Georgia Tech,Undrafted,Undrafted,Undrafted,1998,182.88,81.19
81,/players/a/amaecjo01.html,John Amaechi,1996,2003,C-F,"Vanderbilt, Penn State",Undrafted,Undrafted,Undrafted,1970,208.28,122.47
82,/players/a/amayaas01.html,Ashraf Amaya,1996,1997,F,Southern Illinois,Undrafted,Undrafted,Undrafted,1971,203.2,104.33
83,/players/a/aminual01.html,Al-Farouq Aminu,2011,2021,F,Wake Forest,2010.0,8.0,LAC,1990,203.2,99.79
84,/players/a/amundlo01.html,Lou Amundson,2007,2016,F-C,UNLV,Undrafted,Undrafted,Undrafted,1982,205.74,99.79
86,/players/a/anderch01.html,Chris Andersen,2002,2017,C-F,Blinn College,Undrafted,Undrafted,Undrafted,1978,208.28,111.13
87,/players/a/anderda03.html,David Andersen,2010,2011,C,No College,2002.0,37.0,ATL,1980,210.82,111.13
88,/players/a/anderal01.html,Alan Anderson,2006,2017,G-F,Michigan State,Undrafted,Undrafted,Undrafted,1982,198.12,99.79
90,/players/a/anderan02.html,Antonio Anderson,2010,2010,G,Memphis,Undrafted,Undrafted,Undrafted,1985,198.12,97.52
96,/players/a/anderde01.html,Derek Anderson,1998,2008,G,"Ohio State, Kentucky",1997.0,13.0,CLE,1974,195.57999999999998,88.0
97,/players/a/anderdw01.html,Dwight Anderson,1983,1983,G,"Kentucky, USC",1982.0,41.0,WSB,1960,190.5,83.91
98,/players/a/anderer01.html,Eric Anderson,1993,1994,F,Indiana,1975.0,167.0,CLE,1970,205.74,99.79
99,/players/a/andergr01.html,Greg Anderson,1988,1998,F-C,Houston,1987.0,23.0,SAS,1964,208.28,104.33
100,/players/a/andergr01.html,Greg Anderson,1988,1998,F-C,Houston,1986.0,131.0,DAL,1964,208.28,104.33
101,/players/a/anderjj01.html,J.J. Anderson,1983,1985,F,Bradley,1982.0,36.0,PHI,1960,203.2,88.45
102,/players/a/anderja01.html,James Anderson,2011,2016,G-F,Oklahoma State,2010.0,20.0,SAS,1989,198.12,96.62
103,/players/a/anderja01.html,James Anderson,2011,2016,G-F,Oklahoma State,1985.0,107.0,POR,1989,198.12,96.62
105,/players/a/anderju01.html,Justin Anderson,2016,2022,G,Virginia,2015.0,21.0,DAL,1993,198.12,104.33
106,/players/a/anderke01.html,Kenny Anderson,1992,2005,G,Georgia Tech,1991.0,2.0,NJN,1970,182.88,76.2
109,/players/a/anderky01.html,Kyle Anderson,2015,2022,F-G,UCLA,2014.0,30.0,SAS,1993,205.74,104.33
110,/players/a/andermi01.html,Michael Anderson,1989,1989,G,Drexel,1988.0,73.0,IND,1966,180.34,83.46
111,/players/a/andermi01.html,Michael Anderson,1989,1989,G,Drexel,1986.0,148.0,SAS,1966,180.34,83.46
112,/players/a/anderni01.html,Nick Anderson,1990,2002,F-G,Illinois,1989.0,11.0,ORL,1968,198.12,92.99
113,/players/a/anderri01.html,Richard Anderson,1983,1990,F-C,UC Santa Barbara,1982.0,32.0,SDC,1960,208.28,108.86
114,/players/a/anderro01.html,Ron Anderson,1985,1994,F-G,Fresno State,1984.0,27.0,CLE,1958,200.66,97.52
115,/players/a/anderry01.html,Ryan Anderson,2009,2020,F,California,2008.0,21.0,NJN,1988,205.74,108.86
116,/players/a/andersh01.html,Shandon Anderson,1997,2006,F-G,Georgia,1996.0,54.0,UTA,1973,198.12,94.35
117,/players/a/anderwi01.html,Willie Anderson,1989,1997,G-F,Georgia,1988.0,10.0,SAS,1967,200.66,86.18
120,/players/a/andrima01.html,Martynas Andriuškevičius,2006,2006,C,No College,Undrafted,Undrafted,Undrafted,1986,218.44000000000003,108.86
122,/players/a/anigbik01.html,Ike Anigbogu,2018,2019,F-C,UCLA,2017.0,47.0,IND,1998,208.28,113.4
123,/players/a/anslemi01.html,Michael Ansley,1990,1992,F,Alabama,1989.0,37.0,ORL,1967,200.66,102.06
124,/players/a/anstech01.html,Chris Anstey,1998,2000,C,No College,1997.0,18.0,POR,1975,213.36,112.94
125,/players/a/antetgi01.html,Giannis Antetokounmpo,2014,2022,F-G,No College,2013.0,15.0,MIL,1994,210.82,109.77
126,/players/a/antetko01.html,Kostas Antetokounmpo,2019,2021,F,Dayton,2018.0,60.0,PHI,1997,208.28,90.72
127,/players/a/antetth01.html,Thanasis Antetokounmpo,2016,2022,F,No College,2014.0,51.0,NYK,1992,198.12,99.34
128,/players/a/anthoca01.html,Carmelo Anthony,2004,2022,F,Syracuse,2003.0,3.0,DEN,1984,200.66,107.96
129,/players/a/anthoco01.html,Cole Anthony,2021,2022,G,UNC,2020.0,15.0,ORL,2000,187.96,83.91
130,/players/a/anthogr01.html,Greg Anthony,1992,2002,G,"University of Portland, UNLV",1991.0,12.0,NYK,1967,182.88,79.83
131,/players/a/anthojo01.html,Joel Anthony,2008,2017,C,UNLV,Undrafted,Undrafted,Undrafted,1982,205.74,111.13
132,/players/a/anticpe01.html,Pero Antić,2014,2015,C-F,No College,Undrafted,Undrafted,Undrafted,1982,210.82,117.93
133,/players/a/anunoog01.html,OG Anunoby,2018,2022,F,Indiana,2017.0,23.0,TOR,1997,200.66,105.23
134,/players/a/applike01.html,Keith Appling,2016,2016,G,Michigan State,Undrafted,Undrafted,Undrafted,1992,185.42,83.91
135,/players/a/araujra01.html,Rafael Araújo,2005,2007,C,BYU,Undrafted,Undrafted,Undrafted,1980,210.82,127.01
137,/players/a/archiro01.html,Robert Archibald,2003,2004,F,Illinois,2002.0,32.0,MEM,1980,210.82,113.4
139,/players/a/arcidry01.html,Ryan Arcidiacono,2018,2022,G,Villanova,Undrafted,Undrafted,Undrafted,1994,190.5,88.45
141,/players/a/arenagi01.html,Gilbert Arenas,2002,2012,G,Arizona,2001.0,31.0,GSW,1982,193.04,86.64
142,/players/a/arizatr01.html,Trevor Ariza,2005,2022,F,UCLA,2004.0,43.0,NYK,1985,203.2,97.52
144,/players/a/arlaujo01.html,Joe Arlauckas,1988,1988,F,Niagara University,1987.0,74.0,SAC,1965,205.74,104.33
145,/players/a/armstbj01.html,B.J. Armstrong,1990,2000,G,Iowa,1989.0,18.0,CHI,1967,187.96,79.38
147,/players/a/armstbr01.html,Brandon Armstrong,2002,2004,G,Pepperdine,2001.0,23.0,HOU,1980,195.57999999999998,85.28
149,/players/a/armstda01.html,Darrell Armstrong,1995,2008,G,Fayetteville State University,Undrafted,Undrafted,Undrafted,1968,182.88,77.11
150,/players/a/armsthi01.html,Hilton Armstrong,2007,2014,F-C,UConn,2006.0,12.0,NOK,1984,210.82,106.59
155,/players/a/arroyca01.html,Carlos Arroyo,2002,2011,G,Florida International University,Undrafted,Undrafted,Undrafted,1979,187.96,91.63
156,/players/a/arthuda01.html,Darrell Arthur,2009,2018,F,Kansas,2008.0,27.0,NOH,1988,205.74,106.59
158,/players/a/artisja01.html,Jamel Artis,2018,2018,G-F,Pitt,Undrafted,Undrafted,Undrafted,1993,200.66,96.62
159,/players/a/asikom01.html,Ömer Aşık,2011,2018,C,No College,Undrafted,Undrafted,Undrafted,1986,213.36,115.67
160,/players/a/askewvi01.html,Vincent Askew,1988,1998,G-F,Memphis,1987.0,39.0,PHI,1966,198.12,95.25
161,/players/a/askinke01.html,Keith Askins,1991,1999,G-F,Alabama,Undrafted,Undrafted,Undrafted,1967,200.66,89.36
164,/players/a/atkinch01.html,Chucky Atkins,2000,2010,G,South Florida,Undrafted,Undrafted,Undrafted,1974,180.34,72.57
167,/players/a/augmost01.html,Stacey Augmon,1992,2006,F-G,UNLV,1991.0,9.0,ATL,1968,203.2,92.99
168,/players/a/augusdj01.html,D.J. Augustin,2009,2022,G,Texas,2008.0,9.0,CHA,1987,180.34,83.01
169,/players/a/augusja01.html,James Augustine,2007,2008,F,Illinois,2006.0,41.0,ORL,1984,208.28,106.59
170,/players/a/austiis01.html,Isaac Austin,1992,2002,C,Arizona State,1991.0,48.0,UTA,1969,208.28,115.67
172,/players/a/austike01.html,Ken Austin,1984,1984,F,Rice University,1983.0,101.0,DET,1961,205.74,92.99
173,/players/a/avdijde01.html,Deni Avdija,2021,2022,G-F,No College,2020.0,9.0,WAS,2001,205.74,95.25
174,/players/a/aventan01.html,Anthony Avent,1993,2000,F,Seton Hall,1991.0,15.0,ATL,1969,205.74,106.59
176,/players/a/averywi01.html,William Avery,2000,2002,G,Duke,1999.0,14.0,MIN,1979,187.96,89.36
178,/players/a/ayayijo01.html,Joel Ayayi,2022,2022,G,Gonzaga,Undrafted,Undrafted,Undrafted,2000,195.57999999999998,81.65
179,/players/a/ayongu01.html,Gustavo Ayón,2012,2014,C,No College,Undrafted,Undrafted,Undrafted,1985,208.28,113.4
180,/players/p/pendeje02.html,Jeff Ayres,2010,2016,F,Arizona State,2009.0,31.0,SAC,1987,205.74,108.86
181,/players/a/aytonde01.html,Deandre Ayton,2019,2022,C,Arizona,2018.0,1.0,PHO,1998,210.82,113.4
182,/players/a/azubuke01.html,Kelenna Azubuike,2007,2012,G,Kentucky,Undrafted,Undrafted,Undrafted,1983,195.57999999999998,99.79
183,/players/a/azubuud01.html,Udoka Azubuike,2021,2022,C,Kansas,2020.0,27.0,UTA,1999,208.28,127.01
184,/players/b/babbch01.html,Chris Babb,2014,2014,G,"Penn State, Iowa State",Undrafted,Undrafted,Undrafted,1990,195.57999999999998,102.06
185,/players/b/babbilu01.html,Luke Babbitt,2011,2018,F,Nevada,2010.0,16.0,MIN,1989,205.74,102.06
186,/players/b/babicmi01.html,Miloš Babić,1991,1992,C-F,Tennessee Technological University,Undrafted,Undrafted,Undrafted,1968,213.36,108.86
188,/players/b/bacondw01.html,Dwayne Bacon,2018,2021,G,Florida State,2017.0,40.0,NOP,1995,198.12,100.24
191,/players/b/bagarda01.html,Dalibor Bagarić,2001,2003,C,No College,Undrafted,Undrafted,Undrafted,1980,215.9,115.67
192,/players/b/baglejo01.html,John Bagley,1983,1994,G,Boston College,1982.0,12.0,CLE,1960,182.88,83.91
193,/players/b/baglema01.html,Marvin Bagley III,2019,2022,F-C,Duke,2018.0,2.0,SAC,1999,210.82,106.59
194,/players/b/baileca01.html,Carl Bailey,1982,1982,C,Tuskegee University,1980.0,66.0,SEA,1958,213.36,95.25
196,/players/b/baileja01.html,James Bailey,1980,1988,F-C,Rutgers University,1979.0,6.0,SEA,1957,205.74,99.79
197,/players/b/baileth01.html,Thurl Bailey,1984,1999,F-C,NC State,1983.0,7.0,UTA,1961,210.82,97.52
198,/players/b/baileto01.html,Toby Bailey,1999,2000,G,UCLA,1998.0,45.0,LAL,1975,198.12,96.62
199,/players/b/bairsca01.html,Cameron Bairstow,2015,2016,F-C,New Mexico,2014.0,49.0,CHI,1990,205.74,113.4
201,/players/b/bakerla01.html,Mark Baker,1999,1999,G,Ohio State,Undrafted,Undrafted,Undrafted,1969,185.42,79.38
202,/players/b/bakerma01.html,Maurice Baker,2005,2005,G,Oklahoma State,Undrafted,Undrafted,Undrafted,1979,185.42,79.38
204,/players/b/bakerro01.html,Ron Baker,2017,2019,G,Wichita State,Undrafted,Undrafted,Undrafted,1993,193.04,99.79
205,/players/b/bakervi01.html,Vin Baker,1994,2006,F,University of Hartford,1993.0,8.0,MIL,1971,210.82,105.23
206,/players/b/baldwwa01.html,Wade Baldwin,2017,2019,G,Vanderbilt,2016.0,17.0,MEM,1996,193.04,90.72
207,/players/b/balkmre01.html,Renaldo Balkman,2007,2012,F,South Carolina,2006.0,20.0,NYK,1984,203.2,94.35
208,/players/b/ballce01.html,Cedric Ball,1991,1991,F,UNC Charlotte,Undrafted,Undrafted,Undrafted,1968,203.2,95.25
209,/players/b/ballla01.html,LaMelo Ball,2021,2022,G,No College,2020.0,3.0,CHO,2001,200.66,81.65
210,/players/b/balllo01.html,Lonzo Ball,2018,2022,G,UCLA,2017.0,2.0,LAL,1997,198.12,86.18
213,/players/b/bambamo01.html,Mo Bamba,2019,2022,C,Texas,2018.0,6.0,ORL,1998,213.36,104.78
214,/players/b/banede01.html,Desmond Bane,2021,2022,G,TCU,2020.0,30.0,BOS,1998,195.57999999999998,97.52
215,/players/b/banksge01.html,Gene Banks,1982,1987,F-G,Duke,1981.0,28.0,SAS,1959,200.66,97.52
216,/players/b/banksma01.html,Marcus Banks,2004,2011,G,UNLV,2003.0,13.0,MEM,1981,187.96,90.72
218,/players/b/bannike01.html,Ken Bannister,1985,1991,F-C,"Indiana State University, Saint Augustine's College",1984.0,156.0,NYK,1960,205.74,106.59
220,/players/b/bantoda01.html,Dalano Banton,2022,2022,G-F,Nebraska,2021.0,46.0,TOR,1999,205.74,92.53
221,/players/b/barbeca01.html,Cat Barber,2022,2022,G,NC State,Undrafted,Undrafted,Undrafted,1994,187.96,86.18
223,/players/b/barbole01.html,Leandro Barbosa,2004,2017,G,No College,2003.0,28.0,SAS,1982,190.5,88.0
224,/players/b/bardost01.html,Steve Bardo,1992,1996,G,Illinois,1990.0,41.0,ATL,1968,195.57999999999998,86.18
225,/players/b/bareajo01.html,J.J. Barea,2007,2020,G,Northeastern University,Undrafted,Undrafted,Undrafted,1984,177.8,81.65
226,/players/b/bargnan01.html,Andrea Bargnani,2007,2016,F-C,No College,2006.0,1.0,TOR,1985,213.36,111.13
229,/players/b/barklch01.html,Charles Barkley,1985,2000,F,Auburn,1984.0,5.0,PHI,1963,198.12,114.31
230,/players/b/barkler01.html,Erick Barkley,2001,2002,G,St. John's,2000.0,28.0,POR,1978,185.42,80.29
232,/players/b/barneha02.html,Harrison Barnes,2013,2022,F,UNC,2012.0,7.0,GSW,1992,203.2,102.06
236,/players/b/barnema02.html,Matt Barnes,2004,2017,F,UCLA,2002.0,46.0,MEM,1980,200.66,102.51
237,/players/b/barnesc01.html,Scottie Barnes,2022,2022,G-F,Florida State,2021.0,4.0,TOR,2001,205.74,102.97
247,/players/b/barrean01.html,Andre Barrett,2005,2008,G,Seton Hall,Undrafted,Undrafted,Undrafted,1982,177.8,78.02
250,/players/b/barrerj01.html,RJ Barrett,2020,2022,G-F,Duke,2019.0,3.0,NYK,2000,198.12,97.07
251,/players/b/barroea01.html,Earl Barron,2006,2015,C,Memphis,Undrafted,Undrafted,Undrafted,1981,213.36,113.4
252,/players/b/barroda01.html,Dana Barros,1990,2004,G,Boston College,1989.0,16.0,SEA,1967,180.34,73.94
253,/players/b/barrybr01.html,Brent Barry,1996,2009,G,Oregon State,1995.0,15.0,DEN,1971,198.12,83.91
254,/players/b/barrydr01.html,Drew Barry,1998,2000,G,Georgia Tech,1996.0,57.0,SEA,1973,195.57999999999998,86.64
255,/players/b/barryjo01.html,Jon Barry,1993,2006,G,"University of the Pacific, Georgia Tech",1992.0,21.0,BOS,1969,193.04,88.45
259,/players/b/bartowi01.html,Will Barton,2013,2022,G,Memphis,2012.0,40.0,POR,1991,198.12,82.1
260,/players/b/basdeed01.html,Eddie Basden,2006,2006,G,UNC Charlotte,Undrafted,Undrafted,Undrafted,1983,195.57999999999998,97.52
262,/players/b/bassbr01.html,Brandon Bass,2006,2017,F,LSU,2005.0,33.0,NOH,1985,203.2,113.4
263,/players/b/basspa01.html,Paris Bass,2022,2022,F,Detroit Mercy,Undrafted,Undrafted,Undrafted,1995,203.2,90.72
265,/players/b/bassech01.html,Charles Bassey,2022,2022,C,Western Kentucky,2021.0,53.0,PHI,2000,210.82,106.59
266,/players/b/bastoma01.html,Maceo Baston,2003,2009,F,Michigan,1998.0,58.0,CHI,1975,205.74,97.52
267,/players/b/bateeme01.html,Mengke Bateer,2002,2004,C,No College,Undrafted,Undrafted,Undrafted,1975,210.82,131.54
268,/players/b/batesbi01.html,Billy Ray Bates,1980,1983,G,Kentucky State University,1978.0,47.0,HOU,1956,193.04,95.25
269,/players/b/bateske01.html,Keita Bates-Diop,2019,2022,F,Ohio State,2018.0,48.0,MIN,1996,203.2,103.87
270,/players/b/batises01.html,Esteban Batista,2006,2007,F-C,No College,Undrafted,Undrafted,Undrafted,1983,208.28,122.47
271,/players/b/batismi01.html,Mike Batiste,2003,2003,F,Arizona State,Undrafted,Undrafted,Undrafted,1977,203.2,102.06
272,/players/b/battito01.html,Tony Battie,1998,2012,C-F,Texas Tech,1997.0,5.0,DEN,1976,210.82,104.33
273,/players/b/battish01.html,Shane Battier,2002,2014,F,Duke,2001.0,6.0,MEM,1978,203.2,99.79
274,/players/b/battljo01.html,John Battle,1986,1995,G,Rutgers University,1985.0,84.0,ATL,1962,187.96,79.38
275,/players/b/battlke01.html,Kenny Battle,1990,1993,F,"Northern Illinois, Illinois",1989.0,27.0,DET,1964,198.12,95.25
276,/players/b/battoda01.html,Dave Batton,1983,1984,C,Notre Dame,1978.0,62.0,NJN,1956,208.28,108.86
278,/players/b/batumni01.html,Nicolas Batum,2009,2022,F-G,No College,2008.0,25.0,HOU,1988,203.2,104.33
282,/players/b/baxtelo01.html,Lonny Baxter,2003,2006,F,Maryland,2002.0,44.0,CHI,1979,203.2,117.93
283,/players/b/bayleje01.html,Jerryd Bayless,2009,2019,G,Arizona,2008.0,11.0,IND,1988,190.5,90.72
287,/players/b/baynear01.html,Aron Baynes,2013,2021,C,Washington State,Undrafted,Undrafted,Undrafted,1986,208.28,117.93
288,/players/b/bazarse01.html,Sergei Bazarevich,1995,1995,G,No College,Undrafted,Undrafted,Undrafted,1965,187.96,76.2
289,/players/b/bazemke01.html,Kent Bazemore,2013,2022,G-F,Old Dominion,Undrafted,Undrafted,Undrafted,1989,193.04,88.45
290,/players/b/bazleda01.html,Darius Bazley,2020,2022,F,No College,2019.0,23.0,UTA,2000,203.2,94.35
292,/players/b/bealbr01.html,Bradley Beal,2013,2022,G,Florida,2012.0,3.0,WAS,1993,193.04,93.89
297,/players/b/beaslje01.html,Jerome Beasley,2004,2004,F,"Midland College, University of North Dakota",2003.0,33.0,MIA,1980,208.28,107.5
299,/players/b/beaslma01.html,Malik Beasley,2017,2022,G,Florida State,2016.0,19.0,DEN,1996,193.04,84.82
300,/players/b/beaslmi01.html,Michael Beasley,2009,2019,F,Kansas State,2008.0,2.0,MIA,1989,205.74,106.59
302,/players/b/beaubro01.html,Rodrigue Beaubois,2010,2013,G,No College,2009.0,25.0,OKC,1988,182.88,77.11
304,/players/b/beckco01.html,Corey Beck,1996,1999,G,"South Plains College, Arkansas",Undrafted,Undrafted,Undrafted,1971,185.42,86.18
309,/players/b/bedfowi01.html,William Bedford,1987,1993,C,Memphis,1986.0,6.0,PHO,1963,213.36,102.06
313,/players/b/belinma01.html,Marco Belinelli,2008,2020,G-F,No College,2007.0,18.0,GSW,1986,195.57999999999998,99.79
314,/players/b/bellch01.html,Charlie Bell,2002,2011,G,Michigan State,Undrafted,Undrafted,Undrafted,1979,190.5,90.72
316,/players/b/belljo01.html,Jordan Bell,2018,2022,F,Oregon,2017.0,38.0,CHI,1995,203.2,97.98
317,/players/b/bellra01.html,Raja Bell,2001,2012,G,"Boston University, Florida International University",Undrafted,Undrafted,Undrafted,1976,195.57999999999998,92.53
318,/players/b/belltr01.html,Troy Bell,2004,2004,G,Boston College,2003.0,16.0,BOS,1980,185.42,81.65
321,/players/b/bembrde01.html,DeAndre' Bembry,2017,2022,F,Saint Joseph's,2016.0,21.0,ATL,1994,195.57999999999998,95.25
324,/players/b/bendedr01.html,Dragan Bender,2017,2020,F,No College,2016.0,4.0,PHO,1997,213.36,102.06
325,/players/b/bendejo01.html,Jonathan Bender,2000,2010,F,No College,1999.0,5.0,TOR,1981,210.82,91.63
326,/players/b/benimje01.html,Jerrelle Benimon,2015,2015,F,"Georgetown, Towson University",Undrafted,Undrafted,Undrafted,1991,203.2,111.13
327,/players/b/benjabe01.html,Benoit Benjamin,1986,2000,C,Creighton,1985.0,3.0,LAC,1964,213.36,113.4
328,/players/b/benjaco01.html,Corey Benjamin,1999,2003,G,Oregon State,1998.0,28.0,CHI,1978,198.12,90.72
329,/players/b/bennean01.html,Anthony Bennett,2014,2017,F,UNLV,2013.0,1.0,CLE,1993,203.2,111.13
330,/players/b/benneel01.html,Elmer Bennett,1995,1997,G,Notre Dame,1992.0,38.0,ATL,1970,182.88,77.11
