,SEASON,SCHOOL,CONF,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,COLLEGE_URL,3P%
0,2012-13,Pitt,Big East,17,17,413,50,92,0.543,50,92,0.543,0,0,17,36,0.472,43,61,104,10,10,37,19,29,117,/players/steven-adams-1.html,0.0
1,2016-17,Kentucky,SEC,18,18,557,86,129,0.667,86,128,0.672,0,1,79,117,0.675,46,87,133,8,14,29,31,49,251,/players/edrice-adebayo-1.html,0.0
2,2016-17,Texas,Big 12,18,18,622,118,197,0.599,118,194,0.608,0,3,55,94,0.585,59,117,176,12,12,31,51,35,291,/players/jarrett-allen-1.html,0.0
3,2017-18,Dayton,A-10,16,0,213,28,46,0.609,27,41,0.659,1,5,26,46,0.565,14,27,41,6,3,11,18,27,83,/players/kostas-antetokounmpo-1.html,0.2
4,2015-16,Indiana,Big Ten,18,0,281,40,75,0.533,31,53,0.585,9,22,16,29,0.552,23,36,59,11,17,13,11,30,105,/players/og-anunoby-1.html,0.409
5,2016-17,Indiana,Big Ten,6,3,153,21,44,0.477,18,33,0.545,3,11,10,16,0.625,11,16,27,9,11,6,13,12,55,/players/og-anunoby-1.html,0.273
6,2017-18,Arizona,Pac-12,18,18,623,139,226,0.615,135,217,0.622,4,9,81,105,0.771,65,141,206,28,9,41,38,40,363,/players/deandre-ayton-1.html,0.444
7,2017-18,Duke,ACC,14,13,493,109,185,0.589,101,161,0.627,8,24,56,90,0.622,57,109,166,20,16,16,36,25,282,/players/marvin-bagleyiii-1.html,0.333
8,2016-17,UCLA,Pac-12,18,18,633,104,183,0.568,63,85,0.741,41,98,34,51,0.667,20,97,117,133,41,12,46,34,283,/players/lonzo-ball-1.html,0.418
9,2016-17,TCU,Big 12,18,0,309,36,76,0.474,28,48,0.583,8,28,8,12,0.667,13,35,48,13,3,5,19,35,88,/players/desmond-bane-1.html,0.286
10,2017-18,TCU,Big 12,18,17,564,84,158,0.532,54,91,0.593,30,67,43,52,0.827,10,59,69,47,17,3,31,42,241,/players/desmond-bane-1.html,0.448
11,2018-19,TCU,Big 12,18,18,666,112,228,0.491,75,147,0.51,37,81,29,33,0.879,30,68,98,35,22,6,28,50,290,/players/desmond-bane-1.html,0.457
12,2019-20,TCU,Big 12,18,18,648,110,252,0.437,52,124,0.419,58,128,24,31,0.774,22,86,108,74,23,11,45,39,302,/players/desmond-bane-1.html,0.453
13,2010-11,UNC,ACC,16,15,456,95,221,0.43,68,138,0.493,27,83,38,50,0.76,32,57,89,17,9,8,31,27,255,/players/harrison-barnes-1.html,0.325
14,2011-12,UNC,ACC,16,15,481,98,227,0.432,77,165,0.467,21,62,64,87,0.736,33,53,86,14,18,5,29,34,281,/players/harrison-barnes-1.html,0.339
15,2020-21,Florida State,ACC,14,2,335,59,117,0.504,54,95,0.568,5,22,27,40,0.675,23,41,64,58,21,8,29,32,150,/players/scottie-barnes-1.html,0.227
16,2011-12,Florida,SEC,16,16,553,69,159,0.434,47,89,0.528,22,70,70,85,0.824,20,92,112,30,22,15,31,38,230,/players/bradley-beal-1.html,0.314
17,2014-15,Oregon,Pac-12,17,14,440,40,65,0.615,40,65,0.615,0,0,9,18,0.5,33,71,104,23,17,40,17,51,89,/players/jordan-bell-1.html,0.0
18,2015-16,Oregon,Pac-12,18,1,350,51,83,0.614,51,83,0.614,0,0,16,33,0.485,26,58,84,22,14,26,29,47,118,/players/jordan-bell-1.html,0.0
19,2016-17,Oregon,Pac-12,18,18,509,86,131,0.656,85,125,0.68,1,6,29,44,0.659,44,93,137,44,29,31,23,34,202,/players/jordan-bell-1.html,0.167
20,2018-19,Villanova,Big East,18,15,562,61,126,0.484,30,53,0.566,31,73,9,16,0.563,45,55,100,22,18,3,12,41,162,/players/saddiq-bey-1.html,0.425
21,2019-20,Villanova,Big East,18,18,635,106,226,0.469,47,104,0.452,59,122,40,54,0.741,19,56,75,38,17,5,30,47,311,/players/saddiq-bey-1.html,0.484
22,2014-15,Kentucky,SEC,18,0,427,72,153,0.471,44,86,0.512,28,67,35,43,0.814,10,30,40,22,5,0,17,23,207,/players/devin-booker-2.html,0.418
23,2015-16,Oregon,Pac-12,18,17,471,75,134,0.56,55,76,0.724,20,58,50,66,0.758,41,80,121,7,15,55,13,54,220,/players/chris-boucher-1.html,0.345
24,2016-17,Oregon,Pac-12,18,1,404,74,154,0.481,50,87,0.575,24,67,23,43,0.535,21,74,95,6,5,41,15,47,195,/players/chris-boucher-1.html,0.358
25,2015-16,Villanova,Big East,18,0,361,36,65,0.554,29,41,0.707,7,24,28,34,0.824,12,39,51,14,17,12,9,48,107,/players/mikal-bridges-1.html,0.292
26,2016-17,Villanova,Big East,18,18,562,65,124,0.524,41,62,0.661,24,62,31,33,0.939,20,65,85,30,37,20,30,48,185,/players/mikal-bridges-1.html,0.387
27,2017-18,Villanova,Big East,18,18,607,116,226,0.513,71,114,0.623,45,112,51,58,0.879,24,67,91,39,25,16,27,46,328,/players/mikal-bridges-1.html,0.402
28,2011-12,Virginia,ACC,14,1,333,35,80,0.438,25,48,0.521,10,32,11,15,0.733,7,27,34,14,9,1,19,20,91,/players/malcolm-brogdon-1.html,0.313
29,2013-14,Virginia,ACC,18,18,600,87,195,0.446,65,142,0.458,22,53,71,80,0.888,22,82,104,58,23,2,17,33,267,/players/malcolm-brogdon-1.html,0.415
30,2014-15,Virginia,ACC,18,18,615,86,204,0.422,60,131,0.458,26,73,52,58,0.897,8,68,76,42,17,7,32,40,250,/players/malcolm-brogdon-1.html,0.356
31,2015-16,Virginia,ACC,18,18,626,125,249,0.502,86,154,0.558,39,95,70,77,0.909,8,65,73,46,17,3,32,39,359,/players/malcolm-brogdon-1.html,0.411
32,2010-11,Providence,Big East,18,17,696,162,344,0.471,125,230,0.543,37,114,107,139,0.77,37,69,106,45,22,20,57,55,468,/players/marshon-brooks-1.html,0.325
33,2015-16,California,Pac-12,18,18,526,95,206,0.461,76,151,0.503,19,55,77,119,0.647,18,83,101,41,14,16,52,52,286,/players/jaylen-brown-1.html,0.345
34,2014-15,Elon,CAA,18,11,498,80,217,0.369,52,141,0.369,28,76,81,112,0.723,27,61,88,59,22,8,61,51,269,/players/elijah-bryant-1.html,0.368
35,2016-17,BYU,WCC,16,7,434,68,149,0.456,45,82,0.549,23,67,52,67,0.776,11,49,60,43,15,6,26,38,211,/players/elijah-bryant-1.html,0.343
36,2017-18,BYU,WCC,18,18,654,107,221,0.484,62,105,0.59,45,116,73,84,0.869,6,120,126,45,24,10,47,39,332,/players/elijah-bryant-1.html,0.388
37,2011-12,Michigan,Big Ten,18,17,676,96,220,0.436,66,140,0.471,30,80,62,80,0.775,12,50,62,78,16,7,46,25,284,/players/trey-burke-1.html,0.375
38,2012-13,Michigan,Big Ten,18,18,659,124,273,0.454,86,179,0.48,38,94,77,97,0.794,10,49,59,116,36,8,36,36,363,/players/trey-burke-1.html,0.404
39,2010-11,Marquette,Big East,18,16,658,95,192,0.495,86,164,0.524,9,28,103,128,0.805,47,62,109,38,25,7,27,27,302,/players/jimmy-butler-1.html,0.321
40,2015-16,UNC Wilmington,CAA,14,3,88,10,15,0.667,10,15,0.667,0,0,3,10,0.3,10,24,34,0,4,2,5,21,23,/players/devontae-cacok-1.html,0.0
41,2016-17,UNC Wilmington,CAA,18,17,482,87,114,0.763,87,114,0.763,0,0,33,57,0.579,72,116,188,4,26,26,23,59,207,/players/devontae-cacok-1.html,0.0
42,2017-18,UNC Wilmington,CAA,18,16,569,122,223,0.547,122,223,0.547,0,0,66,110,0.6,97,164,261,13,20,12,38,70,310,/players/devontae-cacok-1.html,0.0
43,2018-19,UNC Wilmington,CAA,18,17,555,118,202,0.584,117,201,0.582,1,1,48,83,0.578,79,165,244,16,17,10,39,59,285,/players/devontae-cacok-1.html,1.0
44,2011-12,Georgia,SEC,16,15,540,76,195,0.39,42,86,0.488,34,109,24,33,0.727,18,64,82,19,32,4,18,31,210,/players/kentavious-caldwell-pope-1.html,0.312
45,2012-13,Georgia,SEC,18,17,613,103,235,0.438,55,115,0.478,48,120,78,93,0.839,17,102,119,30,35,11,38,36,332,/players/kentavious-caldwell-pope-1.html,0.4
46,2011-12,Syracuse,Big East,12,0,96,12,18,0.667,7,11,0.636,5,7,4,6,0.667,4,9,13,15,7,1,5,11,33,/players/michael-carter-williams-1.html,0.714
47,2012-13,Syracuse,Big East,18,18,662,75,192,0.391,57,131,0.435,18,61,62,80,0.775,27,54,81,103,48,8,53,42,230,/players/michael-carter-williams-1.html,0.295
48,2012-13,Texas A&M,SEC,18,10,465,36,102,0.353,27,70,0.386,9,32,21,37,0.568,14,41,55,61,33,6,47,63,102,/players/alex-caruso-1.html,0.281
49,2013-14,Texas A&M,SEC,18,17,547,48,112,0.429,40,83,0.482,8,29,39,59,0.661,5,56,61,89,34,11,40,55,143,/players/alex-caruso-1.html,0.276
50,2014-15,Texas A&M,SEC,18,18,604,62,136,0.456,42,87,0.483,20,49,38,53,0.717,13,81,94,92,32,2,55,40,182,/players/alex-caruso-1.html,0.408
51,2015-16,Texas A&M,SEC,18,18,526,53,107,0.495,35,69,0.507,18,38,27,36,0.75,17,46,63,93,34,8,38,45,151,/players/alex-caruso-1.html,0.474
52,2012-13,Kentucky,SEC,14,10,351,54,84,0.643,54,84,0.643,0,0,17,47,0.362,32,57,89,12,10,31,28,40,125,/players/willie-cauley-stein-1.html,0.0
53,2013-14,Kentucky,SEC,18,9,402,47,82,0.573,47,82,0.573,0,0,20,41,0.488,39,49,88,9,21,35,17,47,114,/players/willie-cauley-stein-1.html,0.0
54,2014-15,Kentucky,SEC,18,17,474,56,98,0.571,56,98,0.571,0,0,32,57,0.561,38,74,112,17,20,27,31,38,144,/players/willie-cauley-stein-1.html,0.0
55,2015-16,Washington,Pac-12,18,18,467,93,175,0.531,82,140,0.586,11,35,39,59,0.661,48,50,98,15,14,31,34,79,236,/players/marquese-chriss-1.html,0.314
56,2010-11,Belmont,A-Sun,20,20,506,92,184,0.5,46,82,0.561,46,102,28,33,0.848,10,42,52,38,22,3,25,40,258,/players/ian-clark-1.html,0.451
57,2011-12,Belmont,A-Sun,18,18,497,86,182,0.473,34,58,0.586,52,124,23,28,0.821,8,45,53,52,16,1,18,37,247,/players/ian-clark-1.html,0.419
58,2012-13,Belmont,OVC,16,15,529,108,194,0.557,62,96,0.646,46,98,37,45,0.822,4,49,53,46,33,2,42,31,299,/players/ian-clark-1.html,0.469
59,2015-16,San Jose State,MWC,18,0,480,68,99,0.687,67,96,0.698,1,3,35,63,0.556,48,84,132,31,15,30,23,38,172,/players/brandon-clarke-1.html,0.333
60,2016-17,San Jose State,MWC,18,18,623,149,242,0.616,148,241,0.614,1,1,48,90,0.533,50,115,165,49,20,49,38,43,347,/players/brandon-clarke-1.html,1.0
61,2018-19,Gonzaga,WCC,16,15,442,107,157,0.682,105,149,0.705,2,8,43,59,0.729,44,94,138,29,13,52,16,30,259,/players/brandon-clarke-1.html,0.25
62,2010-11,Tulsa,CUSA,15,0,368,48,119,0.403,35,75,0.467,13,44,55,67,0.821,3,26,29,30,13,3,35,35,164,/players/jordan-clarkson-1.html,0.295
63,2011-12,Tulsa,CUSA,16,16,555,96,198,0.485,67,133,0.504,29,65,57,66,0.864,12,40,52,41,17,9,40,32,278,/players/jordan-clarkson-1.html,0.446
64,2013-14,Missouri,SEC,18,18,647,102,242,0.421,86,184,0.467,16,58,90,109,0.826,15,64,79,54,17,2,46,37,310,/players/jordan-clarkson-1.html,0.276
65,2010-11,Cleveland State,Horizon,18,18,648,121,271,0.446,99,204,0.485,22,67,110,131,0.84,12,117,129,113,38,0,55,43,374,/players/norris-cole-1.html,0.328
66,2015-16,Wake Forest,ACC,18,1,250,40,81,0.494,40,81,0.494,0,0,35,53,0.66,25,33,58,6,7,9,16,46,115,/players/john-collins-1.html,0.0
67,2016-17,Wake Forest,ACC,18,18,489,138,216,0.639,138,216,0.639,0,0,89,117,0.761,69,99,168,10,10,29,35,55,365,/players/john-collins-1.html,0.0
68,2011-12,Notre Dame,Big East,18,12,404,43,105,0.41,19,34,0.559,24,71,4,6,0.667,16,67,83,18,10,4,14,28,114,/players/pat-connaughton-1.html,0.338
69,2012-13,Notre Dame,Big East,18,18,586,49,123,0.398,27,53,0.509,22,70,22,30,0.733,16,71,87,35,6,5,17,31,142,/players/pat-connaughton-1.html,0.314
70,2013-14,Notre Dame,ACC,18,18,702,87,204,0.426,46,82,0.561,41,122,35,40,0.875,21,107,128,59,14,7,24,27,250,/players/pat-connaughton-1.html,0.336
71,2014-15,Notre Dame,ACC,18,18,670,69,166,0.416,25,57,0.439,44,109,23,30,0.767,19,116,135,23,9,16,15,40,205,/players/pat-connaughton-1.html,0.404
72,2011-12,Duke,ACC,15,4,194,21,55,0.382,15,28,0.536,6,27,12,19,0.632,0,13,13,27,5,0,9,13,60,/players/quinn-cook-1.html,0.222
73,2012-13,Duke,ACC,18,18,630,90,211,0.427,55,123,0.447,35,88,30,33,0.909,11,58,69,91,23,3,40,47,245,/players/quinn-cook-1.html,0.398
74,2013-14,Duke,ACC,18,9,489,60,161,0.373,29,68,0.426,31,93,33,40,0.825,5,21,26,56,18,0,28,36,184,/players/quinn-cook-1.html,0.333
75,2014-15,Duke,ACC,18,18,683,100,226,0.442,47,93,0.505,53,133,51,60,0.85,8,62,70,46,14,1,24,36,304,/players/quinn-cook-1.html,0.398
76,2010-11,Tennessee State,OVC,18,18,584,88,171,0.515,63,123,0.512,25,48,40,49,0.816,41,104,145,23,24,18,40,59,241,/players/robert-covington-1.html,0.521
77,2011-12,Tennessee State,OVC,16,16,524,112,213,0.526,79,140,0.564,33,73,49,66,0.742,61,77,138,16,24,20,37,52,306,/players/robert-covington-1.html,0.452
78,2012-13,Tennessee State,OVC,7,5,213,36,74,0.486,25,53,0.472,11,21,34,39,0.872,18,37,55,11,16,13,13,14,117,/players/robert-covington-1.html,0.524
79,2020-21,Oklahoma State,Big 12,15,15,545,97,219,0.443,64,139,0.46,33,80,75,89,0.843,12,86,98,49,20,14,68,41,302,/players/cade-cunningham-1.html,0.413
80,2011-12,Kentucky,SEC,16,16,535,97,144,0.674,95,136,0.699,2,8,59,77,0.766,47,99,146,12,23,79,10,26,255,/players/anthony-davis-5.html,0.25
81,2015-16,Ole Miss,SEC,13,0,98,10,23,0.435,7,13,0.538,3,10,7,17,0.412,4,8,12,6,6,2,4,17,30,/players/terence-davis-1.html,0.3
82,2016-17,Ole Miss,SEC,18,15,473,101,222,0.455,79,147,0.537,22,75,48,64,0.75,24,71,95,34,26,4,34,62,272,/players/terence-davis-1.html,0.293
83,2017-18,Ole Miss,SEC,18,13,486,78,213,0.366,53,119,0.445,25,94,43,60,0.717,28,85,113,31,15,14,30,55,224,/players/terence-davis-1.html,0.266
84,2018-19,Ole Miss,SEC,18,17,560,97,221,0.439,59,117,0.504,38,104,47,60,0.783,19,93,112,53,33,7,44,52,279,/players/terence-davis-1.html,0.365
85,2010-11,Saint Mary's,WCC,14,14,519,55,142,0.387,26,68,0.382,29,74,48,54,0.889,17,33,50,68,18,0,37,31,187,/players/matthew-dellavedova-1.html,0.392
86,2011-12,Saint Mary's,WCC,16,16,615,79,171,0.462,50,94,0.532,29,77,76,92,0.826,13,47,60,106,13,2,42,28,263,/players/matthew-dellavedova-1.html,0.377
87,2012-13,Saint Mary's,WCC,16,16,561,75,193,0.389,38,88,0.432,37,105,62,73,0.849,8,49,57,96,21,3,39,26,249,/players/matthew-dellavedova-1.html,0.352
88,2016-17,Villanova,Big East,18,0,496,52,118,0.441,38,64,0.594,14,54,31,40,0.775,16,39,55,35,14,4,28,30,149,/players/donte-divincenzo-1.html,0.259
89,2017-18,Villanova,Big East,18,9,567,96,197,0.487,55,88,0.625,41,109,32,47,0.681,17,68,85,70,26,3,34,35,265,/players/donte-divincenzo-1.html,0.376
90,2016-17,Virginia,ACC,18,0,242,19,34,0.559,19,30,0.633,0,4,12,21,0.571,12,27,39,5,5,18,8,42,50,/players/mamadi-diakite-1.html,0.0
91,2017-18,Virginia,ACC,18,0,231,30,54,0.556,30,54,0.556,0,0,17,21,0.81,7,32,39,4,8,8,13,34,77,/players/mamadi-diakite-1.html,0.0
92,2018-19,Virginia,ACC,18,11,405,58,111,0.523,56,105,0.533,2,6,18,26,0.692,31,51,82,5,6,37,17,39,136,/players/mamadi-diakite-1.html,0.333
93,2019-20,Virginia,ACC,20,20,672,99,202,0.49,89,171,0.52,10,31,62,80,0.775,34,100,134,15,12,27,46,46,270,/players/mamadi-diakite-1.html,0.323
94,2010-11,Louisville,Big East,13,5,224,31,51,0.608,31,51,0.608,0,0,16,29,0.552,21,33,54,13,8,25,12,29,78,/players/gorgui-dieng-1.html,0.0
95,2011-12,Louisville,Big East,18,18,597,64,127,0.504,64,127,0.504,0,0,31,46,0.674,52,104,156,21,27,57,39,64,159,/players/gorgui-dieng-1.html,0.0
96,2012-13,Louisville,Big East,18,18,613,74,143,0.517,74,143,0.517,0,0,53,77,0.688,65,130,195,33,26,51,38,44,201,/players/gorgui-dieng-1.html,0.0
97,2018-19,Illinois,Big Ten,20,20,651,106,245,0.433,74,152,0.487,32,93,52,71,0.732,13,60,73,65,25,6,47,37,296,/players/ayo-dosunmu-1.html,0.344
98,2019-20,Illinois,Big Ten,19,19,674,125,265,0.472,109,211,0.517,16,54,52,70,0.743,14,83,97,67,12,5,51,29,318,/players/ayo-dosunmu-1.html,0.296
99,2020-21,Illinois,Big Ten,17,17,599,124,261,0.475,105,213,0.493,19,48,65,84,0.774,20,77,97,89,19,4,54,33,332,/players/ayo-dosunmu-1.html,0.396
100,2011-12,UConn,Big East,18,18,552,88,175,0.503,88,173,0.509,0,2,13,46,0.283,64,91,155,11,15,46,32,41,189,/players/andre-drummond-1.html,0.0
