,NCAA_CHAMPION,CONSENSUS_AA,NCAA_ALL-REGION,HS_PARADE_AA,COLLEGE_URL
422,1.0,1.0,1.0,1.0,/players/glen-rice-1.html
423,1.0,1.0,0.0,1.0,/players/jason-richardson-1.html
424,0.0,0.0,0.0,1.0,/players/pooh-richardson-1.html
425,0.0,1.0,1.0,0.0,/players/mitch-richmond-1.html
426,0.0,1.0,0.0,0.0,/players/isaiah-rider-1.html
427,0.0,0.0,0.0,0.0,/players/eric-riley-1.html
428,0.0,0.0,0.0,0.0,/players/andre-roberson-1.html
429,0.0,0.0,0.0,1.0,/players/stanley-roberts-1.html
430,0.0,0.0,0.0,0.0,/players/clifford-robinson-1.html
431,0.0,2.0,1.0,0.0,/players/david-robinson-1.html
432,0.0,2.0,1.0,1.0,/players/glenn-robinson-1.html
433,0.0,0.0,0.0,0.0,/players/larry-robinson-1.html
434,0.0,1.0,0.0,1.0,/players/rodney-rogers-1.html
435,0.0,0.0,0.0,1.0,/players/rajon-rondo-1.html
436,0.0,0.0,1.0,1.0,/players/derrick-rose-1.html
437,0.0,1.0,2.0,1.0,/players/jalen-rose-1.html
438,0.0,0.0,0.0,0.0,/players/malik-rose-1.html
439,0.0,1.0,0.0,0.0,/players/brandon-roy-1.html
440,1.0,0.0,2.0,0.0,/players/brandon-rush-1.html
441,0.0,1.0,0.0,0.0,/players/dangelo-russell-1.html
442,0.0,0.0,2.0,0.0,/players/domantas-sabonis-1.html
443,0.0,0.0,1.0,0.0,/players/john-salley-1.html
444,0.0,0.0,1.0,0.0,/players/brian-scalabrine-1.html
445,0.0,0.0,1.0,0.0,/players/detlef-schrempf-1.html
446,0.0,1.0,1.0,1.0,/players/dennis-scott-1.html
447,0.0,1.0,1.0,0.0,/players/rony-seikaly-1.html
448,0.0,0.0,0.0,0.0,/players/collin-sexton-1.html
449,0.0,0.0,0.0,0.0,/players/landry-shamet-1.html
450,0.0,0.0,0.0,0.0,/players/brian-shaw-1.html
451,0.0,0.0,0.0,1.0,/players/iman-shumpert-1.html
452,0.0,0.0,0.0,0.0,/players/pascal-siakam-1.html
453,0.0,1.0,1.0,1.0,/players/wayne-simien-1.html
454,0.0,1.0,0.0,1.0,/players/ben-simmons-1.html
455,0.0,0.0,0.0,0.0,/players/bobby-simmons-1.html
456,0.0,2.0,0.0,0.0,/players/lionel-simmons-1.html
457,0.0,0.0,0.0,0.0,/players/dickey-simpkins-1.html
458,1.0,0.0,0.0,1.0,/players/kyle-singler-1.html
459,0.0,1.0,1.0,0.0,/players/scott-skiles-1.html
460,0.0,1.0,0.0,0.0,/players/marcus-smart-1.html
461,0.0,0.0,0.0,1.0,/players/charles-smith-1.html
462,0.0,0.0,1.0,0.0,/players/craig-smith-1.html
463,0.0,0.0,0.0,0.0,/players/dennis-smithjr-1.html
464,0.0,1.0,0.0,1.0,/players/joe-smith-1.html
465,0.0,1.0,1.0,1.0,/players/kenny-smith-1.html
466,0.0,1.0,1.0,0.0,/players/steve-smith-1.html
467,0.0,0.0,0.0,0.0,/players/rik-smits-1.html
468,0.0,0.0,0.0,0.0,/players/mike-smrek-1.html
469,0.0,0.0,0.0,0.0,/players/eric-snow-1.html
470,1.0,0.0,0.0,0.0,/players/marreese-speights-1.html
471,0.0,0.0,0.0,1.0,/players/felton-spencer-1.html
472,0.0,0.0,0.0,0.0,/players/latrell-sprewell-1.html
473,0.0,1.0,1.0,1.0,/players/jerry-stackhouse-1.html
474,0.0,0.0,0.0,0.0,/players/john-starks-1.html
475,0.0,0.0,0.0,1.0,/players/matt-steigenga-1.html
476,0.0,0.0,0.0,0.0,/players/isaiah-stewart-2.html
477,0.0,0.0,0.0,0.0,/players/larry-stewart-1.html
478,0.0,1.0,1.0,0.0,/players/damon-stoudamire-1.html
479,0.0,0.0,0.0,1.0,/players/rod-strickland-1.html
480,0.0,0.0,0.0,0.0,/players/rodney-stuckey-1.html
481,0.0,1.0,1.0,0.0,/players/wally-szczerbiak-1.html
482,0.0,0.0,0.0,0.0,/players/roy-tarpley-1.html
483,0.0,0.0,0.0,0.0,/players/jaesean-tate-1.html
484,0.0,0.0,0.0,0.0,/players/jayson-tatum-1.html
485,0.0,0.0,0.0,1.0,/players/maurice-taylor-1.html
486,0.0,1.0,0.0,0.0,/players/jeff-teague-1.html
487,1.0,1.0,0.0,0.0,/players/jason-terry-1.html
488,0.0,0.0,0.0,0.0,/players/isaiah-thomas-1.html
489,0.0,0.0,0.0,1.0,/players/tim-thomas-1.html
490,0.0,0.0,1.0,0.0,/players/tyrus-thomas-1.html
491,1.0,0.0,1.0,1.0,/players/billy-thompson-1.html
492,0.0,0.0,0.0,0.0,/players/klay-thompson-1.html
493,0.0,0.0,0.0,1.0,/players/tristan-thompson-2.html
494,0.0,0.0,0.0,0.0,/players/al-thornton-1.html
495,0.0,0.0,0.0,0.0,/players/marcus-thornton-1.html
496,0.0,0.0,0.0,0.0,/players/matisse-thybulle-1.html
497,0.0,1.0,1.0,0.0,/players/jamaal-tinsley-1.html
498,0.0,1.0,1.0,1.0,/players/karl-anthony-towns-1.html
499,0.0,1.0,1.0,0.0,/players/pj-tucker-1.html
500,0.0,0.0,0.0,0.0,/players/ronny-turiaf-1.html
501,0.0,0.0,0.0,1.0,/players/myles-turner-1.html
502,0.0,0.0,2.0,0.0,/players/nick-van-exel-1.html
503,0.0,2.0,1.0,0.0,/players/keith-van-horn-1.html
504,0.0,0.0,0.0,0.0,/players/fred-van-vleet-1.html
505,0.0,0.0,0.0,0.0,/players/jarvis-varnado-1.html
506,0.0,2.0,1.0,1.0,/players/jacque-vaughn-1.html
507,1.0,0.0,0.0,0.0,/players/charlie-villanueva-1.html
508,0.0,0.0,0.0,1.0,/players/sam-vincent-1.html
509,0.0,0.0,0.0,0.0,/players/nikola-vucevic-1.html
510,0.0,1.0,1.0,0.0,/players/dwyane-wade-1.html
511,0.0,0.0,0.0,0.0,/players/franz-wagner-1.html
512,1.0,0.0,0.0,1.0,/players/milt-wagner-1.html
513,0.0,0.0,0.0,1.0,/players/dion-waiters-1.html
514,1.0,0.0,1.0,1.0,/players/antoine-walker-1.html
515,1.0,1.0,2.0,1.0,/players/kemba-walker-1.html
516,0.0,0.0,0.0,1.0,/players/samaki-walker-1.html
517,0.0,1.0,1.0,0.0,/players/john-wall-1.html
518,0.0,0.0,0.0,1.0,/players/gerald-wallace-1.html
519,0.0,1.0,1.0,1.0,/players/rasheed-wallace-1.html
520,0.0,0.0,1.0,0.0,/players/luke-walton-1.html
521,0.0,0.0,1.0,0.0,/players/pj-washington-1.html
522,0.0,0.0,0.0,0.0,/players/clarence-weatherspoon-1.html
523,0.0,1.0,2.0,1.0,/players/chris-webber-1.html
524,0.0,0.0,0.0,1.0,/players/bill-wennington-1.html
525,0.0,2.0,0.0,0.0,/players/david-west-1.html
526,0.0,0.0,1.0,0.0,/players/russell-westbrook-1.html
527,0.0,0.0,0.0,0.0,/players/coby-white-1.html
528,0.0,0.0,0.0,1.0,/players/james-white-1.html
529,0.0,0.0,0.0,0.0,/players/hassan-whiteside-1.html
530,0.0,1.0,0.0,1.0,/players/andrew-wiggins-1.html
531,0.0,0.0,0.0,0.0,/players/mike-wilks-1.html
532,0.0,0.0,0.0,0.0,/players/brandon-williams-1.html
533,0.0,0.0,0.0,0.0,/players/corey-williams-1.html
534,0.0,1.0,1.0,0.0,/players/deron-williams-1.html
535,0.0,1.0,1.0,0.0,/players/derrick-williams-2.html
536,0.0,0.0,0.0,0.0,/players/hot-rod-williams-1.html
537,0.0,0.0,0.0,0.0,/players/jason-williams-1.html
538,1.0,2.0,1.0,1.0,/players/jay-williams-1.html
539,0.0,0.0,0.0,0.0,/players/jayson-williams-1.html
540,1.0,0.0,1.0,0.0,/players/marcus-williams-1.html
541,1.0,0.0,0.0,1.0,/players/marvin-williams-1.html
542,0.0,0.0,0.0,0.0,/players/micheal-williams-1.html
543,0.0,0.0,0.0,1.0,/players/mo-williams-1.html
544,0.0,0.0,0.0,0.0,/players/patrick-williams-2.html
545,0.0,0.0,0.0,0.0,/players/robert-williams-3.html
546,0.0,0.0,0.0,1.0,/players/scott-williams-1.html
547,0.0,1.0,0.0,0.0,/players/walt-williams-1.html
548,1.0,2.0,2.0,1.0,/players/corliss-williamson-1.html
549,0.0,1.0,1.0,0.0,/players/zion-williamson-1.html
550,1.0,0.0,1.0,1.0,/players/justise-winslow-1.html
551,0.0,0.0,0.0,1.0,/players/ron-artest-1.html
552,0.0,0.0,0.0,1.0,/players/sharone-wright-1.html
553,0.0,0.0,0.0,0.0,/players/nick-young-1.html
554,0.0,0.0,0.0,1.0,/players/thaddeus-young-1.html
555,0.0,1.0,0.0,0.0,/players/trae-young-1.html
556,0.0,1.0,0.0,1.0,/players/cody-zeller-1.html
557,1.0,1.0,2.0,1.0,/players/tyler-zeller-1.html
