SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,URL
2011-12,25,HOU,NBA,PF,8,0,7.9,0.9,2.0,0.438,0.0,0.0,0.0,0.9,2.0,0.438,0.438,0.9,1.5,0.583,0.6,2.1,2.8,0.1,0.0,0.3,0.3,1.6,2.6,/players/a/adrieje01.html
2012-13,26,CHA,NBA,PF,52,5,13.7,1.4,3.2,0.429,0.0,0.0,0.0,1.4,3.2,0.434,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.3,0.5,0.6,1.5,4.0,/players/a/adrieje01.html
2013-14,27,TOT,NBA,PF,53,12,18.1,2.7,5.2,0.52,0.0,0.0,0.0,2.7,5.2,0.52,0.52,1.4,2.2,0.639,1.9,3.8,5.8,0.7,0.5,0.7,0.7,2.0,6.8,/players/a/adrieje01.html
2013-14,27,CHA,NBA,PF,25,0,10.2,0.9,1.6,0.55,0.0,0.0,0.0,0.9,1.6,0.55,0.55,0.5,1.0,0.52,1.3,2.2,3.5,0.3,0.3,0.6,0.3,1.4,2.3,/players/a/adrieje01.html
2013-14,27,MIL,NBA,PF,28,12,25.2,4.3,8.4,0.515,0.0,0.0,0.0,4.3,8.4,0.515,0.515,2.3,3.4,0.67,2.5,5.3,7.8,1.1,0.6,0.8,1.1,2.6,10.9,/players/a/adrieje01.html
2014-15,28,MIN,NBA,PF,17,0,12.6,1.1,2.6,0.432,0.0,0.0,0.0,1.1,2.6,0.432,0.432,1.3,2.2,0.579,1.4,3.2,4.5,0.9,0.2,0.5,0.5,1.8,3.5,/players/a/adrieje01.html
2007-08,22,DET,NBA,SG,75,9,12.9,1.3,3.2,0.411,0.1,0.6,0.208,1.2,2.6,0.461,0.432,0.9,1.2,0.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.1,3.7,/players/a/afflaar01.html
2008-09,23,DET,NBA,SG,74,8,16.7,1.8,4.1,0.437,0.6,1.4,0.402,1.2,2.6,0.456,0.508,0.8,1.0,0.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9,/players/a/afflaar01.html
2009-10,24,DEN,NBA,SG,82,75,27.1,3.3,7.1,0.465,1.3,3.0,0.434,2.0,4.1,0.488,0.557,0.9,1.2,0.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,/players/a/afflaar01.html
2010-11,25,DEN,NBA,SG,69,69,33.7,4.5,9.1,0.498,1.5,3.6,0.423,3.0,5.5,0.546,0.581,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6,/players/a/afflaar01.html
2011-12,26,DEN,NBA,SG,62,62,33.6,5.3,11.3,0.471,1.4,3.6,0.398,3.9,7.7,0.504,0.534,3.2,4.0,0.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2,/players/a/afflaar01.html
2012-13,27,ORL,NBA,SF,64,64,36.0,6.2,14.1,0.439,1.1,3.8,0.3,5.1,10.4,0.489,0.478,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,/players/a/afflaar01.html
2013-14,28,ORL,NBA,SG,73,73,35.0,6.4,13.8,0.459,1.8,4.1,0.427,4.6,9.7,0.473,0.522,3.8,4.6,0.815,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9,18.2,/players/a/afflaar01.html
2014-15,29,TOT,NBA,SG,78,72,32.1,4.8,11.3,0.424,1.5,4.3,0.354,3.3,7.1,0.466,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,/players/a/afflaar01.html
2014-15,29,DEN,NBA,SG,53,53,33.0,5.3,12.4,0.428,1.5,4.6,0.337,3.8,7.8,0.481,0.49,2.4,2.8,0.841,0.4,3.0,3.4,1.9,0.6,0.1,1.6,2.0,14.5,/players/a/afflaar01.html
2014-15,29,POR,NBA,SG,25,19,30.1,3.8,9.1,0.414,1.4,3.6,0.4,2.3,5.5,0.423,0.493,1.6,1.9,0.851,0.2,2.4,2.7,1.1,0.4,0.1,1.3,2.4,10.6,/players/a/afflaar01.html
2015-16,30,NYK,NBA,SG,71,57,33.4,5.0,11.3,0.443,1.3,3.4,0.382,3.7,7.9,0.469,0.5,1.5,1.8,0.84,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8,/players/a/afflaar01.html
2016-17,31,SAC,NBA,SG,61,45,25.9,3.0,6.9,0.44,1.0,2.5,0.411,2.0,4.4,0.457,0.514,1.4,1.5,0.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4,/players/a/afflaar01.html
2017-18,32,ORL,NBA,SG,53,3,12.9,1.2,3.1,0.401,0.5,1.3,0.386,0.7,1.7,0.413,0.485,0.4,0.5,0.846,0.1,1.2,1.2,0.6,0.1,0.2,0.4,1.1,3.4,/players/a/afflaar01.html
2006-07,22,DAL,NBA,SG,32,1,6.7,0.7,2.2,0.314,0.2,0.5,0.333,0.5,1.7,0.309,0.35,0.6,1.0,0.606,0.0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2,/players/a/agerma01.html
2007-08,23,TOT,NBA,SG,26,3,6.3,0.8,2.5,0.323,0.1,0.7,0.158,0.7,1.8,0.391,0.346,0.2,0.5,0.5,0.2,0.3,0.5,0.3,0.0,0.0,0.2,0.7,2.0,/players/a/agerma01.html
2007-08,23,DAL,NBA,SG,12,3,6.4,0.4,2.3,0.185,0.0,0.7,0.0,0.4,1.6,0.263,0.185,0.4,0.5,0.833,0.1,0.3,0.3,0.3,0.0,0.1,0.3,0.9,1.3,/players/a/agerma01.html
2007-08,23,NJN,NBA,SG,14,0,6.3,1.1,2.7,0.421,0.2,0.8,0.273,0.9,1.9,0.481,0.461,0.1,0.4,0.167,0.2,0.4,0.6,0.3,0.0,0.0,0.2,0.4,2.6,/players/a/agerma01.html
2008-09,24,NJN,NBA,SG,20,0,4.9,0.8,2.2,0.349,0.0,0.3,0.0,0.8,1.9,0.405,0.349,0.2,0.4,0.5,0.2,0.4,0.5,0.2,0.1,0.1,0.2,0.9,1.7,/players/a/agerma01.html
2010-11,26,MIN,NBA,SG,4,0,7.3,1.5,2.8,0.545,0.8,1.0,0.75,0.8,1.8,0.429,0.682,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8,/players/a/agerma01.html
2007-08,23,MIA,NBA,PG,12,0,14.8,1.3,4.8,0.263,0.8,2.8,0.294,0.4,1.9,0.217,0.351,2.5,2.6,0.968,0.1,1.5,1.6,1.6,0.5,0.0,1.3,1.7,5.8,/players/a/ahearbl01.html
2008-09,24,SAS,NBA,PG,3,0,6.3,0.7,2.0,0.333,0.7,1.3,0.5,0.0,0.7,0.0,0.5,0.7,0.7,1.0,0.0,0.3,0.3,0.7,0.3,0.0,0.3,1.0,2.7,/players/a/ahearbl01.html
2011-12,27,UTA,NBA,PG,4,0,7.5,1.0,3.5,0.286,0.5,2.3,0.222,0.5,1.3,0.4,0.357,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.0,1.3,1.0,2.5,/players/a/ahearbl01.html
2008-09,20,CHA,NBA,PF,31,4,5.9,0.8,2.2,0.362,0.0,0.1,0.0,0.8,2.2,0.373,0.362,0.6,0.9,0.714,0.3,0.7,1.0,0.1,0.2,0.2,0.4,1.1,2.3,/players/a/ajincal01.html
2009-10,21,CHA,NBA,C,6,0,5.0,0.8,1.7,0.5,0.0,0.0,0.0,0.8,1.7,0.5,0.5,0.0,0.2,0.0,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7,/players/a/ajincal01.html
2010-11,22,TOT,NBA,C,34,2,10.0,1.7,3.9,0.444,0.4,1.0,0.353,1.4,2.9,0.475,0.489,0.4,0.5,0.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2,/players/a/ajincal01.html
2010-11,22,DAL,NBA,C,10,2,7.5,1.2,3.2,0.375,0.3,0.7,0.429,0.9,2.5,0.36,0.422,0.2,0.3,0.667,0.5,1.2,1.7,0.2,0.3,0.5,0.1,1.3,2.9,/players/a/ajincal01.html
2010-11,22,TOR,NBA,C,24,0,11.0,2.0,4.2,0.465,0.4,1.1,0.333,1.6,3.1,0.514,0.51,0.5,0.6,0.733,0.5,2.0,2.5,0.3,0.3,0.6,0.7,2.5,4.8,/players/a/ajincal01.html
2013-14,25,NOP,NBA,C,56,30,17.0,2.4,4.4,0.546,0.0,0.0,0.0,2.4,4.4,0.548,0.546,1.0,1.2,0.836,1.7,3.3,4.9,0.7,0.4,0.8,1.1,3.3,5.9,/players/a/ajincal01.html
2014-15,26,NOP,NBA,C,68,8,14.1,2.7,4.8,0.55,0.0,0.0,0.0,2.7,4.8,0.55,0.55,1.2,1.5,0.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5,/players/a/ajincal01.html
2015-16,27,NOP,NBA,C,59,17,14.6,2.5,5.3,0.476,0.0,0.0,0.0,2.5,5.3,0.478,0.476,0.9,1.1,0.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0,/players/a/ajincal01.html
2016-17,28,NOP,NBA,C,39,15,15.0,2.3,4.6,0.5,0.0,0.1,0.0,2.3,4.5,0.511,0.5,0.7,1.0,0.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2.0,5.3,/players/a/ajincal01.html
2012-13,26,DAL,NBA,PG,3,0,3.0,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.7,/players/a/akognjo01.html
2018-19,25,DEN,NBA,SG,7,0,3.1,0.4,1.4,0.3,0.0,0.6,0.0,0.4,0.9,0.5,0.3,0.1,0.3,0.5,0.1,0.4,0.6,0.9,0.3,0.0,0.3,0.6,1.0,/players/a/akoonde01.html
2010-11,22,TOR,NBA,C,12,0,4.9,0.3,1.3,0.2,0.0,0.0,0.0,0.3,1.3,0.2,0.2,0.0,0.2,0.0,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5,/players/a/alabiso01.html
2011-12,23,TOR,NBA,C,14,0,8.7,0.9,2.6,0.361,0.0,0.0,0.0,0.9,2.6,0.361,0.361,0.5,0.6,0.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4,/players/a/alabiso01.html
1986-87,23,DEN,NBA,PF,64,25,17.3,3.4,6.9,0.49,0.0,0.1,0.222,3.4,6.8,0.495,0.492,1.0,1.6,0.663,1.1,2.2,3.3,1.2,0.3,0.4,0.9,2.2,7.9,/players/a/alarima01.html
1987-88,24,WSB,NBA,PF,63,0,12.2,2.3,4.8,0.48,0.1,0.3,0.222,2.2,4.5,0.496,0.487,0.6,0.8,0.714,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2,/players/a/alarima01.html
1988-89,25,WSB,NBA,PF,74,5,15.4,2.8,5.8,0.478,0.2,0.5,0.342,2.6,5.3,0.491,0.493,1.0,1.2,0.839,1.4,2.1,3.4,0.9,0.3,0.3,0.8,2.2,6.7,/players/a/alarima01.html
1989-90,26,WSB,NBA,PF,82,10,23.1,4.5,9.6,0.473,0.1,0.6,0.204,4.4,9.0,0.49,0.479,1.3,1.6,0.812,1.8,2.7,4.6,1.7,0.7,0.5,1.2,2.7,10.5,/players/a/alarima01.html
1990-91,27,WSB,NBA,PF,42,1,14.0,2.4,5.4,0.44,0.1,0.5,0.238,2.2,4.9,0.461,0.451,1.0,1.1,0.854,1.0,1.8,2.8,1.1,0.4,0.2,1.0,2.1,5.8,/players/a/alarima01.html
2021-22,21,MEM,NBA,PF,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.424,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,/players/a/aldamsa01.html
2014-15,23,PHI,NBA,PF,41,9,13.2,1.0,1.9,0.513,0.0,0.1,0.0,1.0,1.8,0.548,0.513,0.3,0.7,0.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,/players/a/aldemfu01.html
2010-11,22,OKC,NBA,C,18,0,7.9,0.4,0.8,0.533,0.0,0.0,0.0,0.4,0.8,0.533,0.533,0.1,0.2,0.5,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0,/players/a/aldrico01.html
2011-12,23,OKC,NBA,C,26,0,6.7,0.8,1.6,0.524,0.0,0.0,0.0,0.8,1.6,0.524,0.524,0.5,0.5,0.929,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2,/players/a/aldrico01.html
2012-13,24,TOT,NBA,C,45,0,8.6,1.0,1.8,0.55,0.0,0.0,0.0,1.0,1.8,0.55,0.55,0.3,0.4,0.6,0.7,2.0,2.7,0.2,0.1,0.5,0.5,1.3,2.2,/players/a/aldrico01.html
2012-13,24,HOU,NBA,C,30,0,7.1,0.8,1.4,0.535,0.0,0.0,0.0,0.8,1.4,0.535,0.535,0.1,0.3,0.444,0.4,1.5,1.9,0.2,0.1,0.3,0.5,1.4,1.7,/players/a/aldrico01.html
2012-13,24,SAC,NBA,C,15,0,11.7,1.4,2.5,0.568,0.0,0.0,0.0,1.4,2.5,0.568,0.568,0.5,0.7,0.727,1.2,3.0,4.2,0.2,0.1,0.9,0.6,1.3,3.3,/players/a/aldrico01.html
2013-14,25,NYK,NBA,C,46,2,7.2,0.7,1.3,0.541,0.0,0.0,0.0,0.7,1.3,0.541,0.541,0.6,0.7,0.867,0.8,2.0,2.8,0.3,0.2,0.7,0.4,0.9,2.0,/players/a/aldrico01.html
2014-15,26,NYK,NBA,C,61,16,16.0,2.4,4.9,0.478,0.0,0.0,0.0,2.4,4.9,0.478,0.478,0.8,1.0,0.781,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,/players/a/aldrico01.html
2015-16,27,LAC,NBA,C,60,5,13.3,2.2,3.8,0.596,0.0,0.0,0.0,2.2,3.8,0.596,0.596,1.0,1.4,0.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5,/players/a/aldrico01.html
2016-17,28,MIN,NBA,C,62,0,8.6,0.7,1.4,0.523,0.0,0.0,0.0,0.7,1.4,0.523,0.523,0.2,0.4,0.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,/players/a/aldrico01.html
2017-18,29,MIN,NBA,C,21,0,2.3,0.2,0.7,0.333,0.0,0.0,0.0,0.2,0.7,0.333,0.333,0.1,0.3,0.333,0.1,0.6,0.7,0.1,0.1,0.0,0.0,0.5,0.6,/players/a/aldrico01.html
2006-07,21,POR,NBA,C,63,22,22.1,3.8,7.6,0.503,0.0,0.0,0.0,3.8,7.6,0.505,0.503,1.3,1.8,0.722,2.3,2.7,5.0,0.4,0.3,1.2,0.7,3.0,9.0,/players/a/aldrila01.html
2007-08,22,POR,NBA,PF,76,76,34.9,7.4,15.3,0.484,0.0,0.1,0.143,7.4,15.2,0.486,0.484,3.0,3.9,0.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,/players/a/aldrila01.html
2008-09,23,POR,NBA,PF,81,81,37.1,7.4,15.3,0.484,0.1,0.3,0.25,7.3,15.0,0.489,0.486,3.2,4.1,0.781,2.9,4.6,7.5,1.9,1.0,1.0,1.5,2.6,18.1,/players/a/aldrila01.html
2009-10,24,POR,NBA,PF,78,78,37.5,7.4,15.0,0.495,0.1,0.2,0.313,7.4,14.8,0.498,0.497,2.9,3.9,0.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9,/players/a/aldrila01.html
2010-11,25,POR,NBA,PF,81,81,39.6,8.7,17.5,0.5,0.0,0.3,0.174,8.7,17.2,0.505,0.501,4.3,5.5,0.791,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8,/players/a/aldrila01.html
2011-12,26,POR,NBA,PF,55,55,36.3,8.8,17.1,0.512,0.0,0.2,0.182,8.7,16.9,0.516,0.513,4.1,5.0,0.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7,/players/a/aldrila01.html
2012-13,27,POR,NBA,PF,74,74,37.7,8.6,17.8,0.484,0.0,0.2,0.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,/players/a/aldrila01.html
2013-14,28,POR,NBA,PF,69,69,36.2,9.4,20.6,0.458,0.0,0.2,0.2,9.4,20.4,0.461,0.459,4.3,5.2,0.822,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2,/players/a/aldrila01.html
2014-15,29,POR,NBA,PF,71,71,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,/players/a/aldrila01.html
2015-16,30,SAS,NBA,PF,74,74,30.6,7.2,14.1,0.513,0.0,0.2,0.0,7.2,13.9,0.521,0.513,3.5,4.1,0.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,/players/a/aldrila01.html
2016-17,31,SAS,NBA,PF,72,72,32.4,6.9,14.6,0.477,0.3,0.8,0.411,6.6,13.8,0.48,0.488,3.1,3.8,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,/players/a/aldrila01.html
2017-18,32,SAS,NBA,C,75,75,33.5,9.2,18.0,0.51,0.4,1.2,0.293,8.8,16.7,0.526,0.52,4.5,5.3,0.837,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.1,23.1,/players/a/aldrila01.html
2018-19,33,SAS,NBA,C,81,81,33.2,8.4,16.3,0.519,0.1,0.5,0.238,8.3,15.8,0.528,0.522,4.3,5.1,0.847,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,21.3,/players/a/aldrila01.html
2019-20,34,SAS,NBA,C,53,53,33.1,7.4,15.0,0.493,1.2,3.0,0.389,6.2,12.0,0.519,0.532,3.0,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9,/players/a/aldrila01.html
2020-21,35,TOT,NBA,C,26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,/players/a/aldrila01.html
2020-21,35,SAS,NBA,C,21,18,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,/players/a/aldrila01.html
2020-21,35,BRK,NBA,C,5,5,26.0,5.0,9.6,0.521,0.8,1.0,0.8,4.2,8.6,0.488,0.563,2.0,2.0,1.0,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,/players/a/aldrila01.html
2021-22,36,BRK,NBA,C,47,12,22.3,5.4,9.7,0.55,0.3,1.0,0.304,5.1,8.8,0.578,0.566,1.9,2.2,0.873,1.6,3.9,5.5,0.9,0.3,1.0,0.9,1.7,12.9,/players/a/aldrila01.html
2015-16,20,POR,NBA,PF,8,0,4.5,0.6,1.3,0.5,0.0,0.0,0.0,0.6,1.3,0.5,0.5,0.0,0.0,0.0,0.3,0.5,0.8,0.0,0.1,0.3,0.1,0.1,1.3,/players/a/alexacl01.html
1995-96,22,SAS,NBA,PG,60,0,9.3,1.1,2.6,0.406,0.4,1.1,0.394,0.6,1.5,0.416,0.49,0.3,0.4,0.64,0.2,0.6,0.7,2.0,0.5,0.0,1.1,1.6,2.8,/players/a/alexaco01.html
1996-97,23,SAS,NBA,PG,80,6,18.2,2.4,6.1,0.396,1.2,3.2,0.373,1.3,3.0,0.42,0.492,1.2,1.6,0.736,0.4,1.2,1.5,3.2,1.0,0.2,1.8,1.9,7.2,/players/a/alexaco01.html
1997-98,24,TOT,NBA,PG,60,22,21.6,2.9,6.7,0.428,1.1,2.9,0.375,1.8,3.7,0.469,0.51,1.3,1.7,0.784,0.3,2.2,2.4,3.5,1.2,0.2,1.9,1.6,8.1,/players/a/alexaco01.html
1997-98,24,SAS,NBA,PG,37,3,13.5,1.6,3.9,0.414,0.5,1.7,0.313,1.1,2.2,0.494,0.483,0.7,1.0,0.676,0.2,1.1,1.3,1.9,0.7,0.1,1.3,1.4,4.5,/players/a/alexaco01.html
1997-98,24,DEN,NBA,PG,23,19,34.7,4.8,11.1,0.435,2.0,4.9,0.411,2.8,6.2,0.455,0.525,2.4,2.8,0.846,0.4,3.9,4.3,6.0,2.0,0.3,2.8,2.0,14.0,/players/a/alexaco01.html
1998-99,25,DEN,NBA,PG,36,4,21.6,2.7,7.2,0.373,0.8,2.9,0.286,1.9,4.3,0.432,0.431,1.0,1.2,0.841,0.2,1.9,2.1,3.3,1.0,0.1,1.9,2.1,7.3,/players/a/alexaco01.html
1999-00,26,DEN,NBA,PG,29,2,11.3,1.0,3.4,0.286,0.3,1.2,0.257,0.7,2.2,0.302,0.332,0.6,0.8,0.773,0.3,1.2,1.4,2.0,0.8,0.1,1.0,1.3,2.8,/players/a/alexaco01.html
2000-01,27,ORL,NBA,PG,26,0,8.7,0.7,2.2,0.321,0.2,0.6,0.25,0.5,1.5,0.35,0.357,0.5,0.7,0.667,0.0,1.0,1.0,1.4,0.6,0.0,1.0,1.1,2.0,/players/a/alexaco01.html
2004-05,31,CHA,NBA,SG,16,1,12.6,1.0,3.1,0.327,0.5,1.2,0.421,0.5,1.9,0.267,0.408,0.6,0.8,0.75,0.5,1.3,1.8,2.3,0.6,0.1,1.2,1.8,3.1,/players/a/alexaco01.html
2000-01,23,TOT,NBA,PG,65,24,21.3,3.7,8.8,0.417,0.3,0.7,0.37,3.4,8.1,0.421,0.432,1.9,2.3,0.82,0.6,1.6,2.2,1.0,0.7,0.1,1.2,2.1,9.5,/players/a/alexaco02.html
2000-01,23,DAL,NBA,PG,38,6,12.4,1.6,4.7,0.348,0.1,0.3,0.3,1.6,4.4,0.351,0.357,0.9,1.2,0.733,0.5,1.1,1.7,0.6,0.4,0.1,0.6,2.0,4.2,/players/a/alexaco02.html
2000-01,23,WAS,NBA,PG,27,18,33.7,6.6,14.6,0.448,0.5,1.3,0.389,6.0,13.3,0.454,0.466,3.3,3.9,0.857,0.8,2.1,3.0,1.5,1.1,0.1,2.0,2.3,17.0,/players/a/alexaco02.html
2001-02,24,WAS,NBA,SG,56,28,23.7,4.0,8.5,0.47,0.1,0.3,0.278,3.9,8.1,0.478,0.476,1.8,2.2,0.81,0.8,1.9,2.6,1.5,0.6,0.1,1.1,2.0,9.8,/players/a/alexaco02.html
2002-03,25,NOH,NBA,PG,66,7,20.6,2.9,7.7,0.382,0.3,0.9,0.333,2.6,6.8,0.388,0.401,1.8,2.2,0.808,0.6,1.2,1.8,1.2,0.5,0.1,1.0,1.9,7.9,/players/a/alexaco02.html
1993-94,24,TOT,NBA,PF,11,0,5.0,0.7,1.3,0.571,0.0,0.0,0.0,0.7,1.3,0.571,0.571,0.3,0.8,0.333,0.6,0.7,1.4,0.2,0.3,0.0,0.7,0.9,1.7,/players/a/alexaga01.html
1993-94,24,MIA,NBA,PF,4,0,3.0,0.3,0.5,0.5,0.0,0.0,0.0,0.3,0.5,0.5,0.5,0.0,0.5,0.0,0.3,0.5,0.8,0.3,0.0,0.0,0.3,0.8,0.5,/players/a/alexaga01.html
1993-94,24,CLE,NBA,PF,7,0,6.1,1.0,1.7,0.583,0.0,0.0,0.0,1.0,1.7,0.583,0.583,0.4,1.0,0.429,0.9,0.9,1.7,0.1,0.4,0.0,1.0,1.0,2.4,/players/a/alexaga01.html
2008-09,22,MIL,NBA,SF,59,0,12.1,1.7,4.2,0.416,0.3,0.8,0.348,1.5,3.4,0.432,0.449,1.0,1.4,0.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7,/players/a/alexajo01.html
2009-10,23,CHI,NBA,SF,8,0,3.6,0.1,0.8,0.167,0.0,0.1,0.0,0.1,0.6,0.2,0.167,0.3,0.4,0.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5,/players/a/alexajo01.html
2019-20,23,MIA,NBA,C,2,0,6.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,/players/a/alexaky01.html
2020-21,22,PHO,NBA,SG,15,0,3.1,0.2,0.8,0.25,0.1,0.6,0.222,0.1,0.2,0.333,0.333,0.1,0.1,0.5,0.1,0.5,0.7,0.4,0.0,0.1,0.2,0.1,0.6,/players/a/alexaty01.html
1991-92,22,GSW,NBA,C,80,28,16.9,3.0,5.7,0.529,0.0,0.0,0.0,3.0,5.7,0.531,0.529,1.3,1.9,0.691,1.3,2.9,4.2,0.4,0.6,0.8,1.1,2.2,7.4,/players/a/alexavi01.html
1992-93,23,GSW,NBA,C,72,59,24.3,4.8,9.3,0.516,0.1,0.3,0.455,4.6,9.0,0.518,0.523,1.5,2.3,0.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,3.0,11.2,/players/a/alexavi01.html
1993-94,24,GSW,NBA,C,69,39,19.1,3.9,7.3,0.53,0.0,0.2,0.154,3.8,7.1,0.54,0.532,1.0,1.9,0.527,1.7,2.8,4.5,1.0,0.4,0.5,1.2,2.4,8.7,/players/a/alexavi01.html
1994-95,25,GSW,NBA,C,50,29,24.7,4.6,8.9,0.515,0.1,0.5,0.24,4.5,8.4,0.531,0.521,0.7,1.2,0.6,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10.0,/players/a/alexavi01.html
2001-02,32,DET,NBA,C,15,0,6.5,1.2,3.4,0.353,0.0,0.1,0.0,1.2,3.3,0.367,0.353,0.3,0.5,0.5,0.5,1.5,1.9,0.4,0.0,0.1,0.3,0.4,2.7,/players/a/alexavi01.html
2019-20,21,NOP,NBA,SG,47,1,12.6,2.1,5.7,0.368,1.0,2.8,0.346,1.1,2.8,0.391,0.455,0.5,0.8,0.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7,/players/a/alexani01.html
2020-21,22,NOP,NBA,SG,46,13,21.9,4.2,10.0,0.419,1.7,4.8,0.347,2.5,5.2,0.485,0.502,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0,/players/a/alexani01.html
2021-22,23,TOT,NBA,SG,65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,/players/a/alexani01.html
2021-22,23,NOP,NBA,SG,50,19,26.3,4.7,12.6,0.375,1.9,6.1,0.311,2.8,6.5,0.434,0.45,1.4,1.9,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8,/players/a/alexani01.html
2021-22,23,UTA,NBA,SG,15,2,9.9,1.1,3.2,0.333,0.7,2.2,0.303,0.4,1.0,0.4,0.438,0.7,0.8,0.917,0.1,1.5,1.5,1.1,0.3,0.3,0.5,1.0,3.5,/players/a/alexani01.html
1987-88,23,DAL,NBA,PG,28,0,7.0,0.8,2.0,0.382,0.0,0.3,0.125,0.7,1.7,0.426,0.391,0.6,0.6,0.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1,/players/a/alforst01.html
