,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS
713,2018-19,Alabama,SEC,34.0,33.4,2.3,5.5,0.422,2.1,4.9,0.44,0.2,0.6,0.286,1.5,3.1,0.495,3.5,2.0,0.9,0.6,2.1,2.2,6.4,9.01,/players/herb-jones-3.html,29.0
714,2019-20,Alabama,SEC,27.0,10.0,2.7,5.7,0.484,2.7,5.1,0.525,0.0,0.5,0.071,2.4,3.9,0.625,6.4,2.3,1.3,0.7,0.8,1.7,7.9,8.12,/players/herb-jones-3.html,26.0
715,2020-21,Alabama,SEC,33.0,19.3,3.9,8.8,0.446,3.3,7.0,0.47,0.6,1.7,0.351,2.8,3.9,0.713,6.6,3.3,1.7,1.1,0.7,2.3,11.2,10.01,/players/herb-jones-3.html,33.0
716,1999-00,Miami (FL),Big East,33.0,17.4,1.6,3.7,0.426,1.3,2.7,0.467,0.3,1.0,0.313,0.5,0.5,0.833,1.9,0.3,0.5,0.5,0.9,2.4,3.9,5.39,/players/james-jones-1.html,0.0
717,2000-01,Miami (FL),Big East,29.0,17.7,4.2,9.8,0.428,2.8,6.8,0.409,1.4,3.0,0.471,2.1,2.6,0.811,5.9,1.2,1.2,1.6,0.8,2.4,11.9,4.92,/players/james-jones-1.html,28.0
718,2001-02,Miami (FL),Big East,32.0,32.6,4.2,10.4,0.401,3.1,7.1,0.441,1.0,3.3,0.314,3.5,4.1,0.841,6.3,1.5,1.3,2.4,0.9,0.8,12.8,5.53,/players/james-jones-1.html,32.0
719,2002-03,Miami (FL),Big East,28.0,31.8,5.6,12.5,0.447,4.2,9.0,0.466,1.4,3.6,0.4,4.2,5.1,0.831,6.0,1.8,1.6,1.8,3.9,2.5,16.9,4.91,/players/james-jones-1.html,28.0
720,2007-08,Texas A&M,Big 12,35.0,35.1,3.2,5.2,0.617,3.2,5.2,0.617,0.0,0.0,0.0,1.5,3.4,0.437,6.0,0.4,0.2,1.3,4.3,2.6,7.9,7.46,/players/deandre-jordan-1.html,21.0
721,2010-11,Texas,Big 12,36.0,31.1,3.8,8.9,0.422,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2.0,0.699,3.6,3.0,1.0,0.3,2.2,2.4,10.4,7.96,/players/cory-joseph-1.html,36.0
722,2000-01,Central Michigan,MAC,28.0,26.2,3.8,6.5,0.574,3.8,6.5,0.574,0.0,0.0,0.0,2.3,3.2,0.7,4.8,0.2,0.5,1.6,2.9,3.7,9.8,0.01,/players/chris-kaman-1.html,1.0
723,2001-02,Central Michigan,MAC,24.0,25.3,4.0,6.6,0.614,4.0,6.6,0.614,0.0,0.0,0.0,3.7,5.7,0.65,8.3,0.9,0.4,1.6,2.3,3.6,11.8,1.35,/players/chris-kaman-1.html,13.0
724,2002-03,Central Michigan,MAC,31.0,32.3,7.9,12.6,0.622,7.9,12.6,0.622,0.0,0.0,0.0,6.6,8.9,0.749,12.0,1.2,0.6,3.2,2.5,3.6,22.4,1.79,/players/chris-kaman-1.html,31.0
725,1999-00,UCLA,Pac-10,33.0,30.7,5.8,11.2,0.519,3.3,5.9,0.559,2.5,5.2,0.474,2.0,2.9,0.684,4.4,1.9,1.0,0.1,1.9,3.4,16.0,10.11,/players/jason-kapono-1.html,33.0
726,2000-01,UCLA,Pac-10,32.0,31.1,5.2,11.8,0.441,2.6,6.1,0.426,2.6,5.8,0.457,4.2,4.8,0.869,5.7,2.3,1.2,0.1,2.2,2.7,17.2,12.07,/players/jason-kapono-1.html,31.0
727,2001-02,UCLA,Pac-10,33.0,34.6,5.2,11.2,0.459,2.5,5.4,0.466,2.6,5.8,0.453,3.1,3.6,0.856,5.1,2.1,0.6,0.1,2.8,2.8,16.0,10.78,/players/jason-kapono-1.html,33.0
728,2002-03,UCLA,Pac-10,29.0,32.4,5.9,12.9,0.457,3.7,7.3,0.502,2.2,5.6,0.398,2.8,3.2,0.88,5.2,2.0,0.6,0.0,2.0,1.6,16.8,9.75,/players/jason-kapono-1.html,29.0
729,2004-05,Kansas,Big 12,27.0,39.3,1.1,2.1,0.536,1.1,2.1,0.536,0.0,0.0,0.0,0.4,1.1,0.333,2.3,0.1,0.1,0.6,2.2,1.3,2.6,10.85,/players/sasha-kaun-1.html,2.0
730,2005-06,Kansas,Big 12,33.0,36.9,3.2,5.6,0.562,3.2,5.6,0.562,0.0,0.0,0.0,1.8,3.5,0.535,5.3,0.4,0.5,1.1,2.1,1.7,8.2,7.6,/players/sasha-kaun-1.html,29.0
731,2006-07,Kansas,Big 12,35.0,35.3,2.5,4.7,0.53,2.5,4.7,0.53,0.0,0.0,0.0,0.9,1.8,0.5,3.8,0.5,0.3,1.4,1.8,1.5,5.9,6.86,/players/sasha-kaun-1.html,28.0
732,2007-08,Kansas,Big 12,40.0,35.9,2.7,4.4,0.619,2.7,4.4,0.619,0.0,0.0,0.0,1.7,3.1,0.541,3.9,0.3,0.4,1.2,3.2,2.2,7.1,8.2,/players/sasha-kaun-1.html,6.0
733,1987-88,Arizona,Pac-10,38.0,32.7,4.0,7.1,0.559,1.0,1.9,0.521,3.0,5.2,0.573,1.6,1.9,0.824,2.0,3.9,1.2,0.1,3.6,3.0,12.6,8.45,/players/steve-kerr-1.html,0.0
734,1992-93,California,Pac-10,29.0,32.6,4.6,9.9,0.463,3.8,7.0,0.537,0.8,2.9,0.286,3.0,4.6,0.657,4.9,7.7,3.8,0.3,3.4,2.8,13.0,7.26,/players/jason-kidd-1.html,0.0
735,1993-94,California,Pac-10,30.0,31.6,5.5,11.7,0.472,3.8,7.0,0.545,1.7,4.7,0.362,3.9,5.6,0.692,6.9,9.1,3.1,0.3,3.6,2.6,16.7,7.19,/players/jason-kidd-1.html,29.0
736,2011-12,Kentucky,SEC,40.0,32.0,4.0,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,7.4,1.9,1.0,0.9,3.4,2.8,11.9,7.93,/players/michael-kidd-gilchrist-1.html,39.0
737,1990-91,Nicholls State,Ind,27.0,11.6,4.9,9.5,0.518,4.9,9.4,0.526,0.0,0.1,0.0,3.4,5.6,0.609,6.7,0.9,1.5,1.3,1.1,1.8,13.3,-5.3,/players/gerard-king-1.html,0.0
738,1991-92,Nicholls State,Southland,28.0,11.8,4.9,9.8,0.5,4.9,9.8,0.502,0.0,0.0,0.0,3.5,5.5,0.641,5.3,0.9,1.1,1.1,0.6,2.3,13.3,-5.38,/players/gerard-king-1.html,23.0
739,1993-94,Nicholls State,Southland,27.0,23.3,6.9,13.0,0.53,6.9,13.0,0.53,0.0,0.0,0.0,4.7,7.6,0.62,8.9,2.0,2.3,1.0,1.6,3.2,18.5,-7.11,/players/gerard-king-1.html,27.0
740,1994-95,Nicholls State,Southland,28.0,27.9,8.5,15.1,0.563,8.5,15.1,0.562,0.0,0.0,1.0,4.6,6.5,0.703,7.8,1.1,1.6,1.5,2.3,2.4,21.6,-5.5,/players/gerard-king-1.html,0.0
741,1987-88,Oklahoma,Big 8,39.0,18.2,8.6,15.9,0.543,8.6,15.9,0.544,0.0,0.0,0.0,5.0,7.4,0.675,8.5,1.1,0.8,2.6,1.3,1.7,22.3,7.61,/players/stacey-king-1.html,0.0
742,1988-89,Oklahoma,Big 8,33.0,29.4,9.8,18.7,0.524,9.8,18.7,0.524,0.0,0.0,0.0,6.4,8.9,0.718,10.1,1.9,1.2,2.3,1.8,2.6,26.0,10.25,/players/stacey-king-1.html,0.0
743,1992-93,Villanova,Big East,27.0,31.6,4.0,8.3,0.482,2.5,4.8,0.519,1.5,3.5,0.432,1.4,2.0,0.673,3.5,2.9,1.7,0.4,2.2,2.4,10.9,7.16,/players/kerry-kittles-1.html,17.0
744,1993-94,Villanova,Big East,32.0,31.8,7.3,16.1,0.452,5.0,9.6,0.521,2.3,6.5,0.349,2.8,4.0,0.705,6.5,3.4,2.7,0.4,2.0,2.6,19.7,11.2,/players/kerry-kittles-1.html,31.0
745,1994-95,Villanova,Big East,33.0,8.1,8.0,15.3,0.524,5.4,8.9,0.603,2.6,6.3,0.411,2.8,3.6,0.767,6.1,3.5,2.2,0.4,0.6,1.0,21.4,8.3,/players/kerry-kittles-1.html,33.0
746,1995-96,Villanova,Big East,30.0,24.1,7.2,15.8,0.455,4.6,9.4,0.489,2.6,6.4,0.404,3.4,4.8,0.71,7.1,3.5,2.4,0.4,2.0,2.0,20.4,11.47,/players/kerry-kittles-1.html,29.0
747,2010-11,Kentucky,SEC,38.0,30.8,5.7,13.5,0.423,3.4,7.4,0.461,2.3,6.1,0.377,3.6,4.5,0.795,4.0,4.2,0.7,0.2,2.1,1.6,17.3,8.91,/players/brandon-knight-1.html,38.0
748,1993-94,Stanford,Pac-10,28.0,3.5,3.2,9.1,0.354,2.8,7.1,0.397,0.4,2.0,0.2,4.3,5.7,0.756,3.9,5.4,2.8,0.1,0.1,0.3,11.1,7.71,/players/brevin-knight-1.html,28.0
749,1994-95,Stanford,Pac-10,28.0,12.5,5.2,11.5,0.455,4.5,9.6,0.47,0.7,1.8,0.373,5.5,7.3,0.75,3.9,6.6,2.8,0.0,0.6,1.3,16.6,7.24,/players/brevin-knight-1.html,28.0
750,1995-96,Stanford,Pac-10,29.0,19.8,4.8,11.1,0.433,4.2,9.0,0.466,0.6,2.1,0.295,5.2,6.1,0.848,3.8,7.3,2.1,0.1,0.7,1.2,15.5,6.33,/players/brevin-knight-1.html,0.0
751,1996-97,Stanford,Pac-10,30.0,30.6,4.6,11.4,0.408,3.1,7.7,0.407,1.5,3.7,0.409,5.5,6.6,0.834,3.7,7.8,2.8,0.1,1.6,1.6,16.3,9.21,/players/brevin-knight-1.html,29.0
752,1992-93,UConn,Big East,24.0,24.4,1.2,2.6,0.46,1.2,2.4,0.5,0.0,0.2,0.0,0.5,1.1,0.407,2.5,0.4,0.3,1.0,1.1,2.0,2.9,8.05,/players/travis-knight-1.html,0.0
753,1993-94,UConn,Big East,33.0,16.9,1.1,2.5,0.439,1.1,2.5,0.439,0.0,0.0,0.0,0.3,0.5,0.5,2.9,0.7,0.4,1.0,1.6,2.9,2.5,6.26,/players/travis-knight-1.html,8.0
754,1994-95,UConn,Big East,33.0,29.9,3.9,7.0,0.558,3.9,7.0,0.558,0.0,0.0,0.0,1.2,1.9,0.651,8.2,1.2,0.9,1.7,2.7,3.2,9.1,7.65,/players/travis-knight-1.html,0.0
755,1995-96,UConn,Big East,34.0,30.2,3.7,7.1,0.521,3.7,7.1,0.521,0.0,0.0,0.0,1.7,2.5,0.694,9.3,2.1,0.7,2.0,3.1,2.8,9.1,8.19,/players/travis-knight-1.html,33.0
756,1999-00,Creighton,MVC,33.0,32.2,2.9,6.2,0.475,1.0,1.8,0.576,1.9,4.4,0.434,1.0,1.2,0.895,3.1,1.0,0.6,0.2,3.3,2.6,8.8,1.64,/players/kyle-korver-1.html,1.0
757,2000-01,Creighton,MVC,32.0,30.3,4.6,9.8,0.47,1.5,2.9,0.511,3.1,6.9,0.452,2.3,2.6,0.867,5.8,2.0,1.8,0.4,2.6,3.0,14.6,3.01,/players/kyle-korver-1.html,32.0
758,2001-02,Creighton,MVC,29.0,24.6,4.5,9.4,0.478,1.8,3.1,0.578,2.7,6.3,0.429,3.3,3.8,0.89,5.5,3.3,1.6,0.6,3.4,3.4,15.1,1.39,/players/kyle-korver-1.html,28.0
759,2002-03,Creighton,MVC,34.0,30.4,5.4,11.5,0.468,1.6,3.6,0.443,3.8,7.9,0.48,3.2,3.5,0.908,6.4,3.1,1.5,0.7,3.0,2.9,17.8,1.03,/players/kyle-korver-1.html,34.0
760,2014-15,Utah,Pac-12,31.0,18.0,1.2,2.5,0.456,0.8,1.5,0.556,0.4,1.1,0.324,0.6,1.2,0.556,1.8,0.6,0.0,0.2,1.7,1.5,3.3,7.42,/players/kyle-kuzma-1.html,0.0
761,2015-16,Utah,Pac-12,36.0,26.2,4.3,8.2,0.522,3.9,6.8,0.578,0.4,1.4,0.255,1.8,3.0,0.617,5.7,1.4,0.3,0.4,1.8,2.3,10.8,8.79,/players/kyle-kuzma-1.html,35.0
762,2016-17,Utah,Pac-12,29.0,27.5,6.3,12.4,0.504,5.3,9.6,0.56,0.9,2.9,0.321,2.9,4.4,0.669,9.3,2.4,0.6,0.5,2.1,2.7,16.4,4.32,/players/kyle-kuzma-1.html,29.0
763,1992-93,Wake Forest,ACC,15.0,28.0,0.4,0.9,0.429,0.1,0.3,0.25,0.3,0.7,0.5,0.3,0.3,0.8,0.5,0.1,0.2,0.0,2.7,2.4,1.4,9.32,/players/rusty-larue-1.html,0.0
764,1993-94,Wake Forest,ACC,28.0,31.3,1.6,3.9,0.426,0.4,1.0,0.357,1.3,2.9,0.45,0.1,0.2,0.6,1.5,0.4,0.5,0.0,2.3,2.5,4.7,7.89,/players/rusty-larue-1.html,4.0
765,1994-95,Wake Forest,ACC,32.0,32.6,2.1,5.0,0.421,0.7,1.3,0.537,1.4,3.7,0.381,0.4,0.4,0.929,1.9,0.9,0.6,0.0,2.1,2.5,6.0,10.91,/players/rusty-larue-1.html,0.0
766,1995-96,Wake Forest,ACC,32.0,29.4,3.3,6.9,0.484,1.3,2.5,0.519,2.0,4.4,0.464,1.4,1.6,0.88,3.0,1.9,0.9,0.1,2.3,2.5,10.1,10.72,/players/rusty-larue-1.html,27.0
767,2013-14,UCLA,Pac-12,37.0,34.3,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,2.5,1.8,0.9,0.2,2.4,1.9,9.4,7.62,/players/zach-lavine-1.html,1.0
768,1988-89,Duke,ACC,36.0,28.5,3.2,4.4,0.723,3.2,4.4,0.722,0.0,0.0,1.0,2.4,3.4,0.727,4.7,1.2,1.0,0.8,2.8,2.3,8.9,8.2,/players/christian-laettner-1.html,16.0
769,1989-90,Duke,ACC,38.0,34.5,5.1,10.0,0.511,4.9,9.7,0.511,0.2,0.3,0.5,5.9,7.1,0.836,9.6,2.2,1.6,1.1,2.3,1.9,16.3,8.81,/players/christian-laettner-1.html,38.0
770,1990-91,Duke,ACC,39.0,18.1,6.9,12.1,0.575,6.5,10.7,0.605,0.5,1.4,0.34,5.4,6.7,0.802,8.7,1.9,1.9,1.1,1.8,2.6,19.8,10.63,/players/christian-laettner-1.html,39.0
771,1991-92,Duke,ACC,35.0,31.3,7.3,12.6,0.575,5.7,9.9,0.58,1.5,2.8,0.557,5.4,6.6,0.815,7.9,2.0,2.1,0.9,2.8,3.2,21.5,10.21,/players/christian-laettner-1.html,35.0
772,2004-05,Purdue,Big Ten,25.0,34.8,6.4,10.4,0.618,6.2,9.6,0.647,0.2,0.7,0.222,5.3,7.8,0.677,7.1,1.2,0.8,0.7,3.8,2.9,18.2,11.08,/players/carl-landry-1.html,25.0
773,2005-06,Purdue,Big Ten,5.0,32.2,4.8,8.6,0.558,4.4,7.4,0.595,0.4,1.2,0.333,5.2,6.2,0.839,5.2,1.0,0.8,0.4,3.1,2.9,15.2,6.61,/players/carl-landry-1.html,4.0
774,2006-07,Purdue,Big Ten,34.0,12.1,6.4,10.8,0.597,6.3,10.2,0.618,0.1,0.6,0.211,5.9,8.1,0.726,7.3,1.2,1.2,0.9,1.1,0.6,18.9,8.89,/players/carl-landry-1.html,34.0
775,2001-02,Florida,SEC,31.0,29.3,2.7,4.7,0.579,2.7,4.7,0.579,0.0,0.0,0.0,1.6,2.9,0.549,4.7,1.0,0.6,0.7,2.4,2.8,7.0,8.37,/players/david-lee-1.html,0.0
776,2002-03,Florida,SEC,33.0,35.1,4.5,7.0,0.648,4.5,7.0,0.648,0.0,0.0,0.0,2.2,3.5,0.624,6.8,1.8,0.7,1.5,3.3,2.6,11.2,7.76,/players/david-lee-1.html,33.0
777,2003-04,Florida,SEC,31.0,35.6,4.8,8.2,0.588,4.8,8.2,0.593,0.0,0.1,0.0,3.6,4.7,0.772,6.8,2.8,1.1,0.5,3.8,2.8,13.3,9.19,/players/david-lee-1.html,30.0
778,2004-05,Florida,SEC,32.0,30.9,5.0,9.5,0.525,5.0,9.4,0.532,0.0,0.1,0.0,3.6,5.0,0.714,9.0,2.2,1.1,0.8,1.3,2.9,13.6,7.13,/players/david-lee-1.html,32.0
779,2009-10,San Diego State,MWC,34.0,25.2,4.9,10.7,0.455,4.4,8.4,0.523,0.5,2.3,0.205,2.5,3.4,0.726,9.9,1.9,1.4,0.7,2.1,2.7,12.7,4.21,/players/kawhi-leonard-1.html,33.0
780,2010-11,San Diego State,MWC,36.0,30.8,5.9,13.2,0.444,5.2,10.8,0.478,0.7,2.4,0.291,3.1,4.0,0.759,10.6,2.5,1.4,0.6,2.1,2.4,15.5,6.36,/players/kawhi-leonard-1.html,36.0
781,2008-09,Weber State,Big Sky,31.0,29.6,3.8,8.8,0.434,2.3,4.6,0.49,1.6,4.2,0.374,2.2,2.6,0.841,3.9,2.9,1.1,0.2,2.0,1.9,11.5,-2.39,/players/damian-lillard-1.html,26.0
782,2009-10,Weber State,Big Sky,31.0,23.2,6.0,13.8,0.431,3.3,6.9,0.47,2.7,6.9,0.393,5.3,6.2,0.853,4.0,3.6,1.1,0.1,1.7,2.3,19.9,-1.04,/players/damian-lillard-1.html,31.0
783,2010-11,Weber State,Big Sky,10.0,29.3,4.9,11.2,0.438,3.0,5.7,0.526,1.9,5.5,0.345,6.0,7.0,0.857,3.8,3.3,1.4,0.2,2.1,2.8,17.7,-1.74,/players/damian-lillard-1.html,9.0
784,2011-12,Weber State,Big Sky,32.0,20.9,7.2,15.5,0.467,4.3,8.3,0.517,2.9,7.2,0.409,7.1,8.0,0.887,5.0,4.0,1.5,0.2,1.7,2.2,24.5,-3.65,/players/damian-lillard-1.html,32.0
785,2006-07,Harvard,Ivy,28.0,23.0,1.6,3.8,0.415,1.3,2.6,0.473,0.3,1.1,0.281,1.3,1.6,0.818,2.5,1.8,1.0,0.1,0.0,1.0,4.8,-4.56,/players/jeremy-lin-1.html,0.0
786,2007-08,Harvard,Ivy,30.0,29.5,4.9,10.9,0.448,3.9,7.5,0.527,1.0,3.5,0.279,1.8,2.9,0.621,4.8,3.6,1.9,0.6,2.7,2.4,12.6,-4.86,/players/jeremy-lin-1.html,30.0
787,2008-09,Harvard,Ivy,28.0,35.9,5.9,11.8,0.502,4.5,8.3,0.545,1.4,3.6,0.4,4.5,6.0,0.744,5.5,4.3,2.4,0.6,4.0,2.3,17.8,-6.05,/players/jeremy-lin-1.html,28.0
788,2009-10,Harvard,Ivy,29.0,35.9,5.1,9.9,0.519,4.1,6.9,0.598,1.0,3.0,0.341,5.1,6.8,0.755,4.4,4.5,2.4,1.1,4.1,2.0,16.4,-3.91,/players/jeremy-lin-1.html,29.0
789,1987-88,New Mexico,WAC,35.0,32.2,1.7,3.4,0.5,1.7,3.4,0.5,0.0,0.0,0.0,0.6,1.5,0.392,2.7,0.6,0.3,1.0,2.3,3.1,4.0,6.11,/players/luc-longley-1.html,0.0
790,1988-89,New Mexico,WAC,33.0,33.7,5.3,9.1,0.578,5.3,9.1,0.578,0.0,0.0,0.0,2.4,3.2,0.769,6.8,2.4,0.8,2.7,1.8,2.6,13.0,4.9,/players/luc-longley-1.html,0.0
791,1989-90,New Mexico,WAC,34.0,32.5,6.9,12.3,0.559,6.9,12.3,0.559,0.0,0.0,0.0,4.7,5.8,0.821,9.4,3.2,0.9,3.4,2.5,1.9,18.4,4.64,/players/luc-longley-1.html,0.0
792,1990-91,New Mexico,WAC,30.0,32.3,7.6,11.6,0.656,7.6,11.6,0.66,0.0,0.1,0.0,3.9,5.4,0.716,9.2,3.6,0.9,3.2,2.6,2.3,19.1,2.42,/players/luc-longley-1.html,0.0
793,2014-15,UCLA,Pac-12,36.0,35.4,4.2,8.9,0.47,3.6,7.4,0.481,0.6,1.5,0.415,2.6,4.1,0.626,9.2,1.4,1.3,0.9,1.4,1.9,11.6,8.27,/players/kevon-looney-1.html,36.0
794,2006-07,Stanford,Pac-10,26.0,37.9,5.4,10.8,0.496,5.3,10.3,0.513,0.1,0.6,0.2,1.7,2.5,0.692,6.0,0.8,0.4,1.7,1.8,2.5,12.6,9.06,/players/brook-lopez-1.html,18.0
795,2007-08,Stanford,Pac-10,27.0,38.5,6.8,14.6,0.468,6.8,14.3,0.475,0.0,0.2,0.0,5.7,7.2,0.789,8.2,1.4,0.6,2.1,2.2,2.7,19.3,6.95,/players/brook-lopez-1.html,25.0
796,2007-08,UCLA,Pac-10,39.0,38.4,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,10.6,1.9,0.7,1.4,1.8,2.2,17.5,7.71,/players/kevin-love-1.html,38.0
797,2004-05,Villanova,Big East,24.0,16.4,2.7,6.3,0.421,2.5,5.4,0.454,0.2,0.9,0.227,2.0,3.1,0.635,3.2,2.0,1.3,0.2,0.9,3.1,7.5,8.43,/players/kyle-lowry-1.html,3.0
798,2005-06,Villanova,Big East,33.0,26.1,3.5,7.6,0.466,3.3,7.1,0.468,0.2,0.5,0.444,3.7,4.7,0.786,4.3,3.7,2.3,0.2,1.3,2.6,11.0,9.23,/players/kyle-lowry-1.html,31.0
799,2011-12,Furman,Southern,27.0,29.4,2.0,5.4,0.37,1.5,3.4,0.43,0.5,2.0,0.264,1.4,2.1,0.684,3.4,1.7,0.6,0.1,1.5,2.3,6.0,-3.9,/players/jordan-loyd-1.html,13.0
800,2012-13,Furman,Southern,1.0,27.3,1.0,4.0,0.25,1.0,3.0,0.333,0.0,1.0,0.0,2.0,5.0,0.4,5.0,4.0,0.0,0.0,1.5,2.3,4.0,-5.25,/players/jordan-loyd-1.html,0.0
801,1995-96,Nebraska,Big 8,35.0,15.7,3.0,6.6,0.453,2.4,4.9,0.497,0.6,1.7,0.328,1.9,2.7,0.688,3.0,4.1,1.4,0.1,1.6,3.0,8.5,5.58,/players/tyronn-lue-1.html,34.0
802,1996-97,Nebraska,Big 12,32.0,14.9,6.7,14.9,0.452,5.3,10.6,0.496,1.5,4.3,0.343,3.9,4.8,0.813,2.9,4.3,1.3,0.0,1.2,2.6,18.8,8.17,/players/tyronn-lue-1.html,30.0
803,1997-98,Nebraska,Big 12,32.0,19.6,7.5,17.1,0.439,5.1,10.6,0.479,2.4,6.5,0.373,3.8,4.5,0.828,4.3,4.8,2.0,0.1,1.2,2.3,21.2,5.65,/players/tyronn-lue-1.html,32.0
804,1988-89,UCLA,Pac-10,31.0,29.6,7.0,12.6,0.555,7.0,12.5,0.557,0.0,0.1,0.333,4.6,5.6,0.816,7.5,1.2,0.5,0.2,2.9,2.8,18.6,9.51,/players/don-maclean-1.html,31.0
805,1989-90,UCLA,Pac-10,33.0,37.4,7.2,14.0,0.516,7.2,13.9,0.516,0.0,0.1,0.5,5.4,6.4,0.848,8.7,1.1,0.5,0.5,0.1,2.4,19.9,8.75,/players/don-maclean-1.html,33.0
806,1990-91,UCLA,Pac-10,31.0,18.6,8.4,15.2,0.551,8.3,14.7,0.56,0.1,0.4,0.231,6.2,7.4,0.846,7.3,2.0,0.5,0.3,1.8,1.6,23.0,9.11,/players/don-maclean-1.html,31.0
807,1991-92,UCLA,Pac-10,32.0,35.3,7.2,14.2,0.504,7.0,13.7,0.51,0.2,0.5,0.353,6.2,6.7,0.921,7.8,2.1,0.5,0.2,2.3,2.1,20.7,9.82,/players/don-maclean-1.html,32.0
808,1987-88,Temple,A-10,34.0,32.8,8.2,18.1,0.454,6.3,13.6,0.464,1.9,4.5,0.422,2.2,2.8,0.771,5.6,2.9,1.8,0.1,2.5,1.8,20.6,2.99,/players/mark-macon-1.html,34.0
809,1988-89,Temple,A-10,30.0,31.6,6.8,16.7,0.407,5.4,12.2,0.439,1.4,4.5,0.321,3.2,4.2,0.776,5.6,3.8,2.8,0.2,2.0,1.3,18.3,2.07,/players/mark-macon-1.html,30.0
810,1989-90,Temple,A-10,31.0,35.2,7.8,20.1,0.389,5.8,14.1,0.414,2.0,6.0,0.33,4.3,5.4,0.798,6.0,2.2,2.3,0.1,3.0,3.0,21.9,3.93,/players/mark-macon-1.html,0.0
811,1990-91,Temple,A-10,31.0,37.4,8.2,18.6,0.439,5.7,12.7,0.449,2.5,5.9,0.418,3.2,4.1,0.766,4.9,2.3,2.1,0.1,3.2,2.3,22.0,6.37,/players/mark-macon-1.html,0.0
812,1996-97,Stanford,Pac-10,25.0,32.9,2.0,3.8,0.537,2.0,3.8,0.537,0.0,0.0,0.0,1.8,3.0,0.608,5.0,0.3,0.2,0.4,1.4,2.1,5.9,9.21,/players/mark-madsen-1.html,0.0
813,1997-98,Stanford,Pac-10,27.0,30.8,4.3,7.3,0.589,4.3,7.3,0.592,0.0,0.0,0.0,3.1,4.9,0.629,8.1,0.7,0.4,0.4,1.1,2.0,11.7,8.12,/players/mark-madsen-1.html,24.0
814,1998-99,Stanford,Pac-10,33.0,9.3,4.6,7.7,0.605,4.6,7.6,0.607,0.0,0.0,0.0,3.8,6.6,0.583,9.0,0.5,0.5,0.6,0.8,1.4,13.1,10.36,/players/mark-madsen-1.html,33.0
815,1999-00,Stanford,Pac-10,23.0,7.7,4.7,8.0,0.587,4.7,8.0,0.587,0.0,0.0,0.0,2.8,4.9,0.575,9.3,1.1,0.6,0.9,0.6,1.4,12.2,7.12,/players/mark-madsen-1.html,20.0
816,1996-97,Kentucky,SEC,40.0,17.7,1.9,3.8,0.49,1.9,3.8,0.49,0.0,0.0,0.0,1.1,2.1,0.549,4.4,0.4,0.6,2.0,1.5,2.0,4.9,9.26,/players/jamaal-magloire-1.html,21.0
817,1997-98,Kentucky,SEC,38.0,26.1,2.0,4.2,0.487,2.0,4.2,0.487,0.0,0.0,0.0,1.1,1.7,0.672,4.2,0.3,0.3,1.7,2.3,2.8,5.2,9.85,/players/jamaal-magloire-1.html,12.0
818,1998-99,Kentucky,SEC,34.0,26.9,2.8,5.2,0.531,2.8,5.2,0.531,0.0,0.0,0.0,1.4,2.5,0.576,4.4,0.5,0.5,1.9,2.8,3.1,7.0,10.01,/players/jamaal-magloire-1.html,6.0
819,1999-00,Kentucky,SEC,33.0,31.6,4.5,9.0,0.5,4.5,9.0,0.5,0.0,0.0,0.0,4.2,6.2,0.685,9.1,0.5,0.5,1.7,2.2,2.3,13.2,12.71,/players/jamaal-magloire-1.html,33.0
820,1987-88,Central Michigan,MAC,32.0,34.0,8.7,16.7,0.521,7.3,13.6,0.539,1.4,3.2,0.446,4.9,7.6,0.645,10.8,2.5,1.5,0.9,2.9,2.1,23.7,-2.16,/players/dan-majerle-1.html,0.0
821,1990-91,Vanderbilt,SEC,30.0,10.6,1.4,3.3,0.41,0.4,1.0,0.387,1.0,2.3,0.42,0.4,0.5,0.786,1.5,1.7,0.8,0.0,0.7,2.3,4.1,9.76,/players/matt-maloney-1.html,0.0
822,1992-93,Penn,Ivy,27.0,27.3,5.5,13.3,0.412,2.1,5.7,0.37,3.4,7.6,0.444,1.9,2.5,0.776,3.3,3.6,1.7,0.0,2.0,3.3,16.3,-3.14,/players/matt-maloney-1.html,0.0
823,1993-94,Penn,Ivy,28.0,29.3,4.8,12.1,0.393,2.4,4.9,0.493,2.4,7.2,0.327,2.2,2.4,0.897,0.9,3.8,2.2,0.1,1.8,2.3,14.0,-5.15,/players/matt-maloney-1.html,0.0
824,1994-95,Penn,Ivy,28.0,24.2,5.1,11.2,0.459,2.0,4.1,0.491,3.1,7.1,0.439,1.5,2.1,0.695,2.8,4.3,1.8,0.0,2.0,3.3,14.9,-5.39,/players/matt-maloney-1.html,28.0
