,SEASON,SCHOOL,CONF,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,COLLEGE_URL,GS
329,1998-99,UCLA,Pac-10,27.0,6.6,5.6,11.6,0.481,4.3,7.8,0.548,1.3,3.8,0.343,3.5,5.8,0.599,3.6,5.1,2.5,0.4,0.3,1.1,15.9,8.86,/players/baron-davis-1.html,26.0
330,1987-88,Clemson,ACC,29.0,25.3,3.1,5.9,0.532,3.1,5.9,0.532,0.0,0.0,0.0,1.6,3.1,0.506,7.7,0.3,0.6,1.3,2.1,3.2,7.8,6.87,/players/dale-davis-1.html,21.0
331,1988-89,Clemson,ACC,29.0,27.3,5.0,7.5,0.67,5.0,7.5,0.67,0.0,0.0,0.0,3.2,5.0,0.646,8.9,0.6,0.6,1.4,2.3,2.9,13.3,7.62,/players/dale-davis-1.html,14.0
332,1989-90,Clemson,ACC,35.0,31.0,5.9,9.4,0.625,5.9,9.3,0.627,0.0,0.0,0.0,3.6,6.1,0.596,11.3,0.6,1.0,1.7,2.8,2.7,15.3,6.38,/players/dale-davis-1.html,34.0
333,1990-91,Clemson,ACC,28.0,18.5,6.8,12.8,0.532,6.8,12.8,0.535,0.0,0.1,0.0,4.3,7.3,0.58,12.1,1.3,1.3,2.6,1.7,2.4,17.9,9.0,/players/dale-davis-1.html,28.0
334,2004-05,LSU,SEC,30.0,26.3,4.6,9.0,0.513,4.5,8.6,0.525,0.1,0.4,0.25,4.2,6.1,0.698,8.8,1.0,1.0,1.4,2.1,2.9,13.5,7.77,/players/glen-davis-1.html,28.0
335,2005-06,LSU,SEC,36.0,33.4,6.9,14.0,0.495,6.8,13.4,0.506,0.2,0.6,0.261,4.5,6.7,0.676,9.7,1.4,1.3,1.1,2.1,2.1,18.6,8.77,/players/glen-davis-1.html,36.0
336,2006-07,LSU,SEC,29.0,28.0,6.1,12.7,0.484,5.6,11.0,0.505,0.6,1.7,0.347,4.8,6.7,0.713,10.4,2.3,1.1,1.0,2.3,3.1,17.7,7.44,/players/glen-davis-1.html,28.0
337,2015-16,Ole Miss,SEC,20.0,21.7,0.7,1.5,0.433,0.5,1.0,0.526,0.2,0.6,0.273,0.4,1.0,0.368,0.9,0.3,0.4,0.1,1.5,2.7,1.8,4.81,/players/terence-davis-1.html,0.0
338,2016-17,Ole Miss,SEC,36.0,25.1,5.6,11.5,0.482,4.2,7.4,0.563,1.4,4.1,0.333,2.4,3.3,0.723,5.3,1.8,1.4,0.5,2.1,2.7,14.9,7.99,/players/terence-davis-1.html,26.0
339,2017-18,Ole Miss,SEC,32.0,36.4,4.9,12.1,0.407,3.1,6.3,0.49,1.8,5.8,0.317,2.1,2.9,0.72,6.2,2.1,0.9,0.9,2.0,2.2,13.8,9.16,/players/terence-davis-1.html,24.0
340,2018-19,Ole Miss,SEC,33.0,35.3,5.4,12.2,0.444,3.5,6.9,0.5,2.0,5.3,0.371,2.4,3.1,0.772,5.8,3.5,1.6,0.6,2.4,2.1,15.2,8.13,/players/terence-davis-1.html,32.0
341,2007-08,Gonzaga,WCC,33.0,37.5,3.5,7.4,0.475,2.7,5.5,0.497,0.8,1.9,0.413,2.7,3.1,0.881,4.7,1.0,0.6,1.6,2.9,1.7,10.5,2.15,/players/austin-daye-1.html,1.0
342,2008-09,Gonzaga,WCC,34.0,36.4,4.7,9.8,0.477,3.6,7.3,0.494,1.1,2.5,0.429,2.3,3.2,0.706,6.8,1.1,0.7,2.1,2.8,1.7,12.7,3.55,/players/austin-daye-1.html,33.0
343,2008-09,USC,Pac-10,35.0,33.6,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1.0,0.167,2.7,4.2,0.646,5.7,1.5,0.9,0.4,2.8600000000000003,2.9,13.9,9.15,/players/demar-derozan-1.html,35.0
344,1987-88,Maryland,ACC,29.0,31.1,5.4,9.0,0.6,5.4,9.0,0.6,0.0,0.0,0.0,1.8,2.6,0.671,6.0,0.8,0.6,1.2,2.2,2.2,12.5,8.75,/players/bison-dele-1.html,29.0
345,1989-90,Arizona,Pac-10,32.0,25.5,4.1,7.3,0.553,4.1,7.3,0.556,0.0,0.0,0.0,2.5,3.4,0.727,5.7,0.4,0.6,1.3,1.4,1.6,10.6,9.03,/players/bison-dele-1.html,27.0
346,1990-91,Arizona,Pac-10,35.0,29.3,5.6,9.0,0.619,5.6,9.0,0.619,0.0,0.0,0.0,2.8,4.2,0.673,7.8,0.6,0.8,1.1,2.0,2.1,14.0,9.66,/players/bison-dele-1.html,0.0
347,2009-10,Saint Mary's,WCC,34.0,14.0,3.6,9.1,0.39,1.4,3.6,0.379,2.2,5.5,0.398,2.8,3.3,0.85,3.5,4.5,1.2,0.0,0.4,2.3,12.1,2.2,/players/matthew-dellavedova-1.html,34.0
348,2010-11,Saint Mary's,WCC,34.0,15.6,4.2,10.0,0.418,2.2,4.7,0.465,2.0,5.3,0.376,3.1,3.5,0.881,3.6,5.3,1.2,0.0,0.8,2.2,13.4,1.95,/players/matthew-dellavedova-1.html,31.0
349,2011-12,Saint Mary's,WCC,33.0,21.8,4.8,10.7,0.446,2.9,5.5,0.53,1.8,5.1,0.355,4.2,4.9,0.857,3.3,6.4,0.8,0.1,0.9,2.1,15.5,0.78,/players/matthew-dellavedova-1.html,32.0
350,2012-13,Saint Mary's,WCC,35.0,32.8,4.9,12.0,0.404,2.4,5.6,0.429,2.5,6.4,0.382,3.6,4.3,0.852,3.4,6.4,1.1,0.1,2.1,2.0,15.8,3.26,/players/matthew-dellavedova-1.html,35.0
351,1987-88,Wyoming,WAC,32.0,11.4,6.4,13.4,0.477,4.4,7.9,0.553,2.0,5.5,0.367,5.6,6.8,0.824,7.2,3.2,1.6,0.7,0.8,0.7,20.4,3.7,/players/fennis-dembo-1.html,0.0
352,2003-04,Duke,ACC,37.0,23.0,5.7,11.9,0.476,4.6,8.9,0.515,1.1,3.0,0.36,2.6,3.7,0.71,6.9,1.8,1.3,1.1,1.9,1.6,15.1,10.86,/players/luol-deng-1.html,32.0
353,2015-16,Villanova,Big East,9.0,31.7,0.7,2.3,0.286,0.3,0.4,0.75,0.3,1.9,0.176,0.0,0.0,0.0,1.8,0.4,0.4,0.0,2.5,2.7,1.7,9.71,/players/donte-divincenzo-1.html,1.0
354,2016-17,Villanova,Big East,36.0,28.2,3.0,6.5,0.466,1.9,3.3,0.563,1.2,3.2,0.365,1.6,2.3,0.699,3.8,1.7,0.9,0.3,2.2,2.3,8.8,9.28,/players/donte-divincenzo-1.html,1.0
355,2017-18,Villanova,Big East,40.0,15.6,4.7,9.8,0.481,2.6,4.5,0.575,2.1,5.3,0.401,1.9,2.7,0.71,4.8,3.5,1.1,0.2,0.9,2.2,13.4,10.24,/players/donte-divincenzo-1.html,10.0
356,2016-17,Virginia,ACC,32.0,32.8,1.6,2.9,0.543,1.5,2.5,0.58,0.1,0.3,0.273,0.6,1.0,0.545,2.6,0.2,0.3,1.2,2.0,3.3,3.8,10.93,/players/mamadi-diakite-1.html,0.0
357,2017-18,Virginia,ACC,34.0,31.1,2.2,3.8,0.577,2.2,3.8,0.577,0.0,0.0,0.0,0.9,1.2,0.78,3.0,0.1,0.4,0.5,1.8,2.6,5.4,9.05,/players/mamadi-diakite-1.html,0.0
358,2018-19,Virginia,ACC,38.0,16.1,3.2,5.8,0.55,3.1,5.3,0.571,0.1,0.4,0.294,0.9,1.3,0.7,4.4,0.3,0.4,1.7,1.1,1.9,7.4,10.15,/players/mamadi-diakite-1.html,22.0
359,2019-20,Virginia,ACC,30.0,24.1,5.0,10.5,0.478,4.3,8.6,0.502,0.7,1.8,0.364,3.1,4.1,0.754,6.8,0.6,0.8,1.3,1.4,2.7,13.7,7.5,/players/mamadi-diakite-1.html,30.0
360,1994-95,Arizona,Pac-10,29.0,26.5,1.7,3.2,0.538,1.4,2.6,0.541,0.3,0.7,0.526,1.0,1.4,0.683,2.0,0.6,0.3,0.1,1.8,2.6,4.8,10.35,/players/michael-dickerson-1.html,0.0
361,1995-96,Arizona,Pac-10,32.0,27.4,4.5,10.3,0.438,3.5,7.4,0.475,1.0,2.8,0.341,1.9,2.6,0.738,3.5,1.8,0.7,0.3,1.6,2.3,11.9,8.42,/players/michael-dickerson-1.html,11.0
362,1996-97,Arizona,Pac-10,34.0,31.3,6.9,16.6,0.412,5.2,11.7,0.446,1.6,4.9,0.331,3.6,5.0,0.712,4.5,1.5,1.1,0.1,2.3,2.0,18.9,11.04,/players/michael-dickerson-1.html,34.0
363,1997-98,Arizona,Pac-10,35.0,33.5,6.9,13.5,0.51,5.3,9.5,0.554,1.6,4.0,0.404,2.6,3.4,0.758,4.5,1.8,1.1,0.2,2.7,1.7,18.0,8.36,/players/michael-dickerson-1.html,35.0
364,2010-11,Louisville,Big East,29.0,35.1,2.3,3.8,0.618,2.3,3.8,0.624,0.0,0.0,0.0,1.0,1.8,0.538,4.4,0.7,0.4,1.9,3.3,2.1,5.7,8.2,/players/gorgui-dieng-1.html,9.0
365,2011-12,Louisville,Big East,40.0,34.1,3.6,6.9,0.525,3.6,6.9,0.526,0.0,0.1,0.5,1.8,2.7,0.676,9.1,1.1,1.2,3.2,3.3,1.6,9.1,9.02,/players/gorgui-dieng-1.html,40.0
366,2012-13,Louisville,Big East,33.0,35.5,3.8,7.1,0.534,3.8,7.1,0.534,0.0,0.0,0.0,2.2,3.4,0.652,9.4,2.0,1.3,2.5,3.7,1.9,9.8,9.14,/players/gorgui-dieng-1.html,32.0
367,1994-95,Utah,WAC,34.0,28.4,2.4,5.3,0.453,2.4,5.2,0.455,0.0,0.0,0.0,2.1,2.9,0.742,4.2,0.2,0.4,0.9,1.5,2.2,6.9,4.85,/players/michael-doleac-1.html,1.0
368,1995-96,Utah,WAC,34.0,30.1,3.0,6.4,0.463,3.0,6.4,0.465,0.0,0.0,0.0,2.7,3.4,0.793,7.7,0.8,0.6,0.9,1.5,1.6,8.6,6.42,/players/michael-doleac-1.html,0.0
369,1996-97,Utah,WAC,33.0,34.1,5.0,9.4,0.537,4.8,8.8,0.543,0.2,0.5,0.444,4.1,5.3,0.776,7.7,0.8,0.7,0.9,2.3,1.4,14.4,5.46,/players/michael-doleac-1.html,33.0
370,1997-98,Utah,WAC,32.0,34.0,5.2,10.6,0.488,4.8,9.6,0.497,0.4,1.0,0.406,5.4,6.7,0.805,7.1,0.5,0.4,1.0,2.1,2.1,16.1,4.9,/players/michael-doleac-1.html,32.0
371,2018-19,Illinois,Big Ten,32.0,36.0,5.1,11.7,0.435,3.5,7.3,0.485,1.6,4.4,0.352,2.1,3.0,0.695,4.0,3.3,1.3,0.3,1.6,1.8,13.8,11.53,/players/ayo-dosunmu-1.html,32.0
372,2019-20,Illinois,Big Ten,30.0,37.2,6.5,13.5,0.484,5.6,10.2,0.544,1.0,3.3,0.296,2.6,3.4,0.755,4.3,3.3,0.8,0.2,1.9,1.6,16.6,9.84,/players/ayo-dosunmu-1.html,30.0
373,2020-21,Illinois,Big Ten,28.0,38.4,7.5,15.4,0.488,6.4,12.4,0.511,1.1,2.9,0.39,4.0,5.1,0.783,6.3,5.3,1.1,0.2,2.6,2.2,20.1,11.34,/players/ayo-dosunmu-1.html,28.0
374,1987-88,Syracuse,Big East,35.0,31.2,6.3,12.2,0.519,5.9,10.7,0.555,0.4,1.5,0.264,3.0,4.3,0.693,2.2,8.2,2.0,0.0,3.7,3.0,16.1,8.55,/players/sherman-douglas-1.html,34.0
375,1988-89,Syracuse,Big East,38.0,30.4,7.2,13.1,0.546,6.1,10.3,0.594,1.0,2.8,0.368,2.9,4.6,0.632,2.4,8.6,1.8,0.0,2.9,3.0,18.2,9.23,/players/sherman-douglas-1.html,38.0
376,2011-12,UConn,Big East,34.0,23.0,4.6,8.6,0.538,4.6,8.5,0.541,0.0,0.1,0.0,0.8,2.6,0.295,7.6,0.4,0.8,2.7,2.8,1.7,10.0,8.07,/players/andre-drummond-1.html,30.0
377,2019-20,Oregon,Pac-12,28.0,30.2,4.5,10.9,0.414,2.8,5.9,0.482,1.7,5.0,0.336,2.2,2.8,0.795,5.6,1.6,1.7,0.5,1.2,2.5,12.9,9.09,/players/chris-duarte-1.html,28.0
378,2020-21,Oregon,Pac-12,26.0,36.5,6.2,11.6,0.532,3.8,6.0,0.631,2.3,5.5,0.424,2.5,3.0,0.81,4.6,2.7,1.9,0.8,2.8,2.4,17.1,9.65,/players/chris-duarte-1.html,26.0
379,2003-04,Boston College,Big East,34.0,37.2,3.9,8.3,0.465,3.3,6.6,0.502,0.5,1.7,0.316,3.7,5.1,0.723,6.6,2.8,1.3,0.2,3.3,2.3,11.9,7.17,/players/jared-dudley-1.html,34.0
380,2004-05,Boston College,Big East,30.0,36.7,5.5,11.3,0.488,4.5,8.3,0.544,1.0,3.0,0.333,4.5,6.0,0.754,7.5,3.2,1.6,0.2,3.2,2.2,16.5,6.42,/players/jared-dudley-1.html,30.0
381,2005-06,Boston College,ACC,36.0,35.9,5.5,11.1,0.494,4.6,8.5,0.537,0.9,2.6,0.351,4.8,6.7,0.71,6.6,3.2,1.1,0.3,2.8,2.0,16.7,6.1,/players/jared-dudley-1.html,36.0
382,2006-07,Boston College,ACC,30.0,18.3,6.5,11.6,0.562,5.2,8.6,0.602,1.3,2.9,0.443,4.7,6.4,0.743,8.3,3.0,1.4,0.3,1.3,1.6,19.0,9.21,/players/jared-dudley-1.html,30.0
383,1987-88,Oklahoma State,Big 8,30.0,36.6,6.8,12.4,0.546,6.8,12.3,0.549,0.0,0.1,0.0,3.8,5.1,0.747,6.4,1.6,1.6,1.0,3.5,2.4,17.4,7.83,/players/richard-dumas-1.html,26.0
384,1988-89,Oklahoma State,Big 8,28.0,31.8,6.6,14.7,0.448,6.4,13.9,0.459,0.2,0.8,0.238,2.4,3.8,0.617,7.0,2.6,2.5,1.1,3.2,2.3,15.7,6.1,/players/richard-dumas-1.html,28.0
385,1989-90,Oklahoma State,Big 8,12.0,30.5,5.2,9.4,0.549,5.2,9.2,0.564,0.0,0.3,0.0,2.3,3.7,0.636,5.4,2.3,1.5,0.4,2.9,2.5,12.7,8.78,/players/richard-dumas-1.html,7.0
386,1993-94,Wake Forest,ACC,33.0,33.0,3.6,6.7,0.545,3.6,6.6,0.543,0.0,0.0,1.0,2.5,3.3,0.745,9.6,0.9,0.4,3.8,2.7,2.2,9.8,7.89,/players/tim-duncan-1.html,32.0
387,1994-95,Wake Forest,ACC,32.0,34.0,6.5,11.0,0.591,6.4,10.8,0.594,0.1,0.2,0.429,3.7,5.0,0.742,12.5,2.1,0.4,4.2,3.2,3.3,16.8,10.91,/players/tim-duncan-1.html,32.0
388,1995-96,Wake Forest,ACC,32.0,33.3,7.1,12.8,0.555,6.9,12.1,0.57,0.2,0.7,0.304,4.7,6.8,0.687,12.3,2.9,0.7,3.8,2.4,2.0,19.1,10.72,/players/tim-duncan-1.html,32.0
389,1996-97,Wake Forest,ACC,31.0,32.9,7.5,12.4,0.608,7.4,11.7,0.628,0.2,0.7,0.273,5.5,8.7,0.636,14.7,3.2,0.7,3.3,2.7,1.8,20.8,10.27,/players/tim-duncan-1.html,31.0
390,2006-07,Texas,Big 12,35.0,34.1,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.404,6.0,7.3,0.816,11.1,1.3,1.9,1.9,3.1,1.6,25.8,6.12,/players/kevin-durant-1.html,35.0
391,1991-92,UCLA,Pac-10,32.0,30.3,1.8,3.9,0.472,1.4,2.6,0.536,0.4,1.3,0.341,1.5,1.8,0.797,2.1,2.8,1.3,0.0,2.2,2.9,5.6,9.82,/players/tyus-edney-1.html,4.0
392,1992-93,UCLA,Pac-10,33.0,32.4,4.3,8.9,0.483,3.3,6.4,0.509,1.0,2.5,0.415,4.0,4.8,0.841,3.5,5.6,1.9,0.1,2.1999999999999997,3.4,13.6,9.05,/players/tyus-edney-1.html,33.0
393,1993-94,UCLA,Pac-10,28.0,33.0,4.9,10.5,0.466,4.0,8.2,0.491,0.9,2.3,0.375,4.7,5.8,0.82,3.4,5.8,1.6,0.3,2.28,3.5,15.4,6.77,/players/tyus-edney-1.html,28.0
394,1994-95,UCLA,Pac-10,32.0,36.2,4.6,9.2,0.497,3.8,7.1,0.531,0.8,2.1,0.379,4.3,5.7,0.764,3.1,6.8,2.3,0.2,2.8,3.4,14.3,10.03,/players/tyus-edney-1.html,32.0
395,2019-20,Georgia,SEC,32.0,33.6,6.3,15.8,0.402,4.1,8.1,0.504,2.3,7.7,0.294,4.1,5.3,0.772,5.2,2.8,1.3,0.6,2.1,2.9,19.1,8.06,/players/anthony-edwards-2.html,32.0
396,1988-89,East Carolina,CAA,29.0,32.7,10.2,18.6,0.551,9.4,16.8,0.557,0.9,1.8,0.49,5.3,7.0,0.755,6.9,3.2,1.6,0.6,2.7,3.2,26.7,-4.32,/players/blue-edwards-1.html,29.0
397,1987-88,DePaul,Ind,30.0,18.4,7.3,13.8,0.533,6.5,11.9,0.546,0.8,1.9,0.446,2.8,3.5,0.783,5.3,3.9,2.3,0.6,1.2,3.2,18.3,3.23,/players/kevin-edwards-1.html,0.0
398,1987-88,Arizona,Pac-10,38.0,19.8,6.9,12.1,0.57,5.8,9.8,0.594,1.1,2.3,0.471,4.6,5.8,0.793,5.8,3.6,0.7,0.4,1.1,2.6,19.6,8.45,/players/sean-elliott-1.html,0.0
399,1988-89,Arizona,Pac-10,33.0,30.9,7.2,15.0,0.48,5.2,10.4,0.499,2.0,4.6,0.437,5.9,7.0,0.841,7.2,4.1,1.0,0.3,2.4,1.0,22.3,10.26,/players/sean-elliott-1.html,33.0
400,1988-89,Notre Dame,Ind,27.0,33.4,5.8,10.3,0.563,5.7,10.2,0.562,0.0,0.0,1.0,1.9,2.8,0.684,9.4,1.1,0.8,2.0,2.1,3.1,13.5,5.54,/players/laphonso-ellis-1.html,25.0
401,1989-90,Notre Dame,Ind,22.0,30.6,5.2,10.1,0.511,5.1,9.9,0.516,0.1,0.3,0.333,3.6,5.3,0.675,12.6,1.5,1.0,1.7,2.7,2.6,14.0,7.58,/players/laphonso-ellis-1.html,0.0
402,1990-91,Notre Dame,Ind,15.0,35.7,6.0,10.5,0.573,5.5,9.3,0.586,0.5,1.1,0.471,3.9,5.4,0.716,10.5,1.7,0.7,1.6,2.6,2.4,16.4,10.1,/players/laphonso-ellis-1.html,0.0
403,1991-92,Notre Dame,Ind,33.0,23.1,6.9,10.9,0.631,6.8,10.6,0.635,0.1,0.3,0.444,3.8,5.9,0.655,11.7,1.5,1.1,2.6,2.4,3.4,17.7,11.0,/players/laphonso-ellis-1.html,0.0
404,1987-88,Louisville,Metro,35.0,29.0,6.7,11.2,0.601,6.7,11.1,0.602,0.0,0.1,0.5,4.2,6.0,0.692,8.3,3.1,1.3,2.9,3.6,2.4,17.6,9.79,/players/pervis-ellison-1.html,0.0
405,1988-89,Louisville,Metro,31.0,12.4,7.3,11.9,0.615,7.3,11.9,0.617,0.0,0.0,0.0,3.0,4.5,0.652,8.7,2.5,1.3,3.2,1.5,2.0,17.6,9.28,/players/pervis-ellison-1.html,30.0
406,1997-98,California,Pac-10,26.0,12.7,2.0,4.7,0.431,2.0,4.7,0.431,0.0,0.0,0.0,1.2,1.9,0.612,4.8,0.5,0.7,1.0,1.1,2.2,5.2,7.95,/players/francisco-elson-1.html,14.0
407,1998-99,California,Pac-10,32.0,23.5,2.5,4.9,0.513,2.5,4.9,0.513,0.0,0.0,0.0,0.7,1.6,0.412,5.1,0.5,0.8,1.3,1.8,3.1,5.7,7.84,/players/francisco-elson-1.html,28.0
408,1998-99,Fresno State,WAC,32.0,23.2,4.8,8.6,0.562,4.8,8.6,0.562,0.0,0.1,0.5,1.5,3.5,0.432,6.5,0.5,0.8,2.8,2.2,3.2,11.2,3.54,/players/melvin-ely-1.html,0.0
409,1999-00,Fresno State,WAC,31.0,20.2,5.8,9.6,0.606,5.8,9.6,0.606,0.0,0.0,0.0,1.6,2.5,0.662,7.0,0.9,0.7,3.0,1.6,3.0,13.3,3.58,/players/melvin-ely-1.html,31.0
410,2000-01,Fresno State,WAC,33.0,30.1,6.3,10.8,0.583,6.3,10.8,0.583,0.0,0.0,0.0,3.4,5.1,0.671,7.5,1.4,0.9,2.7,2.2,2.9,16.0,5.13,/players/melvin-ely-1.html,33.0
411,2001-02,Fresno State,WAC,28.0,30.3,8.8,15.6,0.563,8.8,15.6,0.564,0.0,0.0,0.0,5.8,7.8,0.735,9.1,1.8,0.7,3.1,2.4,3.3,23.3,5.21,/players/melvin-ely-1.html,28.0
412,2013-14,Kansas,Big 12,28.0,34.7,3.8,6.1,0.626,3.8,5.9,0.639,0.0,0.2,0.2,3.5,5.1,0.685,8.1,1.4,0.9,2.6,2.6,3.1,11.2,11.4,/players/joel-embiid-1.html,20.0
413,2008-09,Memphis,CUSA,37.0,34.4,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.274,3.7,5.2,0.711,5.4,3.9,2.1,0.8,3.9,2.7,17.1,4.63,/players/tyreke-evans-1.html,35.0
414,2008-09,Vanderbilt,SEC,29.0,30.4,1.4,2.6,0.547,1.4,2.6,0.547,0.0,0.0,0.0,1.0,1.9,0.509,2.6,0.0,0.1,0.8,3.6,1.7,3.8,3.81,/players/festus-ezeli-1.html,6.0
415,2009-10,Vanderbilt,SEC,32.0,27.5,1.5,2.8,0.544,1.5,2.8,0.544,0.0,0.0,0.0,0.7,1.8,0.373,3.2,0.1,0.2,1.3,2.5,2.6,3.8,7.86,/players/festus-ezeli-1.html,5.0
416,2010-11,Vanderbilt,SEC,34.0,35.4,4.4,7.6,0.588,4.4,7.6,0.588,0.0,0.0,0.0,4.1,6.4,0.648,6.3,0.2,0.6,2.6,3.7,2.6,13.0,6.86,/players/festus-ezeli-1.html,34.0
417,2011-12,Vanderbilt,SEC,26.0,34.6,3.4,6.3,0.539,3.4,6.3,0.539,0.0,0.0,0.0,3.2,5.3,0.604,5.9,0.3,0.4,2.0,3.4,2.3,10.1,8.04,/players/festus-ezeli-1.html,22.0
418,2007-08,Morehead State,OVC,30.0,31.7,4.4,8.5,0.516,4.4,8.4,0.522,0.0,0.1,0.0,1.7,2.9,0.58,8.0,0.3,1.2,0.8,3.6,2.0,10.5,-6.31,/players/kenneth-faried-1.html,20.0
419,2008-09,Morehead State,OVC,36.0,28.1,5.4,9.7,0.556,5.3,9.6,0.558,0.1,0.1,0.4,3.0,5.3,0.577,13.0,1.4,1.9,1.9,2.1,1.7,13.9,-3.61,/players/kenneth-faried-1.html,36.0
420,2009-10,Morehead State,OVC,35.0,33.8,6.4,11.3,0.564,6.4,11.2,0.567,0.0,0.1,0.25,4.0,6.8,0.595,13.0,0.5,1.6,1.9,2.6,1.7,16.9,-3.07,/players/kenneth-faried-1.html,32.0
421,2010-11,Morehead State,OVC,35.0,34.9,6.7,10.7,0.623,6.7,10.7,0.623,0.0,0.0,0.0,4.0,6.9,0.577,14.5,1.1,1.9,2.3,1.9,1.7,17.3,-3.13,/players/kenneth-faried-1.html,34.0
422,2004-05,UCLA,Pac-10,29.0,34.7,4.1,10.1,0.411,3.0,6.6,0.453,1.2,3.5,0.333,3.8,4.7,0.801,3.5,5.3,1.4,0.1,2.5,1.7,13.2,7.08,/players/jordan-farmar-1.html,29.0
423,2005-06,UCLA,Pac-10,37.0,32.5,4.6,11.4,0.41,2.9,6.2,0.472,1.7,5.1,0.333,2.5,3.4,0.717,2.6,5.1,1.1,0.2,2.9,2.7,13.5,8.27,/players/jordan-farmar-1.html,37.0
424,2009-10,Georgia Tech,ACC,36.0,33.2,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.0,2.5,4.0,0.629,8.4,1.0,0.9,2.1,3.3,2.5,12.4,9.02,/players/derrick-favors-1.html,35.0
425,2002-03,UNC,ACC,35.0,14.0,4.3,10.8,0.398,2.3,5.3,0.441,2.0,5.5,0.358,2.3,3.3,0.693,4.1,6.7,1.6,0.3,0.8,1.0,12.9,10.31,/players/raymond-felton-1.html,35.0
426,2003-04,UNC,ACC,30.0,12.6,3.8,9.0,0.42,2.6,5.2,0.497,1.2,3.7,0.313,2.8,3.5,0.81,4.0,7.1,2.1,0.2,0.8,1.2,11.5,12.04,/players/raymond-felton-1.html,30.0
427,2004-05,UNC,ACC,36.0,30.7,4.2,9.2,0.455,2.2,4.8,0.468,1.9,4.4,0.44,2.6,3.7,0.701,4.3,6.9,2.0,0.3,1.9,2.1,12.9,10.66,/players/raymond-felton-1.html,35.0
428,2012-13,Indiana,Big Ten,36.0,36.3,2.5,6.3,0.403,1.9,4.2,0.453,0.6,2.1,0.303,1.9,2.3,0.798,2.8,4.1,0.8,0.2,2.6,2.0,7.6,8.39,/players/kevin-ferrell-1.html,36.0
429,2013-14,Indiana,Big Ten,32.0,29.7,5.3,12.8,0.413,2.5,5.9,0.429,2.8,6.9,0.4,3.9,4.8,0.824,3.0,3.9,0.8,0.0,2.8,2.4,17.3,6.64,/players/kevin-ferrell-1.html,32.0
430,2014-15,Indiana,Big Ten,34.0,35.0,5.3,12.1,0.439,2.9,6.3,0.46,2.4,5.8,0.416,3.3,3.8,0.86,3.2,4.9,0.7,0.0,2.7,2.8,16.3,7.2,/players/kevin-ferrell-1.html,34.0
431,2015-16,Indiana,Big Ten,35.0,36.1,5.6,12.2,0.458,3.3,6.9,0.488,2.3,5.4,0.42,3.9,4.7,0.829,3.8,5.6,1.1,0.0,2.6,2.3,17.3,6.9,/players/kevin-ferrell-1.html,35.0
432,1987-88,Duke,ACC,35.0,37.0,7.1,14.8,0.476,6.0,11.7,0.51,1.1,3.1,0.349,3.9,4.7,0.828,7.6,4.0,1.3,0.7,3.0,2.7,19.1,8.38,/players/danny-ferry-1.html,35.0
433,1988-89,Duke,ACC,35.0,27.7,8.6,16.4,0.522,7.3,13.4,0.544,1.3,3.0,0.425,4.2,5.5,0.756,7.4,4.7,1.6,0.6,1.9,2.6,22.6,8.2,/players/danny-ferry-1.html,35.0
434,2006-07,Stanford,Pac-10,30.0,31.7,1.5,4.1,0.363,0.8,1.9,0.431,0.7,2.2,0.303,0.5,0.8,0.652,2.5,0.7,0.2,0.1,2.6,3.2,4.2,9.06,/players/landry-fields-1.html,0.0
435,2007-08,Stanford,Pac-10,33.0,34.7,1.4,3.8,0.362,0.7,2.0,0.369,0.7,1.9,0.355,0.6,1.0,0.625,2.0,1.0,0.3,0.2,2.6,2.3,4.1,6.95,/players/landry-fields-1.html,0.0
436,2008-09,Stanford,Pac-10,34.0,36.0,4.7,9.4,0.498,3.8,6.9,0.547,0.9,2.6,0.368,2.3,3.5,0.65,6.6,1.9,1.2,0.5,2.7,2.1,12.6,6.91,/players/landry-fields-1.html,33.0
437,2009-10,Stanford,Pac-10,32.0,27.2,7.8,15.8,0.49,6.8,13.1,0.521,0.9,2.7,0.337,5.6,8.0,0.696,8.8,2.8,1.6,0.8,2.7,2.5,22.0,6.5,/players/landry-fields-1.html,32.0
438,1991-92,Wisconsin,Big Ten,31.0,32.0,4.2,9.3,0.453,3.4,6.9,0.484,0.8,2.3,0.361,3.1,4.1,0.742,4.9,2.7,0.9,0.8,2.3,2.6,12.3,7.83,/players/michael-finley-1.html,28.0
439,1992-93,Wisconsin,Big Ten,28.0,33.6,8.0,17.1,0.467,5.7,10.9,0.525,2.3,6.2,0.364,4.0,5.1,0.771,5.8,3.1,1.8,0.6,2.1,2.8,22.1,6.72,/players/michael-finley-1.html,28.0
440,1993-94,Wisconsin,Big Ten,29.0,35.5,7.2,15.4,0.466,4.9,9.1,0.538,2.3,6.3,0.363,3.8,4.8,0.786,6.7,3.2,1.4,0.7,2.7,1.5,20.4,9.93,/players/michael-finley-1.html,29.0
