,URL,NAME,ACTIVE_FROM,ACTIVE_TO,POSITION,COLLEGE,DRAFT_YEAR,DRAFT_PICK,DRAFT_TEAM,BIRTH_DATE(year),HEIGHT(cm),WEIGHT(kg)
623,/players/d/dekkesa01.html,Sam Dekker,2016,2022,F,Wisconsin,2015.0,18.0,HOU,1994,205.74,104.33
624,/players/d/delnevi01.html,Vinny Del Negro,1989,2002,G,NC State,1988.0,29.0,SAC,1966,193.04,83.91
625,/players/d/delanma01.html,Malcolm Delaney,2017,2018,G,Virginia Tech,Undrafted,Undrafted,Undrafted,1989,190.5,86.18
626,/players/d/delebi01.html,Bison Dele,1992,1999,F-C,"Maryland, Arizona",1991.0,10.0,ORL,1969,205.74,106.59
627,/players/d/delfica01.html,Carlos Delfino,2005,2013,G,No College,2003.0,25.0,DET,1982,198.12,104.33
628,/players/d/delgaan01.html,Ángel Delgado,2019,2019,C,Seton Hall,Undrafted,Undrafted,Undrafted,1994,208.28,111.13
629,/players/d/delkto01.html,Tony Delk,1997,2006,G,Kentucky,1996.0,16.0,CHH,1974,185.42,85.73
630,/players/d/dellama01.html,Matthew Dellavedova,2014,2021,G,Saint Mary's,Undrafted,Undrafted,Undrafted,1990,190.5,90.72
631,/players/d/dembofe01.html,Fennis Dembo,1989,1989,F,Wyoming,1988.0,30.0,DET,1966,195.57999999999998,97.52
632,/players/d/dempsde01.html,Dell Demps,1994,1997,G,University of the Pacific,Undrafted,Undrafted,Undrafted,1970,190.5,92.99
633,/players/d/denglu01.html,Luol Deng,2005,2019,F,Duke,2004.0,7.0,PHO,1985,205.74,107.5
634,/players/d/dentmju01.html,Justin Dentmon,2012,2013,G,Washington,Undrafted,Undrafted,Undrafted,1985,180.34,83.91
635,/players/d/derrima01.html,Marcus Derrickson,2019,2019,F,Georgetown,Undrafted,Undrafted,Undrafted,1996,200.66,112.94
636,/players/d/divindo01.html,Donte DiVincenzo,2019,2022,G,Villanova,2018.0,17.0,MIL,1997,193.04,92.08
637,/players/d/diakima01.html,Mamadi Diakite,2021,2022,F,Virginia,Undrafted,Undrafted,Undrafted,1997,205.74,103.42
638,/players/d/dialde01.html,Derrick Dial,2000,2004,G,Eastern Michigan,1998.0,52.0,SAS,1975,193.04,83.46
639,/players/d/diallch01.html,Cheick Diallo,2017,2022,F,Kansas,2016.0,33.0,LAC,1996,203.2,99.34
640,/players/d/diallha01.html,Hamidou Diallo,2019,2022,G,Kentucky,2018.0,45.0,BRK,1998,195.57999999999998,91.63
641,/players/d/diawbo01.html,Boris Diaw,2004,2017,F-C,No College,2003.0,21.0,ATL,1982,203.2,113.4
642,/players/d/diawaya01.html,Yakhouba Diawara,2007,2010,G-F,Pepperdine,Undrafted,Undrafted,Undrafted,1982,200.66,102.06
643,/players/d/diazgu01.html,Guillermo Díaz,2008,2008,G,Miami (FL),Undrafted,Undrafted,Undrafted,1985,187.96,87.09
644,/players/d/dickada01.html,Dan Dickau,2003,2008,G,"Washington, Gonzaga",2002.0,28.0,SAC,1978,182.88,86.18
645,/players/d/dickeka01.html,Kaniel Dickens,2004,2008,F,"Tyler Junior College, Idaho",2000.0,50.0,UTA,1978,203.2,97.52
646,/players/d/dickemi01.html,Michael Dickerson,1999,2003,G-F,Arizona,1998.0,14.0,HOU,1975,195.57999999999998,86.18
647,/players/d/dienetr01.html,Travis Diener,2006,2010,G,Marquette,2005.0,38.0,ORL,1982,185.42,79.38
648,/players/d/dienggo01.html,Gorgui Dieng,2014,2022,C,Louisville,2013.0,21.0,UTA,1990,208.28,114.31
649,/players/d/dinkiby01.html,Byron Dinkins,1990,1991,G,UNC Charlotte,Undrafted,Undrafted,Undrafted,1967,185.42,77.11
650,/players/d/dinwisp01.html,Spencer Dinwiddie,2015,2022,G,Colorado,2014.0,38.0,DET,1993,195.57999999999998,97.52
651,/players/d/dioguik01.html,Ike Diogu,2006,2012,F,Arizona State,2005.0,9.0,GSW,1983,203.2,113.4
652,/players/d/diopde01.html,DeSagana Diop,2002,2013,C,No College,2001.0,8.0,CLE,1982,213.36,136.08
653,/players/d/divacvl01.html,Vlade Divac,1990,2005,C,No College,1989.0,26.0,LAL,1968,215.9,110.22
654,/players/d/dixonju01.html,Juan Dixon,2003,2009,G,Maryland,2002.0,17.0,WAS,1978,190.5,74.39
655,/players/d/doleami01.html,Michael Doleac,1999,2008,C,Utah,1998.0,12.0,ORL,1977,210.82,118.84
656,/players/d/doncilu01.html,Luka Dončić,2019,2022,G-F,No College,Undrafted,Undrafted,Undrafted,1999,200.66,104.33
657,/players/d/donovbi01.html,Billy Donovan,1988,1988,G,Providence,1987.0,68.0,UTA,1965,180.34,77.56
658,/players/d/doolike01.html,Keyon Dooling,2001,2013,G,Missouri,2000.0,10.0,ORL,1980,190.5,88.9
659,/players/d/djordal01.html,Aleksandar Djordjevic,1997,1997,G,No College,Undrafted,Undrafted,Undrafted,1967,187.96,89.81
660,/players/d/dorsejo01.html,Joey Dorsey,2009,2015,F,Memphis,2008.0,33.0,POR,1983,203.2,121.56
661,/players/d/dorsety01.html,Tyler Dorsey,2018,2019,G,Oregon,2017.0,41.0,ATL,1996,195.57999999999998,83.01
662,/players/d/dortlu01.html,Luguentz Dort,2020,2022,G,Arizona State,Undrafted,Undrafted,Undrafted,1999,190.5,97.52
663,/players/d/dosunay01.html,Ayo Dosunmu,2022,2022,G,Illinois,2021.0,38.0,CHI,2000,195.57999999999998,90.72
664,/players/d/dotsoda01.html,Damyean Dotson,2018,2022,G,"Oregon, Houston",2017.0,44.0,NYK,1994,195.57999999999998,95.25
665,/players/d/dotsode01.html,Devon Dotson,2021,2022,G,Kansas,Undrafted,Undrafted,Undrafted,1999,187.96,83.91
666,/players/d/doubyqu01.html,Quincy Douby,2007,2009,G,Rutgers University,2006.0,19.0,SAC,1984,190.5,79.38
667,/players/d/douglbr01.html,Bruce Douglas,1987,1987,G,Illinois,1986.0,57.0,SAC,1964,190.5,88.45
668,/players/d/douglsh01.html,Sherman Douglas,1990,2001,G,Syracuse,1989.0,28.0,MIA,1966,182.88,81.65
669,/players/d/douglto01.html,Toney Douglas,2010,2017,G,"Auburn, Florida State",2009.0,29.0,LAL,1986,187.96,88.45
670,/players/d/douglch01.html,Chris Douglas-Roberts,2009,2015,G,Memphis,2008.0,40.0,NJN,1987,200.66,90.72
671,/players/d/doumbse01.html,Sekou Doumbouya,2020,2022,F,No College,2019.0,15.0,DET,2000,203.2,104.33
672,/players/d/dowdeza01.html,Zabian Dowdell,2011,2011,G,Virginia Tech,Undrafted,Undrafted,Undrafted,1984,190.5,86.64
673,/players/d/dowtije01.html,Jeff Dowtin,2022,2022,G,Rhode Island,Undrafted,Undrafted,Undrafted,1997,190.5,83.91
674,/players/d/doylemi01.html,Milton Doyle,2018,2018,G,Loyola Chicago,Undrafted,Undrafted,Undrafted,1993,193.04,83.91
675,/players/d/doziepj01.html,PJ Dozier,2018,2022,G,South Carolina,Undrafted,Undrafted,Undrafted,1996,198.12,92.99
676,/players/d/doziete01.html,Terry Dozier,1990,1990,F,South Carolina,Undrafted,Undrafted,Undrafted,1966,205.74,95.25
677,/players/d/dragigo01.html,Goran Dragić,2009,2022,G,No College,Undrafted,Undrafted,Undrafted,1986,190.5,86.18
678,/players/d/dragizo01.html,Zoran Dragić,2015,2015,G-F,No College,Undrafted,Undrafted,Undrafted,1989,195.57999999999998,90.72
679,/players/d/dreilgr01.html,Greg Dreiling,1987,1997,C,"Wichita State, Kansas",1986.0,26.0,IND,1962,215.9,113.4
680,/players/d/drewbr01.html,Bryce Drew,1999,2004,G,Valparaiso,1998.0,16.0,HOU,1974,187.96,83.91
681,/players/d/drewla02.html,Larry Drew II,2015,2018,G,"UNC, UCLA",Undrafted,Undrafted,Undrafted,1990,187.96,81.65
682,/players/d/driggna01.html,Nate Driggers,1997,1997,G,University of Montevallo,Undrafted,Undrafted,Undrafted,1973,195.57999999999998,97.52
683,/players/d/drobnpr01.html,Predrag Drobnjak,2002,2005,C,No College,1997.0,48.0,WAS,1975,210.82,122.47
684,/players/d/drumman01.html,Andre Drummond,2013,2022,C,UConn,2012.0,9.0,DET,1993,208.28,126.55
685,/players/d/duartch01.html,Chris Duarte,2022,2022,G,Oregon,2021.0,13.0,IND,1997,198.12,86.18
686,/players/d/duckwke01.html,Kevin Duckworth,1987,1997,C,Eastern Illinois University,1986.0,33.0,SAS,1964,213.36,124.74
687,/players/d/dudlech02.html,Chris Dudley,1988,2003,C,Yale,1987.0,75.0,CLE,1965,210.82,106.59
688,/players/d/dudleja01.html,Jared Dudley,2008,2021,F-G,Boston College,2007.0,22.0,CHA,1985,198.12,107.5
689,/players/d/duhonch01.html,Chris Duhon,2005,2013,G,Duke,2004.0,38.0,CHI,1982,185.42,83.91
690,/players/d/dukandu01.html,Duje Dukan,2016,2016,F,Wisconsin,Undrafted,Undrafted,Undrafted,1991,205.74,99.79
691,/players/d/dukeda01.html,David Duke Jr.,2022,2022,G,Providence,Undrafted,Undrafted,Undrafted,1999,195.57999999999998,92.99
692,/players/d/dumarjo01.html,Joe Dumars,1986,1999,G,McNeese State University,1985.0,18.0,DET,1963,190.5,86.18
693,/players/d/dumasri02.html,Richard Dumas,1993,1996,F,Oklahoma State,1991.0,46.0,PHO,1969,200.66,90.72
694,/players/d/dumasto01.html,Tony Dumas,1995,1998,G,Missouri-Kansas City,1994.0,19.0,DAL,1972,198.12,86.18
695,/players/d/duncati01.html,Tim Duncan,1998,2016,F-C,Wake Forest,1997.0,1.0,SAS,1976,210.82,113.4
696,/players/d/dunlemi02.html,Mike Dunleavy,2003,2017,F-G,Duke,2002.0,3.0,GSW,1980,205.74,104.33
697,/players/d/dunlemi02.html,Mike Dunleavy,2003,2017,F-G,Duke,1976.0,99.0,PHI,1980,205.74,104.33
698,/players/d/dunnkr01.html,Kris Dunn,2017,2022,G,Providence,2016.0,5.0,MIN,1994,190.5,92.99
699,/players/d/duprero01.html,Ronald Dupree,2004,2011,F,LSU,Undrafted,Undrafted,Undrafted,1981,200.66,94.8
700,/players/d/duranke01.html,Kevin Durant,2008,2022,F-G,Texas,2007.0,2.0,SEA,1988,208.28,108.86
701,/players/d/durhapa01.html,Pat Durham,1993,1995,F,Colorado State,1989.0,35.0,DAL,1967,200.66,95.25
702,/players/d/duvaltr01.html,Trevon Duval,2019,2019,G,Duke,Undrafted,Undrafted,Undrafted,1998,187.96,85.73
703,/players/d/dysonje01.html,Jerome Dyson,2012,2012,G,UConn,Undrafted,Undrafted,Undrafted,1987,190.5,81.65
704,/players/e/eacklle01.html,Ledell Eackles,1989,1998,G-F,New Orleans,1988.0,36.0,WSB,1966,195.57999999999998,99.79
705,/players/e/earlac01.html,Acie Earl,1994,1997,F-C,Iowa,1993.0,19.0,BOS,1970,208.28,108.86
706,/players/e/earlycl01.html,Cleanthony Early,2015,2016,F,Wichita State,2014.0,34.0,NYK,1991,203.2,95.25
707,/players/e/ebankde01.html,Devin Ebanks,2011,2013,F,West Virginia,2010.0,43.0,LAL,1989,205.74,97.52
708,/players/e/ebind01.html,Ndudi Ebi,2004,2005,F,No College,2003.0,26.0,MIN,1984,205.74,90.72
709,/players/e/echenja01.html,Jaime Echenique,2022,2022,C,"Trinity Valley CC, Wichita State",Undrafted,Undrafted,Undrafted,1997,210.82,117.03
710,/players/e/eddieja01.html,Jarell Eddie,2016,2018,G-F,Virginia Tech,Undrafted,Undrafted,Undrafted,1991,200.66,98.88
711,/players/e/eddiepa01.html,Patrick Eddie,1992,1992,C,"Arkansas State University, Ole Miss",Undrafted,Undrafted,Undrafted,1967,210.82,108.86
712,/players/e/edneyty01.html,Tyus Edney,1996,2001,G,UCLA,1995.0,47.0,SAC,1973,177.8,68.95
713,/players/e/edwaran01.html,Anthony Edwards,2021,2022,G,Georgia,2020.0,1.0,MIN,2001,193.04,102.06
714,/players/e/edwarbi01.html,Bill Edwards,1994,1994,F,Wright State University,Undrafted,Undrafted,ROC,1971,203.2,97.52
715,/players/e/edwarbl01.html,Blue Edwards,1990,1999,G-F,East Carolina University,1989.0,21.0,UTA,1965,193.04,90.72
716,/players/e/edwarca01.html,Carsen Edwards,2020,2022,G,Purdue,2019.0,33.0,PHI,1998,180.34,90.72
717,/players/e/edwarco01.html,Corsley Edwards,2005,2005,F,Central Connecticut State University,2002.0,58.0,SAC,1979,205.74,124.74
718,/players/e/edwardo01.html,Doug Edwards,1994,1996,F,Florida State,1993.0,15.0,ATL,1971,200.66,99.79
719,/players/e/edwarja02.html,Jay Edwards,1990,1990,G,Indiana,1989.0,33.0,LAC,1969,193.04,83.91
720,/players/e/edwarjo01.html,John Edwards,2005,2006,C,Kent State University,Undrafted,Undrafted,Undrafted,1981,213.36,124.74
721,/players/e/edwarke02.html,Kessler Edwards,2022,2022,F,Pepperdine,2021.0,44.0,BRK,2000,203.2,97.52
722,/players/e/edwarke01.html,Kevin Edwards,1989,2001,G,DePaul,1988.0,20.0,MIA,1965,190.5,86.18
723,/players/e/edwarro01.html,Rob Edwards,2022,2022,G,"Cleveland State University, Arizona State",Undrafted,Undrafted,Undrafted,1997,195.57999999999998,92.99
724,/players/e/edwarsh01.html,Shane Edwards,2014,2014,F,Little Rock,Undrafted,Undrafted,Undrafted,1987,200.66,99.79
725,/players/e/edwarvi01.html,Vince Edwards,2019,2019,F,Purdue,2018.0,52.0,UTA,1996,203.2,102.06
726,/players/e/eisleho01.html,Howard Eisley,1995,2006,G,Boston College,1994.0,30.0,MIN,1972,187.96,80.29
727,/players/e/ekeziob01.html,Obinna Ekezie,2000,2005,F-C,Maryland,1999.0,37.0,VAN,1975,205.74,122.47
728,/players/e/elamikh01.html,Khalid El-Amin,2001,2001,G,UConn,2000.0,34.0,CHI,1979,177.8,90.72
729,/players/e/eliema01.html,Mario Elie,1991,2001,G-F,American International College,1985.0,160.0,MIL,1963,195.57999999999998,95.25
730,/players/e/ellebcj01.html,CJ Elleby,2021,2022,F,Washington State,2020.0,46.0,POR,2000,198.12,90.72
731,/players/e/ellenhe01.html,Henry Ellenson,2017,2021,F,Marquette,2016.0,18.0,DET,1997,208.28,108.86
732,/players/e/ellinwa01.html,Wayne Ellington,2010,2022,G,UNC,2009.0,28.0,MIN,1987,193.04,93.89
733,/players/e/elliose01.html,Sean Elliott,1990,2001,F,Arizona,1989.0,3.0,SAS,1968,203.2,92.99
734,/players/e/ellisha01.html,Harold Ellis,1994,1998,G,Morehouse College,Undrafted,Undrafted,Undrafted,1970,195.57999999999998,90.72
735,/players/e/ellisla01.html,LaPhonso Ellis,1993,2003,F,Notre Dame,1992.0,5.0,DEN,1970,203.2,108.86
736,/players/e/ellisle02.html,LeRon Ellis,1992,1996,F-C,"Kentucky, Syracuse",1991.0,22.0,LAC,1969,205.74,102.06
737,/players/e/ellismo01.html,Monta Ellis,2006,2017,G,No College,2005.0,40.0,GSW,1985,190.5,83.91
738,/players/e/ellispe01.html,Pervis Ellison,1990,2001,F-C,Louisville,1989.0,1.0,SAC,1967,205.74,95.25
739,/players/e/elsonfr01.html,Francisco Elson,2004,2012,C,California,1999.0,41.0,DEN,1976,213.36,106.59
740,/players/e/elyme01.html,Melvin Ely,2003,2014,C,Fresno State,2002.0,12.0,LAC,1978,208.28,117.93
741,/players/e/embiijo01.html,Joel Embiid,2017,2022,C,Kansas,2014.0,3.0,PHI,1994,213.36,127.01
742,/players/e/emmetan01.html,Andre Emmett,2005,2012,F,Texas Tech,2004.0,35.0,SEA,1982,195.57999999999998,104.33
743,/players/e/englewa01.html,Wayne Engelstad,1989,1989,F,"University of California, Irvine",Undrafted,Undrafted,Undrafted,1965,203.2,111.13
744,/players/e/engliaj01.html,A.J. English,1991,1992,G,Virginia Union University,1990.0,37.0,WSB,1967,190.5,79.38
745,/players/e/englijo01.html,Jo Jo English,1993,1995,G,South Carolina,Undrafted,Undrafted,Undrafted,1970,193.04,88.45
746,/players/e/engliki01.html,Kim English,2013,2013,G,Missouri,2012.0,44.0,DET,1988,198.12,90.72
747,/players/e/ennisja01.html,James Ennis III,2015,2022,F,Cal State Long Beach,2013.0,50.0,ATL,1990,198.12,97.52
748,/players/e/ennisty01.html,Tyler Ennis,2015,2018,G,Syracuse,2014.0,18.0,PHO,1994,190.5,88.0
749,/players/e/erdense01.html,Semih Erden,2011,2012,C,No College,2008.0,60.0,BOS,1986,213.36,108.86
750,/players/e/eschmev01.html,Evan Eschmeyer,2000,2003,C,Northwestern,1999.0,34.0,NJN,1975,210.82,115.67
751,/players/e/esposvi01.html,Vincenzo Esposito,1996,1996,G,No College,Undrafted,Undrafted,Undrafted,1969,190.5,89.81
752,/players/e/eubandr01.html,Drew Eubanks,2019,2022,F,Oregon State,Undrafted,Undrafted,Undrafted,1997,205.74,111.13
753,/players/e/evansbr01.html,Brian Evans,1997,1999,F,Indiana,1996.0,27.0,ORL,1973,203.2,99.79
754,/players/e/evansja02.html,Jacob Evans,2019,2020,G-F,Cincinnati,2018.0,28.0,GSW,1997,193.04,95.25
755,/players/e/evansja01.html,Jawun Evans,2018,2019,G,Oklahoma State,2017.0,39.0,PHI,1996,182.88,83.91
756,/players/e/evansje01.html,Jeremy Evans,2011,2018,F,Western Kentucky,2010.0,55.0,UTA,1987,205.74,90.72
757,/players/e/evansma01.html,Maurice Evans,2002,2012,G,"Wichita State, Texas",Undrafted,Undrafted,Undrafted,1978,195.57999999999998,99.79
758,/players/e/evansre01.html,Reggie Evans,2003,2015,F,Iowa,Undrafted,Undrafted,Undrafted,1980,203.2,111.13
759,/players/e/evansty01.html,Tyreke Evans,2010,2019,G-F,Memphis,2009.0,4.0,SAC,1989,198.12,99.79
760,/players/e/ewingda01.html,Daniel Ewing,2006,2007,G,Duke,2005.0,32.0,LAC,1983,190.5,83.91
761,/players/e/ewingpa01.html,Patrick Ewing,1986,2002,C-F,Georgetown,2008.0,43.0,SAC,1962,213.36,108.86
762,/players/e/ewingpa01.html,Patrick Ewing,1986,2002,C-F,Georgetown,1985.0,1.0,NYK,1962,213.36,108.86
763,/players/e/ewingpa02.html,Patrick Ewing,2011,2011,F,"Indiana, Georgetown",2008.0,43.0,SAC,1984,203.2,106.59
764,/players/e/ewingpa02.html,Patrick Ewing,2011,2011,F,"Indiana, Georgetown",1985.0,1.0,NYK,1984,203.2,106.59
765,/players/e/exumda01.html,Dante Exum,2015,2021,G,No College,2014.0,5.0,UTA,1995,195.57999999999998,97.07
766,/players/e/eyengch01.html,Christian Eyenga,2011,2012,F,No College,2009.0,30.0,CLE,1989,195.57999999999998,95.25
767,/players/e/ezelife01.html,Festus Ezeli,2013,2016,C,Vanderbilt,2012.0,30.0,GSW,1989,210.82,115.67
768,/players/f/fallta01.html,Tacko Fall,2020,2022,C,Central Florida,Undrafted,Undrafted,Undrafted,1995,228.60000000000002,141.07
769,/players/f/farieke01.html,Kenneth Faried,2012,2019,F-C,Morehead State University,2011.0,22.0,DEN,1989,203.2,99.79
770,/players/f/farmajo01.html,Jordan Farmar,2007,2017,G,UCLA,2006.0,26.0,LAL,1986,187.96,81.65
771,/players/f/farmede01.html,Desmon Farmer,2007,2009,G,USC,Undrafted,Undrafted,Undrafted,1981,195.57999999999998,99.79
772,/players/f/farmeji01.html,Jim Farmer,1988,1994,G,Alabama,1987.0,20.0,DAL,1964,193.04,86.18
773,/players/f/farmeto01.html,Tony Farmer,1998,2000,F,"San Jose State, Nebraska",Undrafted,Undrafted,Undrafted,1970,205.74,110.68
774,/players/f/favervi01.html,Vítor Luiz Faverani,2014,2014,C,No College,Undrafted,Undrafted,Undrafted,1988,210.82,117.93
775,/players/f/favorde01.html,Derrick Favors,2011,2022,F-C,Georgia Tech,2010.0,3.0,NJN,1991,205.74,120.2
776,/players/f/fazekni01.html,Nick Fazekas,2008,2008,F,Nevada,2007.0,34.0,DAL,1985,210.82,106.59
777,/players/f/feickja01.html,Jamie Feick,1997,2001,C,Michigan State,1996.0,48.0,PHI,1974,205.74,115.67
778,/players/f/feitlda01.html,Dave Feitl,1987,1992,C,Texas-El Paso,1986.0,43.0,HOU,1962,210.82,106.59
779,/players/f/feldeka01.html,Kay Felder,2017,2018,G,Oakland,2016.0,54.0,ATL,1995,175.26,79.83
780,/players/f/feliccr01.html,Cristiano Felício,2016,2021,F-C,No College,Undrafted,Undrafted,Undrafted,1992,210.82,122.47
781,/players/f/felixca01.html,Carrick Felix,2014,2014,G,Arizona State,2013.0,33.0,CLE,1990,198.12,91.17
782,/players/f/felixno01.html,Noel Felix,2006,2006,F,Fresno State,Undrafted,Undrafted,Undrafted,1981,205.74,102.06
783,/players/f/feltora01.html,Raymond Felton,2006,2019,G,UNC,2005.0,5.0,CHA,1984,185.42,92.99
784,/players/f/fergude01.html,Desmond Ferguson,2004,2004,G-F,"Missouri, Detroit Mercy",Undrafted,Undrafted,Undrafted,1977,200.66,92.08
785,/players/f/fergute01.html,Terrance Ferguson,2018,2021,G-F,No College,2017.0,21.0,OKC,1998,198.12,86.18
786,/players/f/fernaru01.html,Rudy Fernández,2009,2012,G,No College,Undrafted,Undrafted,Undrafted,1985,198.12,83.91
787,/players/f/fernabr01.html,Bruno Fernando,2020,2022,F,Maryland,2019.0,34.0,PHI,1998,205.74,108.86
788,/players/f/ferrero01.html,Rolando Ferreira,1989,1989,C,Houston,1988.0,26.0,POR,1964,215.9,108.86
789,/players/f/ferredu01.html,Duane Ferrell,1989,1999,F-G,Georgia Tech,Undrafted,Undrafted,Undrafted,1965,200.66,94.8
790,/players/f/ferreyo01.html,Yogi Ferrell,2017,2021,G,Indiana,Undrafted,Undrafted,Undrafted,1993,182.88,80.74
791,/players/f/ferryda01.html,Danny Ferry,1991,2003,F,Duke,1989.0,2.0,LAC,1966,208.28,104.33
792,/players/f/fesenky01.html,Kyrylo Fesenko,2008,2012,C,No College,2007.0,38.0,PHI,1986,215.9,130.63
793,/players/f/fieldla01.html,Landry Fields,2011,2015,F,Stanford,2010.0,39.0,NYK,1988,200.66,95.25
794,/players/f/finlemi01.html,Michael Finley,1996,2010,G-F,Wisconsin,1995.0,21.0,PHO,1973,200.66,97.52
795,/players/f/finnedo01.html,Dorian Finney-Smith,2017,2022,F,Florida,Undrafted,Undrafted,Undrafted,1993,200.66,99.79
796,/players/f/fishma01.html,Matt Fish,1995,1997,C,UNC Wilmington,1992.0,50.0,GSW,1969,210.82,106.59
797,/players/f/fishede01.html,Derek Fisher,1997,2014,G,Little Rock,1996.0,24.0,LAL,1974,185.42,90.72
798,/players/f/fitchge01.html,Gerald Fitch,2006,2006,G,Kentucky,Undrafted,Undrafted,Undrafted,1982,190.5,85.28
799,/players/f/fittsma01.html,Malik Fitts,2021,2022,F,"South Florida, Saint Mary's",Undrafted,Undrafted,Undrafted,1997,203.2,104.33
800,/players/f/fizerma01.html,Marcus Fizer,2001,2006,F,Iowa State,2000.0,4.0,CHI,1978,205.74,118.84
801,/players/f/florelu01.html,Luis Flores,2005,2005,G,"Rutgers University, Manhattan College",2004.0,55.0,HOU,1981,187.96,90.72
802,/players/f/flynnjo01.html,Jonny Flynn,2010,2012,G,Syracuse,2009.0,6.0,MIN,1989,182.88,83.91
803,/players/f/flynnma01.html,Malachi Flynn,2021,2022,G,"Washington State, San Diego State",2020.0,29.0,TOR,1998,185.42,79.38
804,/players/f/fontais01.html,Isaac Fontaine,2002,2002,G,Washington State,Undrafted,Undrafted,Undrafted,1975,193.04,95.25
805,/players/f/footeje01.html,Jeff Foote,2012,2012,C,Cornell,Undrafted,Undrafted,Undrafted,1987,213.36,120.2
806,/players/f/forbebr01.html,Bryn Forbes,2017,2022,G,Michigan State,Undrafted,Undrafted,Undrafted,1993,187.96,92.99
807,/players/f/forbega01.html,Gary Forbes,2011,2012,F,"Virginia, UMass",Undrafted,Undrafted,Undrafted,1985,200.66,99.79
808,/players/f/fordal03.html,Aleem Ford,2022,2022,F,Wisconsin,Undrafted,Undrafted,Undrafted,1997,203.2,99.79
809,/players/f/fordal01.html,Alphonso Ford,1994,1995,G,Mississippi Valley State University,1993.0,32.0,PHI,1971,185.42,86.18
810,/players/f/fordal02.html,Alton Ford,2002,2004,F,Houston,2001.0,51.0,PHO,1981,205.74,124.74
811,/players/f/fordsh02.html,Sharrod Ford,2006,2006,F,Clemson,Undrafted,Undrafted,Undrafted,1982,205.74,102.06
812,/players/f/fordsh01.html,Sherell Ford,1996,1996,F,University of Illinois at Chicago,1995.0,26.0,SEA,1972,200.66,95.25
813,/players/f/fordtj01.html,T.J. Ford,2004,2012,G,Texas,2003.0,8.0,MIL,1983,182.88,74.84
814,/players/f/forretr01.html,Trent Forrest,2021,2022,G,Florida State,Undrafted,Undrafted,Undrafted,1998,193.04,95.25
815,/players/f/fortejo01.html,Joseph Forte,2002,2003,G,UNC,2001.0,21.0,BOS,1981,193.04,88.0
816,/players/f/fortsco01.html,Courtney Fortson,2012,2012,G,Arkansas,Undrafted,Undrafted,Undrafted,1988,180.34,83.91
817,/players/f/fortsda01.html,Danny Fortson,1998,2007,F,Cincinnati,1997.0,10.0,MIL,1976,200.66,117.93
818,/players/f/fostegr01.html,Greg Foster,1991,2003,F-C,"UCLA, Texas-El Paso",1990.0,35.0,WSB,1968,210.82,108.86
819,/players/f/fosteje01.html,Jeff Foster,2000,2012,F-C,Texas State University,1999.0,21.0,GSW,1977,210.82,107.05
820,/players/f/fotsian01.html,Antonis Fotsis,2002,2002,F,No College,2001.0,48.0,MEM,1981,208.28,99.34
821,/players/f/fournev01.html,Evan Fournier,2013,2022,G-F,No College,2012.0,20.0,DEN,1992,200.66,92.99
822,/players/f/fowlktr01.html,Tremaine Fowlkes,2002,2005,F,"California, Fresno State",1998.0,54.0,DEN,1976,203.2,99.79
823,/players/f/foxde01.html,De'Aaron Fox,2018,2022,G,Kentucky,2017.0,5.0,SAC,1997,190.5,83.91
824,/players/f/foxri01.html,Rick Fox,1992,2004,F-G,UNC,1991.0,24.0,BOS,1969,200.66,104.33
825,/players/f/foyera01.html,Randy Foye,2007,2017,G,Villanova,2006.0,7.0,BOS,1983,193.04,96.62
826,/players/f/foylead01.html,Adonal Foyle,1998,2009,C,Colgate,1997.0,8.0,GSW,1975,208.28,113.4
827,/players/f/frahmri01.html,Richie Frahm,2004,2008,G,Gonzaga,Undrafted,Undrafted,Undrafted,1977,195.57999999999998,95.25
828,/players/f/francst01.html,Steve Francis,2000,2008,G,Maryland,1999.0,2.0,VAN,1977,190.5,88.45
829,/players/f/frankte01.html,Tellis Frank,1988,1994,F-C,Western Kentucky,1987.0,14.0,GSW,1965,208.28,102.06
830,/players/f/frankja01.html,Jamaal Franklin,2014,2015,G,San Diego State,2013.0,41.0,MEM,1991,195.57999999999998,86.64
831,/players/f/frankro01.html,Robert Franks,2021,2021,F,Washington State,Undrafted,Undrafted,Undrafted,1996,200.66,102.06
832,/players/f/frazime01.html,Melvin Frazier,2019,2022,G,Tulane,2018.0,35.0,ORL,1996,195.57999999999998,97.52
833,/players/f/frazimi01.html,Michael Frazier,2020,2020,G,Florida,Undrafted,Undrafted,Undrafted,1994,190.5,90.72
834,/players/f/fraziti01.html,Tim Frazier,2015,2022,G,Penn State,Undrafted,Undrafted,Undrafted,1990,182.88,77.11
835,/players/f/fredean01.html,Anthony Frederick,1989,1992,F,Pepperdine,1986.0,133.0,DEN,1964,200.66,92.99
836,/players/f/fredeji01.html,Jimmer Fredette,2012,2019,G,BYU,2011.0,10.0,MIL,1989,187.96,88.45
837,/players/k/kanteen01.html,Enes Freedom,2012,2022,C,No College,2011.0,3.0,UTA,1992,208.28,113.4
838,/players/f/freeljo01.html,Joel Freeland,2013,2015,F-C,No College,2006.0,30.0,POR,1987,208.28,113.4
839,/players/f/freijma01.html,Matt Freije,2005,2007,F,Vanderbilt,2004.0,53.0,MIA,1981,208.28,108.86
