,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS
504,2003-04,New Mexico,MWC,22.0,703.0,0.596,0.534,0.26,0.632,14.1,/players/danny-granger-1.html,22.0
505,2004-05,New Mexico,MWC,30.0,900.0,0.634,0.589,0.298,0.585,13.9,/players/danny-granger-1.html,30.0
506,1990-91,Xavier,MW Coll,32.0,932.0,0.608,0.572,0.0,0.61,20.2,/players/brian-grant-1.html,0.0
507,1991-92,Xavier,MW Coll,26.0,729.0,0.585,0.576,0.0,0.626,20.0,/players/brian-grant-1.html,0.0
508,1992-93,Xavier,MW Coll,30.0,944.0,0.667,0.654,0.0,0.466,12.6,/players/brian-grant-1.html,27.0
509,1993-94,Xavier,MW Coll,29.0,894.0,0.598,0.56,0.009,0.528,14.2,/players/brian-grant-1.html,0.0
510,2005-06,UNC,ACC,31.0,475.0,0.544,0.505,0.406,0.283,16.2,/players/danny-green-1.html,0.0
511,2006-07,UNC,ACC,37.0,505.0,0.537,0.487,0.513,0.291,14.7,/players/danny-green-1.html,0.0
512,2007-08,UNC,ACC,39.0,869.0,0.587,0.551,0.437,0.23,16.3,/players/danny-green-1.html,1.0
513,2008-09,UNC,ACC,38.0,1040.0,0.592,0.569,0.471,0.156,13.0,/players/danny-green-1.html,38.0
514,2008-09,Michigan State,Big Ten,37.0,422.0,0.577,0.556,0.012,0.642,18.5,/players/draymond-green-1.html,0.0
515,2009-10,Michigan State,Big Ten,37.0,945.0,0.562,0.528,0.06,0.483,16.0,/players/draymond-green-1.html,3.0
516,2010-11,Michigan State,Big Ten,34.0,1023.0,0.519,0.48,0.293,0.412,16.1,/players/draymond-green-1.html,27.0
517,2011-12,Michigan State,Big Ten,37.0,1229.0,0.542,0.504,0.284,0.367,16.8,/players/draymond-green-1.html,36.0
518,2004-05,Georgetown,Big East,32.0,1083.0,0.58,0.543,0.206,0.502,18.0,/players/jeff-green-1.html,32.0
519,2005-06,Georgetown,Big East,33.0,1073.0,0.517,0.491,0.287,0.389,17.7,/players/jeff-green-1.html,33.0
520,2006-07,Georgetown,Big East,37.0,1232.0,0.596,0.56,0.251,0.338,17.8,/players/jeff-green-1.html,37.0
521,2007-08,Oklahoma,Big 12,33.0,937.0,0.58,0.568,0.006,0.608,15.4,/players/blake-griffin-1.html,28.0
522,2008-09,Oklahoma,Big 12,35.0,1165.0,0.648,0.657,0.017,0.706,15.9,/players/blake-griffin-1.html,35.0
523,2000-01,Seton Hall,Big East,30.0,979.0,0.501,0.472,0.267,0.227,11.2,/players/eddie-griffin-1.html,30.0
524,1988-89,NC State,ACC,21.0,171.0,0.502,0.44,0.048,0.69,13.9,/players/tom-gugliotta-1.html,0.0
525,1989-90,NC State,ACC,30.0,886.0,0.562,0.547,0.175,0.228,15.4,/players/tom-gugliotta-1.html,29.0
526,1990-91,NC State,ACC,31.0,1123.0,0.607,0.597,0.488,0.297,14.7,/players/tom-gugliotta-1.html,31.0
527,1991-92,NC State,ACC,30.0,1107.0,0.558,0.537,0.436,0.279,15.3,/players/tom-gugliotta-1.html,30.0
528,2016-17,Gonzaga,WCC,28.0,130.0,0.567,0.566,0.264,0.453,11.0,/players/rui-hachimura-1.html,0.0
529,2017-18,Gonzaga,WCC,37.0,765.0,0.624,0.577,0.093,0.471,11.4,/players/rui-hachimura-1.html,2.0
530,2018-19,Gonzaga,WCC,37.0,1117.0,0.639,0.608,0.077,0.477,10.7,/players/rui-hachimura-1.html,37.0
531,2018-19,Iowa State,Big 12,35.0,1163.0,0.666,0.662,0.677,0.156,13.5,/players/tyrese-haliburton-1.html,34.0
532,2019-20,Iowa State,Big 12,22.0,807.0,0.631,0.611,0.508,0.184,18.7,/players/tyrese-haliburton-1.html,22.0
533,1993-94,Texas Tech,SWC,28.0,668.0,0.601,0.618,0.0,0.459,18.7,/players/darvin-ham-1.html,28.0
534,1994-95,Texas Tech,SWC,30.0,638.0,0.601,0.595,0.0,0.649,18.1,/players/darvin-ham-1.html,0.0
535,1995-96,Texas Tech,SWC,32.0,752.0,0.552,0.581,0.005,0.697,16.7,/players/darvin-ham-1.html,32.0
536,1996-97,UConn,Big East,32.0,980.0,0.503,0.463,0.412,0.257,15.8,/players/richard-hamilton-1.html,32.0
537,1997-98,UConn,Big East,37.0,1203.0,0.566,0.52,0.399,0.301,12.98,/players/richard-hamilton-1.html,37.0
538,1998-99,UConn,Big East,34.0,1091.0,0.56,0.504,0.352,0.366,11.1,/players/richard-hamilton-1.html,34.0
539,1991-92,Memphis,GMWC,34.0,1224.0,0.529,0.504,0.393,0.327,18.3,/players/anfernee-hardaway-1.html,0.0
540,1992-93,Memphis,GMWC,32.0,1196.0,0.588,0.547,0.421,0.395,15.0,/players/anfernee-hardaway-1.html,0.0
541,1987-88,UTEP,WAC,32.0,1036.0,0.522,0.472,0.15,0.367,14.8,/players/tim-hardaway-1.html,29.0
542,1988-89,UTEP,WAC,33.0,1182.0,0.589,0.548,0.257,0.448,12.6,/players/tim-hardaway-1.html,33.0
543,2010-11,Michigan,Big Ten,35.0,1074.0,0.557,0.52,0.546,0.314,9.4,/players/tim-hardaway-jr-1.html,35.0
544,2011-12,Michigan,Big Ten,34.0,1162.0,0.525,0.484,0.468,0.378,12.3,/players/tim-hardaway-jr-1.html,34.0
545,2012-13,Michigan,Big Ten,38.0,1324.0,0.538,0.516,0.424,0.241,12.2,/players/tim-hardaway-jr-1.html,38.0
546,2007-08,Arizona State,Pac-10,34.0,1158.0,0.632,0.586,0.29,0.602,15.7,/players/james-harden-1.html,33.0
547,2008-09,Arizona State,Pac-10,35.0,1254.0,0.607,0.553,0.361,0.597,16.9,/players/james-harden-1.html,35.0
548,1994-95,Georgia Tech,ACC,29.0,966.0,0.581,0.54,0.292,0.44,17.0,/players/matt-harpring-1.html,24.0
549,1995-96,Georgia Tech,ACC,36.0,1328.0,0.617,0.582,0.337,0.396,13.9,/players/matt-harpring-1.html,36.0
550,1996-97,Georgia Tech,ACC,27.0,1015.0,0.526,0.491,0.463,0.398,16.6,/players/matt-harpring-1.html,27.0
551,1997-98,Georgia Tech,ACC,32.0,1163.0,0.567,0.508,0.333,0.438,12.46,/players/matt-harpring-1.html,32.0
552,2012-13,Louisville,Big East,40.0,649.0,0.571,0.577,0.0,0.375,10.4,/players/montrezl-harrell-1.html,3.0
553,2013-14,Louisville,AAC,37.0,1083.0,0.592,0.612,0.008,0.418,10.8,/players/montrezl-harrell-1.html,37.0
554,2014-15,Louisville,ACC,35.0,1229.0,0.588,0.578,0.098,0.508,12.9,/players/montrezl-harrell-1.html,35.0
555,2001-02,Wisconsin,Big Ten,32.0,1094.0,0.571,0.518,0.569,0.459,13.3,/players/devin-harris-1.html,32.0
556,2002-03,Wisconsin,Big Ten,32.0,1100.0,0.596,0.556,0.481,0.418,13.0,/players/devin-harris-1.html,32.0
557,2003-04,Wisconsin,Big Ten,32.0,1162.0,0.606,0.55,0.488,0.524,11.4,/players/devin-harris-1.html,32.0
558,2005-06,Oklahoma State,Big 12,32.0,429.0,0.574,0.537,0.318,0.346,26.5,/players/terrel-harris-1.html,8.0
559,2006-07,Oklahoma State,Big 12,34.0,1024.0,0.556,0.494,0.44,0.378,22.2,/players/terrel-harris-1.html,26.0
560,2007-08,Oklahoma State,Big 12,33.0,974.0,0.521,0.465,0.412,0.329,20.8,/players/terrel-harris-1.html,20.0
561,2008-09,Oklahoma State,Big 12,35.0,1110.0,0.608,0.571,0.439,0.352,13.9,/players/terrel-harris-1.html,35.0
562,1998-99,Florida,SEC,31.0,660.0,0.609,0.603,0.01,0.809,17.3,/players/udonis-haslem-1.html,26.0
563,1999-00,Florida,SEC,37.0,830.0,0.598,0.579,0.0,0.531,17.62,/players/udonis-haslem-1.html,37.0
564,2000-01,Florida,SEC,31.0,870.0,0.632,0.597,0.0,0.654,15.0,/players/udonis-haslem-1.html,31.0
565,2001-02,Florida,SEC,31.0,876.0,0.612,0.562,0.004,0.901,15.5,/players/udonis-haslem-1.html,31.0
566,1987-88,Bradley,MVC,31.0,1202.0,0.64,0.584,0.307,0.465,7.0,/players/hersey-hawkins-1.html,31.0
567,1999-00,Western Carolina,Southern,28.0,784.0,0.518,0.488,0.355,0.214,9.4,/players/jarvis-hayes-1.html,26.0
568,2001-02,Georgia,SEC,29.0,980.0,0.527,0.503,0.319,0.181,10.5,/players/jarvis-hayes-1.html,29.0
569,2002-03,Georgia,SEC,27.0,872.0,0.602,0.576,0.345,0.239,8.5,/players/jarvis-hayes-1.html,27.0
570,2008-09,Butler,Horizon,32.0,1045.0,0.656,0.611,0.59,0.475,14.2,/players/gordon-hayward-1.html,32.0
571,2009-10,Butler,Horizon,37.0,1239.0,0.601,0.527,0.429,0.579,15.2,/players/gordon-hayward-1.html,37.0
572,1997-98,UNC,ACC,38.0,308.0,0.573,0.53,0.0,0.955,21.5,/players/brendan-haywood-1.html,1.0
573,1998-99,UNC,ACC,34.0,1035.0,0.66,0.648,0.0,0.53,17.6,/players/brendan-haywood-1.html,31.0
574,1999-00,UNC,ACC,36.0,1071.0,0.68,0.697,0.0,0.653,15.9,/players/brendan-haywood-1.html,35.0
575,2000-01,UNC,ACC,33.0,901.0,0.58,0.592,0.0,0.702,15.9,/players/brendan-haywood-1.html,33.0
576,2001-02,Illinois,Big Ten,35.0,581.0,0.574,0.573,0.444,0.202,24.0,/players/luther-head-1.html,13.0
577,2002-03,Illinois,Big Ten,25.0,509.0,0.648,0.626,0.504,0.351,20.7,/players/luther-head-1.html,8.0
578,2003-04,Illinois,Big Ten,29.0,863.0,0.584,0.55,0.598,0.301,14.1,/players/luther-head-1.html,24.0
579,2004-05,Illinois,Big Ten,39.0,1297.0,0.611,0.589,0.613,0.214,11.9,/players/luther-head-1.html,39.0
580,1991-92,Indiana,Big Ten,33.0,783.0,0.54,0.51,0.013,0.407,8.3,/players/alan-henderson-1.html,26.0
581,1992-93,Indiana,Big Ten,30.0,737.0,0.519,0.489,0.022,0.423,12.3,/players/alan-henderson-1.html,25.0
582,1993-94,Indiana,Big Ten,30.0,983.0,0.566,0.534,0.016,0.555,11.3,/players/alan-henderson-1.html,29.0
583,1994-95,Indiana,Big Ten,31.0,1093.0,0.612,0.599,0.021,0.527,13.0,/players/alan-henderson-1.html,30.0
584,1993-94,Memphis,GMWC,28.0,902.0,0.504,0.491,0.195,0.218,16.9,/players/cedric-henderson-2.html,28.0
585,1994-95,Memphis,GMWC,34.0,1061.0,0.487,0.47,0.195,0.291,15.3,/players/cedric-henderson-2.html,33.0
586,1995-96,Memphis,CUSA,30.0,877.0,0.555,0.542,0.259,0.313,16.6,/players/cedric-henderson-2.html,30.0
587,1996-97,Memphis,CUSA,31.0,1069.0,0.485,0.446,0.215,0.342,16.5,/players/cedric-henderson-2.html,31.0
588,1989-90,Houston,SWC,33.0,1023.0,0.634,0.569,0.024,0.643,13.2,/players/carl-herrera-1.html,0.0
589,2018-19,Kentucky,SEC,37.0,1207.0,0.58,0.536,0.419,0.231,11.8,/players/tyler-herro-1.html,37.0
590,2004-05,Georgetown,Big East,32.0,507.0,0.513,0.469,0.0,0.508,26.7,/players/roy-hibbert-1.html,17.0
591,2005-06,Georgetown,Big East,33.0,793.0,0.621,0.59,0.0,0.474,12.8,/players/roy-hibbert-1.html,33.0
592,2006-07,Georgetown,Big East,37.0,975.0,0.682,0.671,0.0,0.552,11.6,/players/roy-hibbert-1.html,37.0
593,2007-08,Georgetown,Big East,34.0,894.0,0.626,0.614,0.01,0.49,13.6,/players/roy-hibbert-1.html,34.0
594,2012-13,Oklahoma,Big 12,27.0,679.0,0.467,0.433,0.383,0.172,16.3,/players/buddy-hield-1.html,13.0
595,2013-14,Oklahoma,Big 12,33.0,1059.0,0.568,0.548,0.53,0.191,11.1,/players/buddy-hield-1.html,33.0
596,2014-15,Oklahoma,Big 12,35.0,1135.0,0.545,0.505,0.52,0.261,10.8,/players/buddy-hield-1.html,35.0
597,2015-16,Oklahoma,Big 12,37.0,1309.0,0.665,0.623,0.536,0.333,14.0,/players/buddy-hield-1.html,37.0
598,1990-91,Duke,ACC,36.0,887.0,0.539,0.518,0.006,0.429,16.5,/players/grant-hill-1.html,31.0
599,1991-92,Duke,ACC,33.0,1000.0,0.639,0.611,0.003,0.453,18.1,/players/grant-hill-1.html,24.0
600,1992-93,Duke,ACC,26.0,822.0,0.616,0.584,0.044,0.394,14.2,/players/grant-hill-1.html,26.0
601,1993-94,Duke,ACC,34.0,1213.0,0.537,0.503,0.212,0.35,15.6,/players/grant-hill-1.html,34.0
602,1987-88,Xavier,MW Coll,30.0,858.0,0.6,0.557,0.0,0.495,15.3,/players/tyrone-hill-1.html,0.0
603,1988-89,Xavier,MW Coll,33.0,1094.0,0.634,0.606,0.0,0.57,18.5,/players/tyrone-hill-1.html,33.0
604,1989-90,Xavier,MW Coll,32.0,1063.0,0.603,0.581,0.005,0.516,15.5,/players/tyrone-hill-1.html,32.0
605,1999-00,Kansas,Big 12,34.0,726.0,0.531,0.506,0.497,0.211,32.9,/players/kirk-hinrich-1.html,13.0
606,2000-01,Kansas,Big 12,33.0,1079.0,0.667,0.619,0.47,0.466,28.2,/players/kirk-hinrich-1.html,33.0
607,2001-02,Kansas,Big 12,37.0,1142.0,0.657,0.631,0.377,0.284,19.2,/players/kirk-hinrich-1.html,35.0
608,2002-03,Kansas,Big 12,37.0,1241.0,0.586,0.567,0.449,0.256,13.2,/players/kirk-hinrich-1.html,37.0
609,2008-09,UCLA,Pac-10,35.0,950.0,0.532,0.504,0.353,0.249,21.2,/players/jrue-holiday-1.html,35.0
610,2007-08,Washington,Pac-10,19.0,125.0,0.32,0.294,0.235,0.412,25.6,/players/justin-holiday-1.html,0.0
611,2008-09,Washington,Pac-10,35.0,545.0,0.475,0.449,0.059,0.309,32.8,/players/justin-holiday-1.html,0.0
612,2009-10,Washington,Pac-10,34.0,755.0,0.485,0.449,0.16,0.214,13.1,/players/justin-holiday-1.html,21.0
613,2010-11,Washington,Pac-10,35.0,989.0,0.566,0.544,0.441,0.192,13.8,/players/justin-holiday-1.html,35.0
614,2004-05,Florida,SEC,32.0,730.0,0.516,0.48,0.0,0.772,15.2,/players/al-horford-1.html,25.0
615,2005-06,Florida,SEC,39.0,1011.0,0.615,0.608,0.007,0.495,17.1,/players/al-horford-1.html,39.0
616,2006-07,Florida,SEC,38.0,1057.0,0.624,0.608,0.007,0.66,14.5,/players/al-horford-1.html,36.0
617,1988-89,Alabama,SEC,31.0,590.0,0.469,0.438,0.07,0.319,14.5,/players/robert-horry-1.html,9.0
618,1989-90,Alabama,SEC,35.0,1022.0,0.571,0.538,0.333,0.296,16.1,/players/robert-horry-1.html,34.0
619,1990-91,Alabama,SEC,33.0,959.0,0.553,0.505,0.331,0.345,17.7,/players/robert-horry-1.html,30.0
620,1991-92,Alabama,SEC,35.0,1185.0,0.559,0.52,0.288,0.396,17.1,/players/robert-horry-1.html,35.0
621,2018-19,Iowa State,Big 12,35.0,952.0,0.488,0.47,0.416,0.23,12.4,/players/talen-horton-tucker-1.html,34.0
622,1996-97,Arizona State,Pac-10,30.0,886.0,0.501,0.494,0.493,0.077,9.4,/players/eddie-house-1.html,22.0
623,1997-98,Arizona State,Pac-10,32.0,955.0,0.526,0.515,0.414,0.088,17.36,/players/eddie-house-1.html,31.0
624,1998-99,Arizona State,Pac-10,30.0,1106.0,0.534,0.5,0.35,0.241,13.6,/players/eddie-house-1.html,30.0
625,1999-00,Arizona State,Pac-10,32.0,1189.0,0.525,0.481,0.321,0.263,9.3,/players/eddie-house-1.html,31.0
626,1989-90,Tennessee,SEC,30.0,1083.0,0.568,0.526,0.413,0.32,15.9,/players/allan-houston-1.html,30.0
627,1990-91,Tennessee,SEC,34.0,1212.0,0.623,0.572,0.42,0.373,16.5,/players/allan-houston-1.html,34.0
628,1991-92,Tennessee,SEC,34.0,1236.0,0.599,0.537,0.398,0.457,13.6,/players/allan-houston-1.html,34.0
629,1992-93,Tennessee,SEC,30.0,1075.0,0.616,0.555,0.436,0.414,13.4,/players/allan-houston-1.html,30.0
630,1999-00,Wake Forest,ACC,36.0,896.0,0.503,0.482,0.151,0.388,15.6,/players/josh-howard-1.html,34.0
631,2000-01,Wake Forest,ACC,29.0,790.0,0.555,0.521,0.158,0.445,15.5,/players/josh-howard-1.html,28.0
632,2001-02,Wake Forest,ACC,31.0,848.0,0.561,0.543,0.234,0.294,14.9,/players/josh-howard-1.html,26.0
633,2002-03,Wake Forest,ACC,31.0,1002.0,0.593,0.539,0.332,0.407,13.8,/players/josh-howard-1.html,31.0
634,1991-92,Michigan,Big Ten,34.0,956.0,0.488,0.45,0.006,0.336,20.4,/players/juwan-howard-1.html,31.0
635,1992-93,Michigan,Big Ten,36.0,1095.0,0.542,0.506,0.005,0.393,16.0,/players/juwan-howard-1.html,34.0
636,1993-94,Michigan,Big Ten,30.0,1048.0,0.578,0.558,0.015,0.322,12.6,/players/juwan-howard-1.html,30.0
637,2016-17,Maryland,Big Ten,33.0,971.0,0.554,0.544,0.663,0.106,14.2,/players/kevin-huerter-1.html,33.0
638,2017-18,Maryland,Big Ten,32.0,1101.0,0.64,0.616,0.543,0.307,17.8,/players/kevin-huerter-1.html,32.0
639,1997-98,Saint Louis,CUSA,32.0,1037.0,0.505,0.454,0.269,0.481,18.6,/players/larry-hughes-1.html,32.0
640,1988-89,Alcorn State,SWAC,27.0,624.0,0.432,0.404,0.118,0.18,29.0,/players/lindsey-hunter-1.html,0.0
641,1990-91,Jackson State,SWAC,30.0,1042.0,0.508,0.486,0.42,0.211,12.9,/players/lindsey-hunter-1.html,0.0
642,1991-92,Jackson State,SWAC,28.0,960.0,0.51,0.49,0.425,0.26,13.9,/players/lindsey-hunter-1.html,0.0
643,1992-93,Jackson State,SWAC,34.0,1152.0,0.52,0.484,0.422,0.259,9.7,/players/lindsey-hunter-1.html,34.0
644,2019-20,VCU,A-10,31.0,638.0,0.575,0.569,0.628,0.104,12.9,/players/nahshon-hyland-1.html,9.0
645,2020-21,VCU,A-10,24.0,766.0,0.596,0.549,0.547,0.321,15.9,/players/nahshon-hyland-1.html,24.0
646,2002-03,Arizona,Pac-10,32.0,614.0,0.462,0.406,0.243,0.486,18.0,/players/andre-iguodala-1.html,4.0
647,2003-04,Arizona,Pac-10,30.0,962.0,0.542,0.488,0.242,0.391,18.8,/players/andre-iguodala-1.html,30.0
648,2015-16,Duke,ACC,36.0,1246.0,0.552,0.525,0.403,0.351,11.3,/players/brandon-ingram-1.html,34.0
649,2010-11,Duke,ACC,11.0,303.0,0.697,0.615,0.375,0.683,16.4,/players/kyrie-irving-1.html,8.0
650,1994-95,Georgetown,Big East,30.0,966.0,0.48,0.424,0.29,0.481,17.2,/players/allen-iverson-1.html,29.0
651,1995-96,Georgetown,Big East,37.0,1213.0,0.578,0.547,0.366,0.488,14.8,/players/allen-iverson-1.html,37.0
652,1995-96,Minnesota,Big Ten,25.0,683.0,0.507,0.456,0.336,0.332,14.6,/players/bobby-jackson-1.html,32.0
653,1996-97,Minnesota,Big Ten,35.0,1101.0,0.528,0.477,0.224,0.356,13.8,/players/bobby-jackson-1.html,35.0
654,1987-88,Georgetown,Big East,30.0,558.0,0.505,0.472,0.313,0.24,17.7,/players/jaren-jackson-1.html,6.0
655,1988-89,Georgetown,Big East,34.0,923.0,0.522,0.501,0.244,0.252,12.5,/players/jaren-jackson-1.html,34.0
656,2017-18,Michigan State,Big Ten,35.0,764.0,0.647,0.595,0.414,0.573,17.4,/players/jaren-jacksonjr-1.html,34.0
657,2016-17,Kansas,Big 12,35.0,1077.0,0.559,0.552,0.21,0.403,15.9,/players/josh-jackson-2.html,35.0
658,2014-15,UNC,ACC,38.0,1014.0,0.547,0.52,0.28,0.283,12.2,/players/justin-jackson-4.html,37.0
659,2015-16,UNC,ACC,40.0,1135.0,0.528,0.508,0.288,0.231,8.3,/players/justin-jackson-4.html,38.0
660,2016-17,UNC,ACC,40.0,1281.0,0.555,0.531,0.477,0.22,9.5,/players/justin-jackson-4.html,39.0
661,1993-94,VCU,Metro,22.0,277.0,0.468,0.442,0.0,0.404,18.4,/players/marc-jackson-1.html,0.0
662,1995-96,Temple,A-10,32.0,1117.0,0.523,0.479,0.01,0.518,15.4,/players/marc-jackson-1.html,0.0
663,1996-97,Temple,A-10,31.0,1201.0,0.546,0.481,0.016,0.527,11.6,/players/marc-jackson-1.html,31.0
664,2006-07,Texas,Big 12,35.0,908.0,0.522,0.495,0.055,0.552,17.0,/players/damion-james-1.html,35.0
665,2007-08,Texas,Big 12,38.0,1185.0,0.518,0.506,0.22,0.322,10.9,/players/damion-james-1.html,36.0
666,2008-09,Texas,Big 12,35.0,1034.0,0.532,0.5,0.198,0.357,13.5,/players/damion-james-1.html,35.0
667,2009-10,Texas,Big 12,34.0,1029.0,0.578,0.544,0.224,0.549,11.6,/players/damion-james-1.html,34.0
668,1994-95,Duquesne,A-10,27.0,381.0,0.483,0.451,0.106,0.285,17.8,/players/mike-james-1.html,3.0
669,1995-96,Duquesne,A-10,27.0,843.0,0.52,0.48,0.06,0.34,15.739999999999998,/players/mike-james-1.html,24.0
670,1996-97,Duquesne,A-10,27.0,862.0,0.502,0.471,0.206,0.258,15.059999999999999,/players/mike-james-1.html,27.0
671,1997-98,Duquesne,A-10,30.0,1029.0,0.532,0.502,0.415,0.246,12.78,/players/mike-james-1.html,30.0
672,1995-96,UNC,ACC,32.0,1052.0,0.611,0.624,0.003,0.484,13.0,/players/antawn-jamison-1.html,29.0
673,1996-97,UNC,ACC,35.0,1199.0,0.564,0.546,0.022,0.409,9.6,/players/antawn-jamison-1.html,34.0
674,1997-98,UNC,ACC,37.0,1225.0,0.607,0.584,0.027,0.505,14.88,/players/antawn-jamison-1.html,32.0
675,1998-99,Arizona,Pac-10,28.0,755.0,0.588,0.524,0.157,0.595,20.2,/players/richard-jefferson-1.html,26.0
676,1999-00,Arizona,Pac-10,21.0,495.0,0.584,0.554,0.24,0.377,21.8,/players/richard-jefferson-1.html,17.0
677,2000-01,Arizona,Pac-10,35.0,961.0,0.553,0.529,0.293,0.358,22.5,/players/richard-jefferson-1.html,34.0
678,1988-89,Ohio State,Big Ten,30.0,439.0,0.495,0.462,0.282,0.298,20.3,/players/chris-jent-1.html,3.0
679,1989-90,Ohio State,Big Ten,30.0,749.0,0.431,0.408,0.381,0.139,20.2,/players/chris-jent-1.html,30.0
680,1990-91,Ohio State,Big Ten,31.0,670.0,0.589,0.558,0.416,0.247,14.5,/players/chris-jent-1.html,2.0
681,1991-92,Ohio State,Big Ten,32.0,962.0,0.573,0.547,0.297,0.287,12.9,/players/chris-jent-1.html,32.0
682,1987-88,Southern,SWAC,30.0,1145.0,0.595,0.58,0.183,0.249,14.4,/players/avery-johnson-1.html,0.0
683,1999-00,Arkansas,SEC,23.0,732.0,0.542,0.51,0.252,0.262,15.4,/players/joe-johnson-1.html,14.0
684,2000-01,Arkansas,SEC,30.0,873.0,0.549,0.519,0.228,0.263,15.2,/players/joe-johnson-1.html,27.0
685,1989-90,UNLV,Big West,40.0,1259.0,0.672,0.638,0.078,0.538,15.2,/players/larry-johnson-1.html,0.0
686,1990-91,UNLV,Big West,35.0,1113.0,0.711,0.681,0.103,0.426,12.2,/players/larry-johnson-1.html,0.0
687,1998-99,Tulane,CUSA,25.0,205.0,0.378,0.359,0.174,0.435,24.9,/players/linton-johnson-1.html,0.0
688,1999-00,Tulane,CUSA,31.0,350.0,0.526,0.493,0.074,0.456,19.36,/players/linton-johnson-1.html,31.0
689,2000-01,Tulane,CUSA,30.0,1018.0,0.577,0.558,0.267,0.29,19.7,/players/linton-johnson-1.html,27.0
690,2001-02,Tulane,CUSA,21.0,500.0,0.495,0.475,0.313,0.14,12.8,/players/linton-johnson-1.html,4.0
691,2006-07,Iowa State,Big 12,31.0,983.0,0.53,0.495,0.344,0.281,14.7,/players/wes-johnson-1.html,30.0
692,2007-08,Iowa State,Big 12,27.0,730.0,0.516,0.477,0.49,0.267,14.9,/players/wes-johnson-1.html,25.0
693,2009-10,Syracuse,Big East,35.0,1224.0,0.6,0.564,0.299,0.352,14.4,/players/wes-johnson-1.html,35.0
694,1998-99,Rutgers,Big East,32.0,841.0,0.509,0.443,0.121,0.402,18.1,/players/dahntay-jones-1.html,28.0
695,1999-00,Rutgers,Big East,31.0,1041.0,0.511,0.463,0.282,0.436,14.6,/players/dahntay-jones-1.html,31.0
696,2001-02,Duke,ACC,35.0,1011.0,0.558,0.525,0.172,0.337,14.2,/players/dahntay-jones-1.html,32.0
697,2002-03,Duke,ACC,33.0,1014.0,0.572,0.526,0.28,0.444,11.0,/players/dahntay-jones-1.html,30.0
698,2013-14,Vanderbilt,SEC,31.0,798.0,0.549,0.543,0.0,0.528,15.0,/players/damian-jones-1.html,28.0
699,2014-15,Vanderbilt,SEC,35.0,1020.0,0.58,0.563,0.015,0.671,14.8,/players/damian-jones-1.html,34.0
700,2015-16,Vanderbilt,SEC,33.0,866.0,0.584,0.59,0.01,0.538,14.2,/players/damian-jones-1.html,33.0
701,2007-08,South Florida,Big East,31.0,1085.0,0.575,0.53,0.397,0.421,13.2,/players/dominique-jones-1.html,31.0
702,2008-09,South Florida,Big East,31.0,1161.0,0.517,0.477,0.38,0.371,13.1,/players/dominique-jones-1.html,30.0
703,2009-10,South Florida,Big East,33.0,1224.0,0.562,0.503,0.339,0.572,13.4,/players/dominique-jones-1.html,33.0
704,1991-92,Temple,A-10,29.0,764.0,0.528,0.522,0.48,0.269,8.4,/players/eddie-jones-1.html,9.0
705,1992-93,Temple,A-10,32.0,1169.0,0.524,0.511,0.305,0.251,9.6,/players/eddie-jones-1.html,0.0
706,1993-94,Temple,A-10,31.0,1184.0,0.537,0.516,0.261,0.271,8.7,/players/eddie-jones-1.html,31.0
707,2017-18,Alabama,SEC,35.0,741.0,0.446,0.433,0.183,0.338,25.2,/players/herb-jones-3.html,13.0
708,2018-19,Alabama,SEC,34.0,719.0,0.456,0.439,0.112,0.561,22.0,/players/herb-jones-3.html,29.0
709,2019-20,Alabama,SEC,27.0,716.0,0.529,0.487,0.092,0.68,19.8,/players/herb-jones-3.html,26.0
710,2020-21,Alabama,SEC,33.0,900.0,0.528,0.481,0.197,0.446,21.0,/players/herb-jones-3.html,33.0
711,1999-00,Miami (FL),Big East,33.0,424.0,0.494,0.467,0.262,0.148,8.4,/players/james-jones-1.html,0.0
712,2000-01,Miami (FL),Big East,29.0,922.0,0.539,0.5,0.305,0.26,14.7,/players/james-jones-1.html,28.0
713,2001-02,Miami (FL),Big East,32.0,1048.0,0.519,0.45,0.316,0.398,11.6,/players/james-jones-1.html,32.0
714,2002-03,Miami (FL),Big East,28.0,957.0,0.564,0.504,0.285,0.405,14.2,/players/james-jones-1.html,28.0
715,2007-08,Texas A&M,Big 12,35.0,703.0,0.58,0.617,0.0,0.65,19.2,/players/deandre-jordan-1.html,21.0
716,2010-11,Texas,Big 12,36.0,1166.0,0.526,0.503,0.391,0.227,13.1,/players/cory-joseph-1.html,36.0
717,2000-01,Central Michigan,MAC,28.0,520.0,0.605,0.574,0.0,0.492,18.4,/players/chris-kaman-1.html,1.0
718,2001-02,Central Michigan,MAC,24.0,604.0,0.634,0.614,0.0,0.867,23.6,/players/chris-kaman-1.html,13.0
719,2002-03,Central Michigan,MAC,31.0,1055.0,0.664,0.622,0.0,0.702,20.8,/players/chris-kaman-1.html,31.0
720,1999-00,UCLA,Pac-10,33.0,1080.0,0.64,0.63,0.47,0.258,16.4,/players/jason-kapono-1.html,33.0
721,2000-01,UCLA,Pac-10,32.0,1122.0,0.61,0.551,0.485,0.404,15.2,/players/jason-kapono-1.html,31.0
