,SEASON,SCHOOL,CONF,G,MP,TS%,eFG%,3PAr,FTr,TOV%,COLLEGE_URL,GS
722,2001-02,UCLA,Pac-10,33.0,1142.0,0.62,0.577,0.519,0.319,12.9,/players/jason-kapono-1.html,33.0
723,2002-03,UCLA,Pac-10,29.0,969.0,0.583,0.543,0.43,0.246,12.7,/players/jason-kapono-1.html,29.0
724,2004-05,Kansas,Big 12,27.0,270.0,0.498,0.536,0.0,0.536,23.8,/players/sasha-kaun-1.html,2.0
725,2005-06,Kansas,Big 12,33.0,638.0,0.562,0.562,0.0,0.616,8.8,/players/sasha-kaun-1.html,29.0
726,2006-07,Kansas,Big 12,35.0,609.0,0.53,0.53,0.0,0.373,13.3,/players/sasha-kaun-1.html,28.0
727,2007-08,Kansas,Big 12,40.0,707.0,0.607,0.619,0.0,0.693,12.0,/players/sasha-kaun-1.html,6.0
728,1987-88,Arizona,Pac-10,38.0,1239.0,0.782,0.77,0.737,0.274,10.6,/players/steve-kerr-1.html,0.0
729,1992-93,California,Pac-10,29.0,922.0,0.539,0.505,0.293,0.467,24.2,/players/jason-kidd-1.html,0.0
730,1993-94,California,Pac-10,30.0,1053.0,0.578,0.544,0.401,0.48,23.0,/players/jason-kidd-1.html,29.0
731,2011-12,Kentucky,SEC,40.0,1245.0,0.57,0.511,0.156,0.589,17.3,/players/michael-kidd-gilchrist-1.html,39.0
732,1990-91,Nicholls State,Ind,27.0,708.0,0.545,0.518,0.016,0.588,19.2,/players/gerard-king-1.html,0.0
733,1991-92,Nicholls State,Southland,28.0,708.0,0.537,0.5,0.004,0.558,15.4,/players/gerard-king-1.html,23.0
734,1993-94,Nicholls State,Southland,27.0,871.0,0.556,0.53,0.0,0.584,13.0,/players/gerard-king-1.html,27.0
735,1994-95,Nicholls State,Southland,28.0,860.0,0.594,0.564,0.002,0.43,9.4,/players/gerard-king-1.html,0.0
736,1987-88,Oklahoma,Big 8,39.0,1212.0,0.573,0.543,0.002,0.465,14.6,/players/stacey-king-1.html,0.0
737,1988-89,Oklahoma,Big 8,33.0,1142.0,0.567,0.524,0.0,0.476,10.7,/players/stacey-king-1.html,0.0
738,1992-93,Villanova,Big East,27.0,875.0,0.588,0.574,0.424,0.246,17.5,/players/kerry-kittles-1.html,17.0
739,1993-94,Villanova,Big East,32.0,1258.0,0.546,0.522,0.405,0.25,11.0,/players/kerry-kittles-1.html,31.0
740,1994-95,Villanova,Big East,33.0,1218.0,0.629,0.609,0.415,0.238,11.1,/players/kerry-kittles-1.html,33.0
741,1995-96,Villanova,Big East,30.0,1059.0,0.564,0.537,0.406,0.305,9.2,/players/kerry-kittles-1.html,29.0
742,2010-11,Kentucky,SEC,38.0,1363.0,0.553,0.508,0.45,0.333,16.8,/players/brandon-knight-1.html,38.0
743,1993-94,Stanford,Pac-10,28.0,916.0,0.473,0.376,0.217,0.63,23.4,/players/brevin-knight-1.html,28.0
744,1994-95,Stanford,Pac-10,28.0,912.0,0.555,0.484,0.159,0.636,18.5,/players/brevin-knight-1.html,28.0
745,1995-96,Stanford,Pac-10,29.0,915.0,0.551,0.461,0.189,0.551,20.5,/players/brevin-knight-1.html,0.0
746,1996-97,Stanford,Pac-10,30.0,960.0,0.561,0.474,0.323,0.584,19.1,/players/brevin-knight-1.html,29.0
747,1992-93,UConn,Big East,24.0,278.0,0.455,0.46,0.079,0.429,26.3,/players/travis-knight-1.html,0.0
748,1993-94,UConn,Big East,33.0,390.0,0.447,0.439,0.0,0.22,18.8,/players/travis-knight-1.html,8.0
749,1994-95,UConn,Big East,33.0,768.0,0.573,0.558,0.0,0.273,17.1,/players/travis-knight-1.html,0.0
750,1995-96,UConn,Big East,34.0,948.0,0.551,0.521,0.0,0.351,21.4,/players/travis-knight-1.html,33.0
751,1999-00,Creighton,MVC,33.0,601.0,0.655,0.63,0.711,0.186,16.2,/players/kyle-korver-1.html,1.0
752,2000-01,Creighton,MVC,32.0,941.0,0.66,0.629,0.702,0.263,13.9,/players/kyle-korver-1.html,32.0
753,2001-02,Creighton,MVC,29.0,916.0,0.672,0.622,0.672,0.398,16.2,/players/kyle-korver-1.html,28.0
754,2002-03,Creighton,MVC,34.0,1082.0,0.674,0.633,0.688,0.307,13.2,/players/kyle-korver-1.html,34.0
755,2014-15,Utah,Pac-12,31.0,252.0,0.536,0.525,0.43,0.456,15.8,/players/kyle-kuzma-1.html,0.0
756,2015-16,Utah,Pac-12,36.0,867.0,0.56,0.544,0.173,0.363,17.0,/players/kyle-kuzma-1.html,35.0
757,2016-17,Utah,Pac-12,29.0,894.0,0.565,0.542,0.233,0.352,12.8,/players/kyle-kuzma-1.html,29.0
758,1992-93,Wake Forest,ACC,15.0,52.0,0.641,0.607,0.714,0.357,5.8,/players/rusty-larue-1.html,0.0
759,1993-94,Wake Forest,ACC,28.0,350.0,0.593,0.593,0.741,0.046,12.7,/players/rusty-larue-1.html,4.0
760,1994-95,Wake Forest,ACC,32.0,634.0,0.58,0.563,0.742,0.088,12.2,/players/rusty-larue-1.html,0.0
761,1995-96,Wake Forest,ACC,32.0,979.0,0.66,0.631,0.633,0.226,17.2,/players/rusty-larue-1.html,27.0
762,2013-14,UCLA,Pac-12,37.0,904.0,0.545,0.524,0.444,0.236,11.6,/players/zach-lavine-1.html,1.0
763,1988-89,Duke,ACC,36.0,607.0,0.737,0.726,0.006,0.761,21.1,/players/christian-laettner-1.html,16.0
764,1989-90,Duke,ACC,38.0,1135.0,0.61,0.518,0.032,0.708,16.6,/players/christian-laettner-1.html,38.0
765,1990-91,Duke,ACC,39.0,1178.0,0.647,0.594,0.113,0.558,16.9,/players/christian-laettner-1.html,39.0
766,1991-92,Duke,ACC,35.0,1128.0,0.68,0.636,0.219,0.525,17.4,/players/christian-laettner-1.html,35.0
767,2004-05,Purdue,Big Ten,25.0,757.0,0.648,0.625,0.069,0.753,15.6,/players/carl-landry-1.html,25.0
768,2005-06,Purdue,Big Ten,5.0,123.0,0.658,0.581,0.14,0.721,22.8,/players/carl-landry-1.html,4.0
769,2006-07,Purdue,Big Ten,34.0,1035.0,0.645,0.602,0.052,0.755,17.0,/players/carl-landry-1.html,34.0
770,2001-02,Florida,SEC,31.0,557.0,0.579,0.579,0.0,0.628,22.0,/players/david-lee-1.html,0.0
771,2002-03,Florida,SEC,33.0,866.0,0.65,0.648,0.0,0.509,17.6,/players/david-lee-1.html,33.0
772,2003-04,Florida,SEC,31.0,851.0,0.636,0.588,0.008,0.569,16.5,/players/david-lee-1.html,30.0
773,2004-05,Florida,SEC,32.0,897.0,0.57,0.525,0.013,0.528,18.2,/players/david-lee-1.html,32.0
774,2009-10,San Diego State,MWC,34.0,1064.0,0.515,0.477,0.214,0.321,15.5,/players/kawhi-leonard-1.html,33.0
775,2010-11,San Diego State,MWC,36.0,1172.0,0.512,0.471,0.181,0.305,12.3,/players/kawhi-leonard-1.html,36.0
776,2008-09,Weber State,Big Sky,31.0,911.0,0.569,0.524,0.478,0.299,18.3,/players/damian-lillard-1.html,26.0
777,2009-10,Weber State,Big Sky,31.0,1062.0,0.594,0.529,0.499,0.445,12.5,/players/damian-lillard-1.html,31.0
778,2010-11,Weber State,Big Sky,10.0,285.0,0.609,0.522,0.491,0.625,16.2,/players/damian-lillard-1.html,9.0
779,2011-12,Weber State,Big Sky,32.0,1105.0,0.635,0.562,0.465,0.519,10.7,/players/damian-lillard-1.html,32.0
780,2006-07,Harvard,Ivy,28.0,506.0,0.524,0.458,0.302,0.415,28.7,/players/jeremy-lin-1.html,0.0
781,2007-08,Harvard,Ivy,30.0,940.0,0.51,0.492,0.317,0.265,18.5,/players/jeremy-lin-1.html,30.0
782,2008-09,Harvard,Ivy,28.0,975.0,0.605,0.562,0.302,0.508,20.5,/players/jeremy-lin-1.html,28.0
783,2009-10,Harvard,Ivy,29.0,933.0,0.626,0.571,0.307,0.683,19.1,/players/jeremy-lin-1.html,29.0
784,1987-88,New Mexico,WAC,35.0,424.0,0.485,0.5,0.0,0.425,21.3,/players/luc-longley-1.html,0.0
785,1988-89,New Mexico,WAC,33.0,966.0,0.611,0.578,0.0,0.346,18.4,/players/luc-longley-1.html,0.0
786,1989-90,New Mexico,WAC,34.0,1192.0,0.615,0.559,0.0,0.47,18.0,/players/luc-longley-1.html,0.0
787,1990-91,New Mexico,WAC,30.0,1067.0,0.674,0.656,0.006,0.464,21.0,/players/luc-longley-1.html,0.0
788,2014-15,UCLA,Pac-12,36.0,1113.0,0.532,0.505,0.165,0.458,10.3,/players/kevon-looney-1.html,36.0
789,2006-07,Stanford,Pac-10,26.0,654.0,0.524,0.502,0.053,0.23,14.7,/players/brook-lopez-1.html,18.0
790,2007-08,Stanford,Pac-10,27.0,831.0,0.537,0.468,0.015,0.494,10.7,/players/brook-lopez-1.html,25.0
791,2007-08,UCLA,Pac-10,39.0,1156.0,0.644,0.595,0.202,0.635,12.9,/players/kevin-love-1.html,38.0
792,2004-05,Villanova,Big East,24.0,557.0,0.481,0.438,0.145,0.487,17.6,/players/kyle-lowry-1.html,3.0
793,2005-06,Villanova,Big East,33.0,967.0,0.56,0.482,0.072,0.614,17.8,/players/kyle-lowry-1.html,31.0
794,2011-12,Furman,Southern,27.0,565.0,0.465,0.418,0.363,0.39,21.0,/players/jordan-loyd-1.html,13.0
795,2012-13,Furman,Southern,1.0,23.0,0.314,0.25,0.25,1.25,0.0,/players/jordan-loyd-1.html,0.0
796,1995-96,Nebraska,Big 8,35.0,1033.0,0.533,0.496,0.263,0.414,25.7,/players/tyronn-lue-1.html,34.0
797,1996-97,Nebraska,Big 12,32.0,1150.0,0.549,0.501,0.288,0.326,18.8,/players/tyronn-lue-1.html,30.0
798,1997-98,Nebraska,Big 12,32.0,1149.0,0.55,0.51,0.382,0.265,15.36,/players/tyronn-lue-1.html,32.0
799,1988-89,UCLA,Pac-10,31.0,999.0,0.609,0.556,0.008,0.445,13.0,/players/don-maclean-1.html,31.0
800,1989-90,UCLA,Pac-10,33.0,1111.0,0.584,0.517,0.004,0.458,9.7,/players/don-maclean-1.html,33.0
801,1990-91,UCLA,Pac-10,31.0,1008.0,0.617,0.554,0.028,0.485,12.0,/players/don-maclean-1.html,31.0
802,1991-92,UCLA,Pac-10,32.0,1033.0,0.595,0.511,0.037,0.471,13.1,/players/don-maclean-1.html,32.0
803,1987-88,Temple,A-10,34.0,1203.0,0.527,0.506,0.25,0.156,6.5,/players/mark-macon-1.html,34.0
804,1988-89,Temple,A-10,30.0,1137.0,0.489,0.45,0.267,0.25,8.8,/players/mark-macon-1.html,30.0
805,1989-90,Temple,A-10,31.0,1192.0,0.484,0.438,0.297,0.27,8.8,/players/mark-macon-1.html,0.0
806,1990-91,Temple,A-10,31.0,1190.0,0.535,0.506,0.318,0.221,8.2,/players/mark-macon-1.html,0.0
807,1996-97,Stanford,Pac-10,25.0,410.0,0.565,0.537,0.0,0.779,14.5,/players/mark-madsen-1.html,0.0
808,1997-98,Stanford,Pac-10,27.0,706.0,0.606,0.589,0.005,0.67,14.719999999999999,/players/mark-madsen-1.html,24.0
809,1998-99,Stanford,Pac-10,33.0,969.0,0.607,0.605,0.004,0.862,12.5,/players/mark-madsen-1.html,33.0
810,1999-00,Stanford,Pac-10,23.0,628.0,0.591,0.587,0.0,0.614,12.5,/players/mark-madsen-1.html,20.0
811,1996-97,Kentucky,SEC,40.0,626.0,0.508,0.49,0.0,0.536,25.0,/players/jamaal-magloire-1.html,21.0
812,1997-98,Kentucky,SEC,38.0,567.0,0.523,0.487,0.0,0.405,20.16,/players/jamaal-magloire-1.html,12.0
813,1998-99,Kentucky,SEC,34.0,668.0,0.545,0.531,0.0,0.48,16.2,/players/jamaal-magloire-1.html,6.0
814,1999-00,Kentucky,SEC,33.0,978.0,0.554,0.5,0.0,0.686,19.5,/players/jamaal-magloire-1.html,33.0
815,1987-88,Central Michigan,MAC,32.0,1197.0,0.584,0.564,0.189,0.452,0.6,/players/dan-majerle-1.html,0.0
816,1990-91,Vanderbilt,SEC,30.0,557.0,0.572,0.555,0.69,0.14,33.2,/players/matt-maloney-1.html,0.0
817,1992-93,Penn,Ivy,27.0,954.0,0.562,0.539,0.571,0.187,13.5,/players/matt-maloney-1.html,0.0
818,1993-94,Penn,Ivy,28.0,918.0,0.531,0.491,0.598,0.201,15.9,/players/matt-maloney-1.html,0.0
819,1994-95,Penn,Ivy,28.0,886.0,0.608,0.597,0.631,0.188,14.3,/players/matt-maloney-1.html,28.0
820,1987-88,Kansas,Big 8,38.0,1336.0,0.617,0.59,0.04,0.357,13.1,/players/danny-manning-1.html,38.0
821,1995-96,Georgia Tech,ACC,36.0,1345.0,0.574,0.543,0.463,0.319,16.3,/players/stephon-marbury-1.html,35.0
822,1998-99,UNLV,WAC,29.0,954.0,0.577,0.553,0.16,0.266,8.0,/players/shawn-marion-1.html,28.0
823,2016-17,Arizona,Pac-12,37.0,1140.0,0.635,0.584,0.434,0.436,8.1,/players/lauri-markkanen-1.html,37.0
824,1994-95,California,Pac-10,19.0,177.0,0.524,0.512,0.0,0.558,21.6,/players/sean-marks-1.html,0.0
825,1995-96,California,Pac-10,12.0,92.0,0.289,0.273,0.0,0.045,23.7,/players/sean-marks-1.html,0.0
826,1996-97,California,Pac-10,29.0,513.0,0.569,0.543,0.081,0.364,17.5,/players/sean-marks-1.html,15.0
827,1997-98,California,Pac-10,26.0,679.0,0.525,0.483,0.055,0.448,16.44,/players/sean-marks-1.html,18.0
828,1991-92,UConn,Big East,30.0,806.0,0.492,0.449,0.21,0.315,19.8,/players/donyell-marshall-1.html,28.0
829,1992-93,UConn,Big East,27.0,854.0,0.584,0.53,0.163,0.389,13.0,/players/donyell-marshall-1.html,0.0
830,1993-94,UConn,Big East,34.0,1157.0,0.589,0.546,0.22,0.443,11.9,/players/donyell-marshall-1.html,34.0
831,1996-97,Cincinnati,CUSA,22.0,233.0,0.562,0.65,0.0,0.8,22.5,/players/kenyon-martin-1.html,3.0
832,1997-98,Cincinnati,CUSA,30.0,858.0,0.601,0.626,0.005,0.53,17.380000000000003,/players/kenyon-martin-1.html,30.0
833,1998-99,Cincinnati,CUSA,33.0,900.0,0.575,0.573,0.004,0.359,18.8,/players/kenyon-martin-1.html,33.0
834,1999-00,Cincinnati,CUSA,31.0,909.0,0.601,0.571,0.018,0.53,10.3,/players/kenyon-martin-1.html,31.0
835,1990-91,Kentucky,SEC,28.0,677.0,0.547,0.516,0.284,0.304,14.5,/players/jamal-mashburn-1.html,28.0
836,1991-92,Kentucky,SEC,36.0,1176.0,0.647,0.626,0.268,0.433,12.4,/players/jamal-mashburn-1.html,36.0
837,1992-93,Kentucky,SEC,34.0,1109.0,0.578,0.555,0.342,0.369,14.3,/players/jamal-mashburn-1.html,34.0
838,1987-88,Tennessee State,OVC,28.0,1064.0,0.54,0.487,0.133,0.406,12.8,/players/anthony-mason-1.html,0.0
839,1996-97,Oklahoma State,Big 12,32.0,539.0,0.463,0.438,0.377,0.268,21.3,/players/desmond-mason-1.html,12.0
840,1997-98,Oklahoma State,Big 12,29.0,947.0,0.59,0.562,0.231,0.411,11.6,/players/desmond-mason-1.html,29.0
841,1998-99,Oklahoma State,Big 12,34.0,1180.0,0.552,0.513,0.194,0.348,13.3,/players/desmond-mason-1.html,34.0
842,1999-00,Oklahoma State,Big 12,34.0,1202.0,0.61,0.574,0.352,0.385,10.7,/players/desmond-mason-1.html,34.0
843,1987-88,Maryland,ACC,23.0,616.0,0.535,0.52,0.0,0.458,15.5,/players/tony-massenburg-1.html,16.0
844,1988-89,Maryland,ACC,29.0,1001.0,0.563,0.55,0.003,0.405,13.9,/players/tony-massenburg-1.html,29.0
845,1989-90,Maryland,ACC,31.0,973.0,0.553,0.505,0.005,0.493,11.4,/players/tony-massenburg-1.html,30.0
846,1987-88,Florida,SEC,33.0,1214.0,0.543,0.503,0.285,0.402,13.0,/players/vernon-maxwell-1.html,33.0
847,2007-08,USC,Pac-10,33.0,1216.0,0.562,0.524,0.401,0.284,16.1,/players/oj-mayo-1.html,32.0
848,1987-88,Texas,SWC,28.0,1055.0,0.58,0.529,0.361,0.465,18.1,/players/travis-mays-1.html,0.0
849,1988-89,Texas,SWC,34.0,1210.0,0.564,0.533,0.456,0.355,14.5,/players/travis-mays-1.html,0.0
850,1989-90,Texas,SWC,32.0,1186.0,0.577,0.519,0.455,0.439,10.4,/players/travis-mays-1.html,0.0
851,2011-12,UNC,ACC,38.0,594.0,0.478,0.434,0.0,0.48,10.8,/players/james-michael-mcadoo-1.html,3.0
852,2012-13,UNC,ACC,36.0,1079.0,0.469,0.445,0.004,0.368,14.8,/players/james-michael-mcadoo-1.html,36.0
853,2013-14,UNC,ACC,34.0,1023.0,0.484,0.458,0.019,0.68,8.8,/players/james-michael-mcadoo-1.html,34.0
854,2014-15,UNLV,MWC,32.0,947.0,0.534,0.511,0.594,0.215,16.5,/players/patrick-mccaw-1.html,16.0
855,2015-16,UNLV,MWC,33.0,1113.0,0.591,0.56,0.515,0.294,14.2,/players/patrick-mccaw-1.html,32.0
856,2009-10,Lehigh,Patriot,33.0,1052.0,0.593,0.541,0.387,0.428,11.0,/players/cj-mccollum-1.html,31.0
857,2010-11,Lehigh,Patriot,31.0,1073.0,0.523,0.447,0.307,0.434,12.0,/players/cj-mccollum-1.html,31.0
858,2011-12,Lehigh,Patriot,35.0,1160.0,0.556,0.496,0.307,0.426,10.5,/players/cj-mccollum-1.html,35.0
859,2012-13,Lehigh,Patriot,12.0,372.0,0.628,0.58,0.33,0.376,12.3,/players/cj-mccollum-1.html,11.0
860,1995-96,UCLA,Pac-10,31.0,921.0,0.638,0.676,0.0,0.451,20.0,/players/jelani-mccoy-1.html,31.0
861,1996-97,UCLA,Pac-10,32.0,846.0,0.701,0.756,0.0,0.502,25.7,/players/jelani-mccoy-1.html,28.0
862,1997-98,UCLA,Pac-10,15.0,319.0,0.587,0.6,0.0,0.705,19.580000000000002,/players/jelani-mccoy-1.html,0.0
863,1993-94,Alabama,SEC,26.0,618.0,0.564,0.564,0.0,0.256,16.8,/players/antonio-mcdyess-1.html,15.0
864,1994-95,Alabama,SEC,33.0,861.0,0.54,0.512,0.003,0.366,15.5,/players/antonio-mcdyess-1.html,33.0
865,2006-07,Nevada,WAC,33.0,330.0,0.592,0.613,0.04,0.453,21.5,/players/javale-mcgee-1.html,0.0
866,2007-08,Nevada,WAC,33.0,902.0,0.55,0.549,0.118,0.395,15.9,/players/javale-mcgee-1.html,31.0
867,1991-92,Temple,A-10,28.0,1011.0,0.548,0.503,0.437,0.38,11.5,/players/aaron-mckie-1.html,28.0
868,1992-93,Temple,A-10,33.0,1272.0,0.54,0.502,0.353,0.281,11.0,/players/aaron-mckie-1.html,0.0
869,1993-94,Temple,A-10,31.0,1214.0,0.519,0.463,0.331,0.349,8.5,/players/aaron-mckie-1.html,31.0
870,2010-11,Tennessee,SEC,10.0,53.0,0.372,0.342,0.474,0.579,17.1,/players/jordan-mcrae-1.html,0.0
871,2011-12,Tennessee,SEC,34.0,738.0,0.497,0.453,0.463,0.307,14.5,/players/jordan-mcrae-1.html,15.0
872,2012-13,Tennessee,SEC,33.0,1107.0,0.546,0.498,0.42,0.381,16.4,/players/jordan-mcrae-1.html,22.0
873,2013-14,Tennessee,SEC,37.0,1190.0,0.565,0.513,0.439,0.414,11.2,/players/jordan-mcrae-1.html,37.0
874,2006-07,Kentucky,SEC,34.0,751.0,0.569,0.515,0.533,0.3,13.4,/players/jodie-meeks-1.html,1.0
875,2007-08,Kentucky,SEC,11.0,255.0,0.466,0.398,0.568,0.386,10.3,/players/jodie-meeks-1.html,5.0
876,2008-09,Kentucky,SEC,36.0,1237.0,0.629,0.566,0.507,0.412,12.4,/players/jodie-meeks-1.html,36.0
877,1995-96,Kentucky,SEC,36.0,677.0,0.544,0.506,0.291,0.278,12.0,/players/ron-mercer-1.html,13.0
878,1996-97,Kentucky,SEC,40.0,1299.0,0.555,0.533,0.234,0.174,9.4,/players/ron-mercer-1.html,40.0
879,2016-17,Utah State,MWC,30.0,802.0,0.584,0.554,0.459,0.185,11.4,/players/sam-merrill-1.html,18.0
880,2017-18,Utah State,MWC,34.0,1202.0,0.658,0.633,0.554,0.226,12.8,/players/sam-merrill-1.html,33.0
881,2018-19,Utah State,MWC,35.0,1237.0,0.616,0.547,0.463,0.42,10.0,/players/sam-merrill-1.html,35.0
882,2019-20,Utah State,MWC,32.0,1119.0,0.625,0.566,0.513,0.397,9.0,/players/sam-merrill-1.html,32.0
883,2009-10,Texas A&M,Big 12,34.0,710.0,0.546,0.503,0.537,0.379,15.5,/players/khris-middleton-1.html,22.0
884,2010-11,Texas A&M,Big 12,33.0,978.0,0.559,0.506,0.306,0.419,17.4,/players/khris-middleton-1.html,33.0
885,2011-12,Texas A&M,Big 12,20.0,575.0,0.486,0.455,0.313,0.211,13.7,/players/khris-middleton-1.html,17.0
886,1997-98,Texas,Big 12,31.0,769.0,0.547,0.517,0.038,0.462,17.68,/players/chris-mihm-1.html,28.0
887,1998-99,Texas,Big 12,32.0,1027.0,0.515,0.449,0.012,0.679,15.5,/players/chris-mihm-1.html,32.0
888,1999-00,Texas,Big 12,33.0,1014.0,0.578,0.532,0.038,0.589,13.8,/players/chris-mihm-1.html,33.0
889,1995-96,Utah,WAC,34.0,872.0,0.587,0.549,0.097,0.579,26.6,/players/andre-miller-1.html,0.0
890,1996-97,Utah,WAC,33.0,974.0,0.526,0.506,0.141,0.49,23.6,/players/andre-miller-1.html,32.0
891,1997-98,Utah,WAC,34.0,1076.0,0.616,0.581,0.19,0.514,11.580000000000002,/players/andre-miller-1.html,34.0
892,1998-99,Utah,WAC,33.0,1092.0,0.555,0.519,0.214,0.442,16.7,/players/andre-miller-1.html,33.0
893,1994-95,Purdue,Big Ten,32.0,574.0,0.614,0.582,0.0,0.82,21.7,/players/brad-miller-1.html,18.0
894,1995-96,Purdue,Big Ten,32.0,682.0,0.588,0.521,0.031,0.751,18.6,/players/brad-miller-1.html,1.0
895,1996-97,Purdue,Big Ten,30.0,929.0,0.626,0.542,0.046,0.921,16.5,/players/brad-miller-1.html,30.0
896,1997-98,Purdue,Big Ten,34.0,993.0,0.69,0.637,0.033,0.844,19.3,/players/brad-miller-1.html,32.0
897,2011-12,Holy Cross,Patriot,21.0,204.0,0.57,0.525,0.5,0.25,26.3,/players/malcolm-miller-1.html,3.0
898,2012-13,Holy Cross,Patriot,27.0,724.0,0.494,0.46,0.4,0.504,22.9,/players/malcolm-miller-1.html,26.0
899,2013-14,Holy Cross,Patriot,34.0,1038.0,0.577,0.536,0.338,0.382,15.1,/players/malcolm-miller-1.html,34.0
900,2014-15,Holy Cross,Patriot,30.0,951.0,0.582,0.518,0.395,0.461,12.9,/players/malcolm-miller-1.html,30.0
901,1998-99,Florida,SEC,28.0,677.0,0.594,0.56,0.373,0.489,19.4,/players/mike-miller-1.html,19.0
902,1999-00,Florida,SEC,37.0,1058.0,0.581,0.539,0.378,0.462,13.7,/players/mike-miller-1.html,37.0
903,2007-08,Saint Mary's,WCC,32.0,1027.0,0.548,0.511,0.504,0.312,17.4,/players/patrick-mills-1.html,32.0
904,2008-09,Saint Mary's,WCC,26.0,867.0,0.529,0.485,0.489,0.244,14.2,/players/patrick-mills-1.html,24.0
905,2003-04,Louisiana Tech,WAC,30.0,1053.0,0.608,0.589,0.003,0.607,14.9,/players/paul-millsap-1.html,29.0
906,2004-05,Louisiana Tech,WAC,29.0,1061.0,0.588,0.575,0.003,0.609,12.8,/players/paul-millsap-1.html,29.0
907,2005-06,Louisiana Tech,WAC,33.0,1126.0,0.59,0.576,0.031,0.451,13.1,/players/paul-millsap-1.html,33.0
908,2015-16,Louisville,ACC,31.0,591.0,0.527,0.489,0.379,0.3,12.1,/players/donovan-mitchell-1.html,5.0
909,2016-17,Louisville,ACC,34.0,1098.0,0.534,0.498,0.509,0.243,10.2,/players/donovan-mitchell-1.html,33.0
910,1994-95,Rhode Island,A-10,27.0,864.0,0.481,0.442,0.425,0.243,13.9,/players/cuttino-mobley-1.html,25.0
911,1995-96,Rhode Island,A-10,2.0,35.0,0.803,0.821,0.5,0.143,21.1,/players/cuttino-mobley-1.html,0.0
912,1996-97,Rhode Island,A-10,30.0,730.0,0.521,0.484,0.308,0.241,12.0,/players/cuttino-mobley-1.html,20.0
913,1997-98,Rhode Island,A-10,34.0,1132.0,0.617,0.566,0.413,0.381,13.48,/players/cuttino-mobley-1.html,34.0
914,2020-21,USC,Pac-12,33.0,1120.0,0.624,0.595,0.117,0.566,14.6,/players/evan-mobley-1.html,33.0
915,1995-96,Kentucky,SEC,16.0,88.0,0.458,0.448,0.0,0.828,30.8,/players/nazr-mohammed-1.html,0.0
916,1996-97,Kentucky,SEC,39.0,617.0,0.513,0.51,0.008,0.344,16.4,/players/nazr-mohammed-1.html,12.0
917,1997-98,Kentucky,SEC,39.0,819.0,0.612,0.597,0.0,0.425,13.5,/players/nazr-mohammed-1.html,27.0
918,2008-09,Georgetown,Big East,31.0,958.0,0.612,0.576,0.024,0.6,19.3,/players/greg-monroe-1.html,31.0
919,2009-10,Georgetown,Big East,34.0,1164.0,0.567,0.534,0.07,0.543,18.8,/players/greg-monroe-1.html,34.0
920,1990-91,UNC,ACC,35.0,531.0,0.598,0.587,0.0,0.486,15.9,/players/eric-montross-1.html,9.0
921,1991-92,UNC,ACC,31.0,784.0,0.588,0.574,0.0,0.447,13.7,/players/eric-montross-1.html,25.0
922,1992-93,UNC,ACC,38.0,1076.0,0.639,0.615,0.0,0.632,12.3,/players/eric-montross-1.html,36.0
923,1993-94,UNC,ACC,35.0,1110.0,0.566,0.56,0.0,0.602,13.6,/players/eric-montross-1.html,35.0
924,2017-18,Murray State,OVC,32.0,1088.0,0.569,0.505,0.303,0.479,18.2,/players/temetrius-morant-1.html,32.0
925,2018-19,Murray State,OVC,33.0,1207.0,0.612,0.553,0.296,0.512,20.5,/players/temetrius-morant-1.html,33.0
926,2010-11,Oregon State,Pac-10,4.0,12.0,0.226,0.333,0.0,1.0,0.0,/players/eric-moreland-1.html,0.0
927,2011-12,Oregon State,Pac-12,36.0,738.0,0.517,0.516,0.023,0.86,22.2,/players/eric-moreland-1.html,17.0
928,2012-13,Oregon State,Pac-12,29.0,889.0,0.591,0.59,0.104,0.541,21.8,/players/eric-moreland-1.html,22.0
929,2013-14,Oregon State,Pac-12,20.0,588.0,0.528,0.512,0.015,0.623,21.1,/players/eric-moreland-1.html,19.0
930,1987-88,Auburn,SEC,30.0,1018.0,0.55,0.514,0.194,0.263,12.3,/players/chris-morris-1.html,0.0
931,2008-09,Kansas,Big 12,35.0,547.0,0.498,0.459,0.119,0.448,20.9,/players/markieff-morris-1.html,7.0
932,2009-10,Kansas,Big 12,36.0,632.0,0.612,0.599,0.125,0.645,20.4,/players/markieff-morris-1.html,2.0
933,2010-11,Kansas,Big 12,38.0,926.0,0.642,0.627,0.178,0.462,16.2,/players/markieff-morris-1.html,34.0
934,2003-04,Gonzaga,WCC,31.0,644.0,0.591,0.564,0.217,0.326,10.8,/players/adam-morrison-1.html,1.0
935,2004-05,Gonzaga,WCC,31.0,1059.0,0.57,0.539,0.262,0.291,9.1,/players/adam-morrison-1.html,29.0
936,2005-06,Gonzaga,WCC,33.0,1205.0,0.605,0.556,0.28,0.504,9.0,/players/adam-morrison-1.html,32.0
937,1988-89,Georgetown,Big East,34.0,962.0,0.63,0.605,0.015,0.744,15.9,/players/alonzo-mourning-1.html,34.0
938,1989-90,Georgetown,Big East,31.0,937.0,0.623,0.525,0.007,1.018,17.7,/players/alonzo-mourning-1.html,31.0
939,1990-91,Georgetown,Big East,23.0,682.0,0.625,0.532,0.065,0.935,16.7,/players/alonzo-mourning-1.html,0.0
