,2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,URL,eFG%
4560,2.4,0.456,5.3,1.0,0.349,2.9,,4.8,0.1,2.2,3.4,0.418,8.2,1.1,0.817,1.3,401.0,157.0,NBA,23.7,0.3,1.9,,9.0,Career,0.6,,1.9,2.5,/players/v/vasqugr01.html,0.48
4561,2.0,0.484,4.0,1.4,0.357,4.0,,1.4,0.4,3.1,3.4,0.421,8.0,0.9,0.84,1.1,133,39,NBA,22.5,0.5,1.7,,9.1,Career,0.9,,0.6,3.6,/players/v/vassede01.html,0.509
4562,3.7,0.412,9.0,1.9,0.301,6.2,,2.1,,1.5,4.4,0.392,11.1,2.5,0.738,3.4,491.0,,TOT,25.7,0.7,2.3,,11.9,Career,,,2.1,2.5,/players/v/vaughch01.html,0.42
4563,4.7,0.422,11.1,0.0,0.0,0.0,,1.5,1.4,6.8,4.7,0.421,11.1,1.4,0.549,2.5,93,,ABA,27.9,3.1,3.1,,10.7,Career,0.8,,2.2,9.8,/players/v/vaughda01.html,0.421
4564,1.2,0.425,2.7,0.0,0.0,0.0,,0.3,0.4,1.9,1.2,0.423,2.7,0.6,0.638,0.9,118.0,8.0,NBA,9.8,1.1,1.8,,2.9,Career,0.3,,0.8,3.1,/players/v/vaughda02.html,0.423
4565,1.6,0.437,3.6,0.1,0.352,0.3,,2.5,0.0,1.1,1.7,0.429,3.9,1.0,0.779,1.3,776.0,123.0,NBA,16.3,0.2,1.6,,4.5,Career,0.5,,1.0,1.3,/players/v/vaughja01.html,0.445
4566,0.6,0.366,1.5,0.6,0.313,1.9,,0.5,0.2,1.0,1.2,0.337,3.4,0.1,0.692,0.2,139.0,8.0,NBA,12.0,0.1,0.9,,3.0,Career,0.4,,0.3,1.1,/players/v/vaughra01.html,0.424
4567,,,,,,,,0.6,,,0.9,0.192,4.6,0.9,0.536,1.6,17,,BAA,,,1.1,,2.6,Career,,,,,/players/v/vaughvi01.html,
4568,4.4,0.508,8.7,0.0,0.244,0.1,,0.9,0.3,4.9,4.4,0.504,8.8,1.2,0.718,1.7,689.0,354.0,NBA,24.7,2.2,2.4,,10.1,Career,0.7,,1.2,7.1,/players/v/vaughlo01.html,0.506
4569,7.3,.449,16.2,0.4,.296,1.3,,2.9,0.0,2.0,7.6,.438,17.4,4.6,.749,6.1,342,,TOT,31.4,1.9,2.9,,20.2,Career,0.6,,3.1,3.9,/players/v/vergabo01.html,.449
4570,1.5,0.506,3.0,0.0,0.25,0.0,,0.5,0.2,1.3,1.5,0.505,3.0,0.5,0.689,0.7,282.0,27.0,NBA,11.4,1.0,2.2,,3.5,Career,0.5,,0.6,2.3,/players/v/verhope01.html,0.505
4571,1.6,0.523,3.1,0.0,0.0,0.0,,0.6,0.5,2.1,1.6,0.521,3.1,0.4,0.408,1.0,162.0,25.0,NBA,15.2,1.4,2.4,,3.6,Career,0.7,,0.8,3.5,/players/v/veselja01.html,0.521
4572,1.2,0.432,2.8,0.2,1.0,0.2,,0.5,0.0,0.3,1.5,0.475,3.1,0.3,0.667,0.5,13,0,NBA,6.8,0.3,0.9,,3.5,Career,0.2,,0.2,0.6,/players/v/vetragu01.html,0.513
4573,1.0,0.5,2.0,0.0,,0.0,,2.0,0.0,0.0,1.0,0.5,2.0,0.0,,0.0,1,0,NBA,9.0,0.0,3.0,,2.0,Career,0.0,,1.0,0.0,/players/v/viannjo01.html,0.5
4574,3.0,0.484,6.1,1.1,0.341,3.2,,0.8,0.5,3.4,4.0,0.435,9.3,1.2,0.772,1.6,656.0,163.0,NBA,20.7,1.2,2.2,,10.4,Career,0.5,,1.0,4.6,/players/v/villach01.html,0.494
4575,1.1,0.489,2.2,1.3,0.343,3.9,,2.2,0.1,1.2,2.4,0.396,6.2,0.5,0.831,0.6,127,34,NBA,18.3,0.3,1.9,,6.7,Career,0.7,,1.0,1.5,/players/v/vincega01.html,0.505
4576,6.1,.475,12.7,0.0,.148,0.0,,2.0,0.3,3.8,6.1,.474,12.8,3.0,.784,3.9,576,225,NBA,27.0,1.7,2.8,,15.2,Career,0.7,,1.9,5.5,/players/v/vinceja01.html,.474
4577,2.9,0.458,6.3,0.0,0.182,0.2,,3.9,0.2,1.7,2.9,0.449,6.5,1.9,0.863,2.2,396.0,168.0,NBA,19.0,0.4,1.5,,7.8,Career,0.7,,1.7,2.1,/players/v/vincesa01.html,0.452
4578,0.3,0.5,0.6,0.3,0.421,0.7,,0.3,0.1,0.6,0.6,0.457,1.3,0.4,0.556,0.7,26,0,NBA,6.6,0.1,0.5,,1.9,Career,0.1,,0.3,0.7,/players/v/vincima01.html,0.571
4579,0.2,.273,0.8,0.2,.231,1.0,,0.1,0.0,0.1,0.5,.250,1.8,0.2,.667,0.2,13,0,NBA,5.2,0.0,0.5,,1.3,Career,0.2,,0.5,0.1,/players/v/vinsofr01.html,.313
4580,4.2,0.4,10.5,0.0,0.0,0.1,,2.4,0.1,3.4,4.2,0.398,10.5,1.5,0.78,1.9,31,,ABA,26.6,1.6,2.7,,9.9,Career,0.8,,1.6,5.0,/players/v/virdecl01.html,0.398
4581,1.0,0.333,3.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.333,3.0,0.0,,0.0,1,0,NBA,4.0,2.0,0.0,,2.0,Career,0.0,,0.0,2.0,/players/v/vocega01.html,0.333
4582,,,,,,,,2.1,,,3.0,0.309,9.8,1.3,0.55,2.4,54.0,,NBA,,,3.1,,7.4,Career,,,,,/players/v/volkefl01.html,
4583,2.3,.480,4.8,0.3,.333,1.0,,2.2,0.3,1.5,2.6,.455,5.7,1.3,.613,2.1,149,31,NBA,16.5,1.0,2.3,,6.8,Career,0.7,,1.0,2.6,/players/v/volkoal01.html,.483
4584,,,,,,,,2.4,,,2.0,0.357,5.7,1.2,0.635,1.9,59.0,,NBA,,,2.2,,5.3,Career,,,,,/players/v/vonniwh01.html,
4585,1.6,0.501,3.2,0.3,0.308,0.9,,0.8,0.4,3.8,1.9,0.459,4.1,0.8,0.691,1.2,339.0,171.0,NBA,16.8,1.4,1.8,,4.9,Career,0.4,,0.8,5.1,/players/v/vonleno01.html,0.492
4586,1.5,0.488,3.1,0.0,0.333,0.0,,0.5,0.4,2.2,1.5,0.487,3.1,1.0,0.714,1.5,450.0,93.0,NBA,14.3,1.2,2.6,,4.0,Career,0.3,,0.8,3.4,/players/v/voskuja01.html,0.488
4587,2.1,.499,4.1,0.0,.105,0.0,,1.2,0.5,2.4,2.1,.496,4.2,1.0,.570,1.7,510,246,NBA,20.8,1.5,2.7,,5.1,Career,0.7,,1.0,3.9,/players/v/vraneda01.html,.496
4588,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1,0,NBA,3.0,0.0,1.0,,0.0,Career,0.0,,0.0,0.0,/players/v/vranesl01.html,0.0
4589,1.2,.477,2.4,0.0,,0.0,,0.3,1.1,2.1,1.2,.477,2.4,0.5,.598,0.8,170,73,NBA,12.1,0.9,1.9,,2.8,Career,0.1,,0.8,3.0,/players/v/vrankst01.html,.477
4590,0.9,0.385,2.4,0.0,0.0,0.1,,0.8,0.5,1.6,0.9,0.37,2.5,1.3,0.737,1.7,11,,NBA,8.5,0.6,2.4,,3.1,Career,0.5,,0.8,2.3,/players/v/vromabr01.html,0.37
4591,1.2,0.412,3.0,0.0,0.0,0.0,,0.6,0.3,1.9,1.2,0.408,3.0,0.8,0.58,1.4,87.0,20.0,NBA,12.8,1.1,2.1,,3.3,Career,0.4,,1.0,3.0,/players/v/vromaja01.html,0.408
4592,6.5,0.518,12.6,0.8,0.348,2.2,,2.7,0.9,7.9,7.3,0.494,14.8,1.6,0.757,2.1,741.0,680.0,NBA,30.9,2.5,2.5,,16.9,Career,0.9,,1.7,10.4,/players/v/vucevni01.html,0.519
4593,0.9,0.415,2.2,0.9,0.367,2.5,,1.3,0.1,1.5,1.9,0.39,4.7,0.7,0.858,0.8,581.0,58.0,NBA,15.3,0.4,1.5,,5.3,Career,0.6,,0.6,1.9,/players/v/vujacsa01.html,0.487
4594,,,,,,,,1.5,,,1.4,0.305,4.5,2.0,0.669,2.9,175,,TOT,,,2.0,,4.7,Career,,,,,/players/v/vanbrbu01.html,
4595,2.2,.446,4.9,0.0,.282,0.1,,2.0,0.8,3.0,2.2,.444,4.9,1.8,.821,2.2,598,0,TOT,23.0,1.3,2.6,,6.2,Career,0.8,,1.5,4.3,/players/v/vanbrja01.html,.445
4596,0.9,0.61,1.4,1.0,0.365,2.8,,1.0,0.3,2.5,1.9,0.447,4.3,0.4,0.714,0.6,126,47,NBA,18.0,0.6,1.4,,5.3,Career,0.5,,0.4,3.0,/players/w/wadede01.html,0.568
4597,7.5,0.502,14.9,0.5,0.293,1.8,,5.4,0.8,3.5,8.0,0.48,16.7,5.4,0.765,7.1,1054.0,909.0,NBA,33.9,1.2,2.2,,22.0,Career,1.5,,3.2,4.7,/players/w/wadedw01.html,0.495
4598,0.3,.167,1.5,0.0,.000,0.2,,3.0,0.1,1.0,0.3,.150,1.7,0.2,.500,0.3,12,0,NBA,10.5,0.3,1.1,,0.7,Career,0.6,,1.1,1.3,/players/w/wadema01.html,.150
4599,1.4,.469,3.1,0.5,.325,1.6,,0.7,0.1,1.0,2.0,.420,4.6,0.9,.751,1.1,200,14,NBA,12.4,0.2,0.8,,5.3,Career,0.4,,0.6,1.2,/players/w/wafervo01.html,.475
4600,,,,,,,,1.4,,,0.9,0.281,3.2,0.5,0.617,0.7,63,,NBA,,,2.8,,2.3,Career,,,,,/players/w/wagercl01.html,
4601,2.5,.385,6.6,0.9,.321,2.8,,1.9,0.1,1.1,3.4,.366,9.4,1.6,.770,2.1,103,28,NBA,21.4,0.3,2.1,,9.4,Career,0.7,,1.3,1.4,/players/w/wagneda02.html,.414
4602,,,,,,,,1.6,,,1.7,0.352,4.9,2.8,0.886,3.2,11,,NBA,,,2.0,,6.3,Career,,,,,/players/w/wagneda01.html,
4603,4.6,0.511,8.9,1.2,0.354,3.4,,2.9,0.4,3.4,5.8,0.468,12.3,2.4,0.863,2.8,79,79,NBA,30.7,1.1,2.1,,15.2,Career,0.9,,1.5,4.5,/players/w/wagnefr01.html,0.517
4604,1.5,.441,3.3,0.2,.296,0.5,,1.4,0.1,0.6,1.6,.422,3.8,0.7,.875,0.8,53,5,NBA,9.4,0.1,1.1,,4.1,Career,0.2,,0.6,0.7,/players/w/wagnemi01.html,.441
4605,1.9,0.608,3.1,0.7,0.321,2.3,,1.1,0.3,2.8,2.6,0.487,5.4,1.5,0.813,1.9,196.0,37.0,NBA,15.1,0.7,2.2,,7.5,Career,0.4,,1.0,3.5,/players/w/wagnemo01.html,0.555
4606,0.8,0.27,3.1,0.1,0.25,0.3,,1.2,,1.3,0.9,0.268,3.4,1.1,0.765,1.4,12,,ABA,15.0,0.7,2.3,,3.0,Career,,,1.5,1.9,/players/w/wagneph01.html,0.28
4607,0.5,0.489,1.0,0.4,0.322,1.3,,0.3,0.1,0.6,0.9,0.394,2.3,0.2,0.583,0.3,45,0,NBA,8.0,0.6,1.1,,2.4,Career,0.4,,0.3,1.2,/players/w/wainris01.html,0.486
4608,3.7,0.444,8.2,1.4,0.346,4.0,,2.8,0.3,2.2,5.0,0.412,12.2,1.7,0.694,2.5,419.0,211.0,NBA,28.2,0.4,1.9,,13.1,Career,0.9,,1.8,2.6,/players/w/waitedi01.html,0.468
4609,1.1,0.462,2.3,0.0,0.0,0.0,,0.5,0.7,1.4,1.1,0.458,2.4,0.3,0.559,0.5,249.0,39.0,NBA,10.2,0.7,1.6,,2.4,Career,0.2,,0.6,2.2,/players/w/waitegr01.html,0.458
4610,0.8,0.354,2.4,0.0,,0.0,,0.9,0.0,0.7,0.8,0.354,2.4,0.6,0.708,0.9,81.0,,NBA,7.8,0.3,1.0,,2.3,Career,0.2,,1.0,1.0,/players/w/wakefan01.html,0.354
4611,,,,,,,,2.1,0.4,4.8,5.2,.459,11.2,2.3,.758,3.0,568,,NBA,24.4,1.8,3.1,,12.6,Career,0.6,,,7.7,/players/w/walkne01.html,
4612,,,,,,,,0.8,0.2,1.3,1.8,0.462,3.9,0.9,0.766,1.2,40,,NBA,11.0,0.6,1.5,,4.5,Career,0.5,,,1.9,/players/w/walkean01.html,
4613,5.3,0.45,11.7,1.6,0.325,4.8,,3.5,0.5,5.6,6.8,0.414,16.5,2.3,0.633,3.7,893.0,707.0,NBA,35.3,2.1,2.8,,17.5,Career,1.2,,2.8,7.7,/players/w/walkean02.html,0.461
4614,,,,,,,,1.4,,,3.0,0.38,7.8,1.1,0.633,1.8,228.0,,TOT,20.0,,1.4,,7.0,Career,,,,5.4,/players/w/walkebr01.html,
4615,,,,,,,,2.1,0.1,3.8,6.7,0.47,14.2,4.9,0.796,6.2,1032.0,,NBA,32.4,1.6,2.6,,18.2,Career,0.7,,,7.1,/players/w/walkech01.html,
